entry_time,entry_price,exit_time,exit_price,exit_reason,stop_price,target_price,gross_pnl,holding_minutes,same_bar_stop_target_ambiguity,candidate_id,instrument,family,strategy_family,variant,signal_timeframe,execution_timeframe,entry_rule,stop_rule,target_rule,time_stop,max_trades_per_day,stop_after_first_loser,one_open_position,execution_mode,discovery_role,params,signal_time,signal_available_time,trading_session,side,reason,base_cost,stress_cost,net_pnl,stress_net_pnl,split,entry_hour
2026-04-06 10:05:00-04:00,24292.25,2026-04-06 13:12:00-04:00,24245.25,target,24468.0,24245.25,94.0,187,0,MNQ_opening_range_failure_or25_tf5_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf5_opposite_max2,5,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-06 10:00:00-04:00,2026-04-06 10:05:00-04:00,2026-04-06,short,or_failure_short,2.74,3.74,91.26,90.26,discovery,10:05
2026-04-08 10:00:00-04:00,25081.25,2026-04-08 10:47:00-04:00,25009.0875,stop,25009.0875,25251.75,-144.3249999999971,47,0,MNQ_opening_range_failure_or25_tf5_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf5_opposite_max2,5,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-08 09:55:00-04:00,2026-04-08 10:00:00-04:00,2026-04-08,long,or_failure_long,2.74,3.74,-147.0649999999971,-148.0649999999971,discovery,10:00
2026-04-08 11:50:00-04:00,25078.75,2026-04-08 14:45:00-04:00,25009.0875,stop,25009.0875,25251.75,-139.3249999999971,175,0,MNQ_opening_range_failure_or25_tf5_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf5_opposite_max2,5,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-08 11:45:00-04:00,2026-04-08 11:50:00-04:00,2026-04-08,long,or_failure_long,2.74,3.74,-142.0649999999971,-143.0649999999971,discovery,11:50
2026-04-09 10:00:00-04:00,25033.25,2026-04-09 10:18:00-04:00,24980.7875,stop,24980.7875,25112.75,-104.92500000000291,18,0,MNQ_opening_range_failure_or25_tf5_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf5_opposite_max2,5,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-09 09:55:00-04:00,2026-04-09 10:00:00-04:00,2026-04-09,long,or_failure_long,2.74,3.74,-107.6650000000029,-108.6650000000029,discovery,10:00
2026-04-09 10:55:00-04:00,25035.5,2026-04-09 11:32:00-04:00,25112.75,target,24980.7875,25112.75,154.5,37,0,MNQ_opening_range_failure_or25_tf5_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf5_opposite_max2,5,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-09 10:50:00-04:00,2026-04-09 10:55:00-04:00,2026-04-09,long,or_failure_long,2.74,3.74,151.76,150.76,discovery,10:55
2026-04-10 10:05:00-04:00,25290.25,2026-04-10 10:32:00-04:00,25372.0,target,25261.3,25372.0,163.5,27,0,MNQ_opening_range_failure_or25_tf5_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf5_opposite_max2,5,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-10 10:00:00-04:00,2026-04-10 10:05:00-04:00,2026-04-10,long,or_failure_long,2.74,3.74,160.76,159.76,discovery,10:05
2026-04-10 10:35:00-04:00,25355.5,2026-04-10 11:40:00-04:00,25290.0,target,25400.7,25290.0,131.0,65,0,MNQ_opening_range_failure_or25_tf5_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf5_opposite_max2,5,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-10 10:30:00-04:00,2026-04-10 10:35:00-04:00,2026-04-10,short,or_failure_short,2.74,3.74,128.26,127.26,discovery,10:35
2026-04-13 10:15:00-04:00,25282.0,2026-04-13 10:58:00-04:00,25346.6375,stop,25346.6375,25160.0,-129.27500000000146,43,0,MNQ_opening_range_failure_or25_tf5_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf5_opposite_max2,5,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-13 10:10:00-04:00,2026-04-13 10:15:00-04:00,2026-04-13,short,or_failure_short,2.74,3.74,-132.01500000000146,-133.01500000000146,discovery,10:15
2026-04-15 10:10:00-04:00,26067.75,2026-04-15 10:15:00-04:00,26097.5,stop,26097.5,25982.75,-59.5,5,0,MNQ_opening_range_failure_or25_tf5_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf5_opposite_max2,5,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-15 10:05:00-04:00,2026-04-15 10:10:00-04:00,2026-04-15,short,or_failure_short,2.74,3.74,-62.24,-63.24,discovery,10:10
2026-04-16 10:00:00-04:00,26321.25,2026-04-16 11:08:00-04:00,26453.5,target,26219.275,26453.5,264.5,68,0,MNQ_opening_range_failure_or25_tf5_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf5_opposite_max2,5,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-16 09:55:00-04:00,2026-04-16 10:00:00-04:00,2026-04-16,long,or_failure_long,2.74,3.74,261.76,260.76,discovery,10:00
2026-04-17 10:25:00-04:00,26739.25,2026-04-17 10:33:00-04:00,26777.325,stop,26777.325,26629.5,-76.15000000000146,8,0,MNQ_opening_range_failure_or25_tf5_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf5_opposite_max2,5,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-17 10:20:00-04:00,2026-04-17 10:25:00-04:00,2026-04-17,short,or_failure_short,2.74,3.74,-78.89000000000145,-79.89000000000145,discovery,10:25
2026-04-20 10:35:00-04:00,26727.25,2026-04-20 10:51:00-04:00,26677.5,stop,26677.5,26826.0,-99.5,16,0,MNQ_opening_range_failure_or25_tf5_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf5_opposite_max2,5,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-20 10:30:00-04:00,2026-04-20 10:35:00-04:00,2026-04-20,long,or_failure_long,2.74,3.74,-102.24,-103.24,discovery,10:35
2026-04-21 10:05:00-04:00,26827.0,2026-04-21 10:11:00-04:00,26877.1125,stop,26877.1125,26726.25,-100.22499999999854,6,0,MNQ_opening_range_failure_or25_tf5_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf5_opposite_max2,5,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-21 10:00:00-04:00,2026-04-21 10:05:00-04:00,2026-04-21,short,or_failure_short,2.74,3.74,-102.96499999999854,-103.96499999999854,discovery,10:05
2026-04-21 10:25:00-04:00,26827.5,2026-04-21 11:00:00-04:00,26726.25,target,26877.1125,26726.25,202.5,35,0,MNQ_opening_range_failure_or25_tf5_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf5_opposite_max2,5,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-21 10:20:00-04:00,2026-04-21 10:25:00-04:00,2026-04-21,short,or_failure_short,2.74,3.74,199.76,198.76,discovery,10:25
2026-04-22 10:05:00-04:00,26885.25,2026-04-22 10:14:00-04:00,26922.1625,stop,26922.1625,26807.75,-73.82499999999709,9,0,MNQ_opening_range_failure_or25_tf5_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf5_opposite_max2,5,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-22 10:00:00-04:00,2026-04-22 10:05:00-04:00,2026-04-22,short,or_failure_short,2.74,3.74,-76.56499999999708,-77.56499999999708,discovery,10:05
2026-04-23 11:00:00-04:00,27094.0,2026-04-23 11:32:00-04:00,27150.975,stop,27150.975,26964.0,-113.94999999999709,32,0,MNQ_opening_range_failure_or25_tf5_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf5_opposite_max2,5,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-23 10:55:00-04:00,2026-04-23 11:00:00-04:00,2026-04-23,short,or_failure_short,2.74,3.74,-116.68999999999708,-117.68999999999708,discovery,11:00
2026-04-23 11:50:00-04:00,27092.0,2026-04-23 13:09:00-04:00,26964.0,target,27150.975,26964.0,256.0,79,0,MNQ_opening_range_failure_or25_tf5_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf5_opposite_max2,5,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-23 11:45:00-04:00,2026-04-23 11:50:00-04:00,2026-04-23,short,or_failure_short,2.74,3.74,253.26,252.26,discovery,11:50
