entry_time,entry_price,exit_time,exit_price,exit_reason,stop_price,target_price,gross_pnl,holding_minutes,same_bar_stop_target_ambiguity,candidate_id,instrument,family,strategy_family,variant,signal_timeframe,execution_timeframe,entry_rule,stop_rule,target_rule,time_stop,max_trades_per_day,stop_after_first_loser,one_open_position,execution_mode,discovery_role,params,signal_time,signal_available_time,trading_session,side,reason,base_cost,stress_cost,net_pnl,stress_net_pnl,split,entry_hour
2026-04-06 10:03:00-04:00,24355.75,2026-04-06 13:12:00-04:00,24245.25,target,24468.0,24245.25,221.0,189,0,MNQ_opening_range_failure_or25_tf3_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf3_opposite_max2,3,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-06 10:00:00-04:00,2026-04-06 10:03:00-04:00,2026-04-06,short,or_failure_short,2.74,3.74,218.26,217.26,discovery,10:03
2026-04-08 10:00:00-04:00,25081.25,2026-04-08 10:47:00-04:00,25009.0875,stop,25009.0875,25251.75,-144.3249999999971,47,0,MNQ_opening_range_failure_or25_tf3_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf3_opposite_max2,3,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-08 09:57:00-04:00,2026-04-08 10:00:00-04:00,2026-04-08,long,or_failure_long,2.74,3.74,-147.0649999999971,-148.0649999999971,discovery,10:00
2026-04-08 11:48:00-04:00,25075.0,2026-04-08 14:45:00-04:00,25009.0875,stop,25009.0875,25251.75,-131.8249999999971,177,0,MNQ_opening_range_failure_or25_tf3_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf3_opposite_max2,3,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-08 11:45:00-04:00,2026-04-08 11:48:00-04:00,2026-04-08,long,or_failure_long,2.74,3.74,-134.5649999999971,-135.5649999999971,discovery,11:48
2026-04-09 10:12:00-04:00,25017.75,2026-04-09 10:27:00-04:00,24967.9625,stop,24967.9625,25112.75,-99.57499999999709,15,0,MNQ_opening_range_failure_or25_tf3_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf3_opposite_max2,3,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-09 10:09:00-04:00,2026-04-09 10:12:00-04:00,2026-04-09,long,or_failure_long,2.74,3.74,-102.31499999999708,-103.31499999999708,discovery,10:12
2026-04-09 10:51:00-04:00,25018.5,2026-04-09 11:32:00-04:00,25112.75,target,24967.9625,25112.75,188.5,41,0,MNQ_opening_range_failure_or25_tf3_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf3_opposite_max2,3,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-09 10:48:00-04:00,2026-04-09 10:51:00-04:00,2026-04-09,long,or_failure_long,2.74,3.74,185.76,184.76,discovery,10:51
2026-04-10 10:03:00-04:00,25294.25,2026-04-10 10:32:00-04:00,25372.0,target,25261.3,25372.0,155.5,29,0,MNQ_opening_range_failure_or25_tf3_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf3_opposite_max2,3,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-10 10:00:00-04:00,2026-04-10 10:03:00-04:00,2026-04-10,long,or_failure_long,2.74,3.74,152.76,151.76,discovery,10:03
2026-04-10 10:33:00-04:00,25360.0,2026-04-10 11:40:00-04:00,25290.0,target,25400.7,25290.0,140.0,67,0,MNQ_opening_range_failure_or25_tf3_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf3_opposite_max2,3,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-10 10:30:00-04:00,2026-04-10 10:33:00-04:00,2026-04-10,short,or_failure_short,2.74,3.74,137.26,136.26,discovery,10:33
2026-04-13 10:12:00-04:00,25296.0,2026-04-13 10:58:00-04:00,25346.6375,stop,25346.6375,25160.0,-101.27500000000146,46,0,MNQ_opening_range_failure_or25_tf3_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf3_opposite_max2,3,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-13 10:09:00-04:00,2026-04-13 10:12:00-04:00,2026-04-13,short,or_failure_short,2.74,3.74,-104.01500000000145,-105.01500000000145,discovery,10:12
2026-04-14 10:12:00-04:00,25755.5,2026-04-14 10:28:00-04:00,25801.55,stop,25801.55,25655.75,-92.09999999999854,16,0,MNQ_opening_range_failure_or25_tf3_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf3_opposite_max2,3,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-14 10:09:00-04:00,2026-04-14 10:12:00-04:00,2026-04-14,short,or_failure_short,2.74,3.74,-94.83999999999854,-95.83999999999854,discovery,10:12
2026-04-15 10:09:00-04:00,26061.75,2026-04-15 10:15:00-04:00,26097.5,stop,26097.5,25982.75,-71.5,6,0,MNQ_opening_range_failure_or25_tf3_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf3_opposite_max2,3,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-15 10:06:00-04:00,2026-04-15 10:09:00-04:00,2026-04-15,short,or_failure_short,2.74,3.74,-74.24,-75.24,discovery,10:09
2026-04-17 10:24:00-04:00,26732.0,2026-04-17 10:33:00-04:00,26777.325,stop,26777.325,26629.5,-90.65000000000146,9,0,MNQ_opening_range_failure_or25_tf3_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf3_opposite_max2,3,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-17 10:21:00-04:00,2026-04-17 10:24:00-04:00,2026-04-17,short,or_failure_short,2.74,3.74,-93.39000000000145,-94.39000000000145,discovery,10:24
2026-04-20 10:33:00-04:00,26724.0,2026-04-20 10:51:00-04:00,26677.5,stop,26677.5,26826.0,-93.0,18,0,MNQ_opening_range_failure_or25_tf3_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf3_opposite_max2,3,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-20 10:30:00-04:00,2026-04-20 10:33:00-04:00,2026-04-20,long,or_failure_long,2.74,3.74,-95.74,-96.74,discovery,10:33
2026-04-21 10:03:00-04:00,26837.25,2026-04-21 10:11:00-04:00,26877.1125,stop,26877.1125,26726.25,-79.72499999999854,8,0,MNQ_opening_range_failure_or25_tf3_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf3_opposite_max2,3,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-21 10:00:00-04:00,2026-04-21 10:03:00-04:00,2026-04-21,short,or_failure_short,2.74,3.74,-82.46499999999854,-83.46499999999854,discovery,10:03
2026-04-21 10:21:00-04:00,26832.25,2026-04-21 11:00:00-04:00,26726.25,target,26877.1125,26726.25,212.0,39,0,MNQ_opening_range_failure_or25_tf3_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf3_opposite_max2,3,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-21 10:18:00-04:00,2026-04-21 10:21:00-04:00,2026-04-21,short,or_failure_short,2.74,3.74,209.26,208.26,discovery,10:21
2026-04-22 10:03:00-04:00,26885.0,2026-04-22 10:14:00-04:00,26922.1625,stop,26922.1625,26807.75,-74.32499999999709,11,0,MNQ_opening_range_failure_or25_tf3_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf3_opposite_max2,3,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-22 10:00:00-04:00,2026-04-22 10:03:00-04:00,2026-04-22,short,or_failure_short,2.74,3.74,-77.06499999999708,-78.06499999999708,discovery,10:03
