entry_time,entry_price,exit_time,exit_price,exit_reason,stop_price,target_price,gross_pnl,holding_minutes,same_bar_stop_target_ambiguity,candidate_id,instrument,family,strategy_family,variant,signal_timeframe,execution_timeframe,entry_rule,stop_rule,target_rule,time_stop,max_trades_per_day,stop_after_first_loser,one_open_position,execution_mode,discovery_role,params,signal_time,signal_available_time,trading_session,side,reason,base_cost,stress_cost,net_pnl,stress_net_pnl,split,entry_hour
2026-04-06 10:02:00-04:00,24365.75,2026-04-06 13:12:00-04:00,24245.25,target,24468.0,24245.25,241.0,190,0,MNQ_opening_range_failure_or25_tf2_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf2_opposite_max2,2,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-06 10:00:00-04:00,2026-04-06 10:02:00-04:00,2026-04-06,short,or_failure_short,2.74,3.74,238.26,237.26,discovery,10:02
2026-04-08 10:00:00-04:00,25081.25,2026-04-08 10:47:00-04:00,25009.0875,stop,25009.0875,25251.75,-144.3249999999971,47,0,MNQ_opening_range_failure_or25_tf2_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf2_opposite_max2,2,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-08 09:58:00-04:00,2026-04-08 10:00:00-04:00,2026-04-08,long,or_failure_long,2.74,3.74,-147.0649999999971,-148.0649999999971,discovery,10:00
2026-04-09 09:58:00-04:00,25035.75,2026-04-09 10:19:00-04:00,24977.075,stop,24977.075,25112.75,-117.34999999999854,21,0,MNQ_opening_range_failure_or25_tf2_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf2_opposite_max2,2,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-09 09:56:00-04:00,2026-04-09 09:58:00-04:00,2026-04-09,long,or_failure_long,2.74,3.74,-120.08999999999854,-121.08999999999854,discovery,09:58
2026-04-09 10:52:00-04:00,25017.5,2026-04-09 11:32:00-04:00,25112.75,target,24977.075,25112.75,190.5,40,0,MNQ_opening_range_failure_or25_tf2_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf2_opposite_max2,2,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-09 10:50:00-04:00,2026-04-09 10:52:00-04:00,2026-04-09,long,or_failure_long,2.74,3.74,187.76,186.76,discovery,10:52
2026-04-10 10:04:00-04:00,25290.75,2026-04-10 10:32:00-04:00,25372.0,target,25261.3,25372.0,162.5,28,0,MNQ_opening_range_failure_or25_tf2_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf2_opposite_max2,2,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-10 10:02:00-04:00,2026-04-10 10:04:00-04:00,2026-04-10,long,or_failure_long,2.74,3.74,159.76,158.76,discovery,10:04
2026-04-10 10:34:00-04:00,25361.75,2026-04-10 11:40:00-04:00,25290.0,target,25400.7,25290.0,143.5,66,0,MNQ_opening_range_failure_or25_tf2_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf2_opposite_max2,2,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-10 10:32:00-04:00,2026-04-10 10:34:00-04:00,2026-04-10,short,or_failure_short,2.74,3.74,140.76,139.76,discovery,10:34
2026-04-13 10:12:00-04:00,25296.0,2026-04-13 10:58:00-04:00,25346.6375,stop,25346.6375,25160.0,-101.27500000000146,46,0,MNQ_opening_range_failure_or25_tf2_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf2_opposite_max2,2,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-13 10:10:00-04:00,2026-04-13 10:12:00-04:00,2026-04-13,short,or_failure_short,2.74,3.74,-104.01500000000145,-105.01500000000145,discovery,10:12
2026-04-14 10:12:00-04:00,25755.5,2026-04-14 10:28:00-04:00,25801.55,stop,25801.55,25655.75,-92.09999999999854,16,0,MNQ_opening_range_failure_or25_tf2_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf2_opposite_max2,2,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-14 10:10:00-04:00,2026-04-14 10:12:00-04:00,2026-04-14,short,or_failure_short,2.74,3.74,-94.83999999999854,-95.83999999999854,discovery,10:12
2026-04-15 10:08:00-04:00,26065.5,2026-04-15 10:15:00-04:00,26097.5,stop,26097.5,25982.75,-64.0,7,0,MNQ_opening_range_failure_or25_tf2_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf2_opposite_max2,2,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-15 10:06:00-04:00,2026-04-15 10:08:00-04:00,2026-04-15,short,or_failure_short,2.74,3.74,-66.74,-67.74,discovery,10:08
2026-04-17 10:24:00-04:00,26732.0,2026-04-17 10:33:00-04:00,26777.325,stop,26777.325,26629.5,-90.65000000000146,9,0,MNQ_opening_range_failure_or25_tf2_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or25_tf2_opposite_max2,2,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,2026-04-17 10:22:00-04:00,2026-04-17 10:24:00-04:00,2026-04-17,short,or_failure_short,2.74,3.74,-93.39000000000145,-94.39000000000145,discovery,10:24
