entry_time,entry_price,exit_time,exit_price,exit_reason,stop_price,target_price,gross_pnl,holding_minutes,same_bar_stop_target_ambiguity,candidate_id,instrument,family,strategy_family,variant,signal_timeframe,execution_timeframe,entry_rule,stop_rule,target_rule,time_stop,max_trades_per_day,stop_after_first_loser,one_open_position,execution_mode,discovery_role,params,signal_time,signal_available_time,trading_session,side,reason,base_cost,stress_cost,net_pnl,stress_net_pnl,split,entry_hour
2026-04-06 10:01:00-04:00,24398.5,2026-04-06 13:12:00-04:00,24245.25,target,24478.4625,24245.25,306.5,191,0,MNQ_opening_range_failure_or30_tf1_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or30_tf1_opposite_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=30;target=opposite,2026-04-06 10:00:00-04:00,2026-04-06 10:01:00-04:00,2026-04-06,short,or_failure_short,2.74,3.74,303.76,302.76,discovery,10:01
2026-04-07 10:24:00-04:00,24119.75,2026-04-07 10:51:00-04:00,24053.1625,stop,24053.1625,24303.25,-133.1750000000029,27,0,MNQ_opening_range_failure_or30_tf1_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or30_tf1_opposite_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=30;target=opposite,2026-04-07 10:23:00-04:00,2026-04-07 10:24:00-04:00,2026-04-07,long,or_failure_long,2.74,3.74,-135.91500000000292,-136.91500000000292,discovery,10:24
2026-04-08 10:07:00-04:00,25085.25,2026-04-08 10:52:00-04:00,24999.6375,stop,24999.6375,25251.75,-171.22499999999854,45,0,MNQ_opening_range_failure_or30_tf1_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or30_tf1_opposite_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=30;target=opposite,2026-04-08 10:06:00-04:00,2026-04-08 10:07:00-04:00,2026-04-08,long,or_failure_long,2.74,3.74,-173.96499999999855,-174.96499999999855,discovery,10:07
2026-04-09 10:11:00-04:00,25014.75,2026-04-09 10:27:00-04:00,24967.9625,stop,24967.9625,25112.75,-93.57499999999709,16,0,MNQ_opening_range_failure_or30_tf1_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or30_tf1_opposite_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=30;target=opposite,2026-04-09 10:10:00-04:00,2026-04-09 10:11:00-04:00,2026-04-09,long,or_failure_long,2.74,3.74,-96.31499999999708,-97.31499999999708,discovery,10:11
2026-04-09 10:46:00-04:00,25009.5,2026-04-09 11:32:00-04:00,25112.75,target,24967.9625,25112.75,206.5,46,0,MNQ_opening_range_failure_or30_tf1_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or30_tf1_opposite_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=30;target=opposite,2026-04-09 10:45:00-04:00,2026-04-09 10:46:00-04:00,2026-04-09,long,or_failure_long,2.74,3.74,203.76,202.76,discovery,10:46
2026-04-10 10:03:00-04:00,25294.25,2026-04-10 10:32:00-04:00,25372.0,target,25261.3,25372.0,155.5,29,0,MNQ_opening_range_failure_or30_tf1_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or30_tf1_opposite_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=30;target=opposite,2026-04-10 10:02:00-04:00,2026-04-10 10:03:00-04:00,2026-04-10,long,or_failure_long,2.74,3.74,152.76,151.76,discovery,10:03
2026-04-10 10:33:00-04:00,25360.0,2026-04-10 11:40:00-04:00,25290.0,target,25400.7,25290.0,140.0,67,0,MNQ_opening_range_failure_or30_tf1_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or30_tf1_opposite_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=30;target=opposite,2026-04-10 10:32:00-04:00,2026-04-10 10:33:00-04:00,2026-04-10,short,or_failure_short,2.74,3.74,137.26,136.26,discovery,10:33
2026-04-13 10:02:00-04:00,25304.0,2026-04-13 12:25:00-04:00,25364.1875,stop,25364.1875,25160.0,-120.375,143,0,MNQ_opening_range_failure_or30_tf1_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or30_tf1_opposite_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=30;target=opposite,2026-04-13 10:01:00-04:00,2026-04-13 10:02:00-04:00,2026-04-13,short,or_failure_short,2.74,3.74,-123.115,-124.115,discovery,10:02
2026-04-14 10:12:00-04:00,25755.5,2026-04-14 10:28:00-04:00,25801.55,stop,25801.55,25655.75,-92.09999999999854,16,0,MNQ_opening_range_failure_or30_tf1_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or30_tf1_opposite_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=30;target=opposite,2026-04-14 10:11:00-04:00,2026-04-14 10:12:00-04:00,2026-04-14,short,or_failure_short,2.74,3.74,-94.83999999999854,-95.83999999999854,discovery,10:12
2026-04-15 10:01:00-04:00,26053.75,2026-04-15 10:17:00-04:00,26105.2625,stop,26105.2625,25982.75,-103.02500000000146,16,0,MNQ_opening_range_failure_or30_tf1_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or30_tf1_opposite_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=30;target=opposite,2026-04-15 10:00:00-04:00,2026-04-15 10:01:00-04:00,2026-04-15,short,or_failure_short,2.74,3.74,-105.76500000000145,-106.76500000000145,discovery,10:01
2026-04-17 10:23:00-04:00,26738.75,2026-04-17 10:33:00-04:00,26777.325,stop,26777.325,26629.5,-77.15000000000146,10,0,MNQ_opening_range_failure_or30_tf1_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or30_tf1_opposite_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=30;target=opposite,2026-04-17 10:22:00-04:00,2026-04-17 10:23:00-04:00,2026-04-17,short,or_failure_short,2.74,3.74,-79.89000000000145,-80.89000000000145,discovery,10:23
2026-04-20 10:32:00-04:00,26730.5,2026-04-20 10:51:00-04:00,26677.5,stop,26677.5,26826.0,-106.0,19,0,MNQ_opening_range_failure_or30_tf1_opposite_max2,MNQ,opening_range_failure,opening_range_failure,or30_tf1_opposite_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=30;target=opposite,2026-04-20 10:31:00-04:00,2026-04-20 10:32:00-04:00,2026-04-20,long,or_failure_long,2.74,3.74,-108.74,-109.74,discovery,10:32
