group,trades,gross_pnl,net_pnl,stress_pnl,avg_mfe,avg_mae
drive_boundary_retest,1026,2007.82,-803.4199999999996,-1829.4199999999998,70.00925925925925,59.728557504873294
ema20_retest,1146,326.64,-2813.399999999999,-3959.399999999999,73.2975567190227,67.46073298429319
