group,trades,gross_pnl,net_pnl,stress_pnl,avg_mfe,avg_mae
top_30,1274,1933.6,-1557.1599999999992,-2831.159999999999,58.36302982731554,56.765306122448976
bottom_30,898,400.85999999999996,-2059.66,-2957.66,90.728285077951,73.80011135857461
