group,trades,gross_pnl,net_pnl,stress_pnl,avg_mfe,avg_mae
mfe_ge_mae,1059,61661.0,58759.34,57700.34,110.98772426817753,30.775731822474032
mae_dominates,1113,-59326.54,-62376.159999999996,-63489.159999999996,34.404761904761905,95.23809523809524
