group,trades,gross_pnl,net_pnl,stress_pnl,avg_mfe,avg_mae
two_bar_resume_fill_next_open,970,1231.04,-1426.7599999999995,-2396.7599999999998,70.240206185567,64.66958762886598
resume_close_fill_next_open,1202,1103.42,-2190.0599999999995,-3392.0599999999995,72.95798668885192,63.113144758735444
