portfolio_set,portfolio_mode,trading_session,net_pnl
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-09-26,-140.72
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-09-29,-88.48
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-09-30,164.28
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-10-03,25.779999999999998
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-10-06,15.76
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-10-07,-81.22
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-10-08,100.76
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-10-09,-130.12
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-10-10,729.26
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-10-13,212.76
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-10-14,-81.74
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-10-15,-178.22
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-10-16,-318.44
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-10-17,331.76
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-10-21,93.78
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-10-22,-213.87
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-10-23,66.26
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-10-24,-37.74
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-10-28,0.519999999999996
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-10-29,-81.98
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-10-30,-246.72
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-10-31,6.280000000000001
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-11-04,-165.46
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-11-06,42.519999999999996
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-11-07,134.26
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-11-10,-120.97999999999999
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-11-11,-45.720000000000006
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-11-12,-60.83999999999999
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-11-13,23.72
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-11-14,186.76
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-11-17,-81.19999999999999
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-11-18,-227.72
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-11-19,254.51999999999998
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-11-20,905.76
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-11-21,360.76
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-11-25,-64.20000000000002
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-11-26,149.26
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-11-27,-13.74
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-12-02,24.52000000000001
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-12-04,-69.24
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-12-05,140.52
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-12-08,-28.24
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-12-09,-11.74
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-12-10,-23.220000000000006
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-12-11,-156.98
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-12-12,244.51999999999998
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-12-15,-5.24
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-12-16,51.019999999999996
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-12-17,231.51999999999998
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-12-18,143.76
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-12-19,-44.74
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-12-22,-13.979999999999999
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-12-23,54.76
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-12-26,2.020000000000003
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-12-29,46.26
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2025-12-30,-9.24
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2026-01-02,65.26
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2026-01-05,24.26
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2026-01-06,-47.24
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2026-01-07,-54.24
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2026-01-08,-94.71999999999998
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2026-01-09,359.02
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2026-01-12,-25.74
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2026-01-13,-30.889999999999993
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2026-01-14,85.76
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2026-01-15,-105.97999999999999
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2026-01-16,-288.48
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2026-01-19,65.76
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2026-01-20,-78.24
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2026-01-21,-133.48
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2026-01-22,-21.48
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2026-01-26,-30.24
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2026-01-29,-170.74
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2026-01-30,-156.48
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2026-02-02,210.76
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2026-02-03,37.26
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2026-02-04,214.51999999999998
audit_a_best_reconstructed,one_trade_at_a_time_chronological,2026-02-05,-264.72
