candidate_id,signal_time,confirmation_time,entry_time,trading_session,module_family,side,trigger_model,confirmation_model,exit_variant,trigger_level,signal_open,signal_high,signal_low,signal_close,atr,morning_high,morning_low,morning_midpoint,morning_range,power_range_high,power_range_low,power_range_midpoint,power_range_width,lunch_high,lunch_low,lunch_midpoint,lunch_range,lunch_low_vol_threshold,lunch_prior_sessions_used,skipped_extra_signals_same_day,entry_price,exit_time,exit_price,exit_reason,structural_stop,atr_cap_stop,actual_stop,target_price,gross_pnl,net_pnl,stress_pnl,mfe,mae,same_bar_ambiguity,stop_hit,target_hit,time_stop,instrument,timeframe,atr_cap_multiple,buffer_ticks,time_stop_minutes,max_trades_per_day,build_start,build_end,trade_start,trade_end,entry_rule,paper_trading_approved,split
MNQ_15a_trend_day_late_pullback_continuation_long_ema20_pullback_resume_close_confirm_fill_next_open_hard_stop_time_exit,2025-08-27 13:00:00-04:00,2025-08-27 13:00:00-04:00,2025-08-27 13:05:00-04:00,2025-08-27,trend_day_late_pullback_continuation,long,ema20_pullback_resume,close_confirm_fill_next_open,hard_stop_time_exit,23592.16749699595,23600.5,23608.0,23588.0,23600.0,17.678571428571427,23616.0,23488.5,23552.25,127.5,23657.5,23601.75,23629.625,55.75,23631.75,23542.0,23586.875,89.75,86.45,32,2,23600.0,2025-08-27 13:20:00-04:00,23587.75,stop,23587.75,23577.9018,23587.75,23618.375,-24.5,-27.24,-28.24,12.0,26.0,0,1,0,0,MNQ,5,1.25,1,30,1,09:30,11:30,13:00,15:30,later_bar_open,False,discovery
MNQ_15a_trend_day_late_pullback_continuation_long_ema20_pullback_resume_close_confirm_fill_next_open_hard_stop_time_exit,2025-09-04 13:00:00-04:00,2025-09-04 13:00:00-04:00,2025-09-04 13:05:00-04:00,2025-09-04,trend_day_late_pullback_continuation,long,ema20_pullback_resume,close_confirm_fill_next_open,hard_stop_time_exit,23539.385005337826,23538.5,23568.75,23536.5,23567.5,18.803571428571427,23556.0,23410.0,23483.0,146.0,23611.0,23566.0,23588.5,45.0,23580.0,23512.75,23546.375,67.25,86.65,38,0,23567.75,2025-09-04 13:35:00-04:00,23568.25,time_stop,23536.25,23544.2455,23544.2455,23603.0067,1.0,-1.74,-2.74,24.5,35.5,0,0,0,1,MNQ,5,1.25,1,30,1,09:30,11:30,13:00,15:30,later_bar_open,False,discovery
MNQ_15a_trend_day_late_pullback_continuation_long_ema20_pullback_resume_close_confirm_fill_next_open_hard_stop_time_exit,2025-09-11 13:10:00-04:00,2025-09-11 13:10:00-04:00,2025-09-11 13:15:00-04:00,2025-09-11,trend_day_late_pullback_continuation,long,ema20_pullback_resume,close_confirm_fill_next_open,hard_stop_time_exit,24017.234505895154,24012.5,24026.25,24011.0,24024.75,13.125,24048.75,23909.75,23979.25,139.0,24035.75,24003.5,24019.625,32.25,24045.75,23994.75,24020.25,51.0,86.65,43,8,24024.5,2025-09-11 13:45:00-04:00,24010.75,stop,24010.75,24008.0938,24010.75,24045.125,-27.5,-30.24,-31.24,20.0,36.5,0,1,0,0,MNQ,5,1.25,1,30,1,09:30,11:30,13:00,15:30,later_bar_open,False,discovery
MNQ_15a_trend_day_late_pullback_continuation_long_ema20_pullback_resume_close_confirm_fill_next_open_hard_stop_time_exit,2025-09-12 13:10:00-04:00,2025-09-12 13:10:00-04:00,2025-09-12 13:15:00-04:00,2025-09-12,trend_day_late_pullback_continuation,long,ema20_pullback_resume,close_confirm_fill_next_open,hard_stop_time_exit,24098.15103567501,24098.75,24106.25,24097.5,24105.0,11.607142857142858,24115.75,24002.0,24058.875,113.75,24129.0,24091.5,24110.25,37.5,24124.75,24071.25,24098.0,53.5,86.35,44,3,24105.0,2025-09-12 13:35:00-04:00,24097.25,stop,24097.25,24090.4911,24097.25,24116.625,-15.5,-18.24,-19.24,12.0,27.0,0,1,0,0,MNQ,5,1.25,1,30,1,09:30,11:30,13:00,15:30,later_bar_open,False,discovery
MNQ_15a_trend_day_late_pullback_continuation_long_ema20_pullback_resume_close_confirm_fill_next_open_hard_stop_time_exit,2025-09-15 13:05:00-04:00,2025-09-15 13:05:00-04:00,2025-09-15 13:10:00-04:00,2025-09-15,trend_day_late_pullback_continuation,long,ema20_pullback_resume,close_confirm_fill_next_open,hard_stop_time_exit,24270.828212121924,24264.75,24280.25,24264.75,24273.0,13.410714285714286,24278.75,24172.0,24225.375,106.75,24292.0,24248.75,24270.375,43.25,24294.25,24250.0,24272.125,44.25,84.95,45,11,24273.0,2025-09-15 13:10:00-04:00,24264.5,stop,24264.5,24256.2366,24264.5,24285.75,-17.0,-19.74,-20.74,5.0,22.0,0,1,0,0,MNQ,5,1.25,1,30,1,09:30,11:30,13:00,15:30,later_bar_open,False,discovery
MNQ_15a_trend_day_late_pullback_continuation_long_ema20_pullback_resume_close_confirm_fill_next_open_hard_stop_time_exit,2025-09-18 14:45:00-04:00,2025-09-18 14:45:00-04:00,2025-09-18 14:50:00-04:00,2025-09-18,trend_day_late_pullback_continuation,long,ema20_pullback_resume,close_confirm_fill_next_open,hard_stop_time_exit,24749.10299894325,24732.5,24761.5,24729.75,24750.75,19.553571428571427,24815.75,24598.75,24707.25,217.0,24766.5,24722.75,24744.625,43.75,24806.0,24720.5,24763.25,85.5,80.5,48,2,24750.25,2025-09-18 15:20:00-04:00,24729.5,stop,24729.5,24725.808,24729.5,24781.375,-41.5,-44.24,-45.24,32.0,42.5,0,1,0,0,MNQ,5,1.25,1,30,1,09:30,11:30,13:00,15:30,later_bar_open,False,discovery
MNQ_15a_trend_day_late_pullback_continuation_long_ema20_pullback_resume_close_confirm_fill_next_open_hard_stop_time_exit,2025-09-25 14:15:00-04:00,2025-09-25 14:15:00-04:00,2025-09-25 14:20:00-04:00,2025-09-25,trend_day_late_pullback_continuation,long,ema20_pullback_resume,close_confirm_fill_next_open,hard_stop_time_exit,24566.56747071563,24532.5,24572.5,24530.75,24569.75,36.535714285714285,24656.75,24422.0,24539.375,234.75,24606.25,24453.5,24529.875,152.75,24697.0,24564.5,24630.75,132.5,85.0,53,2,24570.25,2025-09-25 14:50:00-04:00,24628.75,time_stop,24530.5,24524.5804,24530.5,24629.875,117.0,114.26,113.26,140.0,32.5,0,0,0,1,MNQ,5,1.25,1,30,1,09:30,11:30,13:00,15:30,later_bar_open,False,discovery
MNQ_15a_trend_day_late_pullback_continuation_long_ema20_pullback_resume_close_confirm_fill_next_open_hard_stop_time_exit,2025-10-08 13:10:00-04:00,2025-10-08 13:10:00-04:00,2025-10-08 13:15:00-04:00,2025-10-08,trend_day_late_pullback_continuation,long,ema20_pullback_resume,close_confirm_fill_next_open,hard_stop_time_exit,25243.56826100625,25249.75,25253.25,25239.75,25250.75,11.767857142857142,25246.5,25073.25,25159.875,173.25,25298.0,25261.0,25279.5,37.0,25276.5,25229.5,25253.0,47.0,86.45,62,2,25250.75,2025-10-08 13:45:00-04:00,25278.25,time_stop,25239.5,25236.0402,25239.5,25267.625,55.0,52.26,51.26,67.0,3.5,0,0,0,1,MNQ,5,1.25,1,30,1,09:30,11:30,13:00,15:30,later_bar_open,False,discovery
MNQ_15a_trend_day_late_pullback_continuation_long_ema20_pullback_resume_close_confirm_fill_next_open_hard_stop_time_exit,2025-10-13 13:10:00-04:00,2025-10-13 13:10:00-04:00,2025-10-13 13:15:00-04:00,2025-10-13,trend_day_late_pullback_continuation,long,ema20_pullback_resume,close_confirm_fill_next_open,hard_stop_time_exit,24907.510753703293,24946.0,24949.5,24906.5,24915.75,27.785714285714285,24913.75,24724.5,24819.125,189.25,24953.5,24888.5,24921.0,65.0,24958.5,24852.0,24905.25,106.5,86.55,65,4,24915.5,2025-10-13 13:15:00-04:00,24906.25,stop,24906.25,24880.7679,24906.25,24929.375,-18.5,-21.24,-22.24,14.5,46.5,0,1,0,0,MNQ,5,1.25,1,30,1,09:30,11:30,13:00,15:30,later_bar_open,False,discovery
MNQ_15a_trend_day_late_pullback_continuation_long_ema20_pullback_resume_close_confirm_fill_next_open_hard_stop_time_exit,2025-10-14 14:00:00-04:00,2025-10-14 14:00:00-04:00,2025-10-14 14:05:00-04:00,2025-10-14,trend_day_late_pullback_continuation,long,ema20_pullback_resume,close_confirm_fill_next_open,hard_stop_time_exit,24885.525463832288,24900.25,24911.5,24884.0,24891.75,28.0,24768.75,24423.25,24596.0,345.5,24935.5,24880.25,24907.875,55.25,24947.25,24702.0,24824.625,245.25,86.75,66,8,24891.5,2025-10-14 14:05:00-04:00,24883.75,stop,24883.75,24856.5,24883.75,24903.125,-15.5,-18.24,-19.24,11.5,19.0,0,1,0,0,MNQ,5,1.25,1,30,1,09:30,11:30,13:00,15:30,later_bar_open,False,discovery
MNQ_15a_trend_day_late_pullback_continuation_long_ema20_pullback_resume_close_confirm_fill_next_open_hard_stop_time_exit,2025-10-20 13:55:00-04:00,2025-10-20 13:55:00-04:00,2025-10-20 14:00:00-04:00,2025-10-20,trend_day_late_pullback_continuation,long,ema20_pullback_resume,close_confirm_fill_next_open,hard_stop_time_exit,25330.584450995586,25338.0,25341.0,25330.5,25336.75,12.732142857142858,25333.0,25114.75,25223.875,218.25,25355.0,25330.5,25342.75,24.5,25350.5,25290.0,25320.25,60.5,89.25,70,5,25336.0,2025-10-20 14:30:00-04:00,25330.25,stop,25330.25,25320.0848,25330.25,25344.625,-11.5,-14.24,-15.24,34.0,15.0,0,1,0,0,MNQ,5,1.25,1,30,1,09:30,11:30,13:00,15:30,later_bar_open,False,discovery
MNQ_15a_trend_day_late_pullback_continuation_long_ema20_pullback_resume_close_confirm_fill_next_open_hard_stop_time_exit,2025-10-23 13:05:00-04:00,2025-10-23 13:05:00-04:00,2025-10-23 13:10:00-04:00,2025-10-23,trend_day_late_pullback_continuation,long,ema20_pullback_resume,close_confirm_fill_next_open,hard_stop_time_exit,25207.464646661792,25238.0,25241.75,25189.5,25211.0,19.892857142857142,25199.25,24998.75,25099.0,200.5,25283.5,25204.75,25244.125,78.75,25247.0,25119.5,25183.25,127.5,89.5,73,4,25211.0,2025-10-23 13:40:00-04:00,25266.25,time_stop,25189.25,25186.1339,25189.25,25243.625,110.5,107.76,106.76,127.0,24.5,0,0,0,1,MNQ,5,1.25,1,30,1,09:30,11:30,13:00,15:30,later_bar_open,False,discovery
