group,trades,gross_pnl,net_pnl,stress_pnl,avg_mfe,avg_mae
ema20_pullback_resume,550,4265.15,2758.15,2208.15,55.157272727272726,40.77818181818182
morning_midpoint_retest_resume,126,272.21999999999997,-73.02,-199.02,57.257936507936506,46.29761904761905
power_range_edge_retest_resume,330,-171.64000000000004,-1075.8400000000001,-1405.8400000000001,49.99393939393939,42.595454545454544
power_range_breakout_continuation,330,-171.64000000000004,-1075.8400000000001,-1405.8400000000001,49.99393939393939,42.595454545454544
lunch_expansion_breakout,172,-1093.16,-1564.4399999999998,-1736.4399999999998,39.575581395348834,42.93895348837209
lunch_expansion_retest_resume,172,-1093.16,-1564.4399999999998,-1736.4399999999998,39.575581395348834,42.93895348837209
