group,trades,gross_pnl,net_pnl,stress_pnl,avg_mfe,avg_mae
strict_high_vol_mixed,68,-3455.0299999999997,-3641.3500000000004,-3709.3500000000004,133.375,173.49264705882354
broad_high_vol_mixed,540,-8727.18,-10206.78,-10746.78,85.16666666666667,90.08611111111111
