candidate_id,session_date,session_pnl,session_trades,weekday,signal_density,best_trade_pnl,worst_trade_pnl,first_entry_time,last_entry_time
exclude_wednesday__vwap_failure_1_5_time30__mt3_gap60_sal0_saw0_dl2.0_dp2.0,2026-05-14,227.44,2,Thursday,2,230.68,-3.24,2026-05-14 09:36:00-04:00,2026-05-14 13:19:00-04:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt1_gap30_sal1_saw0_dl1.0_dpnone,2026-02-17,-424.24,1,Tuesday,1,-424.24,-424.24,2026-02-17 09:36:00-05:00,2026-02-17 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt1_gap30_sal1_saw0_dl1.0_dpnone,2026-02-24,403.76,1,Tuesday,1,403.76,403.76,2026-02-24 09:36:00-05:00,2026-02-24 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt1_gap30_sal1_saw0_dl1.0_dpnone,2026-06-23,371.26,1,Tuesday,1,371.26,371.26,2026-06-23 09:36:00-04:00,2026-06-23 09:36:00-04:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt1_gap60_sal1_saw0_dl1.0_dpnone,2026-02-17,-424.24,1,Tuesday,1,-424.24,-424.24,2026-02-17 09:36:00-05:00,2026-02-17 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt1_gap60_sal1_saw0_dl1.0_dpnone,2026-02-24,403.76,1,Tuesday,1,403.76,403.76,2026-02-24 09:36:00-05:00,2026-02-24 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt1_gap60_sal1_saw0_dl1.0_dpnone,2026-06-23,371.26,1,Tuesday,1,371.26,371.26,2026-06-23 09:36:00-04:00,2026-06-23 09:36:00-04:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt2_gap30_sal1_saw0_dl1.0_dpnone,2026-02-17,-424.24,1,Tuesday,1,-424.24,-424.24,2026-02-17 09:36:00-05:00,2026-02-17 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt2_gap30_sal1_saw0_dl1.0_dpnone,2026-02-24,403.76,1,Tuesday,1,403.76,403.76,2026-02-24 09:36:00-05:00,2026-02-24 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt2_gap30_sal1_saw0_dl1.0_dpnone,2026-03-02,397.52,2,Monday,2,316.76,80.76,2026-03-02 10:37:00-05:00,2026-03-02 11:32:00-05:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt2_gap60_sal1_saw0_dl1.0_dpnone,2026-02-06,467.52,2,Friday,2,236.76,230.76,2026-02-06 09:36:00-05:00,2026-02-06 10:55:00-05:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt2_gap60_sal1_saw0_dl1.0_dpnone,2026-02-17,-424.24,1,Tuesday,1,-424.24,-424.24,2026-02-17 09:36:00-05:00,2026-02-17 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt2_gap60_sal1_saw0_dl1.0_dpnone,2026-02-24,403.76,1,Tuesday,1,403.76,403.76,2026-02-24 09:36:00-05:00,2026-02-24 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt1_gap15_sal0_saw0_dlnone_dpnone,2026-02-17,-424.24,1,Tuesday,1,-424.24,-424.24,2026-02-17 09:36:00-05:00,2026-02-17 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt1_gap15_sal0_saw0_dlnone_dpnone,2026-02-24,403.76,1,Tuesday,1,403.76,403.76,2026-02-24 09:36:00-05:00,2026-02-24 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt1_gap15_sal0_saw0_dlnone_dpnone,2026-06-23,371.26,1,Tuesday,1,371.26,371.26,2026-06-23 09:36:00-04:00,2026-06-23 09:36:00-04:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt2_gap15_sal0_saw0_dlnone_dpnone,2026-06-26,485.02,2,Friday,2,532.26,-47.24,2026-06-26 09:37:00-04:00,2026-06-26 09:53:00-04:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt2_gap15_sal0_saw0_dlnone_dpnone,2026-02-24,403.76,1,Tuesday,1,403.76,403.76,2026-02-24 09:36:00-05:00,2026-02-24 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt2_gap15_sal0_saw0_dlnone_dpnone,2026-03-02,397.52,2,Monday,2,316.76,80.76,2026-03-02 10:37:00-05:00,2026-03-02 11:32:00-05:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt3_gap15_sal0_saw0_dlnone_dpnone,2026-06-12,735.28,3,Friday,3,472.26,-59.24,2026-06-12 09:40:00-04:00,2026-06-12 10:48:00-04:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt3_gap15_sal0_saw0_dlnone_dpnone,2026-06-26,638.78,3,Friday,3,532.26,-47.24,2026-06-26 09:37:00-04:00,2026-06-26 11:19:00-04:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt3_gap15_sal0_saw0_dlnone_dpnone,2026-02-06,553.78,3,Friday,3,236.76,86.26,2026-02-06 09:36:00-05:00,2026-02-06 10:55:00-05:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt1_gap30_sal0_saw0_dl1.5_dpnone,2026-02-17,-424.24,1,Tuesday,1,-424.24,-424.24,2026-02-17 09:36:00-05:00,2026-02-17 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt1_gap30_sal0_saw0_dl1.5_dpnone,2026-02-24,403.76,1,Tuesday,1,403.76,403.76,2026-02-24 09:36:00-05:00,2026-02-24 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt1_gap30_sal0_saw0_dl1.5_dpnone,2026-06-23,371.26,1,Tuesday,1,371.26,371.26,2026-06-23 09:36:00-04:00,2026-06-23 09:36:00-04:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt2_gap30_sal0_saw0_dl1.5_dpnone,2026-06-12,413.02,2,Friday,2,472.26,-59.24,2026-06-12 09:40:00-04:00,2026-06-12 10:48:00-04:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt2_gap30_sal0_saw0_dl1.5_dpnone,2026-02-24,403.76,1,Tuesday,1,403.76,403.76,2026-02-24 09:36:00-05:00,2026-02-24 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt2_gap30_sal0_saw0_dl1.5_dpnone,2026-03-02,397.52,2,Monday,2,316.76,80.76,2026-03-02 10:37:00-05:00,2026-03-02 11:32:00-05:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt3_gap30_sal0_saw0_dl1.5_dpnone,2026-06-18,545.28,3,Thursday,3,200.76,155.26,2026-06-18 09:37:00-04:00,2026-06-18 11:43:00-04:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt3_gap30_sal0_saw0_dl1.5_dpnone,2026-02-06,537.28,3,Friday,3,230.76,86.26,2026-02-06 09:36:00-05:00,2026-02-06 11:00:00-05:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt3_gap30_sal0_saw0_dl1.5_dpnone,2025-11-17,503.28,3,Monday,3,237.76,115.76,2025-11-17 09:36:00-05:00,2025-11-17 11:37:00-05:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt1_gap60_sal0_saw0_dl2.0_dpnone,2026-02-17,-424.24,1,Tuesday,1,-424.24,-424.24,2026-02-17 09:36:00-05:00,2026-02-17 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt1_gap60_sal0_saw0_dl2.0_dpnone,2026-02-24,403.76,1,Tuesday,1,403.76,403.76,2026-02-24 09:36:00-05:00,2026-02-24 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt1_gap60_sal0_saw0_dl2.0_dpnone,2026-06-23,371.26,1,Tuesday,1,371.26,371.26,2026-06-23 09:36:00-04:00,2026-06-23 09:36:00-04:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt2_gap60_sal0_saw0_dl2.0_dpnone,2026-02-06,467.52,2,Friday,2,236.76,230.76,2026-02-06 09:36:00-05:00,2026-02-06 10:55:00-05:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt2_gap60_sal0_saw0_dl2.0_dpnone,2026-06-12,413.02,2,Friday,2,472.26,-59.24,2026-06-12 09:40:00-04:00,2026-06-12 10:48:00-04:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt2_gap60_sal0_saw0_dl2.0_dpnone,2026-02-24,403.76,1,Tuesday,1,403.76,403.76,2026-02-24 09:36:00-05:00,2026-02-24 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt1_gap30_sal0_saw1_dlnone_dp1.0,2026-02-17,-424.24,1,Tuesday,1,-424.24,-424.24,2026-02-17 09:36:00-05:00,2026-02-17 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt1_gap30_sal0_saw1_dlnone_dp1.0,2026-02-24,403.76,1,Tuesday,1,403.76,403.76,2026-02-24 09:36:00-05:00,2026-02-24 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt1_gap30_sal0_saw1_dlnone_dp1.0,2026-06-23,371.26,1,Tuesday,1,371.26,371.26,2026-06-23 09:36:00-04:00,2026-06-23 09:36:00-04:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt2_gap30_sal0_saw1_dlnone_dp1.5,2026-06-12,413.02,2,Friday,2,472.26,-59.24,2026-06-12 09:40:00-04:00,2026-06-12 10:48:00-04:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt2_gap30_sal0_saw1_dlnone_dp1.5,2026-02-24,403.76,1,Tuesday,1,403.76,403.76,2026-02-24 09:36:00-05:00,2026-02-24 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt2_gap30_sal0_saw1_dlnone_dp1.5,2026-06-05,-376.48,2,Friday,2,-102.24,-274.24,2026-06-05 09:36:00-04:00,2026-06-05 10:39:00-04:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt1_gap60_sal1_saw1_dl1.0_dp1.0,2026-02-17,-424.24,1,Tuesday,1,-424.24,-424.24,2026-02-17 09:36:00-05:00,2026-02-17 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt1_gap60_sal1_saw1_dl1.0_dp1.0,2026-02-24,403.76,1,Tuesday,1,403.76,403.76,2026-02-24 09:36:00-05:00,2026-02-24 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt1_gap60_sal1_saw1_dl1.0_dp1.0,2026-06-23,371.26,1,Tuesday,1,371.26,371.26,2026-06-23 09:36:00-04:00,2026-06-23 09:36:00-04:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt3_gap60_sal0_saw0_dl2.0_dp2.0,2026-02-06,467.52,2,Friday,2,236.76,230.76,2026-02-06 09:36:00-05:00,2026-02-06 10:55:00-05:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt3_gap60_sal0_saw0_dl2.0_dp2.0,2026-02-24,403.76,1,Tuesday,1,403.76,403.76,2026-02-24 09:36:00-05:00,2026-02-24 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt3_gap60_sal0_saw0_dl2.0_dp2.0,2026-03-30,-394.72,3,Monday,3,-52.74,-217.74,2026-03-30 09:36:00-04:00,2026-03-30 12:06:00-04:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt1_gap30_sal1_saw0_dl1.0_dpnone,2026-02-05,-389.24,1,Thursday,1,-389.24,-389.24,2026-02-05 09:37:00-05:00,2026-02-05 09:37:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt1_gap30_sal1_saw0_dl1.0_dpnone,2026-02-17,-356.24,1,Tuesday,1,-356.24,-356.24,2026-02-17 09:36:00-05:00,2026-02-17 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt1_gap30_sal1_saw0_dl1.0_dpnone,2026-02-09,280.01,1,Monday,1,280.01,280.01,2026-02-09 09:36:00-05:00,2026-02-09 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt1_gap60_sal1_saw0_dl1.0_dpnone,2026-02-05,-389.24,1,Thursday,1,-389.24,-389.24,2026-02-05 09:37:00-05:00,2026-02-05 09:37:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt1_gap60_sal1_saw0_dl1.0_dpnone,2026-02-17,-356.24,1,Tuesday,1,-356.24,-356.24,2026-02-17 09:36:00-05:00,2026-02-17 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt1_gap60_sal1_saw0_dl1.0_dpnone,2026-02-09,280.01,1,Monday,1,280.01,280.01,2026-02-09 09:36:00-05:00,2026-02-09 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt2_gap30_sal1_saw0_dl1.0_dpnone,2026-02-05,-389.24,1,Thursday,1,-389.24,-389.24,2026-02-05 09:37:00-05:00,2026-02-05 09:37:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt2_gap30_sal1_saw0_dl1.0_dpnone,2026-02-17,-356.24,1,Tuesday,1,-356.24,-356.24,2026-02-17 09:36:00-05:00,2026-02-17 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt2_gap30_sal1_saw0_dl1.0_dpnone,2026-02-09,280.01,1,Monday,1,280.01,280.01,2026-02-09 09:36:00-05:00,2026-02-09 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt2_gap60_sal1_saw0_dl1.0_dpnone,2026-02-05,-389.24,1,Thursday,1,-389.24,-389.24,2026-02-05 09:37:00-05:00,2026-02-05 09:37:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt2_gap60_sal1_saw0_dl1.0_dpnone,2026-02-17,-356.24,1,Tuesday,1,-356.24,-356.24,2026-02-17 09:36:00-05:00,2026-02-17 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt2_gap60_sal1_saw0_dl1.0_dpnone,2026-02-09,280.01,1,Monday,1,280.01,280.01,2026-02-09 09:36:00-05:00,2026-02-09 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt1_gap15_sal0_saw0_dlnone_dpnone,2026-02-05,-389.24,1,Thursday,1,-389.24,-389.24,2026-02-05 09:37:00-05:00,2026-02-05 09:37:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt1_gap15_sal0_saw0_dlnone_dpnone,2026-02-17,-356.24,1,Tuesday,1,-356.24,-356.24,2026-02-17 09:36:00-05:00,2026-02-17 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt1_gap15_sal0_saw0_dlnone_dpnone,2026-02-09,280.01,1,Monday,1,280.01,280.01,2026-02-09 09:36:00-05:00,2026-02-09 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt2_gap15_sal0_saw0_dlnone_dpnone,2025-11-21,-330.98,2,Friday,2,-121.74,-209.24,2025-11-21 09:36:00-05:00,2025-11-21 09:53:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt2_gap15_sal0_saw0_dlnone_dpnone,2025-12-16,-328.98,2,Tuesday,2,-119.74,-209.24,2025-12-16 09:37:00-05:00,2025-12-16 09:52:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt2_gap15_sal0_saw0_dlnone_dpnone,2026-01-09,-320.98,2,Friday,2,-126.24,-194.74,2026-01-09 09:38:00-05:00,2026-01-09 09:53:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt3_gap15_sal0_saw0_dlnone_dpnone,2025-12-16,-392.22,3,Tuesday,3,-63.24,-209.24,2025-12-16 09:37:00-05:00,2025-12-16 10:59:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt3_gap15_sal0_saw0_dlnone_dpnone,2026-02-17,-347.72,3,Tuesday,3,88.76,-356.24,2026-02-17 09:36:00-05:00,2026-02-17 12:50:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt3_gap15_sal0_saw0_dlnone_dpnone,2026-01-09,-320.98,2,Friday,2,-126.24,-194.74,2026-01-09 09:38:00-05:00,2026-01-09 09:53:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt1_gap30_sal0_saw0_dl1.5_dpnone,2026-02-05,-389.24,1,Thursday,1,-389.24,-389.24,2026-02-05 09:37:00-05:00,2026-02-05 09:37:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt1_gap30_sal0_saw0_dl1.5_dpnone,2026-02-17,-356.24,1,Tuesday,1,-356.24,-356.24,2026-02-17 09:36:00-05:00,2026-02-17 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt1_gap30_sal0_saw0_dl1.5_dpnone,2026-02-09,280.01,1,Monday,1,280.01,280.01,2026-02-09 09:36:00-05:00,2026-02-09 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt2_gap30_sal0_saw0_dl1.5_dpnone,2026-02-09,280.01,1,Monday,1,280.01,280.01,2026-02-09 09:36:00-05:00,2026-02-09 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt2_gap30_sal0_saw0_dl1.5_dpnone,2026-02-17,-267.48,2,Tuesday,2,88.76,-356.24,2026-02-17 09:36:00-05:00,2026-02-17 10:56:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt2_gap30_sal0_saw0_dl1.5_dpnone,2026-02-06,-266.48,2,Friday,2,-129.74,-136.74,2026-02-06 09:36:00-05:00,2026-02-06 10:30:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt3_gap30_sal0_saw0_dl1.5_dpnone,2026-02-09,280.01,1,Monday,1,280.01,280.01,2026-02-09 09:36:00-05:00,2026-02-09 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt3_gap30_sal0_saw0_dl1.5_dpnone,2026-02-17,-267.48,2,Tuesday,2,88.76,-356.24,2026-02-17 09:36:00-05:00,2026-02-17 10:56:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt3_gap30_sal0_saw0_dl1.5_dpnone,2026-02-06,-266.48,2,Friday,2,-129.74,-136.74,2026-02-06 09:36:00-05:00,2026-02-06 10:30:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt1_gap60_sal0_saw0_dl2.0_dpnone,2026-02-05,-389.24,1,Thursday,1,-389.24,-389.24,2026-02-05 09:37:00-05:00,2026-02-05 09:37:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt1_gap60_sal0_saw0_dl2.0_dpnone,2026-02-17,-356.24,1,Tuesday,1,-356.24,-356.24,2026-02-17 09:36:00-05:00,2026-02-17 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt1_gap60_sal0_saw0_dl2.0_dpnone,2026-02-09,280.01,1,Monday,1,280.01,280.01,2026-02-09 09:36:00-05:00,2026-02-09 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt2_gap60_sal0_saw0_dl2.0_dpnone,2026-02-09,280.01,1,Monday,1,280.01,280.01,2026-02-09 09:36:00-05:00,2026-02-09 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt2_gap60_sal0_saw0_dl2.0_dpnone,2026-06-11,-274.98,2,Thursday,2,-107.24,-167.74,2026-06-11 09:36:00-04:00,2026-06-11 10:40:00-04:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt2_gap60_sal0_saw0_dl2.0_dpnone,2026-02-17,-267.48,2,Tuesday,2,88.76,-356.24,2026-02-17 09:36:00-05:00,2026-02-17 10:56:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt1_gap30_sal0_saw1_dlnone_dp1.0,2026-02-05,-389.24,1,Thursday,1,-389.24,-389.24,2026-02-05 09:37:00-05:00,2026-02-05 09:37:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt1_gap30_sal0_saw1_dlnone_dp1.0,2026-02-17,-356.24,1,Tuesday,1,-356.24,-356.24,2026-02-17 09:36:00-05:00,2026-02-17 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt1_gap30_sal0_saw1_dlnone_dp1.0,2026-02-09,280.01,1,Monday,1,280.01,280.01,2026-02-09 09:36:00-05:00,2026-02-09 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt2_gap30_sal0_saw1_dlnone_dp1.5,2026-02-09,280.01,1,Monday,1,280.01,280.01,2026-02-09 09:36:00-05:00,2026-02-09 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt2_gap30_sal0_saw1_dlnone_dp1.5,2026-02-17,-267.48,2,Tuesday,2,88.76,-356.24,2026-02-17 09:36:00-05:00,2026-02-17 10:56:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt2_gap30_sal0_saw1_dlnone_dp1.5,2026-02-06,-266.48,2,Friday,2,-129.74,-136.74,2026-02-06 09:36:00-05:00,2026-02-06 10:30:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt1_gap60_sal1_saw1_dl1.0_dp1.0,2026-02-05,-389.24,1,Thursday,1,-389.24,-389.24,2026-02-05 09:37:00-05:00,2026-02-05 09:37:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt1_gap60_sal1_saw1_dl1.0_dp1.0,2026-02-17,-356.24,1,Tuesday,1,-356.24,-356.24,2026-02-17 09:36:00-05:00,2026-02-17 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt1_gap60_sal1_saw1_dl1.0_dp1.0,2026-02-09,280.01,1,Monday,1,280.01,280.01,2026-02-09 09:36:00-05:00,2026-02-09 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt3_gap60_sal0_saw0_dl2.0_dp2.0,2026-02-09,280.01,1,Monday,1,280.01,280.01,2026-02-09 09:36:00-05:00,2026-02-09 09:36:00-05:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt3_gap60_sal0_saw0_dl2.0_dp2.0,2026-06-11,-274.98,2,Thursday,2,-107.24,-167.74,2026-06-11 09:36:00-04:00,2026-06-11 10:40:00-04:00
exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt3_gap60_sal0_saw0_dl2.0_dp2.0,2026-02-17,-267.48,2,Tuesday,2,88.76,-356.24,2026-02-17 09:36:00-05:00,2026-02-17 10:56:00-05:00
exclude_10_00_10_30_plus_no_wednesday__vwap_failure_1_5_time30__mt1_gap30_sal1_saw0_dl1.0_dpnone,2025-11-14,357.47,1,Friday,1,357.47,357.47,2025-11-14 09:40:00-05:00,2025-11-14 09:40:00-05:00
exclude_10_00_10_30_plus_no_wednesday__vwap_failure_1_5_time30__mt1_gap30_sal1_saw0_dl1.0_dpnone,2026-05-14,230.68,1,Thursday,1,230.68,230.68,2026-05-14 09:36:00-04:00,2026-05-14 09:36:00-04:00
exclude_10_00_10_30_plus_no_wednesday__vwap_failure_1_5_time30__mt1_gap30_sal1_saw0_dl1.0_dpnone,2026-03-19,221.35,1,Thursday,1,221.35,221.35,2026-03-19 09:42:00-04:00,2026-03-19 09:42:00-04:00
exclude_10_00_10_30_plus_no_wednesday__vwap_failure_1_5_time30__mt1_gap60_sal1_saw0_dl1.0_dpnone,2025-11-14,357.47,1,Friday,1,357.47,357.47,2025-11-14 09:40:00-05:00,2025-11-14 09:40:00-05:00
exclude_10_00_10_30_plus_no_wednesday__vwap_failure_1_5_time30__mt1_gap60_sal1_saw0_dl1.0_dpnone,2026-05-14,230.68,1,Thursday,1,230.68,230.68,2026-05-14 09:36:00-04:00,2026-05-14 09:36:00-04:00
exclude_10_00_10_30_plus_no_wednesday__vwap_failure_1_5_time30__mt1_gap60_sal1_saw0_dl1.0_dpnone,2026-03-19,221.35,1,Thursday,1,221.35,221.35,2026-03-19 09:42:00-04:00,2026-03-19 09:42:00-04:00
exclude_10_00_10_30_plus_no_wednesday__vwap_failure_1_5_time30__mt2_gap30_sal1_saw0_dl1.0_dpnone,2025-11-14,357.47,1,Friday,1,357.47,357.47,2025-11-14 09:40:00-05:00,2025-11-14 09:40:00-05:00
exclude_10_00_10_30_plus_no_wednesday__vwap_failure_1_5_time30__mt2_gap30_sal1_saw0_dl1.0_dpnone,2026-03-19,249.11,2,Thursday,2,221.35,27.76,2026-03-19 09:42:00-04:00,2026-03-19 10:36:00-04:00
exclude_10_00_10_30_plus_no_wednesday__vwap_failure_1_5_time30__mt2_gap30_sal1_saw0_dl1.0_dpnone,2026-05-14,227.44,2,Thursday,2,230.68,-3.24,2026-05-14 09:36:00-04:00,2026-05-14 13:19:00-04:00
exclude_10_00_10_30_plus_no_wednesday__vwap_failure_1_5_time30__mt2_gap60_sal1_saw0_dl1.0_dpnone,2025-11-14,357.47,1,Friday,1,357.47,357.47,2025-11-14 09:40:00-05:00,2025-11-14 09:40:00-05:00
exclude_10_00_10_30_plus_no_wednesday__vwap_failure_1_5_time30__mt2_gap60_sal1_saw0_dl1.0_dpnone,2026-05-14,227.44,2,Thursday,2,230.68,-3.24,2026-05-14 09:36:00-04:00,2026-05-14 13:19:00-04:00
exclude_10_00_10_30_plus_no_wednesday__vwap_failure_1_5_time30__mt2_gap60_sal1_saw0_dl1.0_dpnone,2026-03-19,218.11,2,Thursday,2,221.35,-3.24,2026-03-19 09:42:00-04:00,2026-03-19 11:26:00-04:00
exclude_10_00_10_30_plus_no_wednesday__vwap_failure_1_5_time30__mt1_gap15_sal0_saw0_dlnone_dpnone,2025-11-14,357.47,1,Friday,1,357.47,357.47,2025-11-14 09:40:00-05:00,2025-11-14 09:40:00-05:00
exclude_10_00_10_30_plus_no_wednesday__vwap_failure_1_5_time30__mt1_gap15_sal0_saw0_dlnone_dpnone,2026-05-14,230.68,1,Thursday,1,230.68,230.68,2026-05-14 09:36:00-04:00,2026-05-14 09:36:00-04:00
exclude_10_00_10_30_plus_no_wednesday__vwap_failure_1_5_time30__mt1_gap15_sal0_saw0_dlnone_dpnone,2026-03-19,221.35,1,Thursday,1,221.35,221.35,2026-03-19 09:42:00-04:00,2026-03-19 09:42:00-04:00
