candidate_id,trading_session,trades,net_pnl,stress_pnl
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-07-14,1,24.76,23.76
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-07-16,1,-47.74,-48.74
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-07-21,1,-0.74,-1.74
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-07-22,1,-50.2,-51.2
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-07-23,1,-44.35,-45.35
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-07-24,1,-40.24,-41.24
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-07-30,1,-28.9,-29.9
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-08-04,1,-33.86,-34.86
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-08-05,1,-59.39,-60.39
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-08-06,1,-47.83,-48.83
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-08-08,1,-44.44,-45.44
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-08-12,1,13.26,12.26
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-08-14,1,-2.74,-3.74
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-08-15,1,-44.62,-45.62
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-08-18,1,-46.27,-47.27
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-08-20,1,52.76,51.76
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-08-26,1,7.76,6.76
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-08-27,1,-28.74,-29.74
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-08-28,1,7.76,6.76
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-09-02,1,-61.27,-62.27
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-09-04,1,-1.74,-2.74
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-09-05,1,-14.74,-15.74
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-09-09,1,1.26,0.26
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-09-12,1,-27.2,-28.2
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-09-16,1,-14.74,-15.74
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-09-17,1,-42.29,-43.29
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-09-19,1,10.76,9.76
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-09-22,1,19.26,18.26
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-09-26,1,-35.24,-36.24
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-09-30,1,-53.05,-54.05
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-10-01,1,9.76,8.76
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-10-02,1,-5.74,-6.74
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-10-06,1,-33.9,-34.9
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-10-08,1,26.26,25.26
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-10-17,1,-31.74,-32.74
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-10-20,1,-19.24,-20.24
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-10-23,1,-16.74,-17.74
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-10-27,1,14.26,13.26
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-10-28,1,53.26,52.26
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-10-29,1,-78.14,-79.14
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-11-05,1,28.26,27.26
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-11-06,1,69.26,68.26
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-11-07,1,24.26,23.26
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-11-10,1,36.76,35.76
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-11-11,1,-64.21,-65.21
