signal_time,confirmation_time,entry_time,trading_session,side,box_high,box_low,atr,timeframe,compression_method,time_window,entry_price,exit_time,exit_price,exit_reason,invalidation_time,opposite_box_stop,hard_cap_stop,stop_price,target_price,gross_pnl,net_pnl,stress_pnl,risk_dollars,mfe,mae,same_bar_ambiguity,target_hit,stop_hit,time_stop,stop_failure_bucket,candidate_id,compression_lookback,compression_threshold,entry_start,entry_end,is_primary_eligible,entry_model,exit_model,direction_mode,target_r,atr_cap_multiple,buffer_ticks,max_trades_per_day,min_minutes_between_entries,time_stop_minutes,instrument,family,split
2025-08-21 12:00:00-04:00,2025-08-21 12:00:00-04:00,2025-08-21 12:05:00-04:00,2025-08-21,short,23295.75,23191.0,32.5625,5,range_percentile,core_midday,23186.0,2025-08-21 12:35:00-04:00,23194.75,time_stop,,23296.25,23218.5625,23218.5625,23120.875,-17.5,-20.24,-21.24,65.12,27.0,57.5,0,0,0,1,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_core_midday_next_bar_open_capped_opposite_box_stop_time_exit,8,0.2,10:30,13:30,True,next_bar_open,capped_opposite_box_stop_time_exit,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-08-22 11:45:00-04:00,2025-08-22 11:45:00-04:00,2025-08-22 11:50:00-04:00,2025-08-22,short,23648.75,23605.25,27.21875,5,range_percentile,core_midday,23590.25,2025-08-22 12:15:00-04:00,23535.8125,target,,23649.25,23617.4688,23617.4688,23535.8125,108.88,106.14,105.14,54.44,133.0,13.0,0,1,0,0,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_core_midday_next_bar_open_capped_opposite_box_stop_time_exit,8,0.2,10:30,13:30,True,next_bar_open,capped_opposite_box_stop_time_exit,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-08-29 11:50:00-04:00,2025-08-29 11:50:00-04:00,2025-08-29 11:55:00-04:00,2025-08-29,short,23498.5,23446.0,22.53125,5,range_percentile,core_midday,23445.5,2025-08-29 12:10:00-04:00,23468.0312,stop,,23499.0,23468.0312,23468.0312,23400.4375,-45.06,-47.8,-48.8,45.06,41.5,62.5,0,0,1,0,quick_or_adverse_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_core_midday_next_bar_open_capped_opposite_box_stop_time_exit,8,0.2,10:30,13:30,True,next_bar_open,capped_opposite_box_stop_time_exit,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-09-01 12:15:00-04:00,2025-09-01 12:15:00-04:00,2025-09-01 12:20:00-04:00,2025-09-01,short,23506.75,23485.75,6.25,5,range_percentile,core_midday,23483.75,2025-09-01 12:25:00-04:00,23490.0,stop,,23507.25,23490.0,23490.0,23471.25,-12.5,-15.24,-16.24,12.5,1.5,17.0,0,0,1,0,quick_or_adverse_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_core_midday_next_bar_open_capped_opposite_box_stop_time_exit,8,0.2,10:30,13:30,True,next_bar_open,capped_opposite_box_stop_time_exit,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-09-02 11:30:00-04:00,2025-09-02 11:30:00-04:00,2025-09-02 11:35:00-04:00,2025-09-02,short,23179.25,23095.5,27.5625,5,range_percentile,core_midday,23088.25,2025-09-02 11:50:00-04:00,23033.125,target,,23179.75,23115.8125,23115.8125,23033.125,110.25,107.51,106.51,55.12,123.5,3.0,0,1,0,0,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_core_midday_next_bar_open_capped_opposite_box_stop_time_exit,8,0.2,10:30,13:30,True,next_bar_open,capped_opposite_box_stop_time_exit,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-09-05 10:35:00-04:00,2025-09-05 10:35:00-04:00,2025-09-05 10:40:00-04:00,2025-09-05,short,23864.5,23629.25,55.78125,5,range_percentile,core_midday,23617.5,2025-09-05 11:10:00-04:00,23505.9375,target,,23865.0,23673.2812,23673.2812,23505.9375,223.12,220.38,219.38,111.56,225.0,45.0,0,1,0,0,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_core_midday_next_bar_open_capped_opposite_box_stop_time_exit,8,0.2,10:30,13:30,True,next_bar_open,capped_opposite_box_stop_time_exit,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-09-08 12:30:00-04:00,2025-09-08 12:30:00-04:00,2025-09-08 12:35:00-04:00,2025-09-08,short,23876.0,23821.0,18.15625,5,range_percentile,core_midday,23811.75,2025-09-08 13:05:00-04:00,23792.25,time_stop,,23876.5,23829.9062,23829.9062,23775.4375,39.0,36.26,35.26,36.31,54.0,23.0,0,0,0,1,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_core_midday_next_bar_open_capped_opposite_box_stop_time_exit,8,0.2,10:30,13:30,True,next_bar_open,capped_opposite_box_stop_time_exit,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-09-10 11:15:00-04:00,2025-09-10 11:15:00-04:00,2025-09-10 11:20:00-04:00,2025-09-10,short,23990.75,23955.25,21.96875,5,range_percentile,core_midday,23938.25,2025-09-10 11:45:00-04:00,23960.2188,stop,,23991.25,23960.2188,23960.2188,23894.3125,-43.94,-46.68,-47.68,43.94,35.0,46.5,0,0,1,0,quick_or_adverse_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_core_midday_next_bar_open_capped_opposite_box_stop_time_exit,8,0.2,10:30,13:30,True,next_bar_open,capped_opposite_box_stop_time_exit,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-09-10 12:15:00-04:00,2025-09-10 12:15:00-04:00,2025-09-10 12:20:00-04:00,2025-09-10,short,23969.25,23923.5,16.125,5,range_percentile,core_midday,23919.75,2025-09-10 12:50:00-04:00,23911.0,time_stop,,23969.75,23935.875,23935.875,23887.5,17.5,14.76,13.76,32.25,45.5,14.0,0,0,0,1,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_core_midday_next_bar_open_capped_opposite_box_stop_time_exit,8,0.2,10:30,13:30,True,next_bar_open,capped_opposite_box_stop_time_exit,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-09-16 11:00:00-04:00,2025-09-16 11:00:00-04:00,2025-09-16 11:05:00-04:00,2025-09-16,short,24318.25,24284.75,18.1875,5,range_percentile,core_midday,24274.75,2025-09-16 11:10:00-04:00,24292.9375,stop,,24318.75,24292.9375,24292.9375,24238.375,-36.38,-39.12,-40.12,36.38,3.5,39.5,0,0,1,0,quick_or_adverse_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_core_midday_next_bar_open_capped_opposite_box_stop_time_exit,8,0.2,10:30,13:30,True,next_bar_open,capped_opposite_box_stop_time_exit,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-09-18 11:50:00-04:00,2025-09-18 11:50:00-04:00,2025-09-18 11:55:00-04:00,2025-09-18,short,24815.75,24761.0,25.34375,5,range_percentile,core_midday,24741.5,2025-09-18 12:15:00-04:00,24766.8438,stop,,24816.25,24766.8438,24766.8438,24690.8125,-50.69,-53.43,-54.43,50.69,42.0,65.0,0,0,1,0,quick_or_adverse_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_core_midday_next_bar_open_capped_opposite_box_stop_time_exit,8,0.2,10:30,13:30,True,next_bar_open,capped_opposite_box_stop_time_exit,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-09-19 13:15:00-04:00,2025-09-19 13:15:00-04:00,2025-09-19 13:20:00-04:00,2025-09-19,short,24834.5,24804.5,11.25,5,range_percentile,core_midday,24801.25,2025-09-19 13:30:00-04:00,24812.5,stop,,24835.0,24812.5,24812.5,24778.75,-22.5,-25.24,-26.24,22.5,10.0,40.5,0,0,1,0,quick_or_adverse_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_core_midday_next_bar_open_capped_opposite_box_stop_time_exit,8,0.2,10:30,13:30,True,next_bar_open,capped_opposite_box_stop_time_exit,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-09-23 13:20:00-04:00,2025-09-23 13:20:00-04:00,2025-09-23 13:25:00-04:00,2025-09-23,short,24951.75,24901.5,16.40625,5,range_percentile,core_midday,24898.75,2025-09-23 13:25:00-04:00,24865.9375,target,,24952.25,24915.1562,24915.1562,24865.9375,65.62,62.88,61.88,32.81,66.0,5.0,0,1,0,0,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_core_midday_next_bar_open_capped_opposite_box_stop_time_exit,8,0.2,10:30,13:30,True,next_bar_open,capped_opposite_box_stop_time_exit,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-09-24 11:10:00-04:00,2025-09-24 11:10:00-04:00,2025-09-24 11:15:00-04:00,2025-09-24,short,24829.75,24787.25,19.59375,5,range_percentile,core_midday,24778.0,2025-09-24 11:20:00-04:00,24797.5938,stop,,24830.25,24797.5938,24797.5938,24738.8125,-39.19,-41.93,-42.93,39.19,0.0,63.5,0,0,1,0,quick_or_adverse_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_core_midday_next_bar_open_capped_opposite_box_stop_time_exit,8,0.2,10:30,13:30,True,next_bar_open,capped_opposite_box_stop_time_exit,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-09-30 12:55:00-04:00,2025-09-30 12:55:00-04:00,2025-09-30 13:00:00-04:00,2025-09-30,short,24843.75,24788.5,21.71875,5,range_percentile,core_midday,24783.0,2025-09-30 13:20:00-04:00,24739.5625,target,,24844.25,24804.7188,24804.7188,24739.5625,86.88,84.14,83.14,43.44,95.0,8.5,0,1,0,0,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_core_midday_next_bar_open_capped_opposite_box_stop_time_exit,8,0.2,10:30,13:30,True,next_bar_open,capped_opposite_box_stop_time_exit,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-10-02 11:00:00-04:00,2025-10-02 11:00:00-04:00,2025-10-02 11:05:00-04:00,2025-10-02,short,25091.75,25018.75,29.90625,5,range_percentile,core_midday,24995.75,2025-10-02 11:05:00-04:00,25025.6562,stop,,25092.25,25025.6562,25025.6562,24935.9375,-59.81,-62.55,-63.55,59.81,0.5,87.5,0,0,1,0,quick_or_adverse_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_core_midday_next_bar_open_capped_opposite_box_stop_time_exit,8,0.2,10:30,13:30,True,next_bar_open,capped_opposite_box_stop_time_exit,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-10-03 12:35:00-04:00,2025-10-03 12:35:00-04:00,2025-10-03 12:40:00-04:00,2025-10-03,short,25156.0,25128.0,12.6875,5,range_percentile,core_midday,25127.25,2025-10-03 13:00:00-04:00,25101.875,target,,25156.5,25139.9375,25139.9375,25101.875,50.75,48.01,47.01,25.38,193.0,5.0,0,1,0,0,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_core_midday_next_bar_open_capped_opposite_box_stop_time_exit,8,0.2,10:30,13:30,True,next_bar_open,capped_opposite_box_stop_time_exit,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-10-08 12:45:00-04:00,2025-10-08 12:45:00-04:00,2025-10-08 12:50:00-04:00,2025-10-08,short,25276.5,25242.25,11.8125,5,range_percentile,core_midday,25237.75,2025-10-08 12:55:00-04:00,25249.5625,stop,,25277.0,25249.5625,25249.5625,25214.125,-23.62,-26.37,-27.37,23.62,8.5,29.5,0,0,1,0,quick_or_adverse_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_core_midday_next_bar_open_capped_opposite_box_stop_time_exit,8,0.2,10:30,13:30,True,next_bar_open,capped_opposite_box_stop_time_exit,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-10-10 11:30:00-04:00,2025-10-10 11:30:00-04:00,2025-10-10 11:35:00-04:00,2025-10-10,short,25353.0,24802.75,152.84375,5,range_percentile,core_midday,24725.75,2025-10-10 11:45:00-04:00,24878.5938,stop,,25353.5,24878.5938,24878.5938,24420.0625,-305.69,-308.43,-309.43,305.69,83.0,342.0,0,0,1,0,quick_or_adverse_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_core_midday_next_bar_open_capped_opposite_box_stop_time_exit,8,0.2,10:30,13:30,True,next_bar_open,capped_opposite_box_stop_time_exit,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
