signal_time,confirmation_time,entry_time,trading_session,side,box_high,box_low,atr,timeframe,compression_method,time_window,entry_price,exit_time,exit_price,exit_reason,invalidation_time,opposite_box_stop,hard_cap_stop,stop_price,target_price,gross_pnl,net_pnl,stress_pnl,risk_dollars,mfe,mae,same_bar_ambiguity,target_hit,stop_hit,time_stop,stop_failure_bucket,candidate_id,compression_lookback,compression_threshold,entry_start,entry_end,is_primary_eligible,entry_model,exit_model,direction_mode,target_r,atr_cap_multiple,buffer_ticks,max_trades_per_day,min_minutes_between_entries,time_stop_minutes,instrument,family,split
2025-09-18 11:50:00-04:00,2025-09-18 11:55:00-04:00,2025-09-18 12:00:00-04:00,2025-09-18,short,24815.75,24761.0,25.34375,5,range_percentile,extended_midday,24736.25,2025-09-18 12:15:00-04:00,24761.5938,stop,,24816.25,24761.5938,24761.5938,24685.5625,-50.69,-53.43,-54.43,50.69,31.5,75.5,0,0,1,0,quick_or_adverse_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-09-23 13:20:00-04:00,2025-09-23 13:25:00-04:00,2025-09-23 13:30:00-04:00,2025-09-23,short,24951.75,24901.5,16.40625,5,range_percentile,extended_midday,24868.75,2025-09-23 13:35:00-04:00,24835.9375,target,,24952.25,24885.1562,24885.1562,24835.9375,65.62,62.88,61.88,32.81,99.5,21.5,0,1,0,0,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-09-26 10:20:00-04:00,2025-09-26 10:25:00-04:00,2025-09-26 10:30:00-04:00,2025-09-26,short,24733.25,24582.25,50.71875,5,range_percentile,extended_midday,24569.0,2025-09-26 10:40:00-04:00,24609.25,invalidation_exit,2025-09-26 10:35:00-04:00,24733.75,24619.7188,24619.7188,24467.5625,-80.5,-83.24,-84.24,101.44,60.0,87.0,0,0,0,0,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-09-30 12:55:00-04:00,2025-09-30 13:00:00-04:00,2025-09-30 13:05:00-04:00,2025-09-30,short,24843.75,24788.5,21.71875,5,range_percentile,extended_midday,24776.0,2025-09-30 13:30:00-04:00,24732.5625,target,,24844.25,24797.7188,24797.7188,24732.5625,86.88,84.14,83.14,43.44,88.5,15.5,0,1,0,0,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-10-03 12:35:00-04:00,2025-10-03 12:40:00-04:00,2025-10-03 12:45:00-04:00,2025-10-03,short,25156.0,25128.0,12.6875,5,range_percentile,extended_midday,25120.0,2025-10-03 13:00:00-04:00,25094.625,target,,25156.5,25132.6875,25132.6875,25094.625,50.75,48.01,47.01,25.38,178.5,19.0,0,1,0,0,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-10-08 12:45:00-04:00,2025-10-08 12:50:00-04:00,2025-10-08 12:55:00-04:00,2025-10-08,short,25276.5,25242.25,11.8125,5,range_percentile,extended_midday,25236.5,2025-10-08 12:55:00-04:00,25248.3125,stop,,25277.0,25248.3125,25248.3125,25212.875,-23.62,-26.37,-27.37,23.62,1.0,32.0,0,0,1,0,quick_or_adverse_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-10-10 11:30:00-04:00,2025-10-10 11:35:00-04:00,2025-10-10 11:40:00-04:00,2025-10-10,short,25353.0,24802.75,152.84375,5,range_percentile,extended_midday,24723.5,2025-10-10 11:45:00-04:00,24860.5,invalidation_exit,2025-10-10 11:40:00-04:00,25353.5,24876.3438,24876.3438,24417.8125,-274.0,-276.74,-277.74,305.69,78.5,284.0,0,0,0,0,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-10-10 12:40:00-04:00,2025-10-10 12:45:00-04:00,2025-10-10 12:50:00-04:00,2025-10-10,short,24847.5,24743.25,69.3125,5,range_percentile,extended_midday,24696.0,2025-10-10 13:20:00-04:00,24673.0,time_stop,,24848.0,24765.3125,24765.3125,24557.375,46.0,43.26,42.26,138.62,185.0,17.0,0,0,0,1,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-10-13 10:55:00-04:00,2025-10-13 11:00:00-04:00,2025-10-13 11:05:00-04:00,2025-10-13,short,24904.5,24766.0,52.375,5,range_percentile,extended_midday,24765.75,2025-10-13 11:10:00-04:00,24796.5,invalidation_exit,2025-10-13 11:05:00-04:00,24905.0,24818.125,24818.125,24661.0,-61.5,-64.24,-65.24,104.75,29.5,65.5,0,0,0,0,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-10-21 12:50:00-04:00,2025-10-21 12:55:00-04:00,2025-10-21 13:00:00-04:00,2025-10-21,short,25343.75,25315.25,19.46875,5,range_percentile,extended_midday,25285.75,2025-10-21 13:10:00-04:00,25305.2188,stop,,25344.25,25305.2188,25305.2188,25246.8125,-38.94,-41.68,-42.68,38.94,71.5,48.0,0,0,1,0,stopped_after_favorable_move,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-10-22 13:20:00-04:00,2025-10-22 13:25:00-04:00,2025-10-22 13:30:00-04:00,2025-10-22,short,25037.0,24913.25,49.4375,5,range_percentile,extended_midday,24909.5,2025-10-22 13:35:00-04:00,24919.5,invalidation_exit,2025-10-22 13:30:00-04:00,25037.5,24958.9375,24958.9375,24810.625,-20.0,-22.74,-23.74,98.88,46.0,28.5,0,0,0,0,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-11-03 10:25:00-05:00,2025-11-03 10:30:00-05:00,2025-11-03 10:35:00-05:00,2025-11-03,short,26182.5,26082.0,40.03125,5,range_percentile,extended_midday,26030.25,2025-11-03 10:35:00-05:00,26070.2812,stop,,26183.0,26070.2812,26070.2812,25950.1875,-80.06,-82.8,-83.8,80.06,35.0,94.0,0,0,1,0,quick_or_adverse_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-11-04 12:05:00-05:00,2025-11-04 12:10:00-05:00,2025-11-04 12:15:00-05:00,2025-11-04,short,25796.25,25723.25,35.90625,5,range_percentile,extended_midday,25705.5,2025-11-04 12:45:00-05:00,25700.75,time_stop,,25796.75,25741.4062,25741.4062,25633.6875,9.5,6.76,5.76,71.81,126.5,56.0,0,0,0,1,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-11-06 11:35:00-05:00,2025-11-06 11:40:00-05:00,2025-11-06 11:45:00-05:00,2025-11-06,short,25370.5,25276.75,54.5625,5,range_percentile,extended_midday,25258.25,2025-11-06 12:15:00-05:00,25260.0,time_stop,,25371.0,25312.8125,25312.8125,25149.125,-3.5,-6.24,-7.24,109.12,113.5,103.0,0,0,0,1,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-11-07 10:45:00-05:00,2025-11-07 10:50:00-05:00,2025-11-07 10:55:00-05:00,2025-11-07,short,25045.0,24861.0,64.59375,5,range_percentile,extended_midday,24853.75,2025-11-07 11:25:00-05:00,24795.5,time_stop,,25045.5,24918.3438,24918.3438,24724.5625,116.5,113.76,112.76,129.19,166.0,15.0,0,0,0,1,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-11-10 10:45:00-05:00,2025-11-10 10:50:00-05:00,2025-11-10 10:55:00-05:00,2025-11-10,short,25666.5,25610.5,32.46875,5,range_percentile,extended_midday,25557.0,2025-11-10 11:05:00-05:00,25492.0625,target,,25667.0,25589.4688,25589.4688,25492.0625,129.88,127.14,126.14,64.94,171.0,0.5,0,1,0,0,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-11-13 10:45:00-05:00,2025-11-13 10:50:00-05:00,2025-11-13 10:55:00-05:00,2025-11-13,short,25497.0,25287.25,59.90625,5,range_percentile,extended_midday,25212.25,2025-11-13 11:00:00-05:00,25272.1562,stop,,25497.5,25272.1562,25272.1562,25092.4375,-119.81,-122.55,-123.55,119.81,30.5,131.0,0,0,1,0,quick_or_adverse_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-11-13 12:55:00-05:00,2025-11-13 13:00:00-05:00,2025-11-13 13:05:00-05:00,2025-11-13,short,25255.0,25144.25,40.3125,5,range_percentile,extended_midday,25138.75,2025-11-13 13:15:00-05:00,25152.25,invalidation_exit,2025-11-13 13:10:00-05:00,25255.5,25179.0625,25179.0625,25058.125,-27.0,-29.74,-30.74,80.62,49.5,52.0,0,0,0,0,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-11-17 12:35:00-05:00,2025-11-17 12:40:00-05:00,2025-11-17 12:45:00-05:00,2025-11-17,short,25201.0,25123.5,36.75,5,range_percentile,extended_midday,25076.25,2025-11-17 12:55:00-05:00,25002.75,target,,25201.5,25113.0,25113.0,25002.75,147.0,144.26,143.26,73.5,159.0,4.5,0,1,0,0,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-11-19 10:45:00-05:00,2025-11-19 10:50:00-05:00,2025-11-19 10:55:00-05:00,2025-11-19,short,24988.0,24890.0,44.96875,5,range_percentile,extended_midday,24820.0,2025-11-19 11:05:00-05:00,24730.0625,target,,24988.5,24864.9688,24864.9688,24730.0625,179.88,177.13,176.13,89.94,214.0,1.0,0,1,0,0,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-11-21 13:10:00-05:00,2025-11-21 13:15:00-05:00,2025-11-21 13:20:00-05:00,2025-11-21,short,24416.0,24247.25,57.09375,5,range_percentile,extended_midday,24230.25,2025-11-21 13:30:00-05:00,24265.25,invalidation_exit,2025-11-21 13:25:00-05:00,24416.5,24287.3438,24287.3438,24116.0625,-70.0,-72.74,-73.74,114.19,14.5,94.5,0,0,0,0,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-11-28 12:35:00-05:00,2025-11-28 12:40:00-05:00,2025-11-28 12:45:00-05:00,2025-11-28,short,25440.0,25405.25,17.96875,5,range_percentile,extended_midday,25395.5,2025-11-28 12:50:00-05:00,25405.25,invalidation_exit,2025-11-28 12:45:00-05:00,25440.5,25413.4688,25413.4688,25359.5625,-19.5,-22.24,-23.24,35.94,2.5,28.5,0,0,0,0,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-12-08 10:20:00-05:00,2025-12-08 10:25:00-05:00,2025-12-08 10:30:00-05:00,2025-12-08,short,25827.0,25720.0,40.9375,5,range_percentile,extended_midday,25700.25,2025-12-08 11:00:00-05:00,25643.75,time_stop,,25827.5,25741.1875,25741.1875,25618.375,113.0,110.26,109.26,81.88,143.5,48.0,0,0,0,1,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-12-12 10:00:00-05:00,2025-12-12 10:05:00-05:00,2025-12-12 10:10:00-05:00,2025-12-12,short,25620.5,25501.5,62.392857142857146,5,range_percentile,extended_midday,25429.25,2025-12-12 10:30:00-05:00,25304.4643,target,,25621.0,25491.6429,25491.6429,25304.4643,249.57,246.83,245.83,124.79,268.0,86.0,0,1,0,0,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-12-15 10:15:00-05:00,2025-12-15 10:20:00-05:00,2025-12-15 10:25:00-05:00,2025-12-15,short,25369.0,25160.5,55.125,5,range_percentile,extended_midday,25078.5,2025-12-15 10:30:00-05:00,25133.625,stop,,25369.5,25133.625,25133.625,24968.25,-110.25,-112.99,-113.99,110.25,88.0,117.0,0,0,1,0,quick_or_adverse_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-12-16 12:50:00-05:00,2025-12-16 12:55:00-05:00,2025-12-16 13:00:00-05:00,2025-12-16,short,25112.5,24993.0,38.03125,5,range_percentile,extended_midday,24960.25,2025-12-16 13:30:00-05:00,24998.2812,stop,,25113.0,24998.2812,24998.2812,24884.1875,-76.06,-78.8,-79.8,76.06,68.0,109.5,0,0,1,0,quick_or_adverse_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-12-22 10:30:00-05:00,2025-12-22 10:35:00-05:00,2025-12-22 10:40:00-05:00,2025-12-22,short,25758.5,25675.0,31.3125,5,range_percentile,extended_midday,25648.75,2025-12-22 10:40:00-05:00,25680.0625,stop,,25759.0,25680.0625,25680.0625,25586.125,-62.62,-65.36,-66.36,62.62,13.0,63.0,0,0,1,0,quick_or_adverse_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-12-29 12:25:00-05:00,2025-12-29 12:30:00-05:00,2025-12-29 12:35:00-05:00,2025-12-29,short,25711.0,25672.0,17.0,5,range_percentile,extended_midday,25667.25,2025-12-29 12:45:00-05:00,25678.5,invalidation_exit,2025-12-29 12:40:00-05:00,25711.5,25684.25,25684.25,25633.25,-22.5,-25.24,-26.24,34.0,5.5,30.0,0,0,0,0,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-12-30 11:50:00-05:00,2025-12-30 11:55:00-05:00,2025-12-30 12:00:00-05:00,2025-12-30,short,25794.0,25731.25,16.9375,5,range_percentile,extended_midday,25719.75,2025-12-30 12:30:00-05:00,25729.0,time_stop,,25794.5,25736.6875,25736.6875,25685.875,-18.5,-21.24,-22.24,33.88,40.5,23.0,0,0,0,1,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2025-12-31 10:50:00-05:00,2025-12-31 10:55:00-05:00,2025-12-31 11:00:00-05:00,2025-12-31,short,25611.5,25568.25,23.15625,5,range_percentile,extended_midday,25554.25,2025-12-31 11:15:00-05:00,25577.4062,stop,,25612.0,25577.4062,25577.4062,25507.9375,-46.31,-49.05,-50.05,46.31,3.0,47.5,0,0,1,0,quick_or_adverse_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2026-01-02 10:10:00-05:00,2026-01-02 10:15:00-05:00,2026-01-02 10:20:00-05:00,2026-01-02,short,25803.5,25638.0,63.875,5,range_percentile,extended_midday,25577.25,2026-01-02 10:50:00-05:00,25449.5,target,,25804.0,25641.125,25641.125,25449.5,255.5,252.76,251.76,127.75,269.5,53.0,0,1,0,0,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2026-01-05 13:05:00-05:00,2026-01-05 13:10:00-05:00,2026-01-05 13:15:00-05:00,2026-01-05,short,25635.25,25607.5,21.78125,5,range_percentile,extended_midday,25597.5,2026-01-05 13:40:00-05:00,25619.2812,stop,,25635.75,25619.2812,25619.2812,25553.9375,-43.56,-46.3,-47.3,43.56,81.0,45.0,0,0,1,0,stopped_after_favorable_move,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2026-01-06 10:50:00-05:00,2026-01-06 10:55:00-05:00,2026-01-06 11:00:00-05:00,2026-01-06,short,25778.75,25711.25,29.375,5,range_percentile,extended_midday,25687.25,2026-01-06 11:30:00-05:00,25699.25,time_stop,,25779.25,25716.625,25716.625,25628.5,-24.0,-26.74,-27.74,58.75,96.5,42.5,0,0,0,1,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2026-01-13 10:00:00-05:00,2026-01-13 10:05:00-05:00,2026-01-13 10:10:00-05:00,2026-01-13,short,26043.0,25930.75,57.642857142857146,5,range_percentile,extended_midday,25913.25,2026-01-13 10:40:00-05:00,25832.75,time_stop,,26043.5,25970.8929,25970.8929,25797.9643,161.0,158.26,157.26,115.29,203.0,21.0,0,0,0,1,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2026-01-15 12:25:00-05:00,2026-01-15 12:30:00-05:00,2026-01-15 12:35:00-05:00,2026-01-15,short,25939.75,25889.75,23.15625,5,range_percentile,extended_midday,25870.0,2026-01-15 12:45:00-05:00,25893.1562,stop,,25940.25,25893.1562,25893.1562,25823.6875,-46.31,-49.05,-50.05,46.31,20.5,49.5,0,0,1,0,quick_or_adverse_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2026-01-16 10:35:00-05:00,2026-01-16 10:40:00-05:00,2026-01-16 10:45:00-05:00,2026-01-16,short,25787.25,25646.25,46.1875,5,range_percentile,extended_midday,25622.75,2026-01-16 10:55:00-05:00,25655.0,invalidation_exit,2026-01-16 10:50:00-05:00,25787.75,25668.9375,25668.9375,25530.375,-64.5,-67.24,-68.24,92.38,45.0,68.0,0,0,0,0,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2026-01-20 12:30:00-05:00,2026-01-20 12:35:00-05:00,2026-01-20 12:40:00-05:00,2026-01-20,short,25414.0,25326.25,36.34375,5,range_percentile,extended_midday,25311.75,2026-01-20 13:10:00-05:00,25284.75,time_stop,,25414.5,25348.0938,25348.0938,25239.0625,54.0,51.26,50.26,72.69,113.5,50.0,0,0,0,1,not_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
2026-01-21 12:05:00-05:00,2026-01-21 12:10:00-05:00,2026-01-21 12:15:00-05:00,2026-01-21,short,25478.0,25221.0,52.90625,5,range_percentile,extended_midday,25154.75,2026-01-21 12:15:00-05:00,25207.6562,stop,,25478.5,25207.6562,25207.6562,25048.9375,-105.81,-108.55,-109.55,105.81,24.0,118.0,0,0,1,0,quick_or_adverse_stop,MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,8,0.2,10:00,13:30,False,close_confirm_fill_next_open,close_back_inside_box_invalidation_with_hard_cap,short_only,2.0,1.0,2,2,30,30,MNQ,volatility_compression_breakout,discovery
