candidate_id,fold,segment_start,segment_end,net_pnl,slippage_4_ticks_net_pnl,trades,active_sessions,best_day_concentration,best_trade_concentration
MNQ_opening_range_failure_tf1_982fe6172f,1,2023-08-02,2023-09-12,1348.6049999999984,1234.6049999999984,38,26,0.3044034391093022,0.2141175510990989
MNQ_opening_range_failure_tf1_982fe6172f,2,2024-12-23,2025-02-05,912.2650000000248,810.2650000000247,34,26,0.6604659830202668,0.4995916756644041
MNQ_opening_range_failure_tf1_982fe6172f,3,2026-05-21,2026-07-01,4035.215000000013,3918.215000000013,39,26,0.3315858015000429,0.1822108611313146
MNQ_opening_range_failure_tf3_1dce415f36,1,2023-08-02,2023-09-12,979.9649999999968,862.9649999999968,39,26,0.4127902527131084,0.3063986979126815
MNQ_opening_range_failure_tf3_1dce415f36,2,2024-12-23,2025-02-05,1073.0800000000215,974.0800000000216,33,24,0.5614865620456889,0.4093450628098475
MNQ_opening_range_failure_tf3_1dce415f36,3,2026-05-21,2026-07-01,3647.900000000014,3527.900000000014,40,26,0.3373228432796938,0.1833273938430322
MNQ_opening_range_failure_tf5_763933a432,1,2023-08-02,2023-09-12,653.2549999999961,539.2549999999961,38,25,0.5679558518495873,0.4596367421604148
MNQ_opening_range_failure_tf5_763933a432,2,2024-12-23,2025-02-05,-247.36999999997545,-346.36999999997545,33,23,1.0,1.0
MNQ_opening_range_failure_tf5_763933a432,3,2026-05-21,2026-07-01,3433.1900000000187,3316.1900000000187,39,26,0.3788080473262455,0.1947925981375911
