candidate_id,base_filter,exit_model,risk_model,fold,segment,segment_start,segment_end,trades,active_days,active_days_pct,net_pnl,stress_pnl,max_drawdown,best_day_concentration,best_trade_concentration
base_pre_14_00__fixed_r_1_5_time30__mt3_gap60_sal0_saw0_dl2.0_dp2.0,base_pre_14_00,fixed_r_1_5_time30,mt3_gap60_sal0_saw0_dl2.0_dp2.0,3,test,2026-05-28,2026-07-02,46,25,1.0,155.21,109.21,-518.46,1.87984,1.900715
base_pre_14_00__vwap_failure_1_5_time30__mt1_gap30_sal1_saw0_dl1.0_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt1_gap30_sal1_saw0_dl1.0_dpnone,1,test,2026-03-17,2026-04-21,25,25,1.0,-73.89,-98.89,-300.27,1.0,1.0
base_pre_14_00__vwap_failure_1_5_time30__mt1_gap30_sal1_saw0_dl1.0_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt1_gap30_sal1_saw0_dl1.0_dpnone,2,test,2026-04-22,2026-05-27,25,25,1.0,198.52,173.52,-211.32,1.161999,1.161999
base_pre_14_00__vwap_failure_1_5_time30__mt1_gap30_sal1_saw0_dl1.0_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt1_gap30_sal1_saw0_dl1.0_dpnone,3,test,2026-05-28,2026-07-02,25,25,1.0,411.86,386.86,-130.76,0.426601,0.426601
base_pre_14_00__vwap_failure_1_5_time30__mt1_gap60_sal1_saw0_dl1.0_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt1_gap60_sal1_saw0_dl1.0_dpnone,1,test,2026-03-17,2026-04-21,25,25,1.0,-73.89,-98.89,-300.27,1.0,1.0
base_pre_14_00__vwap_failure_1_5_time30__mt1_gap60_sal1_saw0_dl1.0_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt1_gap60_sal1_saw0_dl1.0_dpnone,2,test,2026-04-22,2026-05-27,25,25,1.0,198.52,173.52,-211.32,1.161999,1.161999
base_pre_14_00__vwap_failure_1_5_time30__mt1_gap60_sal1_saw0_dl1.0_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt1_gap60_sal1_saw0_dl1.0_dpnone,3,test,2026-05-28,2026-07-02,25,25,1.0,411.86,386.86,-130.76,0.426601,0.426601
base_pre_14_00__vwap_failure_1_5_time30__mt2_gap30_sal1_saw0_dl1.0_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt2_gap30_sal1_saw0_dl1.0_dpnone,1,test,2026-03-17,2026-04-21,30,25,1.0,-29.73,-59.73,-306.75,1.0,1.0
base_pre_14_00__vwap_failure_1_5_time30__mt2_gap30_sal1_saw0_dl1.0_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt2_gap30_sal1_saw0_dl1.0_dpnone,2,test,2026-04-22,2026-05-27,32,25,1.0,35.93,3.93,-243.3,6.330086,6.420262
base_pre_14_00__vwap_failure_1_5_time30__mt2_gap30_sal1_saw0_dl1.0_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt2_gap30_sal1_saw0_dl1.0_dpnone,3,test,2026-05-28,2026-07-02,32,25,1.0,456.58,424.58,-130.76,0.486618,0.384818
base_pre_14_00__vwap_failure_1_5_time30__mt2_gap60_sal1_saw0_dl1.0_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt2_gap60_sal1_saw0_dl1.0_dpnone,1,test,2026-03-17,2026-04-21,30,25,1.0,44.1,14.1,-267.57,4.945805,5.019274
base_pre_14_00__vwap_failure_1_5_time30__mt2_gap60_sal1_saw0_dl1.0_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt2_gap60_sal1_saw0_dl1.0_dpnone,2,test,2026-04-22,2026-05-27,31,25,1.0,279.15,248.15,-260.37,0.814759,0.826366
base_pre_14_00__vwap_failure_1_5_time30__mt2_gap60_sal1_saw0_dl1.0_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt2_gap60_sal1_saw0_dl1.0_dpnone,3,test,2026-05-28,2026-07-02,29,25,1.0,396.74,367.74,-134.0,0.442859,0.442859
base_pre_14_00__vwap_failure_1_5_time30__mt1_gap15_sal0_saw0_dlnone_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt1_gap15_sal0_saw0_dlnone_dpnone,1,test,2026-03-17,2026-04-21,25,25,1.0,-73.89,-98.89,-300.27,1.0,1.0
base_pre_14_00__vwap_failure_1_5_time30__mt1_gap15_sal0_saw0_dlnone_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt1_gap15_sal0_saw0_dlnone_dpnone,2,test,2026-04-22,2026-05-27,25,25,1.0,198.52,173.52,-211.32,1.161999,1.161999
base_pre_14_00__vwap_failure_1_5_time30__mt1_gap15_sal0_saw0_dlnone_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt1_gap15_sal0_saw0_dlnone_dpnone,3,test,2026-05-28,2026-07-02,25,25,1.0,411.86,386.86,-130.76,0.426601,0.426601
base_pre_14_00__vwap_failure_1_5_time30__mt2_gap15_sal0_saw0_dlnone_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt2_gap15_sal0_saw0_dlnone_dpnone,1,test,2026-03-17,2026-04-21,49,25,1.0,-139.52,-188.52,-391.39,1.0,1.0
base_pre_14_00__vwap_failure_1_5_time30__mt2_gap15_sal0_saw0_dlnone_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt2_gap15_sal0_saw0_dlnone_dpnone,2,test,2026-04-22,2026-05-27,49,25,1.0,365.77,316.77,-183.16,0.621812,0.63067
base_pre_14_00__vwap_failure_1_5_time30__mt2_gap15_sal0_saw0_dlnone_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt2_gap15_sal0_saw0_dlnone_dpnone,3,test,2026-05-28,2026-07-02,50,25,1.0,-91.68,-141.68,-518.05,1.0,1.0
base_pre_14_00__vwap_failure_1_5_time30__mt3_gap15_sal0_saw0_dlnone_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt3_gap15_sal0_saw0_dlnone_dpnone,1,test,2026-03-17,2026-04-21,66,25,1.0,-40.33,-106.33,-464.91,1.0,1.0
base_pre_14_00__vwap_failure_1_5_time30__mt3_gap15_sal0_saw0_dlnone_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt3_gap15_sal0_saw0_dlnone_dpnone,2,test,2026-04-22,2026-05-27,71,25,1.0,329.44,258.44,-333.72,0.99657,0.700219
base_pre_14_00__vwap_failure_1_5_time30__mt3_gap15_sal0_saw0_dlnone_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt3_gap15_sal0_saw0_dlnone_dpnone,3,test,2026-05-28,2026-07-02,69,25,1.0,443.2,374.2,-276.13,0.501309,0.505912
base_pre_14_00__vwap_failure_1_5_time30__mt1_gap30_sal0_saw0_dl1.5_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt1_gap30_sal0_saw0_dl1.5_dpnone,1,test,2026-03-17,2026-04-21,25,25,1.0,-73.89,-98.89,-300.27,1.0,1.0
base_pre_14_00__vwap_failure_1_5_time30__mt1_gap30_sal0_saw0_dl1.5_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt1_gap30_sal0_saw0_dl1.5_dpnone,2,test,2026-04-22,2026-05-27,25,25,1.0,198.52,173.52,-211.32,1.161999,1.161999
base_pre_14_00__vwap_failure_1_5_time30__mt1_gap30_sal0_saw0_dl1.5_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt1_gap30_sal0_saw0_dl1.5_dpnone,3,test,2026-05-28,2026-07-02,25,25,1.0,411.86,386.86,-130.76,0.426601,0.426601
base_pre_14_00__vwap_failure_1_5_time30__mt2_gap30_sal0_saw0_dl1.5_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt2_gap30_sal0_saw0_dl1.5_dpnone,1,test,2026-03-17,2026-04-21,44,25,1.0,-186.23,-230.23,-406.37,1.0,1.0
base_pre_14_00__vwap_failure_1_5_time30__mt2_gap30_sal0_saw0_dl1.5_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt2_gap30_sal0_saw0_dl1.5_dpnone,2,test,2026-04-22,2026-05-27,49,25,1.0,419.63,370.63,-213.91,0.542001,0.549722
base_pre_14_00__vwap_failure_1_5_time30__mt2_gap30_sal0_saw0_dl1.5_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt2_gap30_sal0_saw0_dl1.5_dpnone,3,test,2026-05-28,2026-07-02,49,25,1.0,832.85,783.85,-145.09,0.266771,0.26922
base_pre_14_00__vwap_failure_1_5_time30__mt3_gap30_sal0_saw0_dl1.5_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt3_gap30_sal0_saw0_dl1.5_dpnone,1,test,2026-03-17,2026-04-21,52,25,1.0,-123.27,-175.27,-451.51,1.0,1.0
base_pre_14_00__vwap_failure_1_5_time30__mt3_gap30_sal0_saw0_dl1.5_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt3_gap30_sal0_saw0_dl1.5_dpnone,2,test,2026-04-22,2026-05-27,58,25,1.0,614.02,556.02,-196.48,0.365135,0.375688
base_pre_14_00__vwap_failure_1_5_time30__mt3_gap30_sal0_saw0_dl1.5_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt3_gap30_sal0_saw0_dl1.5_dpnone,3,test,2026-05-28,2026-07-02,55,25,1.0,549.8,494.8,-191.5,0.404111,0.407821
base_pre_14_00__vwap_failure_1_5_time30__mt1_gap60_sal0_saw0_dl2.0_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt1_gap60_sal0_saw0_dl2.0_dpnone,1,test,2026-03-17,2026-04-21,25,25,1.0,-73.89,-98.89,-300.27,1.0,1.0
base_pre_14_00__vwap_failure_1_5_time30__mt1_gap60_sal0_saw0_dl2.0_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt1_gap60_sal0_saw0_dl2.0_dpnone,2,test,2026-04-22,2026-05-27,25,25,1.0,198.52,173.52,-211.32,1.161999,1.161999
base_pre_14_00__vwap_failure_1_5_time30__mt1_gap60_sal0_saw0_dl2.0_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt1_gap60_sal0_saw0_dl2.0_dpnone,3,test,2026-05-28,2026-07-02,25,25,1.0,411.86,386.86,-130.76,0.426601,0.426601
base_pre_14_00__vwap_failure_1_5_time30__mt2_gap60_sal0_saw0_dl2.0_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt2_gap60_sal0_saw0_dl2.0_dpnone,1,test,2026-03-17,2026-04-21,45,25,1.0,-74.42,-119.42,-378.41,1.0,1.0
base_pre_14_00__vwap_failure_1_5_time30__mt2_gap60_sal0_saw0_dl2.0_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt2_gap60_sal0_saw0_dl2.0_dpnone,2,test,2026-04-22,2026-05-27,44,25,1.0,759.91,715.91,-217.24,0.299299,0.303562
base_pre_14_00__vwap_failure_1_5_time30__mt2_gap60_sal0_saw0_dl2.0_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt2_gap60_sal0_saw0_dl2.0_dpnone,3,test,2026-05-28,2026-07-02,42,25,1.0,324.51,282.51,-312.52,0.541432,0.541432
base_pre_14_00__vwap_failure_1_5_time30__mt1_gap30_sal0_saw1_dlnone_dp1.0,base_pre_14_00,vwap_failure_1_5_time30,mt1_gap30_sal0_saw1_dlnone_dp1.0,1,test,2026-03-17,2026-04-21,25,25,1.0,-73.89,-98.89,-300.27,1.0,1.0
base_pre_14_00__vwap_failure_1_5_time30__mt1_gap30_sal0_saw1_dlnone_dp1.0,base_pre_14_00,vwap_failure_1_5_time30,mt1_gap30_sal0_saw1_dlnone_dp1.0,2,test,2026-04-22,2026-05-27,25,25,1.0,198.52,173.52,-211.32,1.161999,1.161999
base_pre_14_00__vwap_failure_1_5_time30__mt1_gap30_sal0_saw1_dlnone_dp1.0,base_pre_14_00,vwap_failure_1_5_time30,mt1_gap30_sal0_saw1_dlnone_dp1.0,3,test,2026-05-28,2026-07-02,25,25,1.0,411.86,386.86,-130.76,0.426601,0.426601
base_pre_14_00__vwap_failure_1_5_time30__mt2_gap30_sal0_saw1_dlnone_dp1.5,base_pre_14_00,vwap_failure_1_5_time30,mt2_gap30_sal0_saw1_dlnone_dp1.5,1,test,2026-03-17,2026-04-21,41,25,1.0,-220.37,-261.37,-406.37,1.0,1.0
base_pre_14_00__vwap_failure_1_5_time30__mt2_gap30_sal0_saw1_dlnone_dp1.5,base_pre_14_00,vwap_failure_1_5_time30,mt2_gap30_sal0_saw1_dlnone_dp1.5,2,test,2026-04-22,2026-05-27,42,25,1.0,582.22,540.22,-196.48,0.396208,0.396208
base_pre_14_00__vwap_failure_1_5_time30__mt2_gap30_sal0_saw1_dlnone_dp1.5,base_pre_14_00,vwap_failure_1_5_time30,mt2_gap30_sal0_saw1_dlnone_dp1.5,3,test,2026-05-28,2026-07-02,42,25,1.0,788.13,746.13,-145.09,0.222933,0.284496
base_pre_14_00__vwap_failure_1_5_time30__mt1_gap60_sal1_saw1_dl1.0_dp1.0,base_pre_14_00,vwap_failure_1_5_time30,mt1_gap60_sal1_saw1_dl1.0_dp1.0,1,test,2026-03-17,2026-04-21,25,25,1.0,-73.89,-98.89,-300.27,1.0,1.0
base_pre_14_00__vwap_failure_1_5_time30__mt1_gap60_sal1_saw1_dl1.0_dp1.0,base_pre_14_00,vwap_failure_1_5_time30,mt1_gap60_sal1_saw1_dl1.0_dp1.0,2,test,2026-04-22,2026-05-27,25,25,1.0,198.52,173.52,-211.32,1.161999,1.161999
base_pre_14_00__vwap_failure_1_5_time30__mt1_gap60_sal1_saw1_dl1.0_dp1.0,base_pre_14_00,vwap_failure_1_5_time30,mt1_gap60_sal1_saw1_dl1.0_dp1.0,3,test,2026-05-28,2026-07-02,25,25,1.0,411.86,386.86,-130.76,0.426601,0.426601
base_pre_14_00__vwap_failure_1_5_time30__mt3_gap60_sal0_saw0_dl2.0_dp2.0,base_pre_14_00,vwap_failure_1_5_time30,mt3_gap60_sal0_saw0_dl2.0_dp2.0,1,test,2026-03-17,2026-04-21,49,25,1.0,-174.48,-223.48,-417.52,1.0,1.0
base_pre_14_00__vwap_failure_1_5_time30__mt3_gap60_sal0_saw0_dl2.0_dp2.0,base_pre_14_00,vwap_failure_1_5_time30,mt3_gap60_sal0_saw0_dl2.0_dp2.0,2,test,2026-04-22,2026-05-27,48,25,1.0,925.28,877.28,-207.52,0.245807,0.249308
base_pre_14_00__vwap_failure_1_5_time30__mt3_gap60_sal0_saw0_dl2.0_dp2.0,base_pre_14_00,vwap_failure_1_5_time30,mt3_gap60_sal0_saw0_dl2.0_dp2.0,3,test,2026-05-28,2026-07-02,50,25,1.0,-8.25,-58.25,-530.6,1.0,1.0
exclude_10_00_10_30__horizon_close_15m__mt1_gap30_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,horizon_close_15m,mt1_gap30_sal1_saw0_dl1.0_dpnone,1,test,2026-03-17,2026-04-21,25,25,1.0,60.5,35.5,-426.68,5.326612,5.326612
exclude_10_00_10_30__horizon_close_15m__mt1_gap30_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,horizon_close_15m,mt1_gap30_sal1_saw0_dl1.0_dpnone,2,test,2026-04-22,2026-05-27,25,25,1.0,141.5,116.5,-279.94,1.280989,1.280989
exclude_10_00_10_30__horizon_close_15m__mt1_gap30_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,horizon_close_15m,mt1_gap30_sal1_saw0_dl1.0_dpnone,3,test,2026-05-28,2026-07-02,25,25,1.0,1545.0,1520.0,-413.22,0.240298,0.240298
exclude_10_00_10_30__horizon_close_15m__mt1_gap60_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,horizon_close_15m,mt1_gap60_sal1_saw0_dl1.0_dpnone,1,test,2026-03-17,2026-04-21,25,25,1.0,60.5,35.5,-426.68,5.326612,5.326612
exclude_10_00_10_30__horizon_close_15m__mt1_gap60_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,horizon_close_15m,mt1_gap60_sal1_saw0_dl1.0_dpnone,2,test,2026-04-22,2026-05-27,25,25,1.0,141.5,116.5,-279.94,1.280989,1.280989
exclude_10_00_10_30__horizon_close_15m__mt1_gap60_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,horizon_close_15m,mt1_gap60_sal1_saw0_dl1.0_dpnone,3,test,2026-05-28,2026-07-02,25,25,1.0,1545.0,1520.0,-413.22,0.240298,0.240298
exclude_10_00_10_30__horizon_close_15m__mt2_gap30_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,horizon_close_15m,mt2_gap30_sal1_saw0_dl1.0_dpnone,1,test,2026-03-17,2026-04-21,35,25,1.0,-379.9,-414.9,-748.9,1.0,1.0
exclude_10_00_10_30__horizon_close_15m__mt2_gap30_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,horizon_close_15m,mt2_gap30_sal1_saw0_dl1.0_dpnone,2,test,2026-04-22,2026-05-27,36,25,1.0,100.36,64.36,-508.62,2.521124,1.845955
exclude_10_00_10_30__horizon_close_15m__mt2_gap30_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,horizon_close_15m,mt2_gap30_sal1_saw0_dl1.0_dpnone,3,test,2026-05-28,2026-07-02,36,25,1.0,1035.36,999.36,-445.42,0.343861,0.358581
exclude_10_00_10_30__horizon_close_15m__mt2_gap60_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,horizon_close_15m,mt2_gap60_sal1_saw0_dl1.0_dpnone,1,test,2026-03-17,2026-04-21,35,25,1.0,-480.9,-515.9,-838.9,1.0,1.0
exclude_10_00_10_30__horizon_close_15m__mt2_gap60_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,horizon_close_15m,mt2_gap60_sal1_saw0_dl1.0_dpnone,2,test,2026-04-22,2026-05-27,36,25,1.0,35.86,-0.14,-508.62,7.055772,5.054657
exclude_10_00_10_30__horizon_close_15m__mt2_gap60_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,horizon_close_15m,mt2_gap60_sal1_saw0_dl1.0_dpnone,3,test,2026-05-28,2026-07-02,35,25,1.0,911.1,876.1,-507.64,0.355087,0.407485
exclude_10_00_10_30__horizon_close_15m__mt1_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30,horizon_close_15m,mt1_gap15_sal0_saw0_dlnone_dpnone,1,test,2026-03-17,2026-04-21,25,25,1.0,60.5,35.5,-426.68,5.326612,5.326612
exclude_10_00_10_30__horizon_close_15m__mt1_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30,horizon_close_15m,mt1_gap15_sal0_saw0_dlnone_dpnone,2,test,2026-04-22,2026-05-27,25,25,1.0,141.5,116.5,-279.94,1.280989,1.280989
exclude_10_00_10_30__horizon_close_15m__mt1_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30,horizon_close_15m,mt1_gap15_sal0_saw0_dlnone_dpnone,3,test,2026-05-28,2026-07-02,25,25,1.0,1545.0,1520.0,-413.22,0.240298,0.240298
exclude_10_00_10_30__horizon_close_15m__mt2_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30,horizon_close_15m,mt2_gap15_sal0_saw0_dlnone_dpnone,1,test,2026-03-17,2026-04-21,48,25,1.0,-545.02,-593.02,-776.1,1.0,1.0
exclude_10_00_10_30__horizon_close_15m__mt2_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30,horizon_close_15m,mt2_gap15_sal0_saw0_dlnone_dpnone,2,test,2026-04-22,2026-05-27,48,25,1.0,-240.02,-288.02,-669.82,1.0,1.0
exclude_10_00_10_30__horizon_close_15m__mt2_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30,horizon_close_15m,mt2_gap15_sal0_saw0_dlnone_dpnone,3,test,2026-05-28,2026-07-02,46,25,1.0,1290.46,1244.46,-1032.14,0.37585,0.412458
exclude_10_00_10_30__horizon_close_15m__mt3_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30,horizon_close_15m,mt3_gap15_sal0_saw0_dlnone_dpnone,1,test,2026-03-17,2026-04-21,64,25,1.0,-399.36,-463.36,-813.24,1.0,1.0
exclude_10_00_10_30__horizon_close_15m__mt3_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30,horizon_close_15m,mt3_gap15_sal0_saw0_dlnone_dpnone,2,test,2026-04-22,2026-05-27,64,25,1.0,402.14,338.14,-697.34,0.910827,0.542746
exclude_10_00_10_30__horizon_close_15m__mt3_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30,horizon_close_15m,mt3_gap15_sal0_saw0_dlnone_dpnone,3,test,2026-05-28,2026-07-02,62,25,1.0,2246.62,2184.62,-1140.62,0.327283,0.236916
exclude_10_00_10_30__horizon_close_15m__mt1_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30,horizon_close_15m,mt1_gap30_sal0_saw0_dl1.5_dpnone,1,test,2026-03-17,2026-04-21,25,25,1.0,60.5,35.5,-426.68,5.326612,5.326612
exclude_10_00_10_30__horizon_close_15m__mt1_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30,horizon_close_15m,mt1_gap30_sal0_saw0_dl1.5_dpnone,2,test,2026-04-22,2026-05-27,25,25,1.0,141.5,116.5,-279.94,1.280989,1.280989
exclude_10_00_10_30__horizon_close_15m__mt1_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30,horizon_close_15m,mt1_gap30_sal0_saw0_dl1.5_dpnone,3,test,2026-05-28,2026-07-02,25,25,1.0,1545.0,1520.0,-413.22,0.240298,0.240298
exclude_10_00_10_30__horizon_close_15m__mt2_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30,horizon_close_15m,mt2_gap30_sal0_saw0_dl1.5_dpnone,1,test,2026-03-17,2026-04-21,46,25,1.0,-462.04,-508.04,-776.1,1.0,1.0
exclude_10_00_10_30__horizon_close_15m__mt2_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30,horizon_close_15m,mt2_gap30_sal0_saw0_dl1.5_dpnone,2,test,2026-04-22,2026-05-27,44,25,1.0,444.44,400.44,-567.14,0.569301,0.49109
exclude_10_00_10_30__horizon_close_15m__mt2_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30,horizon_close_15m,mt2_gap30_sal0_saw0_dl1.5_dpnone,3,test,2026-05-28,2026-07-02,44,25,1.0,1970.44,1926.44,-480.4,0.209608,0.239672
exclude_10_00_10_30__horizon_close_15m__mt3_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30,horizon_close_15m,mt3_gap30_sal0_saw0_dl1.5_dpnone,1,test,2026-03-17,2026-04-21,55,25,1.0,-598.7,-653.7,-900.54,1.0,1.0
exclude_10_00_10_30__horizon_close_15m__mt3_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30,horizon_close_15m,mt3_gap30_sal0_saw0_dl1.5_dpnone,2,test,2026-04-22,2026-05-27,53,25,1.0,645.78,592.78,-634.6,0.391805,0.337979
exclude_10_00_10_30__horizon_close_15m__mt3_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30,horizon_close_15m,mt3_gap30_sal0_saw0_dl1.5_dpnone,3,test,2026-05-28,2026-07-02,54,25,1.0,1926.54,1872.54,-448.2,0.283036,0.245134
exclude_10_00_10_30__horizon_close_15m__mt1_gap60_sal0_saw0_dl2.0_dpnone,exclude_10_00_10_30,horizon_close_15m,mt1_gap60_sal0_saw0_dl2.0_dpnone,1,test,2026-03-17,2026-04-21,25,25,1.0,60.5,35.5,-426.68,5.326612,5.326612
exclude_10_00_10_30__horizon_close_15m__mt1_gap60_sal0_saw0_dl2.0_dpnone,exclude_10_00_10_30,horizon_close_15m,mt1_gap60_sal0_saw0_dl2.0_dpnone,2,test,2026-04-22,2026-05-27,25,25,1.0,141.5,116.5,-279.94,1.280989,1.280989
exclude_10_00_10_30__horizon_close_15m__mt1_gap60_sal0_saw0_dl2.0_dpnone,exclude_10_00_10_30,horizon_close_15m,mt1_gap60_sal0_saw0_dl2.0_dpnone,3,test,2026-05-28,2026-07-02,25,25,1.0,1545.0,1520.0,-413.22,0.240298,0.240298
exclude_10_00_10_30__horizon_close_15m__mt2_gap60_sal0_saw0_dl2.0_dpnone,exclude_10_00_10_30,horizon_close_15m,mt2_gap60_sal0_saw0_dl2.0_dpnone,1,test,2026-03-17,2026-04-21,45,25,1.0,-279.8,-324.8,-740.1,1.0,1.0
exclude_10_00_10_30__horizon_close_15m__mt2_gap60_sal0_saw0_dl2.0_dpnone,exclude_10_00_10_30,horizon_close_15m,mt2_gap60_sal0_saw0_dl2.0_dpnone,2,test,2026-04-22,2026-05-27,44,25,1.0,167.44,123.44,-434.9,1.511108,1.082537
exclude_10_00_10_30__horizon_close_15m__mt2_gap60_sal0_saw0_dl2.0_dpnone,exclude_10_00_10_30,horizon_close_15m,mt2_gap60_sal0_saw0_dl2.0_dpnone,3,test,2026-05-28,2026-07-02,42,25,1.0,1394.42,1352.42,-542.62,0.296195,0.338678
exclude_10_00_10_30__horizon_close_15m__mt1_gap30_sal0_saw1_dlnone_dp1.0,exclude_10_00_10_30,horizon_close_15m,mt1_gap30_sal0_saw1_dlnone_dp1.0,1,test,2026-03-17,2026-04-21,25,25,1.0,60.5,35.5,-426.68,5.326612,5.326612
exclude_10_00_10_30__horizon_close_15m__mt1_gap30_sal0_saw1_dlnone_dp1.0,exclude_10_00_10_30,horizon_close_15m,mt1_gap30_sal0_saw1_dlnone_dp1.0,2,test,2026-04-22,2026-05-27,25,25,1.0,141.5,116.5,-279.94,1.280989,1.280989
exclude_10_00_10_30__horizon_close_15m__mt1_gap30_sal0_saw1_dlnone_dp1.0,exclude_10_00_10_30,horizon_close_15m,mt1_gap30_sal0_saw1_dlnone_dp1.0,3,test,2026-05-28,2026-07-02,25,25,1.0,1545.0,1520.0,-413.22,0.240298,0.240298
exclude_10_00_10_30__horizon_close_15m__mt2_gap30_sal0_saw1_dlnone_dp1.5,exclude_10_00_10_30,horizon_close_15m,mt2_gap30_sal0_saw1_dlnone_dp1.5,1,test,2026-03-17,2026-04-21,36,25,1.0,-21.64,-57.64,-510.96,1.0,1.0
exclude_10_00_10_30__horizon_close_15m__mt2_gap30_sal0_saw1_dlnone_dp1.5,exclude_10_00_10_30,horizon_close_15m,mt2_gap30_sal0_saw1_dlnone_dp1.5,2,test,2026-04-22,2026-05-27,33,25,1.0,485.58,452.58,-302.92,0.373286,0.449483
exclude_10_00_10_30__horizon_close_15m__mt2_gap30_sal0_saw1_dlnone_dp1.5,exclude_10_00_10_30,horizon_close_15m,mt2_gap30_sal0_saw1_dlnone_dp1.5,3,test,2026-05-28,2026-07-02,33,25,1.0,2480.08,2447.08,-448.2,0.166535,0.190421
exclude_10_00_10_30__horizon_close_15m__mt1_gap60_sal1_saw1_dl1.0_dp1.0,exclude_10_00_10_30,horizon_close_15m,mt1_gap60_sal1_saw1_dl1.0_dp1.0,1,test,2026-03-17,2026-04-21,25,25,1.0,60.5,35.5,-426.68,5.326612,5.326612
exclude_10_00_10_30__horizon_close_15m__mt1_gap60_sal1_saw1_dl1.0_dp1.0,exclude_10_00_10_30,horizon_close_15m,mt1_gap60_sal1_saw1_dl1.0_dp1.0,2,test,2026-04-22,2026-05-27,25,25,1.0,141.5,116.5,-279.94,1.280989,1.280989
exclude_10_00_10_30__horizon_close_15m__mt1_gap60_sal1_saw1_dl1.0_dp1.0,exclude_10_00_10_30,horizon_close_15m,mt1_gap60_sal1_saw1_dl1.0_dp1.0,3,test,2026-05-28,2026-07-02,25,25,1.0,1545.0,1520.0,-413.22,0.240298,0.240298
