group,trades,gross_pnl,net_pnl,stress_pnl,avg_mfe,avg_mae
hard_stop_time_exit,1086,4679.29,1703.6500000000005,617.6500000000005,84.847605893186,70.5354511970534
structure_target_time_exit,1086,-2344.83,-5320.469999999999,-6406.469999999999,58.64088397790055,57.081031307550646
