candidate_id,module_family,side,regime_variant,confirmation_model,exit_variant,fold_view,fold,start_session,end_session,net_pnl,stress_pnl,trades,active_days
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,existing_project_folds,3,2026-02-11,2026-03-17,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,existing_project_folds,4,2026-03-18,2026-04-21,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,existing_project_folds,5,2026-04-22,2026-05-26,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,existing_project_folds,6,2026-05-27,2026-06-30,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,half_year_folds,1,2025-07-14,2026-01-07,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,half_year_folds,2,2026-01-08,2026-07-02,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,rolling_6_month_test_folds,1,2025-07-14,2026-01-07,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,rolling_6_month_test_folds,2,2025-10-09,2026-04-06,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,rolling_6_month_test_folds,3,2026-01-08,2026-07-02,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,quarterly_folds,1,2025-07-14,2025-10-08,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,quarterly_folds,2,2025-10-09,2026-01-07,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,quarterly_folds,3,2026-01-08,2026-04-06,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,quarterly_folds,4,2026-04-07,2026-07-02,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,existing_project_folds,1,2025-12-01,2026-01-06,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,existing_project_folds,2,2026-01-07,2026-02-10,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,existing_project_folds,3,2026-02-11,2026-03-17,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,existing_project_folds,4,2026-03-18,2026-04-21,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,existing_project_folds,5,2026-04-22,2026-05-26,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,existing_project_folds,6,2026-05-27,2026-06-30,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,half_year_folds,1,2025-07-14,2026-01-07,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,half_year_folds,2,2026-01-08,2026-07-02,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,rolling_6_month_test_folds,1,2025-07-14,2026-01-07,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,rolling_6_month_test_folds,2,2025-10-09,2026-04-06,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,rolling_6_month_test_folds,3,2026-01-08,2026-07-02,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,quarterly_folds,1,2025-07-14,2025-10-08,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,quarterly_folds,2,2025-10-09,2026-01-07,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,quarterly_folds,3,2026-01-08,2026-04-06,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,quarterly_folds,4,2026-04-07,2026-07-02,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,hard_stop_time_exit,existing_project_folds,1,2025-12-01,2026-01-06,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,hard_stop_time_exit,existing_project_folds,2,2026-01-07,2026-02-10,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,hard_stop_time_exit,existing_project_folds,3,2026-02-11,2026-03-17,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,hard_stop_time_exit,existing_project_folds,4,2026-03-18,2026-04-21,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,hard_stop_time_exit,existing_project_folds,5,2026-04-22,2026-05-26,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,hard_stop_time_exit,existing_project_folds,6,2026-05-27,2026-06-30,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,hard_stop_time_exit,half_year_folds,1,2025-07-14,2026-01-07,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,hard_stop_time_exit,half_year_folds,2,2026-01-08,2026-07-02,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,hard_stop_time_exit,rolling_6_month_test_folds,1,2025-07-14,2026-01-07,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,hard_stop_time_exit,rolling_6_month_test_folds,2,2025-10-09,2026-04-06,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,hard_stop_time_exit,rolling_6_month_test_folds,3,2026-01-08,2026-07-02,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,hard_stop_time_exit,quarterly_folds,1,2025-07-14,2025-10-08,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,hard_stop_time_exit,quarterly_folds,2,2025-10-09,2026-01-07,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,hard_stop_time_exit,quarterly_folds,3,2026-01-08,2026-04-06,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,hard_stop_time_exit,quarterly_folds,4,2026-04-07,2026-07-02,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,structure_target_time_exit,existing_project_folds,1,2025-12-01,2026-01-06,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,structure_target_time_exit,existing_project_folds,2,2026-01-07,2026-02-10,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,structure_target_time_exit,existing_project_folds,3,2026-02-11,2026-03-17,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,structure_target_time_exit,existing_project_folds,4,2026-03-18,2026-04-21,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,structure_target_time_exit,existing_project_folds,5,2026-04-22,2026-05-26,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,structure_target_time_exit,existing_project_folds,6,2026-05-27,2026-06-30,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,structure_target_time_exit,half_year_folds,1,2025-07-14,2026-01-07,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,structure_target_time_exit,half_year_folds,2,2026-01-08,2026-07-02,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,structure_target_time_exit,rolling_6_month_test_folds,1,2025-07-14,2026-01-07,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,structure_target_time_exit,rolling_6_month_test_folds,2,2025-10-09,2026-04-06,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,structure_target_time_exit,rolling_6_month_test_folds,3,2026-01-08,2026-07-02,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,structure_target_time_exit,quarterly_folds,1,2025-07-14,2025-10-08,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,structure_target_time_exit,quarterly_folds,2,2025-10-09,2026-01-07,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,structure_target_time_exit,quarterly_folds,3,2026-01-08,2026-04-06,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_extreme_fade_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_extreme_fade,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,structure_target_time_exit,quarterly_folds,4,2026-04-07,2026-07-02,0.0,0.0,0,0
MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,existing_project_folds,1,2025-12-01,2026-01-06,299.52,297.52,2,2
MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,existing_project_folds,2,2026-01-07,2026-02-10,-125.91,-127.91,2,2
MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,existing_project_folds,3,2026-02-11,2026-03-17,-142.4,-147.4,5,5
MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,existing_project_folds,4,2026-03-18,2026-04-21,-32.98,-34.98,2,2
MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,existing_project_folds,5,2026-04-22,2026-05-26,-169.48,-171.48,2,2
MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,existing_project_folds,6,2026-05-27,2026-06-30,-176.98,-182.98,6,6
MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,half_year_folds,1,2025-07-14,2026-01-07,481.57,471.57,10,10
MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,half_year_folds,2,2026-01-08,2026-07-02,-647.75,-664.75,17,17
MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,rolling_6_month_test_folds,1,2025-07-14,2026-01-07,481.57,471.57,10,10
MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,rolling_6_month_test_folds,2,2025-10-09,2026-04-06,138.46,126.46,12,12
MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,rolling_6_month_test_folds,3,2026-01-08,2026-07-02,-647.75,-664.75,17,17
MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,quarterly_folds,1,2025-07-14,2025-10-08,74.8,69.8,5,5
MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,quarterly_folds,2,2025-10-09,2026-01-07,406.77,401.77,5,5
MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,quarterly_folds,3,2026-01-08,2026-04-06,-268.31,-275.31,7,7
MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,quarterly_folds,4,2026-04-07,2026-07-02,-379.44,-389.44,10,10
MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,existing_project_folds,1,2025-12-01,2026-01-06,299.52,297.52,2,2
MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,existing_project_folds,2,2026-01-07,2026-02-10,-125.91,-127.91,2,2
MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,existing_project_folds,3,2026-02-11,2026-03-17,-142.4,-147.4,5,5
MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,existing_project_folds,4,2026-03-18,2026-04-21,-32.98,-34.98,2,2
MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,existing_project_folds,5,2026-04-22,2026-05-26,-169.48,-171.48,2,2
MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,existing_project_folds,6,2026-05-27,2026-06-30,-307.48,-313.48,6,6
MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,half_year_folds,1,2025-07-14,2026-01-07,481.57,471.57,10,10
MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,half_year_folds,2,2026-01-08,2026-07-02,-778.25,-795.25,17,17
MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,rolling_6_month_test_folds,1,2025-07-14,2026-01-07,481.57,471.57,10,10
MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,rolling_6_month_test_folds,2,2025-10-09,2026-04-06,138.46,126.46,12,12
MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,rolling_6_month_test_folds,3,2026-01-08,2026-07-02,-778.25,-795.25,17,17
MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,quarterly_folds,1,2025-07-14,2025-10-08,74.8,69.8,5,5
MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,quarterly_folds,2,2025-10-09,2026-01-07,406.77,401.77,5,5
MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,quarterly_folds,3,2026-01-08,2026-04-06,-268.31,-275.31,7,7
MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,quarterly_folds,4,2026-04-07,2026-07-02,-509.94,-519.94,10,10
MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_two_bar_confirm_fill_next_open_hard_stop_time_exit,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,two_bar_confirm_fill_next_open,hard_stop_time_exit,existing_project_folds,1,2025-12-01,2026-01-06,254.02,252.02,2,2
