audit,portfolio_set,portfolio_mode,fold,is_weak_fold,module_group,phase,net_pnl_contribution
C,all_parked_modules_with_13a_14a,one_trade_at_a_time_chronological,5,True,phase11a opening range fade,phase11a,87.72
C,all_parked_modules_with_13a_14a,one_trade_at_a_time_chronological,5,True,phase12a opening-drive pullback,phase12a,187.86
C,all_parked_modules_with_13a_14a,one_trade_at_a_time_chronological,5,True,phase13a prior RTH high/low breakout,phase13a,2824.62
C,all_parked_modules_with_13a_14a,one_trade_at_a_time_chronological,5,True,phase14a prior RTH midpoint/close reaction,phase14a,-271.96
C,all_parked_modules_with_13a_14a,one_trade_at_a_time_chronological,5,True,phase15a trend/power continuation,phase15a,321.31
C,audit_b_best_reconstructed,raw_sum_diagnostic,1,True,phase10b overnight/prior-level branch,phase10b,-4533.27
C,audit_b_best_reconstructed,raw_sum_diagnostic,1,True,phase11a opening range fade,phase11a,-1858.8
C,audit_b_best_reconstructed,raw_sum_diagnostic,1,True,phase12a opening-drive pullback,phase12a,314.53
C,audit_b_best_reconstructed,raw_sum_diagnostic,1,True,phase13a prior RTH high/low breakout,phase13a,-248.16
C,audit_b_best_reconstructed,raw_sum_diagnostic,1,True,phase14a prior RTH midpoint/close reaction,phase14a,50.52
C,audit_b_best_reconstructed,raw_sum_diagnostic,1,True,phase15a trend/power continuation,phase15a,-348.28
C,audit_b_best_plus_phase14a,raw_sum_diagnostic,1,True,phase10b overnight/prior-level branch,phase10b,-3465.39
C,audit_b_best_plus_phase14a,raw_sum_diagnostic,1,True,phase11a opening range fade,phase11a,-1753.12
C,audit_b_best_plus_phase14a,raw_sum_diagnostic,1,True,phase12a opening-drive pullback,phase12a,314.53
C,audit_b_best_plus_phase14a,raw_sum_diagnostic,1,True,phase13a prior RTH high/low breakout,phase13a,-275.68
C,audit_b_best_plus_phase14a,raw_sum_diagnostic,1,True,phase14a prior RTH midpoint/close reaction,phase14a,100.0
C,audit_b_best_plus_phase14a,raw_sum_diagnostic,1,True,phase15a trend/power continuation,phase15a,-348.28
C,audit_b_best_plus_phase13a_and_phase14a,raw_sum_diagnostic,1,True,phase10b overnight/prior-level branch,phase10b,-3465.39
C,audit_b_best_plus_phase13a_and_phase14a,raw_sum_diagnostic,1,True,phase11a opening range fade,phase11a,-1753.12
C,audit_b_best_plus_phase13a_and_phase14a,raw_sum_diagnostic,1,True,phase12a opening-drive pullback,phase12a,314.53
C,audit_b_best_plus_phase13a_and_phase14a,raw_sum_diagnostic,1,True,phase13a prior RTH high/low breakout,phase13a,-275.68
C,audit_b_best_plus_phase13a_and_phase14a,raw_sum_diagnostic,1,True,phase14a prior RTH midpoint/close reaction,phase14a,100.0
C,audit_b_best_plus_phase13a_and_phase14a,raw_sum_diagnostic,1,True,phase15a trend/power continuation,phase15a,-348.28
C,top_cross_family_plus_13a_14a,raw_sum_diagnostic,1,True,phase10b overnight/prior-level branch,phase10b,-3465.39
C,top_cross_family_plus_13a_14a,raw_sum_diagnostic,1,True,phase11a opening range fade,phase11a,-1774.34
C,top_cross_family_plus_13a_14a,raw_sum_diagnostic,1,True,phase12a opening-drive pullback,phase12a,438.33
C,top_cross_family_plus_13a_14a,raw_sum_diagnostic,1,True,phase13a prior RTH high/low breakout,phase13a,-275.68
C,top_cross_family_plus_13a_14a,raw_sum_diagnostic,1,True,phase14a prior RTH midpoint/close reaction,phase14a,100.0
C,top_cross_family_plus_13a_14a,raw_sum_diagnostic,1,True,phase15a trend/power continuation,phase15a,-348.28
C,diversifier_only_13a_14a,raw_sum_diagnostic,1,True,phase10b overnight/prior-level branch,phase10b,-3465.39
C,diversifier_only_13a_14a,raw_sum_diagnostic,1,True,phase11a opening range fade,phase11a,-1753.12
C,diversifier_only_13a_14a,raw_sum_diagnostic,1,True,phase12a opening-drive pullback,phase12a,438.33
C,diversifier_only_13a_14a,raw_sum_diagnostic,1,True,phase13a prior RTH high/low breakout,phase13a,-275.68
C,diversifier_only_13a_14a,raw_sum_diagnostic,1,True,phase14a prior RTH midpoint/close reaction,phase14a,100.0
C,diversifier_only_13a_14a,raw_sum_diagnostic,1,True,phase15a trend/power continuation,phase15a,-348.28
C,prior_level_diversifiers_only,raw_sum_diagnostic,1,True,phase10b overnight/prior-level branch,phase10b,-3465.39
C,prior_level_diversifiers_only,raw_sum_diagnostic,1,True,phase11a opening range fade,phase11a,-1753.12
C,prior_level_diversifiers_only,raw_sum_diagnostic,1,True,phase12a opening-drive pullback,phase12a,438.33
C,prior_level_diversifiers_only,raw_sum_diagnostic,1,True,phase13a prior RTH high/low breakout,phase13a,-275.68
C,prior_level_diversifiers_only,raw_sum_diagnostic,1,True,phase14a prior RTH midpoint/close reaction,phase14a,100.0
C,prior_level_diversifiers_only,raw_sum_diagnostic,1,True,phase15a trend/power continuation,phase15a,-348.28
C,all_parked_modules_with_13a_14a,raw_sum_diagnostic,1,True,phase10b overnight/prior-level branch,phase10b,-4533.27
C,all_parked_modules_with_13a_14a,raw_sum_diagnostic,1,True,phase11a opening range fade,phase11a,-1861.06
C,all_parked_modules_with_13a_14a,raw_sum_diagnostic,1,True,phase12a opening-drive pullback,phase12a,314.53
C,all_parked_modules_with_13a_14a,raw_sum_diagnostic,1,True,phase13a prior RTH high/low breakout,phase13a,-275.68
C,all_parked_modules_with_13a_14a,raw_sum_diagnostic,1,True,phase14a prior RTH midpoint/close reaction,phase14a,50.52
C,all_parked_modules_with_13a_14a,raw_sum_diagnostic,1,True,phase15a trend/power continuation,phase15a,-348.28
C,greedy_low_correlation_with_14a,raw_sum_diagnostic,1,True,phase10b overnight/prior-level branch,phase10b,-3465.39
C,greedy_low_correlation_with_14a,raw_sum_diagnostic,1,True,phase11a opening range fade,phase11a,-1774.34
C,greedy_low_correlation_with_14a,raw_sum_diagnostic,1,True,phase12a opening-drive pullback,phase12a,438.33
C,greedy_low_correlation_with_14a,raw_sum_diagnostic,1,True,phase13a prior RTH high/low breakout,phase13a,-275.68
C,greedy_low_correlation_with_14a,raw_sum_diagnostic,1,True,phase14a prior RTH midpoint/close reaction,phase14a,100.0
C,greedy_low_correlation_with_14a,raw_sum_diagnostic,1,True,phase15a trend/power continuation,phase15a,-348.28
C,top_cross_family_plus_13a_14a,raw_sum_diagnostic,3,True,phase10b overnight/prior-level branch,phase10b,14461.92
C,top_cross_family_plus_13a_14a,raw_sum_diagnostic,3,True,phase11a opening range fade,phase11a,-790.96
C,top_cross_family_plus_13a_14a,raw_sum_diagnostic,3,True,phase12a opening-drive pullback,phase12a,-6.99
C,top_cross_family_plus_13a_14a,raw_sum_diagnostic,3,True,phase13a prior RTH high/low breakout,phase13a,-1404.24
C,top_cross_family_plus_13a_14a,raw_sum_diagnostic,3,True,phase14a prior RTH midpoint/close reaction,phase14a,-393.75
C,top_cross_family_plus_13a_14a,raw_sum_diagnostic,3,True,phase15a trend/power continuation,phase15a,524.98
C,diversifier_only_13a_14a,raw_sum_diagnostic,3,True,phase10b overnight/prior-level branch,phase10b,12778.68
C,diversifier_only_13a_14a,raw_sum_diagnostic,3,True,phase11a opening range fade,phase11a,-1157.38
C,diversifier_only_13a_14a,raw_sum_diagnostic,3,True,phase12a opening-drive pullback,phase12a,-44.23
C,diversifier_only_13a_14a,raw_sum_diagnostic,3,True,phase13a prior RTH high/low breakout,phase13a,-1039.92
C,diversifier_only_13a_14a,raw_sum_diagnostic,3,True,phase14a prior RTH midpoint/close reaction,phase14a,-503.34
C,diversifier_only_13a_14a,raw_sum_diagnostic,3,True,phase15a trend/power continuation,phase15a,534.98
C,prior_level_diversifiers_only,raw_sum_diagnostic,3,True,phase10b overnight/prior-level branch,phase10b,12778.68
C,prior_level_diversifiers_only,raw_sum_diagnostic,3,True,phase11a opening range fade,phase11a,-1157.38
C,prior_level_diversifiers_only,raw_sum_diagnostic,3,True,phase12a opening-drive pullback,phase12a,-44.23
C,prior_level_diversifiers_only,raw_sum_diagnostic,3,True,phase13a prior RTH high/low breakout,phase13a,-1039.92
C,prior_level_diversifiers_only,raw_sum_diagnostic,3,True,phase14a prior RTH midpoint/close reaction,phase14a,-503.34
C,prior_level_diversifiers_only,raw_sum_diagnostic,3,True,phase15a trend/power continuation,phase15a,534.98
C,top_cross_family_plus_13a_14a,raw_sum_diagnostic,4,True,phase10b overnight/prior-level branch,phase10b,6552.54
C,top_cross_family_plus_13a_14a,raw_sum_diagnostic,4,True,phase11a opening range fade,phase11a,-164.34
C,top_cross_family_plus_13a_14a,raw_sum_diagnostic,4,True,phase12a opening-drive pullback,phase12a,567.48
C,top_cross_family_plus_13a_14a,raw_sum_diagnostic,4,True,phase13a prior RTH high/low breakout,phase13a,73.02
C,top_cross_family_plus_13a_14a,raw_sum_diagnostic,4,True,phase14a prior RTH midpoint/close reaction,phase14a,-154.99
C,top_cross_family_plus_13a_14a,raw_sum_diagnostic,4,True,phase15a trend/power continuation,phase15a,417.74
C,diversifier_only_13a_14a,raw_sum_diagnostic,4,True,phase10b overnight/prior-level branch,phase10b,6908.2
C,diversifier_only_13a_14a,raw_sum_diagnostic,4,True,phase11a opening range fade,phase11a,-385.06
C,diversifier_only_13a_14a,raw_sum_diagnostic,4,True,phase12a opening-drive pullback,phase12a,567.48
C,diversifier_only_13a_14a,raw_sum_diagnostic,4,True,phase13a prior RTH high/low breakout,phase13a,-239.78
C,diversifier_only_13a_14a,raw_sum_diagnostic,4,True,phase14a prior RTH midpoint/close reaction,phase14a,-138.97
C,diversifier_only_13a_14a,raw_sum_diagnostic,4,True,phase15a trend/power continuation,phase15a,501.0
C,prior_level_diversifiers_only,raw_sum_diagnostic,4,True,phase10b overnight/prior-level branch,phase10b,6908.2
C,prior_level_diversifiers_only,raw_sum_diagnostic,4,True,phase11a opening range fade,phase11a,-385.06
C,prior_level_diversifiers_only,raw_sum_diagnostic,4,True,phase12a opening-drive pullback,phase12a,567.48
C,prior_level_diversifiers_only,raw_sum_diagnostic,4,True,phase13a prior RTH high/low breakout,phase13a,-239.78
C,prior_level_diversifiers_only,raw_sum_diagnostic,4,True,phase14a prior RTH midpoint/close reaction,phase14a,-138.97
C,prior_level_diversifiers_only,raw_sum_diagnostic,4,True,phase15a trend/power continuation,phase15a,501.0
C,greedy_low_correlation_with_14a,raw_sum_diagnostic,4,True,phase10b overnight/prior-level branch,phase10b,6552.54
C,greedy_low_correlation_with_14a,raw_sum_diagnostic,4,True,phase11a opening range fade,phase11a,-543.62
C,greedy_low_correlation_with_14a,raw_sum_diagnostic,4,True,phase12a opening-drive pullback,phase12a,644.48
C,greedy_low_correlation_with_14a,raw_sum_diagnostic,4,True,phase13a prior RTH high/low breakout,phase13a,109.02
C,greedy_low_correlation_with_14a,raw_sum_diagnostic,4,True,phase14a prior RTH midpoint/close reaction,phase14a,-210.47
C,greedy_low_correlation_with_14a,raw_sum_diagnostic,4,True,phase15a trend/power continuation,phase15a,385.74
D,audit_c_best_reconstructed,max_one_trade_per_session,1,True,phase10b overnight/prior-level branch,phase10b,-4533.27
D,audit_c_best_reconstructed,max_one_trade_per_session,1,True,phase11a opening range fade,phase11a,-1861.06
D,audit_c_best_reconstructed,max_one_trade_per_session,1,True,phase12a opening-drive pullback,phase12a,314.53
D,audit_c_best_reconstructed,max_one_trade_per_session,1,True,phase13a prior RTH high/low breakout,phase13a,-275.68
D,audit_c_best_reconstructed,max_one_trade_per_session,1,True,phase14a prior RTH midpoint/close reaction,phase14a,50.52
D,audit_c_best_reconstructed,max_one_trade_per_session,1,True,phase15a trend/power continuation,phase15a,-348.28
D,audit_c_best_plus_phase15a,max_one_trade_per_session,1,True,phase10b overnight/prior-level branch,phase10b,-4533.27
D,audit_c_best_plus_phase15a,max_one_trade_per_session,1,True,phase11a opening range fade,phase11a,-1861.06
D,audit_c_best_plus_phase15a,max_one_trade_per_session,1,True,phase12a opening-drive pullback,phase12a,314.53
D,audit_c_best_plus_phase15a,max_one_trade_per_session,1,True,phase13a prior RTH high/low breakout,phase13a,-275.68
D,audit_c_best_plus_phase15a,max_one_trade_per_session,1,True,phase14a prior RTH midpoint/close reaction,phase14a,50.52
D,audit_c_best_plus_phase15a,max_one_trade_per_session,1,True,phase15a trend/power continuation,phase15a,-348.28
D,audit_c_best_plus_13a_14a_15a,max_one_trade_per_session,1,True,phase10b overnight/prior-level branch,phase10b,-4533.27
D,audit_c_best_plus_13a_14a_15a,max_one_trade_per_session,1,True,phase11a opening range fade,phase11a,-1861.06
D,audit_c_best_plus_13a_14a_15a,max_one_trade_per_session,1,True,phase12a opening-drive pullback,phase12a,314.53
D,audit_c_best_plus_13a_14a_15a,max_one_trade_per_session,1,True,phase13a prior RTH high/low breakout,phase13a,-275.68
D,audit_c_best_plus_13a_14a_15a,max_one_trade_per_session,1,True,phase14a prior RTH midpoint/close reaction,phase14a,50.52
D,audit_c_best_plus_13a_14a_15a,max_one_trade_per_session,1,True,phase15a trend/power continuation,phase15a,-348.28
D,top_cross_family_plus_13a_14a_15a,max_one_trade_per_session,1,True,phase10b overnight/prior-level branch,phase10b,-3465.39
D,top_cross_family_plus_13a_14a_15a,max_one_trade_per_session,1,True,phase11a opening range fade,phase11a,-1774.34
D,top_cross_family_plus_13a_14a_15a,max_one_trade_per_session,1,True,phase12a opening-drive pullback,phase12a,314.53
D,top_cross_family_plus_13a_14a_15a,max_one_trade_per_session,1,True,phase13a prior RTH high/low breakout,phase13a,-275.68
D,top_cross_family_plus_13a_14a_15a,max_one_trade_per_session,1,True,phase14a prior RTH midpoint/close reaction,phase14a,100.0
D,top_cross_family_plus_13a_14a_15a,max_one_trade_per_session,1,True,phase15a trend/power continuation,phase15a,-348.28
D,diversifier_only_13a_14a_15a,max_one_trade_per_session,1,True,phase10b overnight/prior-level branch,phase10b,-4533.27
D,diversifier_only_13a_14a_15a,max_one_trade_per_session,1,True,phase11a opening range fade,phase11a,-1839.84
D,diversifier_only_13a_14a_15a,max_one_trade_per_session,1,True,phase12a opening-drive pullback,phase12a,314.53
D,diversifier_only_13a_14a_15a,max_one_trade_per_session,1,True,phase13a prior RTH high/low breakout,phase13a,-275.68
D,diversifier_only_13a_14a_15a,max_one_trade_per_session,1,True,phase14a prior RTH midpoint/close reaction,phase14a,50.52
D,diversifier_only_13a_14a_15a,max_one_trade_per_session,1,True,phase15a trend/power continuation,phase15a,-348.28
D,trend_power_only_phase15a,max_one_trade_per_session,1,True,phase10b overnight/prior-level branch,phase10b,-4533.27
D,trend_power_only_phase15a,max_one_trade_per_session,1,True,phase11a opening range fade,phase11a,-1353.79
D,trend_power_only_phase15a,max_one_trade_per_session,1,True,phase12a opening-drive pullback,phase12a,71.01
D,trend_power_only_phase15a,max_one_trade_per_session,1,True,phase13a prior RTH high/low breakout,phase13a,-158.36
D,trend_power_only_phase15a,max_one_trade_per_session,1,True,phase14a prior RTH midpoint/close reaction,phase14a,66.26
D,trend_power_only_phase15a,max_one_trade_per_session,1,True,phase15a trend/power continuation,phase15a,-397.76
D,all_parked_modules_with_13a_14a_15a,max_one_trade_per_session,1,True,phase10b overnight/prior-level branch,phase10b,-4533.27
D,all_parked_modules_with_13a_14a_15a,max_one_trade_per_session,1,True,phase11a opening range fade,phase11a,-1861.06
D,all_parked_modules_with_13a_14a_15a,max_one_trade_per_session,1,True,phase12a opening-drive pullback,phase12a,314.53
D,all_parked_modules_with_13a_14a_15a,max_one_trade_per_session,1,True,phase13a prior RTH high/low breakout,phase13a,-275.68
D,all_parked_modules_with_13a_14a_15a,max_one_trade_per_session,1,True,phase14a prior RTH midpoint/close reaction,phase14a,50.52
D,all_parked_modules_with_13a_14a_15a,max_one_trade_per_session,1,True,phase15a trend/power continuation,phase15a,-348.28
D,rare_setup_plus_15a,max_one_trade_per_session,1,True,phase10b overnight/prior-level branch,phase10b,-2572.63
D,rare_setup_plus_15a,max_one_trade_per_session,1,True,phase11a opening range fade,phase11a,-1163.47
D,rare_setup_plus_15a,max_one_trade_per_session,1,True,phase12a opening-drive pullback,phase12a,311.57
D,rare_setup_plus_15a,max_one_trade_per_session,1,True,phase13a prior RTH high/low breakout,phase13a,-293.84
D,rare_setup_plus_15a,max_one_trade_per_session,1,True,phase14a prior RTH midpoint/close reaction,phase14a,128.72
D,rare_setup_plus_15a,max_one_trade_per_session,1,True,phase15a trend/power continuation,phase15a,-365.8
D,greedy_low_correlation_with_15a,max_one_trade_per_session,1,True,phase10b overnight/prior-level branch,phase10b,-3465.39
D,greedy_low_correlation_with_15a,max_one_trade_per_session,1,True,phase11a opening range fade,phase11a,-1774.34
D,greedy_low_correlation_with_15a,max_one_trade_per_session,1,True,phase12a opening-drive pullback,phase12a,438.33
D,greedy_low_correlation_with_15a,max_one_trade_per_session,1,True,phase13a prior RTH high/low breakout,phase13a,-275.68
D,greedy_low_correlation_with_15a,max_one_trade_per_session,1,True,phase14a prior RTH midpoint/close reaction,phase14a,100.0
D,greedy_low_correlation_with_15a,max_one_trade_per_session,1,True,phase15a trend/power continuation,phase15a,-348.28
D,trend_power_only_phase15a,max_one_trade_per_session,2,True,phase10b overnight/prior-level branch,phase10b,-643.0
D,trend_power_only_phase15a,max_one_trade_per_session,2,True,phase11a opening range fade,phase11a,2602.12
D,trend_power_only_phase15a,max_one_trade_per_session,2,True,phase12a opening-drive pullback,phase12a,131.27
D,trend_power_only_phase15a,max_one_trade_per_session,2,True,phase13a prior RTH high/low breakout,phase13a,552.16
D,trend_power_only_phase15a,max_one_trade_per_session,2,True,phase14a prior RTH midpoint/close reaction,phase14a,405.16
D,trend_power_only_phase15a,max_one_trade_per_session,2,True,phase15a trend/power continuation,phase15a,-593.7
D,rare_setup_plus_15a,max_one_trade_per_session,2,True,phase10b overnight/prior-level branch,phase10b,-2603.64
D,rare_setup_plus_15a,max_one_trade_per_session,2,True,phase11a opening range fade,phase11a,2209.86
D,rare_setup_plus_15a,max_one_trade_per_session,2,True,phase12a opening-drive pullback,phase12a,134.23
D,rare_setup_plus_15a,max_one_trade_per_session,2,True,phase13a prior RTH high/low breakout,phase13a,351.36
D,rare_setup_plus_15a,max_one_trade_per_session,2,True,phase14a prior RTH midpoint/close reaction,phase14a,342.7
D,rare_setup_plus_15a,max_one_trade_per_session,2,True,phase15a trend/power continuation,phase15a,-686.14
D,greedy_low_correlation_with_15a,max_one_trade_per_session,2,True,phase10b overnight/prior-level branch,phase10b,-2415.32
D,greedy_low_correlation_with_15a,max_one_trade_per_session,2,True,phase11a opening range fade,phase11a,2060.68
D,greedy_low_correlation_with_15a,max_one_trade_per_session,2,True,phase12a opening-drive pullback,phase12a,7.47
D,greedy_low_correlation_with_15a,max_one_trade_per_session,2,True,phase13a prior RTH high/low breakout,phase13a,475.24
D,greedy_low_correlation_with_15a,max_one_trade_per_session,2,True,phase14a prior RTH midpoint/close reaction,phase14a,262.11
D,greedy_low_correlation_with_15a,max_one_trade_per_session,2,True,phase15a trend/power continuation,phase15a,-711.4
D,audit_c_best_reconstructed,max_one_trade_per_session,3,True,phase10b overnight/prior-level branch,phase10b,13016.76
D,audit_c_best_reconstructed,max_one_trade_per_session,3,True,phase11a opening range fade,phase11a,-792.94
D,audit_c_best_reconstructed,max_one_trade_per_session,3,True,phase12a opening-drive pullback,phase12a,26.53
D,audit_c_best_reconstructed,max_one_trade_per_session,3,True,phase13a prior RTH high/low breakout,phase13a,-1438.72
D,audit_c_best_reconstructed,max_one_trade_per_session,3,True,phase14a prior RTH midpoint/close reaction,phase14a,-336.01
D,audit_c_best_reconstructed,max_one_trade_per_session,3,True,phase15a trend/power continuation,phase15a,598.24
D,audit_c_best_plus_phase15a,max_one_trade_per_session,3,True,phase10b overnight/prior-level branch,phase10b,14461.92
D,audit_c_best_plus_phase15a,max_one_trade_per_session,3,True,phase11a opening range fade,phase11a,-913.96
D,audit_c_best_plus_phase15a,max_one_trade_per_session,3,True,phase12a opening-drive pullback,phase12a,-6.99
D,audit_c_best_plus_phase15a,max_one_trade_per_session,3,True,phase13a prior RTH high/low breakout,phase13a,-1404.24
D,audit_c_best_plus_phase15a,max_one_trade_per_session,3,True,phase14a prior RTH midpoint/close reaction,phase14a,-336.01
D,audit_c_best_plus_phase15a,max_one_trade_per_session,3,True,phase15a trend/power continuation,phase15a,524.98
D,audit_c_best_plus_13a_14a_15a,max_one_trade_per_session,3,True,phase10b overnight/prior-level branch,phase10b,14461.92
D,audit_c_best_plus_13a_14a_15a,max_one_trade_per_session,3,True,phase11a opening range fade,phase11a,-913.96
D,audit_c_best_plus_13a_14a_15a,max_one_trade_per_session,3,True,phase12a opening-drive pullback,phase12a,-6.99
D,audit_c_best_plus_13a_14a_15a,max_one_trade_per_session,3,True,phase13a prior RTH high/low breakout,phase13a,-1404.24
D,audit_c_best_plus_13a_14a_15a,max_one_trade_per_session,3,True,phase14a prior RTH midpoint/close reaction,phase14a,-336.01
D,audit_c_best_plus_13a_14a_15a,max_one_trade_per_session,3,True,phase15a trend/power continuation,phase15a,524.98
D,top_cross_family_plus_13a_14a_15a,max_one_trade_per_session,3,True,phase10b overnight/prior-level branch,phase10b,14461.92
D,top_cross_family_plus_13a_14a_15a,max_one_trade_per_session,3,True,phase11a opening range fade,phase11a,-846.18
D,top_cross_family_plus_13a_14a_15a,max_one_trade_per_session,3,True,phase12a opening-drive pullback,phase12a,26.53
D,top_cross_family_plus_13a_14a_15a,max_one_trade_per_session,3,True,phase13a prior RTH high/low breakout,phase13a,-1438.72
D,top_cross_family_plus_13a_14a_15a,max_one_trade_per_session,3,True,phase14a prior RTH midpoint/close reaction,phase14a,-336.01
D,top_cross_family_plus_13a_14a_15a,max_one_trade_per_session,3,True,phase15a trend/power continuation,phase15a,479.5
D,diversifier_only_13a_14a_15a,max_one_trade_per_session,3,True,phase10b overnight/prior-level branch,phase10b,14461.92
D,diversifier_only_13a_14a_15a,max_one_trade_per_session,3,True,phase11a opening range fade,phase11a,-1182.24
D,diversifier_only_13a_14a_15a,max_one_trade_per_session,3,True,phase12a opening-drive pullback,phase12a,-6.99
D,diversifier_only_13a_14a_15a,max_one_trade_per_session,3,True,phase13a prior RTH high/low breakout,phase13a,-1404.24
D,diversifier_only_13a_14a_15a,max_one_trade_per_session,3,True,phase14a prior RTH midpoint/close reaction,phase14a,-336.01
D,diversifier_only_13a_14a_15a,max_one_trade_per_session,3,True,phase15a trend/power continuation,phase15a,524.98
D,all_parked_modules_with_13a_14a_15a,max_one_trade_per_session,3,True,phase10b overnight/prior-level branch,phase10b,14461.92
D,all_parked_modules_with_13a_14a_15a,max_one_trade_per_session,3,True,phase11a opening range fade,phase11a,-913.96
D,all_parked_modules_with_13a_14a_15a,max_one_trade_per_session,3,True,phase12a opening-drive pullback,phase12a,-6.99
D,all_parked_modules_with_13a_14a_15a,max_one_trade_per_session,3,True,phase13a prior RTH high/low breakout,phase13a,-1404.24
D,all_parked_modules_with_13a_14a_15a,max_one_trade_per_session,3,True,phase14a prior RTH midpoint/close reaction,phase14a,-336.01
D,all_parked_modules_with_13a_14a_15a,max_one_trade_per_session,3,True,phase15a trend/power continuation,phase15a,524.98
D,greedy_low_correlation_with_15a,max_one_trade_per_session,3,True,phase10b overnight/prior-level branch,phase10b,13658.16
D,greedy_low_correlation_with_15a,max_one_trade_per_session,3,True,phase11a opening range fade,phase11a,-841.94
D,greedy_low_correlation_with_15a,max_one_trade_per_session,3,True,phase12a opening-drive pullback,phase12a,-44.23
D,greedy_low_correlation_with_15a,max_one_trade_per_session,3,True,phase13a prior RTH high/low breakout,phase13a,-1091.44
D,greedy_low_correlation_with_15a,max_one_trade_per_session,3,True,phase14a prior RTH midpoint/close reaction,phase14a,-393.75
D,greedy_low_correlation_with_15a,max_one_trade_per_session,3,True,phase15a trend/power continuation,phase15a,518.98
D,audit_c_best_reconstructed,max_one_trade_per_session,4,True,phase10b overnight/prior-level branch,phase10b,6552.54
D,audit_c_best_reconstructed,max_one_trade_per_session,4,True,phase11a opening range fade,phase11a,253.9
D,audit_c_best_reconstructed,max_one_trade_per_session,4,True,phase12a opening-drive pullback,phase12a,644.48
D,audit_c_best_reconstructed,max_one_trade_per_session,4,True,phase13a prior RTH high/low breakout,phase13a,712.54
D,audit_c_best_reconstructed,max_one_trade_per_session,4,True,phase14a prior RTH midpoint/close reaction,phase14a,-210.47
D,audit_c_best_reconstructed,max_one_trade_per_session,4,True,phase15a trend/power continuation,phase15a,385.74
D,audit_c_best_plus_phase15a,max_one_trade_per_session,4,True,phase10b overnight/prior-level branch,phase10b,6552.54
D,audit_c_best_plus_phase15a,max_one_trade_per_session,4,True,phase11a opening range fade,phase11a,-475.84
D,audit_c_best_plus_phase15a,max_one_trade_per_session,4,True,phase12a opening-drive pullback,phase12a,678.0
D,audit_c_best_plus_phase15a,max_one_trade_per_session,4,True,phase13a prior RTH high/low breakout,phase13a,74.54
D,audit_c_best_plus_phase15a,max_one_trade_per_session,4,True,phase14a prior RTH midpoint/close reaction,phase14a,-210.47
D,audit_c_best_plus_phase15a,max_one_trade_per_session,4,True,phase15a trend/power continuation,phase15a,340.26
D,audit_c_best_plus_13a_14a_15a,max_one_trade_per_session,4,True,phase10b overnight/prior-level branch,phase10b,6552.54
D,audit_c_best_plus_13a_14a_15a,max_one_trade_per_session,4,True,phase11a opening range fade,phase11a,-475.84
D,audit_c_best_plus_13a_14a_15a,max_one_trade_per_session,4,True,phase12a opening-drive pullback,phase12a,678.0
D,audit_c_best_plus_13a_14a_15a,max_one_trade_per_session,4,True,phase13a prior RTH high/low breakout,phase13a,74.54
D,audit_c_best_plus_13a_14a_15a,max_one_trade_per_session,4,True,phase14a prior RTH midpoint/close reaction,phase14a,-210.47
D,audit_c_best_plus_13a_14a_15a,max_one_trade_per_session,4,True,phase15a trend/power continuation,phase15a,340.26
D,top_cross_family_plus_13a_14a_15a,max_one_trade_per_session,4,True,phase10b overnight/prior-level branch,phase10b,6552.54
D,top_cross_family_plus_13a_14a_15a,max_one_trade_per_session,4,True,phase11a opening range fade,phase11a,253.9
D,top_cross_family_plus_13a_14a_15a,max_one_trade_per_session,4,True,phase12a opening-drive pullback,phase12a,644.48
D,top_cross_family_plus_13a_14a_15a,max_one_trade_per_session,4,True,phase13a prior RTH high/low breakout,phase13a,712.54
D,top_cross_family_plus_13a_14a_15a,max_one_trade_per_session,4,True,phase14a prior RTH midpoint/close reaction,phase14a,-210.47
D,top_cross_family_plus_13a_14a_15a,max_one_trade_per_session,4,True,phase15a trend/power continuation,phase15a,385.74
D,all_parked_modules_with_13a_14a_15a,max_one_trade_per_session,4,True,phase10b overnight/prior-level branch,phase10b,6552.54
D,all_parked_modules_with_13a_14a_15a,max_one_trade_per_session,4,True,phase11a opening range fade,phase11a,-475.84
D,all_parked_modules_with_13a_14a_15a,max_one_trade_per_session,4,True,phase12a opening-drive pullback,phase12a,678.0
D,all_parked_modules_with_13a_14a_15a,max_one_trade_per_session,4,True,phase13a prior RTH high/low breakout,phase13a,74.54
D,all_parked_modules_with_13a_14a_15a,max_one_trade_per_session,4,True,phase14a prior RTH midpoint/close reaction,phase14a,-210.47
D,all_parked_modules_with_13a_14a_15a,max_one_trade_per_session,4,True,phase15a trend/power continuation,phase15a,340.26
D,greedy_low_correlation_with_15a,max_one_trade_per_session,4,True,phase10b overnight/prior-level branch,phase10b,6060.32
D,greedy_low_correlation_with_15a,max_one_trade_per_session,4,True,phase11a opening range fade,phase11a,-476.84
D,greedy_low_correlation_with_15a,max_one_trade_per_session,4,True,phase12a opening-drive pullback,phase12a,567.48
D,greedy_low_correlation_with_15a,max_one_trade_per_session,4,True,phase13a prior RTH high/low breakout,phase13a,-239.78
D,greedy_low_correlation_with_15a,max_one_trade_per_session,4,True,phase14a prior RTH midpoint/close reaction,phase14a,-154.99
D,greedy_low_correlation_with_15a,max_one_trade_per_session,4,True,phase15a trend/power continuation,phase15a,501.0
