audit,portfolio_set,portfolio_mode,fold,is_weak_fold,module_group,phase,net_pnl_contribution
D,trend_power_only_phase15a,max_one_trade_per_session,6,False,phase14a prior RTH midpoint/close reaction,phase14a,1205.06
D,trend_power_only_phase15a,max_one_trade_per_session,6,False,phase15a trend/power continuation,phase15a,1119.5
D,all_parked_modules_with_13a_14a_15a,max_one_trade_per_session,6,False,phase10b overnight/prior-level branch,phase10b,18825.36
D,all_parked_modules_with_13a_14a_15a,max_one_trade_per_session,6,False,phase11a opening range fade,phase11a,3108.96
D,all_parked_modules_with_13a_14a_15a,max_one_trade_per_session,6,False,phase12a opening-drive pullback,phase12a,421.19
D,all_parked_modules_with_13a_14a_15a,max_one_trade_per_session,6,False,phase13a prior RTH high/low breakout,phase13a,-277.48
D,all_parked_modules_with_13a_14a_15a,max_one_trade_per_session,6,False,phase14a prior RTH midpoint/close reaction,phase14a,1205.06
D,all_parked_modules_with_13a_14a_15a,max_one_trade_per_session,6,False,phase15a trend/power continuation,phase15a,1119.5
D,rare_setup_plus_15a,max_one_trade_per_session,6,False,phase10b overnight/prior-level branch,phase10b,18825.36
D,rare_setup_plus_15a,max_one_trade_per_session,6,False,phase11a opening range fade,phase11a,3108.96
D,rare_setup_plus_15a,max_one_trade_per_session,6,False,phase12a opening-drive pullback,phase12a,421.19
D,rare_setup_plus_15a,max_one_trade_per_session,6,False,phase13a prior RTH high/low breakout,phase13a,-277.48
D,rare_setup_plus_15a,max_one_trade_per_session,6,False,phase14a prior RTH midpoint/close reaction,phase14a,1205.06
D,rare_setup_plus_15a,max_one_trade_per_session,6,False,phase15a trend/power continuation,phase15a,1119.5
D,greedy_low_correlation_with_15a,max_one_trade_per_session,6,False,phase10b overnight/prior-level branch,phase10b,19317.4
D,greedy_low_correlation_with_15a,max_one_trade_per_session,6,False,phase11a opening range fade,phase11a,3091.5
D,greedy_low_correlation_with_15a,max_one_trade_per_session,6,False,phase12a opening-drive pullback,phase12a,421.19
D,greedy_low_correlation_with_15a,max_one_trade_per_session,6,False,phase13a prior RTH high/low breakout,phase13a,-221.96
D,greedy_low_correlation_with_15a,max_one_trade_per_session,6,False,phase14a prior RTH midpoint/close reaction,phase14a,1128.39
D,greedy_low_correlation_with_15a,max_one_trade_per_session,6,False,phase15a trend/power continuation,phase15a,965.89
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,2,False,phase10b overnight/prior-level branch,phase10b,-2697.0
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,2,False,phase11a opening range fade,phase11a,2291.74
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,2,False,phase12a opening-drive pullback,phase12a,94.03
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,2,False,phase13a prior RTH high/low breakout,phase13a,475.24
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,2,False,phase14a prior RTH midpoint/close reaction,phase14a,204.37
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,2,False,phase15a trend/power continuation,phase15a,-634.14
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,2,False,phase10b overnight/prior-level branch,phase10b,-1629.12
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,2,False,phase11a opening range fade,phase11a,2378.46
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,2,False,phase12a opening-drive pullback,phase12a,94.03
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,2,False,phase13a prior RTH high/low breakout,phase13a,475.24
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,2,False,phase14a prior RTH midpoint/close reaction,phase14a,253.85
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,2,False,phase15a trend/power continuation,phase15a,-634.14
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,3,False,phase10b overnight/prior-level branch,phase10b,13016.76
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,3,False,phase11a opening range fade,phase11a,-792.94
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,3,False,phase12a opening-drive pullback,phase12a,26.53
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,3,False,phase13a prior RTH high/low breakout,phase13a,-1438.72
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,3,False,phase14a prior RTH midpoint/close reaction,phase14a,-336.01
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,3,False,phase15a trend/power continuation,phase15a,598.24
D,audit_c_best_plus_phase15a,one_trade_at_a_time_chronological,3,False,phase10b overnight/prior-level branch,phase10b,14461.92
D,audit_c_best_plus_phase15a,one_trade_at_a_time_chronological,3,False,phase11a opening range fade,phase11a,-913.96
D,audit_c_best_plus_phase15a,one_trade_at_a_time_chronological,3,False,phase12a opening-drive pullback,phase12a,-6.99
D,audit_c_best_plus_phase15a,one_trade_at_a_time_chronological,3,False,phase13a prior RTH high/low breakout,phase13a,-1404.24
D,audit_c_best_plus_phase15a,one_trade_at_a_time_chronological,3,False,phase14a prior RTH midpoint/close reaction,phase14a,-336.01
D,audit_c_best_plus_phase15a,one_trade_at_a_time_chronological,3,False,phase15a trend/power continuation,phase15a,524.98
D,audit_c_best_plus_13a_14a_15a,one_trade_at_a_time_chronological,3,False,phase10b overnight/prior-level branch,phase10b,14461.92
D,audit_c_best_plus_13a_14a_15a,one_trade_at_a_time_chronological,3,False,phase11a opening range fade,phase11a,-913.96
D,audit_c_best_plus_13a_14a_15a,one_trade_at_a_time_chronological,3,False,phase12a opening-drive pullback,phase12a,-6.99
D,audit_c_best_plus_13a_14a_15a,one_trade_at_a_time_chronological,3,False,phase13a prior RTH high/low breakout,phase13a,-1404.24
D,audit_c_best_plus_13a_14a_15a,one_trade_at_a_time_chronological,3,False,phase14a prior RTH midpoint/close reaction,phase14a,-336.01
D,audit_c_best_plus_13a_14a_15a,one_trade_at_a_time_chronological,3,False,phase15a trend/power continuation,phase15a,524.98
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,3,False,phase10b overnight/prior-level branch,phase10b,14461.92
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,3,False,phase11a opening range fade,phase11a,-846.18
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,3,False,phase12a opening-drive pullback,phase12a,26.53
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,3,False,phase13a prior RTH high/low breakout,phase13a,-1438.72
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,3,False,phase14a prior RTH midpoint/close reaction,phase14a,-336.01
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,3,False,phase15a trend/power continuation,phase15a,479.5
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,3,False,phase10b overnight/prior-level branch,phase10b,12881.64
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,3,False,phase11a opening range fade,phase11a,-1555.87
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,3,False,phase12a opening-drive pullback,phase12a,67.23
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,3,False,phase13a prior RTH high/low breakout,phase13a,-247.46
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,3,False,phase14a prior RTH midpoint/close reaction,phase14a,-513.62
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,3,False,phase15a trend/power continuation,phase15a,469.98
D,all_parked_modules_with_13a_14a_15a,one_trade_at_a_time_chronological,3,False,phase10b overnight/prior-level branch,phase10b,14461.92
D,all_parked_modules_with_13a_14a_15a,one_trade_at_a_time_chronological,3,False,phase11a opening range fade,phase11a,-913.96
D,all_parked_modules_with_13a_14a_15a,one_trade_at_a_time_chronological,3,False,phase12a opening-drive pullback,phase12a,-6.99
D,all_parked_modules_with_13a_14a_15a,one_trade_at_a_time_chronological,3,False,phase13a prior RTH high/low breakout,phase13a,-1404.24
D,all_parked_modules_with_13a_14a_15a,one_trade_at_a_time_chronological,3,False,phase14a prior RTH midpoint/close reaction,phase14a,-336.01
D,all_parked_modules_with_13a_14a_15a,one_trade_at_a_time_chronological,3,False,phase15a trend/power continuation,phase15a,524.98
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,3,False,phase10b overnight/prior-level branch,phase10b,12778.68
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,3,False,phase11a opening range fade,phase11a,-1063.6
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,3,False,phase12a opening-drive pullback,phase12a,-44.23
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,3,False,phase13a prior RTH high/low breakout,phase13a,-1039.92
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,3,False,phase14a prior RTH midpoint/close reaction,phase14a,-503.34
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,3,False,phase15a trend/power continuation,phase15a,511.24
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,3,False,phase10b overnight/prior-level branch,phase10b,13658.16
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,3,False,phase11a opening range fade,phase11a,-841.94
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,3,False,phase12a opening-drive pullback,phase12a,-44.23
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,3,False,phase13a prior RTH high/low breakout,phase13a,-1091.44
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,3,False,phase14a prior RTH midpoint/close reaction,phase14a,-393.75
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,3,False,phase15a trend/power continuation,phase15a,518.98
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,4,False,phase10b overnight/prior-level branch,phase10b,7311.18
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,4,False,phase11a opening range fade,phase11a,-16.45
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,4,False,phase12a opening-drive pullback,phase12a,205.07
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,4,False,phase13a prior RTH high/low breakout,phase13a,-350.82
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,4,False,phase14a prior RTH midpoint/close reaction,phase14a,-563.01
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,4,False,phase15a trend/power continuation,phase15a,403.52
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,4,False,phase10b overnight/prior-level branch,phase10b,5916.74
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,4,False,phase11a opening range fade,phase11a,-377.14
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,4,False,phase12a opening-drive pullback,phase12a,456.7
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,4,False,phase13a prior RTH high/low breakout,phase13a,-40.82
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,4,False,phase14a prior RTH midpoint/close reaction,phase14a,-270.25
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,4,False,phase15a trend/power continuation,phase15a,422.74
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,4,False,phase10b overnight/prior-level branch,phase10b,6060.32
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,4,False,phase11a opening range fade,phase11a,-476.84
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,4,False,phase12a opening-drive pullback,phase12a,567.48
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,4,False,phase13a prior RTH high/low breakout,phase13a,-239.78
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,4,False,phase14a prior RTH midpoint/close reaction,phase14a,-154.99
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,4,False,phase15a trend/power continuation,phase15a,501.0
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,5,False,phase10b overnight/prior-level branch,phase10b,2903.08
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,5,False,phase11a opening range fade,phase11a,220.48
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,5,False,phase12a opening-drive pullback,phase12a,12.88
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,5,False,phase13a prior RTH high/low breakout,phase13a,2487.54
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,5,False,phase14a prior RTH midpoint/close reaction,phase14a,-271.96
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,5,False,phase15a trend/power continuation,phase15a,321.31
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,5,False,phase10b overnight/prior-level branch,phase10b,2903.08
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,5,False,phase11a opening range fade,phase11a,336.26
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,5,False,phase12a opening-drive pullback,phase12a,159.42
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,5,False,phase13a prior RTH high/low breakout,phase13a,2369.32
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,5,False,phase14a prior RTH midpoint/close reaction,phase14a,-81.94
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,5,False,phase15a trend/power continuation,phase15a,363.09
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,5,False,phase10b overnight/prior-level branch,phase10b,2133.62
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,5,False,phase11a opening range fade,phase11a,803.78
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,5,False,phase12a opening-drive pullback,phase12a,409.16
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,5,False,phase13a prior RTH high/low breakout,phase13a,2916.66
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,5,False,phase14a prior RTH midpoint/close reaction,phase14a,-28.53
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,5,False,phase15a trend/power continuation,phase15a,257.57
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,5,False,phase10b overnight/prior-level branch,phase10b,2133.62
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,5,False,phase11a opening range fade,phase11a,803.78
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,5,False,phase12a opening-drive pullback,phase12a,409.16
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,5,False,phase13a prior RTH high/low breakout,phase13a,2916.66
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,5,False,phase14a prior RTH midpoint/close reaction,phase14a,-28.53
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,5,False,phase15a trend/power continuation,phase15a,257.57
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,5,False,phase10b overnight/prior-level branch,phase10b,1990.04
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,5,False,phase11a opening range fade,phase11a,1061.96
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,5,False,phase12a opening-drive pullback,phase12a,298.38
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,5,False,phase13a prior RTH high/low breakout,phase13a,3115.62
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,5,False,phase14a prior RTH midpoint/close reaction,phase14a,-143.79
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,5,False,phase15a trend/power continuation,phase15a,332.92
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,6,False,phase10b overnight/prior-level branch,phase10b,17390.06
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,6,False,phase11a opening range fade,phase11a,3108.18
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,6,False,phase12a opening-drive pullback,phase12a,421.19
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,6,False,phase13a prior RTH high/low breakout,phase13a,-536.0
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,6,False,phase14a prior RTH midpoint/close reaction,phase14a,1312.04
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,6,False,phase15a trend/power continuation,phase15a,1054.98
D,audit_c_best_plus_phase15a,one_trade_at_a_time_chronological,6,False,phase10b overnight/prior-level branch,phase10b,18825.36
D,audit_c_best_plus_phase15a,one_trade_at_a_time_chronological,6,False,phase11a opening range fade,phase11a,3108.96
D,audit_c_best_plus_phase15a,one_trade_at_a_time_chronological,6,False,phase12a opening-drive pullback,phase12a,421.19
D,audit_c_best_plus_phase15a,one_trade_at_a_time_chronological,6,False,phase13a prior RTH high/low breakout,phase13a,-277.48
D,audit_c_best_plus_phase15a,one_trade_at_a_time_chronological,6,False,phase14a prior RTH midpoint/close reaction,phase14a,1205.06
D,audit_c_best_plus_phase15a,one_trade_at_a_time_chronological,6,False,phase15a trend/power continuation,phase15a,1119.5
D,audit_c_best_plus_13a_14a_15a,one_trade_at_a_time_chronological,6,False,phase10b overnight/prior-level branch,phase10b,18825.36
D,audit_c_best_plus_13a_14a_15a,one_trade_at_a_time_chronological,6,False,phase11a opening range fade,phase11a,3108.96
D,audit_c_best_plus_13a_14a_15a,one_trade_at_a_time_chronological,6,False,phase12a opening-drive pullback,phase12a,421.19
D,audit_c_best_plus_13a_14a_15a,one_trade_at_a_time_chronological,6,False,phase13a prior RTH high/low breakout,phase13a,-277.48
D,audit_c_best_plus_13a_14a_15a,one_trade_at_a_time_chronological,6,False,phase14a prior RTH midpoint/close reaction,phase14a,1205.06
D,audit_c_best_plus_13a_14a_15a,one_trade_at_a_time_chronological,6,False,phase15a trend/power continuation,phase15a,1119.5
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,6,False,phase10b overnight/prior-level branch,phase10b,17390.06
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,6,False,phase11a opening range fade,phase11a,2975.42
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,6,False,phase12a opening-drive pullback,phase12a,596.17
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,6,False,phase13a prior RTH high/low breakout,phase13a,-198.92
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,6,False,phase14a prior RTH midpoint/close reaction,phase14a,1312.04
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,6,False,phase15a trend/power continuation,phase15a,1054.98
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,6,False,phase10b overnight/prior-level branch,phase10b,17390.06
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,6,False,phase11a opening range fade,phase11a,2859.64
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,6,False,phase12a opening-drive pullback,phase12a,449.63
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,6,False,phase13a prior RTH high/low breakout,phase13a,-80.7
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,6,False,phase14a prior RTH midpoint/close reaction,phase14a,1122.02
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,6,False,phase15a trend/power continuation,phase15a,1013.2
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,6,False,phase10b overnight/prior-level branch,phase10b,18825.36
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,6,False,phase11a opening range fade,phase11a,3108.96
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,6,False,phase12a opening-drive pullback,phase12a,421.19
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,6,False,phase13a prior RTH high/low breakout,phase13a,-277.48
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,6,False,phase14a prior RTH midpoint/close reaction,phase14a,1205.06
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,6,False,phase15a trend/power continuation,phase15a,1119.5
D,all_parked_modules_with_13a_14a_15a,one_trade_at_a_time_chronological,6,False,phase10b overnight/prior-level branch,phase10b,18825.36
D,all_parked_modules_with_13a_14a_15a,one_trade_at_a_time_chronological,6,False,phase11a opening range fade,phase11a,3108.96
D,all_parked_modules_with_13a_14a_15a,one_trade_at_a_time_chronological,6,False,phase12a opening-drive pullback,phase12a,421.19
D,all_parked_modules_with_13a_14a_15a,one_trade_at_a_time_chronological,6,False,phase13a prior RTH high/low breakout,phase13a,-277.48
D,all_parked_modules_with_13a_14a_15a,one_trade_at_a_time_chronological,6,False,phase14a prior RTH midpoint/close reaction,phase14a,1205.06
D,all_parked_modules_with_13a_14a_15a,one_trade_at_a_time_chronological,6,False,phase15a trend/power continuation,phase15a,1119.5
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,6,False,phase10b overnight/prior-level branch,phase10b,18825.36
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,6,False,phase11a opening range fade,phase11a,3108.96
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,6,False,phase12a opening-drive pullback,phase12a,421.19
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,6,False,phase13a prior RTH high/low breakout,phase13a,-277.48
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,6,False,phase14a prior RTH midpoint/close reaction,phase14a,1205.06
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,6,False,phase15a trend/power continuation,phase15a,1119.5
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,6,False,phase10b overnight/prior-level branch,phase10b,19317.4
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,6,False,phase11a opening range fade,phase11a,3091.5
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,6,False,phase12a opening-drive pullback,phase12a,421.19
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,6,False,phase13a prior RTH high/low breakout,phase13a,-221.96
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,6,False,phase14a prior RTH midpoint/close reaction,phase14a,1128.39
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,6,False,phase15a trend/power continuation,phase15a,965.89
D,audit_c_best_reconstructed,raw_sum_diagnostic,2,False,phase10b overnight/prior-level branch,phase10b,-183.96
D,audit_c_best_reconstructed,raw_sum_diagnostic,2,False,phase11a opening range fade,phase11a,2325.22
D,audit_c_best_reconstructed,raw_sum_diagnostic,2,False,phase12a opening-drive pullback,phase12a,94.03
D,audit_c_best_reconstructed,raw_sum_diagnostic,2,False,phase13a prior RTH high/low breakout,phase13a,475.24
D,audit_c_best_reconstructed,raw_sum_diagnostic,2,False,phase14a prior RTH midpoint/close reaction,phase14a,253.85
D,audit_c_best_reconstructed,raw_sum_diagnostic,2,False,phase15a trend/power continuation,phase15a,-752.88
D,audit_c_best_plus_phase15a,raw_sum_diagnostic,2,False,phase10b overnight/prior-level branch,phase10b,-1629.12
D,audit_c_best_plus_phase15a,raw_sum_diagnostic,2,False,phase11a opening range fade,phase11a,2378.46
D,audit_c_best_plus_phase15a,raw_sum_diagnostic,2,False,phase12a opening-drive pullback,phase12a,94.03
D,audit_c_best_plus_phase15a,raw_sum_diagnostic,2,False,phase13a prior RTH high/low breakout,phase13a,475.24
D,audit_c_best_plus_phase15a,raw_sum_diagnostic,2,False,phase14a prior RTH midpoint/close reaction,phase14a,253.85
D,audit_c_best_plus_phase15a,raw_sum_diagnostic,2,False,phase15a trend/power continuation,phase15a,-634.14
D,audit_c_best_plus_13a_14a_15a,raw_sum_diagnostic,2,False,phase10b overnight/prior-level branch,phase10b,-1629.12
D,audit_c_best_plus_13a_14a_15a,raw_sum_diagnostic,2,False,phase11a opening range fade,phase11a,2378.46
D,audit_c_best_plus_13a_14a_15a,raw_sum_diagnostic,2,False,phase12a opening-drive pullback,phase12a,94.03
D,audit_c_best_plus_13a_14a_15a,raw_sum_diagnostic,2,False,phase13a prior RTH high/low breakout,phase13a,475.24
D,audit_c_best_plus_13a_14a_15a,raw_sum_diagnostic,2,False,phase14a prior RTH midpoint/close reaction,phase14a,253.85
D,audit_c_best_plus_13a_14a_15a,raw_sum_diagnostic,2,False,phase15a trend/power continuation,phase15a,-634.14
D,top_cross_family_plus_13a_14a_15a,raw_sum_diagnostic,2,False,phase10b overnight/prior-level branch,phase10b,-2697.0
D,top_cross_family_plus_13a_14a_15a,raw_sum_diagnostic,2,False,phase11a opening range fade,phase11a,2291.74
D,top_cross_family_plus_13a_14a_15a,raw_sum_diagnostic,2,False,phase12a opening-drive pullback,phase12a,94.03
D,top_cross_family_plus_13a_14a_15a,raw_sum_diagnostic,2,False,phase13a prior RTH high/low breakout,phase13a,475.24
D,top_cross_family_plus_13a_14a_15a,raw_sum_diagnostic,2,False,phase14a prior RTH midpoint/close reaction,phase14a,204.37
D,top_cross_family_plus_13a_14a_15a,raw_sum_diagnostic,2,False,phase15a trend/power continuation,phase15a,-634.14
D,diversifier_only_13a_14a_15a,raw_sum_diagnostic,2,False,phase10b overnight/prior-level branch,phase10b,-1629.12
D,diversifier_only_13a_14a_15a,raw_sum_diagnostic,2,False,phase11a opening range fade,phase11a,2378.46
D,diversifier_only_13a_14a_15a,raw_sum_diagnostic,2,False,phase12a opening-drive pullback,phase12a,94.03
D,diversifier_only_13a_14a_15a,raw_sum_diagnostic,2,False,phase13a prior RTH high/low breakout,phase13a,475.24
D,diversifier_only_13a_14a_15a,raw_sum_diagnostic,2,False,phase14a prior RTH midpoint/close reaction,phase14a,253.85
D,diversifier_only_13a_14a_15a,raw_sum_diagnostic,2,False,phase15a trend/power continuation,phase15a,-634.14
D,all_parked_modules_with_13a_14a_15a,raw_sum_diagnostic,2,False,phase10b overnight/prior-level branch,phase10b,-1629.12
D,all_parked_modules_with_13a_14a_15a,raw_sum_diagnostic,2,False,phase11a opening range fade,phase11a,2378.46
D,all_parked_modules_with_13a_14a_15a,raw_sum_diagnostic,2,False,phase12a opening-drive pullback,phase12a,94.03
D,all_parked_modules_with_13a_14a_15a,raw_sum_diagnostic,2,False,phase13a prior RTH high/low breakout,phase13a,475.24
D,all_parked_modules_with_13a_14a_15a,raw_sum_diagnostic,2,False,phase14a prior RTH midpoint/close reaction,phase14a,253.85
D,all_parked_modules_with_13a_14a_15a,raw_sum_diagnostic,2,False,phase15a trend/power continuation,phase15a,-634.14
D,audit_c_best_reconstructed,raw_sum_diagnostic,3,False,phase10b overnight/prior-level branch,phase10b,13016.76
D,audit_c_best_reconstructed,raw_sum_diagnostic,3,False,phase11a opening range fade,phase11a,-792.94
D,audit_c_best_reconstructed,raw_sum_diagnostic,3,False,phase12a opening-drive pullback,phase12a,26.53
D,audit_c_best_reconstructed,raw_sum_diagnostic,3,False,phase13a prior RTH high/low breakout,phase13a,-1438.72
D,audit_c_best_reconstructed,raw_sum_diagnostic,3,False,phase14a prior RTH midpoint/close reaction,phase14a,-336.01
D,audit_c_best_reconstructed,raw_sum_diagnostic,3,False,phase15a trend/power continuation,phase15a,598.24
D,audit_c_best_plus_phase15a,raw_sum_diagnostic,3,False,phase10b overnight/prior-level branch,phase10b,14461.92
D,audit_c_best_plus_phase15a,raw_sum_diagnostic,3,False,phase11a opening range fade,phase11a,-913.96
D,audit_c_best_plus_phase15a,raw_sum_diagnostic,3,False,phase12a opening-drive pullback,phase12a,-6.99
D,audit_c_best_plus_phase15a,raw_sum_diagnostic,3,False,phase13a prior RTH high/low breakout,phase13a,-1404.24
D,audit_c_best_plus_phase15a,raw_sum_diagnostic,3,False,phase14a prior RTH midpoint/close reaction,phase14a,-336.01
D,audit_c_best_plus_phase15a,raw_sum_diagnostic,3,False,phase15a trend/power continuation,phase15a,524.98
D,audit_c_best_plus_13a_14a_15a,raw_sum_diagnostic,3,False,phase10b overnight/prior-level branch,phase10b,14461.92
D,audit_c_best_plus_13a_14a_15a,raw_sum_diagnostic,3,False,phase11a opening range fade,phase11a,-913.96
D,audit_c_best_plus_13a_14a_15a,raw_sum_diagnostic,3,False,phase12a opening-drive pullback,phase12a,-6.99
D,audit_c_best_plus_13a_14a_15a,raw_sum_diagnostic,3,False,phase13a prior RTH high/low breakout,phase13a,-1404.24
