group,trades,gross_pnl,net_pnl,stress_pnl,avg_mfe,avg_mae
long,1016,2470.55,-313.28999999999996,-1329.29,41.15698818897638,34.87253937007874
short,664,-462.78000000000026,-2282.14,-2946.14,63.77334337349398,53.78765060240964
