group,trades,gross_pnl,net_pnl,stress_pnl,avg_mfe,avg_mae
mfe_ge_mae,1290,154677.0,151142.4,149852.4,224.86976744186046,52.990697674418605
mae_dominates,938,-87643.74,-90214.38,-91152.38,69.35074626865672,173.9456289978678
