fold,segment,segment_start,segment_end,regime_filter,candidate_id,spec_json,instrument,family,timeframe,label,ranking_score,risk_notes,net_pnl,validation_pnl,holdout_pnl,slippage_4_ticks_net_pnl,trades,active_sessions,active_session_pct,win_rate,avg_trade,profit_factor,max_drawdown,worst_day,longest_losing_streak,best_day_concentration,best_trade_concentration,same_bar_stop_target_ambiguity_count,base_cost,stress_cost
1,train,2023-01-03,2023-06-20,all,MNQ_opening_range_failure_tf3_1dce415f36,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":30,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,rejected,-36.8988,negative net PnL; negative validation PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk,-462.2549999999991,-499.07499999999857,0.0,-903.2549999999991,147,102,0.85,0.3469387755102041,-3.1445918367346875,0.932723913424727,-1113.4799999999955,-230.23000000000002,8,1.0,1.0,0,2.74,3.74
1,validation,2023-06-21,2023-08-01,all,MNQ_opening_range_failure_tf3_1dce415f36,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":30,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,watchlist,-86.2823,negative holdout PnL; one-day concentration risk; one-trade concentration risk,132.7849999999956,365.98999999999694,-233.20500000000146,24.784999999995613,36,24,0.8,0.3888888888888889,3.6884722222221,1.0832844629960048,-615.2950000000037,-233.98,8,2.5079640019581357,1.4516699928456256,0,2.74,3.74
1,test,2023-08-02,2023-09-12,all,MNQ_opening_range_failure_tf3_1dce415f36,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":30,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,watchlist,44.6743,one-day concentration risk; one-trade concentration risk,979.9649999999967,0.0,979.9649999999967,862.9649999999968,39,26,0.8666666666666667,0.48717948717948717,25.127307692307607,1.6126791603494868,-336.45999999999935,-168.17999999999708,3,0.41279025271310843,0.30639869791268154,0,2.74,3.74
2,train,2024-05-27,2024-11-08,all,MNQ_opening_range_failure_tf3_1dce415f36,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":30,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,rejected,-45.12,negative net PnL; negative validation PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk,-1092.0050000000026,-143.42500000000442,0.0,-1548.0050000000026,152,108,0.9,0.35526315789473684,-7.184243421052649,0.8888436484156983,-2405.3949999999877,-338.78000000000293,9,1.0,1.0,0,2.74,3.74
2,validation,2024-11-11,2024-12-20,all,MNQ_opening_range_failure_tf3_1dce415f36,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":30,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,rejected,-75.0317,negative net PnL; negative validation PnL; negative holdout PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk,-1885.5600000000265,-1495.2400000000177,-390.32000000000875,-2002.5600000000265,39,26,0.8666666666666667,0.20512820512820512,-48.34769230769299,0.37742353003327916,-1773.3200000000265,-306.33000000000584,10,1.0,1.0,0,2.74,3.74
2,test,2024-12-23,2025-02-05,all,MNQ_opening_range_failure_tf3_1dce415f36,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":30,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,watchlist,36.2426,one-day concentration risk; one-trade concentration risk,1073.0800000000215,0.0,1073.0800000000215,974.0800000000215,33,24,0.8,0.3939393939393939,32.51757575757641,1.4870330867335515,-750.4999999999884,-234.5800000000058,5,0.5614865620456889,0.4093450628098475,0,2.74,3.74
3,train,2025-10-17,2026-04-08,all,MNQ_opening_range_failure_tf3_1dce415f36,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":30,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,rejected,-76.6277,negative net PnL; negative validation PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk,-4198.9699999999575,-691.4449999999856,0.0,-4627.9699999999575,143,106,0.8833333333333333,0.3146853146853147,-29.363426573426278,0.7065231445790985,-4534.874999999965,-503.6299999999942,14,1.0,1.0,0,2.74,3.74
3,validation,2026-04-09,2026-05-20,all,MNQ_opening_range_failure_tf3_1dce415f36,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":30,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,watchlist,-225.0396,negative holdout PnL; one-day concentration risk; one-trade concentration risk,130.02500000001714,574.8800000000131,-444.8549999999957,25.025000000017144,35,26,0.8666666666666667,0.37142857142857144,3.7150000000004897,1.045705317142708,-1041.4399999999928,-377.49,6,4.239646221879848,4.239646221879848,0,2.74,3.74
3,test,2026-05-21,2026-07-01,all,MNQ_opening_range_failure_tf3_1dce415f36,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":30,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,paper_research_candidate,70.2897,No major Phase 5A risk flags.,3647.900000000014,0.0,3647.900000000014,3527.900000000014,40,26,0.8666666666666667,0.5,91.19750000000036,1.8858856671038005,-560.8149999999855,-505.73,4,0.33732284327969386,0.18332739384303226,0,2.74,3.74
1,train,2023-01-03,2023-06-20,prior_range_bucket=mid,MNQ_opening_range_failure_tf3_1dce415f36,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":30,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,rejected,-38.8204,negative net PnL; fails 4-tick slippage; low active-session coverage; one-day concentration risk; one-trade concentration risk,-207.69999999999285,26.054999999998557,0.0,-372.69999999999294,55,37,0.30833333333333335,0.34545454545454546,-3.7763636363635062,0.9228351488311988,-1119.9799999999886,-230.23000000000002,6,1.0,1.0,0,2.74,3.74
1,validation,2023-06-21,2023-08-01,prior_range_bucket=mid,MNQ_opening_range_failure_tf3_1dce415f36,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":30,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,rejected,-47.9744,too few trades; negative net PnL; negative validation PnL; fails 4-tick slippage; low active-session coverage; one-day concentration risk; one-trade concentration risk,-314.4799999999993,-314.4799999999993,0.0,-335.4799999999993,7,4,0.13333333333333333,0.14285714285714285,-44.925714285714186,0.3444782590569897,-301.585,-233.98,5,1.0,1.0,0,2.74,3.74
1,test,2023-08-02,2023-09-12,prior_range_bucket=mid,MNQ_opening_range_failure_tf3_1dce415f36,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":30,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,watchlist,-107.9843,low active-session coverage; one-day concentration risk; one-trade concentration risk,152.29499999999996,0.0,152.29499999999996,101.29499999999986,17,10,0.3333333333333333,0.35294117647058826,8.958529411764703,1.1704925190173128,-376.20999999999634,-168.17999999999708,4,2.6561607406677834,1.9715683377655213,0,2.74,3.74
2,train,2024-05-27,2024-11-08,prior_range_bucket=mid,MNQ_opening_range_failure_tf3_1dce415f36,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":30,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,rejected,-59.6227,negative net PnL; negative validation PnL; fails 4-tick slippage; low active-session coverage; one-day concentration risk; one-trade concentration risk,-1325.305,-279.3550000000029,0.0,-1496.305,57,40,0.3333333333333333,0.2982456140350877,-23.250964912280704,0.6449972878677283,-1604.4899999999943,-307.23,9,1.0,1.0,0,2.74,3.74
2,validation,2024-11-11,2024-12-20,prior_range_bucket=mid,MNQ_opening_range_failure_tf3_1dce415f36,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":30,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,rejected,-57.2332,negative net PnL; negative validation PnL; negative holdout PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk,-885.2450000000131,-867.7500000000117,-17.495000000001454,-954.2450000000131,23,14,0.4666666666666667,0.21739130434782608,-38.48891304347883,0.45051503837570894,-943.7400000000116,-221.5300000000029,9,1.0,1.0,0,2.74,3.74
2,test,2024-12-23,2025-02-05,prior_range_bucket=mid,MNQ_opening_range_failure_tf3_1dce415f36,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":30,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,rejected,-51.1768,negative net PnL; negative holdout PnL; fails 4-tick slippage; low active-session coverage; one-day concentration risk; one-trade concentration risk,-370.25499999999283,0.0,-370.25499999999283,-406.25499999999283,12,10,0.3333333333333333,0.16666666666666666,-30.854583333332737,0.6660684088295684,-450.6949999999913,-234.5800000000058,4,1.0,1.0,0,2.74,3.74
3,train,2025-10-17,2026-04-08,prior_range_bucket=mid,MNQ_opening_range_failure_tf3_1dce415f36,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":30,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,rejected,-53.1407,negative net PnL; negative validation PnL; fails 4-tick slippage; low active-session coverage; one-day concentration risk; one-trade concentration risk,-597.0349999999814,-257.14999999999714,0.0,-714.0349999999814,39,30,0.25,0.38461538461538464,-15.308589743589268,0.8026288168175566,-1971.7499999999857,-326.4399999999971,12,1.0,1.0,0,2.74,3.74
3,validation,2026-04-09,2026-05-20,prior_range_bucket=mid,MNQ_opening_range_failure_tf3_1dce415f36,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":30,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,rejected,-80.6782,too few trades; low active-session coverage; one-day concentration risk; one-trade concentration risk,294.8750000000087,294.8750000000087,0.0,264.8750000000087,10,7,0.23333333333333334,0.3,29.48750000000087,1.4006971008486317,-188.3299999999985,-183.17999999999708,3,1.8694701144552226,1.8694701144552226,0,2.74,3.74
3,test,2026-05-21,2026-07-01,prior_range_bucket=mid,MNQ_opening_range_failure_tf3_1dce415f36,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":30,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,rejected,-4931.9603,too few trades; fails 4-tick slippage; low active-session coverage; one-day concentration risk; one-trade concentration risk,2.8150000000087374,0.0,2.8150000000087374,-9.184999999991263,4,2,0.06666666666666667,0.25,0.7037500000021844,1.0096920243075584,-122.06499999999707,-168.62999999999417,2,60.90408525736083,104.1776198931047,0,2.74,3.74
1,train,2023-01-03,2023-06-20,prior_range_bucket=high,MNQ_opening_range_failure_tf3_1dce415f36,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":30,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,watchlist,8.3808,negative validation PnL; low active-session coverage; one-day concentration risk; one-trade concentration risk,726.4199999999933,-185.52999999999926,0.0,660.4199999999933,22,16,0.13333333333333333,0.45454545454545453,33.0190909090906,1.8056294916156375,-212.41000000000076,-158.2800000000029,4,0.406128685884203,0.3534594311830654,0,2.74,3.74
1,validation,2023-06-21,2023-08-01,prior_range_bucket=high,MNQ_opening_range_failure_tf3_1dce415f36,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":30,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,rejected,-36.5133,too few trades; negative holdout PnL; low active-session coverage; one-day concentration risk; one-trade concentration risk,171.79499999999854,256.65999999999855,-84.865,150.79499999999854,7,4,0.13333333333333333,0.5714285714285714,24.542142857142647,1.6652403725144636,-258.2450000000015,-173.38000000000144,3,1.3505631712215256,0.6971099275299107,0,2.74,3.74
1,test,2023-08-02,2023-09-12,prior_range_bucket=high,MNQ_opening_range_failure_tf3_1dce415f36,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":30,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,rejected,23.0325,too few trades; low active-session coverage; one-day concentration risk; one-trade concentration risk,580.9949999999992,0.0,580.9949999999992,559.9949999999992,7,4,0.13333333333333333,0.8571428571428571,82.9992857142856,9.794293498826805,0.0,54.69499999999928,1,0.443239614798751,0.25862528937426343,0,2.74,3.74
2,train,2024-05-27,2024-11-08,prior_range_bucket=high,MNQ_opening_range_failure_tf3_1dce415f36,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":30,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,rejected,-45.3286,negative net PnL; fails 4-tick slippage; low active-session coverage; one-day concentration risk; one-trade concentration risk,-618.5050000000019,69.5999999999956,0.0,-774.5050000000019,52,37,0.30833333333333335,0.34615384615384615,-11.89432692307696,0.8455546441230707,-1295.8099999999974,-338.78000000000293,7,1.0,1.0,0,2.74,3.74
2,validation,2024-11-11,2024-12-20,prior_range_bucket=high,MNQ_opening_range_failure_tf3_1dce415f36,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":30,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,rejected,-59.1194,too few trades; negative net PnL; negative validation PnL; negative holdout PnL; fails 4-tick slippage; low active-session coverage; one-day concentration risk; one-trade concentration risk,-499.6400000000117,-61.77000000000291,-437.87000000000876,-517.6400000000117,6,4,0.13333333333333333,0.16666666666666666,-83.27333333333529,0.23356342997391819,-561.1600000000117,-306.33000000000584,4,1.0,1.0,0,2.74,3.74
2,test,2024-12-23,2025-02-05,prior_range_bucket=high,MNQ_opening_range_failure_tf3_1dce415f36,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":30,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,watchlist,39.473,low active-session coverage; one-day concentration risk; one-trade concentration risk,1305.7550000000115,0.0,1305.7550000000115,1251.7550000000115,18,12,0.4,0.5555555555555556,72.54194444444508,2.3554386019546762,-500.4349999999913,-169.24,4,0.46143418941531505,0.3272129917174326,0,2.74,3.74
3,train,2025-10-17,2026-04-08,prior_range_bucket=high,MNQ_opening_range_failure_tf3_1dce415f36,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":30,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,rejected,-79.2942,negative net PnL; negative validation PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk,-3653.144999999984,-434.2949999999885,0.0,-3902.144999999984,83,62,0.5166666666666667,0.2891566265060241,-44.0137951807227,0.6320874857808424,-3768.8249999999825,-503.6299999999942,8,1.0,1.0,0,2.74,3.74
3,validation,2026-04-09,2026-05-20,prior_range_bucket=high,MNQ_opening_range_failure_tf3_1dce415f36,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":30,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,rejected,-44.4704,negative net PnL; negative holdout PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk,-201.99499999999148,242.86000000000428,-444.8549999999957,-270.9949999999915,23,17,0.5666666666666667,0.391304347826087,-8.782391304347456,0.898205192167657,-1011.9899999999943,-377.49,5,1.0,1.0,0,2.74,3.74
3,test,2026-05-21,2026-07-01,prior_range_bucket=high,MNQ_opening_range_failure_tf3_1dce415f36,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":30,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,paper_research_candidate,68.167,No major Phase 5A risk flags.,3757.5449999999983,0.0,3757.5449999999983,3661.5449999999983,32,22,0.7333333333333333,0.5625,117.42328124999995,2.112478109683255,-505.73,-505.73,2,0.3274797773546293,0.1779779084482023,0,2.74,3.74
1,train,2023-01-03,2023-06-20,gap_abs_bucket=low,MNQ_opening_range_failure_tf3_1dce415f36,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":30,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,rejected,-43.753,negative net PnL; negative validation PnL; fails 4-tick slippage; low active-session coverage; one-day concentration risk; one-trade concentration risk,-357.9450000000015,-338.43999999999636,0.0,-531.9450000000014,58,41,0.3416666666666667,0.3103448275862069,-6.171465517241406,0.8556455109139481,-713.2749999999965,-185.73,12,1.0,1.0,0,2.74,3.74
1,validation,2023-06-21,2023-08-01,gap_abs_bucket=low,MNQ_opening_range_failure_tf3_1dce415f36,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":30,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,watchlist,11.0182,negative holdout PnL; low active-session coverage; one-day concentration risk; one-trade concentration risk,571.9750000000006,651.5900000000006,-79.615,526.9750000000006,15,10,0.3333333333333333,0.4666666666666667,38.1316666666667,2.2134954226734167,-245.29999999999853,-99.32999999999855,5,0.5822282442414435,0.33700773635211295,0,2.74,3.74
1,test,2023-08-02,2023-09-12,gap_abs_bucket=low,MNQ_opening_range_failure_tf3_1dce415f36,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":30,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,watchlist,13.1639,low active-session coverage; one-day concentration risk; one-trade concentration risk,456.849999999997,0.0,456.849999999997,411.849999999997,15,9,0.3,0.6,30.456666666666468,2.149337090241248,-80.21499999999855,-97.26500000000145,2,0.5636861114151289,0.42521615409872227,0,2.74,3.74
