candidate_id,fold,net_pnl,stress_pnl,trades
MNQ_11a_orfade_short_high_fade_OR5_opening_response_close_back_inside_fill_next_open_hard_stop_time_exit,1,-502.08,-519.08,17
MNQ_11a_orfade_short_high_fade_OR5_opening_response_close_back_inside_fill_next_open_hard_stop_time_exit,2,45.64,31.64,14
MNQ_11a_orfade_short_high_fade_OR5_opening_response_close_back_inside_fill_next_open_hard_stop_time_exit,3,-129.54,-150.54,21
MNQ_11a_orfade_short_high_fade_OR5_opening_response_close_back_inside_fill_next_open_hard_stop_time_exit,4,-675.12,-688.12,13
MNQ_11a_orfade_short_high_fade_OR5_opening_response_close_back_inside_fill_next_open_hard_stop_time_exit,5,-674.3,-694.3,20
MNQ_11a_orfade_short_high_fade_OR5_opening_response_close_back_inside_fill_next_open_hard_stop_time_exit,6,92.2,72.2,20
MNQ_11a_orfade_short_high_fade_OR5_opening_response_close_back_inside_fill_next_open_midpoint_target_time_exit,1,58.92,41.92,17
MNQ_11a_orfade_short_high_fade_OR5_opening_response_close_back_inside_fill_next_open_midpoint_target_time_exit,2,167.89,153.89,14
MNQ_11a_orfade_short_high_fade_OR5_opening_response_close_back_inside_fill_next_open_midpoint_target_time_exit,3,24.96,3.96,21
MNQ_11a_orfade_short_high_fade_OR5_opening_response_close_back_inside_fill_next_open_midpoint_target_time_exit,4,-491.87,-504.87,13
MNQ_11a_orfade_short_high_fade_OR5_opening_response_close_back_inside_fill_next_open_midpoint_target_time_exit,5,-548.3,-568.3,20
MNQ_11a_orfade_short_high_fade_OR5_opening_response_close_back_inside_fill_next_open_midpoint_target_time_exit,6,-825.3,-845.3,20
MNQ_11a_orfade_short_high_fade_OR5_opening_response_two_bar_inside_fill_next_open_hard_stop_time_exit,1,-998.49,-1011.49,13
MNQ_11a_orfade_short_high_fade_OR5_opening_response_two_bar_inside_fill_next_open_hard_stop_time_exit,2,174.84,165.84,9
MNQ_11a_orfade_short_high_fade_OR5_opening_response_two_bar_inside_fill_next_open_hard_stop_time_exit,3,-515.3,-531.3,16
MNQ_11a_orfade_short_high_fade_OR5_opening_response_two_bar_inside_fill_next_open_hard_stop_time_exit,4,-357.44,-363.44,6
MNQ_11a_orfade_short_high_fade_OR5_opening_response_two_bar_inside_fill_next_open_hard_stop_time_exit,5,178.64,164.64,14
MNQ_11a_orfade_short_high_fade_OR5_opening_response_two_bar_inside_fill_next_open_hard_stop_time_exit,6,732.23,721.23,11
MNQ_11a_orfade_short_high_fade_OR5_opening_response_two_bar_inside_fill_next_open_midpoint_target_time_exit,1,-355.87,-368.87,13
MNQ_11a_orfade_short_high_fade_OR5_opening_response_two_bar_inside_fill_next_open_midpoint_target_time_exit,2,250.34,241.34,9
MNQ_11a_orfade_short_high_fade_OR5_opening_response_two_bar_inside_fill_next_open_midpoint_target_time_exit,3,-622.84,-638.84,16
MNQ_11a_orfade_short_high_fade_OR5_opening_response_two_bar_inside_fill_next_open_midpoint_target_time_exit,4,-260.44,-266.44,6
MNQ_11a_orfade_short_high_fade_OR5_opening_response_two_bar_inside_fill_next_open_midpoint_target_time_exit,5,94.89,80.89,14
MNQ_11a_orfade_short_high_fade_OR5_opening_response_two_bar_inside_fill_next_open_midpoint_target_time_exit,6,-36.64,-47.64,11
MNQ_11a_orfade_short_high_fade_OR5_midday_response_close_back_inside_fill_next_open_hard_stop_time_exit,1,-477.77,-494.77,17
MNQ_11a_orfade_short_high_fade_OR5_midday_response_close_back_inside_fill_next_open_hard_stop_time_exit,2,-76.44,-86.44,10
MNQ_11a_orfade_short_high_fade_OR5_midday_response_close_back_inside_fill_next_open_hard_stop_time_exit,3,610.54,594.54,16
MNQ_11a_orfade_short_high_fade_OR5_midday_response_close_back_inside_fill_next_open_hard_stop_time_exit,4,-450.6,-465.6,15
MNQ_11a_orfade_short_high_fade_OR5_midday_response_close_back_inside_fill_next_open_hard_stop_time_exit,5,707.42,690.42,17
MNQ_11a_orfade_short_high_fade_OR5_midday_response_close_back_inside_fill_next_open_hard_stop_time_exit,6,-1286.42,-1304.42,18
MNQ_11a_orfade_short_high_fade_OR5_midday_response_close_back_inside_fill_next_open_midpoint_target_time_exit,1,-355.58,-372.58,17
MNQ_11a_orfade_short_high_fade_OR5_midday_response_close_back_inside_fill_next_open_midpoint_target_time_exit,2,-273.94,-283.94,10
MNQ_11a_orfade_short_high_fade_OR5_midday_response_close_back_inside_fill_next_open_midpoint_target_time_exit,3,105.54,89.54,16
MNQ_11a_orfade_short_high_fade_OR5_midday_response_close_back_inside_fill_next_open_midpoint_target_time_exit,4,-17.6,-32.6,15
MNQ_11a_orfade_short_high_fade_OR5_midday_response_close_back_inside_fill_next_open_midpoint_target_time_exit,5,480.92,463.92,17
MNQ_11a_orfade_short_high_fade_OR5_midday_response_close_back_inside_fill_next_open_midpoint_target_time_exit,6,-640.87,-658.87,18
MNQ_11a_orfade_short_high_fade_OR5_midday_response_two_bar_inside_fill_next_open_hard_stop_time_exit,1,302.1,292.1,10
MNQ_11a_orfade_short_high_fade_OR5_midday_response_two_bar_inside_fill_next_open_hard_stop_time_exit,2,274.14,266.14,8
MNQ_11a_orfade_short_high_fade_OR5_midday_response_two_bar_inside_fill_next_open_hard_stop_time_exit,3,410.54,396.54,14
MNQ_11a_orfade_short_high_fade_OR5_midday_response_two_bar_inside_fill_next_open_hard_stop_time_exit,4,-312.45,-325.45,13
MNQ_11a_orfade_short_high_fade_OR5_midday_response_two_bar_inside_fill_next_open_hard_stop_time_exit,5,-574.55,-585.55,11
MNQ_11a_orfade_short_high_fade_OR5_midday_response_two_bar_inside_fill_next_open_hard_stop_time_exit,6,-1047.52,-1061.52,14
MNQ_11a_orfade_short_high_fade_OR5_midday_response_two_bar_inside_fill_next_open_midpoint_target_time_exit,1,136.85,126.85,10
