group,trades,net_pnl,stress_pnl,avg_mfe,avg_mae
time_stop,3074,184380.24,181306.24,149.55448926480156,70.66216655823033
target,691,35231.78,34540.78,131.97973950795947,41.34370477568741
stop_same_bar_conservative,519,-17739.15,-18258.15,61.566473988439306,69.44990366088632
stop,2118,-216423.97,-218541.97,39.5533522190746,140.88267233238903
