phase5m_rank,candidate_id,instrument,family,timeframe,folds,validation_net_pnl,test_net_pnl,test_slippage_4_ticks_net_pnl,test_trades,test_active_sessions,test_active_session_pct,test_win_rate,test_avg_trade,worst_test_fold_pnl,max_test_drawdown,test_best_day_concentration,test_best_trade_concentration,test_positive_folds,test_positive_fold_pct,phase5d_score,phase5d_label,phase5d_notes,phase5m_score,phase5m_label,phase5m_notes
1,MNQ_vwap_reclaim_rejection_tf1_a52d373916,MNQ,vwap_reclaim_rejection,1,3,-447.8,-888.1,-1383.1,165,85,0.944444,0.351515,-5.382424,-687.92,-746.96,1.0,1.0,0,0.0,-33.2263,rejected,insufficient positive test folds; negative aggregate test PnL; fails aggregate 4-tick slippage stress; test concentration risk,-246.1737,rejected,weak positive-fold coverage; fails aggregate 4-tick slippage stress; day concentration remains; trade concentration remains
