pruning_variant,priority_policy,portfolio_mode,fold,net_pnl,stress_pnl,active_days
overlay_exclude_parked,rare_setup_first,one_trade_at_a_time_chronological,5,-1416.18,-1457.18,41
overlay_exclude_parked,rare_setup_first,one_trade_at_a_time_chronological,6,2491.19,2448.19,43
overlay_exclude_parked,rare_setup_first,max_one_trade_per_session,1,-579.95,-620.95,41
overlay_exclude_parked,rare_setup_first,max_one_trade_per_session,2,322.41,281.41,41
overlay_exclude_parked,rare_setup_first,max_one_trade_per_session,3,-1232.77,-1273.77,41
overlay_exclude_parked,rare_setup_first,max_one_trade_per_session,4,190.54,149.54,41
overlay_exclude_parked,rare_setup_first,max_one_trade_per_session,5,1372.43,1331.43,41
overlay_exclude_parked,rare_setup_first,max_one_trade_per_session,6,1803.64,1760.64,43
overlay_keep_representatives_plus_diversifiers,hybrid_validation_then_correlation,one_trade_at_a_time_chronological,1,-735.91,-774.91,39
overlay_keep_representatives_plus_diversifiers,hybrid_validation_then_correlation,one_trade_at_a_time_chronological,2,-237.58,-276.58,39
overlay_keep_representatives_plus_diversifiers,hybrid_validation_then_correlation,one_trade_at_a_time_chronological,3,-416.09,-455.09,39
overlay_keep_representatives_plus_diversifiers,hybrid_validation_then_correlation,one_trade_at_a_time_chronological,4,507.14,468.14,39
overlay_keep_representatives_plus_diversifiers,hybrid_validation_then_correlation,one_trade_at_a_time_chronological,5,1772.75,1733.75,39
overlay_keep_representatives_plus_diversifiers,hybrid_validation_then_correlation,one_trade_at_a_time_chronological,6,4406.59,4364.59,42
overlay_keep_representatives_plus_diversifiers,hybrid_validation_then_correlation,max_one_trade_per_session,1,-415.08,-454.08,39
overlay_keep_representatives_plus_diversifiers,hybrid_validation_then_correlation,max_one_trade_per_session,2,-149.45,-188.45,39
overlay_keep_representatives_plus_diversifiers,hybrid_validation_then_correlation,max_one_trade_per_session,3,-1761.29,-1800.29,39
overlay_keep_representatives_plus_diversifiers,hybrid_validation_then_correlation,max_one_trade_per_session,4,580.75,541.75,39
