group,trades,gross_pnl,net_pnl,stress_pnl,avg_mfe,avg_mae
time_stop,713,45252.5,43298.88,42585.88,121.41865357643759,47.11360448807854
target,566,19885.0,18334.16,17768.16,70.09540636042402,29.24558303886926
stop_same_bar_conservative,34,-2143.06,-2236.22,-2270.22,25.5,89.19117647058823
stop,859,-60659.98,-63013.64,-63872.64,33.429569266589056,99.43422584400466
