group,trades,gross_pnl,net_pnl,stress_pnl,avg_mfe,avg_mae
OD15,744,4114.93,2076.3700000000003,1332.3700000000003,82.50268817204301,70.02083333333333
OD30,754,-641.2,-2707.16,-3461.16,70.3076923076923,63.93766578249337
OD60,674,-1139.27,-2986.0299999999997,-3660.0299999999997,61.475519287833826,56.80563798219585
