candidate_id,signal_time,confirmation_time,entry_time,trading_session,side,branch,signal_close,overnight_high,overnight_low,overnight_midpoint,overnight_range_points,overnight_range_percentile,gap_from_prior_rth_close,atr,sweep_extreme,first_touch,entry_price,exit_time,exit_price,exit_reason,structural_stop,atr_cap_stop,actual_stop,target_price,gross_pnl,net_pnl,stress_pnl,mfe,mae,mfe_to_mae_ratio,same_bar_ambiguity,distance_from_midpoint_at_entry,instrument,timeframe,entry_window,entry_start,entry_end,execution_exit_variant,atr_cap_multiple,buffer_ticks,target_r,max_trades_per_day,min_minutes_between_entries,time_stop_minutes,range_bucket,gap_bucket,entry_time_bucket,base_candidate_id,split,fees_only_pnl,normal_slippage_pnl
MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,2025-08-20 10:30:00-04:00,2025-08-20 10:30:00-04:00,2025-08-20 10:45:00-04:00,2025-08-20,short,overnight_range_breakout,23068.5,23489.0,23334.25,23411.625,154.75,0.2777777777777778,-44.5,111.45,23109.25,1,23068.25,2025-08-20 11:15:00-04:00,23207.5625,stop,23334.5,23207.5625,23207.5625,22859.2812,-278.62,-281.37,-282.37,66.0,319.5,0.206573,0,-686.75,MNQ,15,midday_response,10:30,13:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,1,60,45,narrow,gap_down,midday_response,MNQ_10a_onrange_overnight_range_breakout_short_tf15_midday_response_next_bar_open_hard_stop_time_exit,discovery,-281.36,-281.37
MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,2025-08-21 11:45:00-04:00,2025-08-21 11:45:00-04:00,2025-08-21 12:00:00-04:00,2025-08-21,short,overnight_range_breakout,23204.0,23369.5,23207.5,23288.5,162.0,0.30158730158730157,-64.5,87.75,23284.0,1,23204.25,2025-08-21 12:00:00-04:00,23207.75,stop_same_bar_conservative,23207.75,23313.9375,23207.75,23199.0,-7.0,-9.74,-10.74,57.0,15.5,3.677419,1,-168.5,MNQ,15,midday_response,10:30,13:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,1,60,45,narrow,gap_down,midday_response,MNQ_10a_onrange_overnight_range_breakout_short_tf15_midday_response_next_bar_open_hard_stop_time_exit,discovery,-9.74,-9.74
MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,2025-08-29 10:30:00-04:00,2025-08-29 10:30:00-04:00,2025-08-29 10:45:00-04:00,2025-08-29,short,overnight_range_breakout,23471.0,23762.75,23612.0,23687.375,150.75,0.25793650793650796,-114.25,83.1,23515.75,1,23471.25,2025-08-29 11:30:00-04:00,23457.0,time_stop,23612.25,23575.125,23575.125,23315.4375,28.5,25.76,24.76,115.5,54.5,2.119266,0,-432.25,MNQ,15,midday_response,10:30,13:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,1,60,45,narrow,gap_down,midday_response,MNQ_10a_onrange_overnight_range_breakout_short_tf15_midday_response_next_bar_open_hard_stop_time_exit,discovery,25.759999999999998,25.76
MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,2025-09-02 11:30:00-04:00,2025-09-02 11:30:00-04:00,2025-09-02 11:45:00-04:00,2025-09-02,short,overnight_range_breakout,23055.25,23511.0,23060.0,23285.5,451.0,0.876984126984127,-402.5,80.72222222222223,23109.75,1,23055.5,2025-09-02 11:45:00-04:00,23060.25,stop_same_bar_conservative,23060.25,23156.4028,23060.25,23048.375,-9.5,-12.24,-13.24,58.0,21.5,2.697674,1,-460.0,MNQ,15,midday_response,10:30,13:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,1,60,45,wide,gap_down,midday_response,MNQ_10a_onrange_overnight_range_breakout_short_tf15_midday_response_next_bar_open_hard_stop_time_exit,discovery,-12.24,-12.24
MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,2025-09-05 10:30:00-04:00,2025-09-05 10:30:00-04:00,2025-09-05 10:45:00-04:00,2025-09-05,short,overnight_range_breakout,23608.5,23898.75,23691.75,23795.25,207.0,0.44642857142857145,208.25,91.65,23665.75,0,23609.0,2025-09-05 11:30:00-04:00,23662.25,time_stop,23692.0,23723.5625,23692.0,23484.5,-106.5,-109.24,-110.24,208.0,120.0,1.733333,0,-372.5,MNQ,15,midday_response,10:30,13:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,1,60,45,middle,gap_up,midday_response,MNQ_10a_onrange_overnight_range_breakout_short_tf15_midday_response_next_bar_open_hard_stop_time_exit,discovery,-109.24,-109.24
MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,2025-09-09 10:30:00-04:00,2025-09-09 10:30:00-04:00,2025-09-09 10:45:00-04:00,2025-09-09,short,overnight_range_breakout,23744.25,23885.25,23790.75,23838.0,94.5,0.05555555555555555,31.5,57.9,23812.25,1,23743.75,2025-09-09 10:45:00-04:00,23791.0,stop,23791.0,23816.125,23791.0,23672.875,-94.5,-97.24,-98.24,14.5,117.5,0.123404,0,-188.5,MNQ,15,midday_response,10:30,13:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,1,60,45,narrow,gap_up,midday_response,MNQ_10a_onrange_overnight_range_breakout_short_tf15_midday_response_next_bar_open_hard_stop_time_exit,discovery,-97.24,-97.24
MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,2025-09-16 11:15:00-04:00,2025-09-16 11:15:00-04:00,2025-09-16 11:30:00-04:00,2025-09-16,short,overnight_range_breakout,24276.75,24403.75,24284.25,24344.0,119.5,0.13095238095238096,32.75,32.59375,24301.0,1,24276.0,2025-09-16 12:15:00-04:00,24284.5,stop,24284.5,24316.7422,24284.5,24263.25,-17.0,-19.74,-20.74,37.0,22.0,1.681818,0,-136.0,MNQ,15,midday_response,10:30,13:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,1,60,45,narrow,gap_up,midday_response,MNQ_10a_onrange_overnight_range_breakout_short_tf15_midday_response_next_bar_open_hard_stop_time_exit,discovery,-19.740000000000002,-19.74
MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,2025-09-17 10:30:00-04:00,2025-09-17 10:30:00-04:00,2025-09-17 10:45:00-04:00,2025-09-17,short,overnight_range_breakout,24185.75,24313.0,24217.75,24265.375,95.25,0.05952380952380952,-5.5,49.15,24219.5,1,24185.75,2025-09-17 11:30:00-04:00,24177.25,time_stop,24218.0,24247.1875,24218.0,24137.375,17.0,14.26,13.26,49.0,35.0,1.4,0,-159.25,MNQ,15,midday_response,10:30,13:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,1,60,45,narrow,flat,midday_response,MNQ_10a_onrange_overnight_range_breakout_short_tf15_midday_response_next_bar_open_hard_stop_time_exit,discovery,14.26,14.26
MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,2025-09-23 10:30:00-04:00,2025-09-23 10:30:00-04:00,2025-09-23 10:45:00-04:00,2025-09-23,short,overnight_range_breakout,24952.25,25026.25,24973.0,24999.625,53.25,0.007936507936507936,2.5,39.95,24975.0,1,24952.5,2025-09-23 11:30:00-04:00,24949.5,time_stop,24973.25,25002.4375,24973.25,24921.375,6.0,3.26,2.26,45.5,35.0,1.3,0,-94.25,MNQ,15,midday_response,10:30,13:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,1,60,45,narrow,flat,midday_response,MNQ_10a_onrange_overnight_range_breakout_short_tf15_midday_response_next_bar_open_hard_stop_time_exit,discovery,3.26,3.26
MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,2025-09-24 10:45:00-04:00,2025-09-24 10:45:00-04:00,2025-09-24 11:00:00-04:00,2025-09-24,short,overnight_range_breakout,24794.0,24913.25,24810.75,24862.0,102.5,0.08134920634920635,54.0,45.166666666666664,24829.75,1,24794.0,2025-09-24 11:45:00-04:00,24679.75,time_stop,24811.0,24850.4583,24811.0,24768.5,228.5,225.76,224.76,234.5,31.5,7.444444,0,-136.0,MNQ,15,midday_response,10:30,13:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,1,60,45,narrow,gap_up,midday_response,MNQ_10a_onrange_overnight_range_breakout_short_tf15_midday_response_next_bar_open_hard_stop_time_exit,discovery,225.76,225.76
MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,2025-09-26 10:45:00-04:00,2025-09-26 10:45:00-04:00,2025-09-26 11:00:00-04:00,2025-09-26,short,overnight_range_breakout,24565.5,24747.25,24568.25,24657.75,179.0,0.35912698412698413,22.25,102.83333333333333,24636.25,1,24565.5,2025-09-26 11:00:00-04:00,24568.5,stop_same_bar_conservative,24568.5,24694.0417,24568.5,24561.0,-6.0,-8.74,-9.74,26.0,65.5,0.396947,1,-184.5,MNQ,15,midday_response,10:30,13:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,1,60,45,middle,gap_up,midday_response,MNQ_10a_onrange_overnight_range_breakout_short_tf15_midday_response_next_bar_open_hard_stop_time_exit,discovery,-8.74,-8.74
MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,2025-09-30 13:15:00-04:00,2025-09-30 13:15:00-04:00,2025-09-30 13:30:00-04:00,2025-09-30,short,overnight_range_breakout,24748.75,24856.75,24754.25,24805.5,102.5,0.08134920634920635,-16.75,49.05357142857143,24773.75,0,24748.5,2025-09-30 13:30:00-04:00,24754.5,stop_same_bar_conservative,24754.5,24809.817,24754.5,24739.5,-12.0,-14.74,-15.74,34.5,25.0,1.38,1,-114.0,MNQ,15,midday_response,10:30,13:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,1,60,45,narrow,gap_down,midday_response,MNQ_10a_onrange_overnight_range_breakout_short_tf15_midday_response_next_bar_open_hard_stop_time_exit,discovery,-14.74,-14.74
MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,2025-10-03 13:15:00-04:00,2025-10-03 13:15:00-04:00,2025-10-03 13:30:00-04:00,2025-10-03,short,overnight_range_breakout,25026.0,25197.0,25073.0,25135.0,124.0,0.14682539682539683,25.25,40.625,25081.25,1,25026.5,2025-10-03 14:15:00-04:00,25037.75,time_stop,25073.25,25077.2812,25073.25,24956.375,-22.5,-25.24,-26.24,207.0,66.0,3.136364,0,-217.0,MNQ,15,midday_response,10:30,13:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,1,60,45,narrow,gap_up,midday_response,MNQ_10a_onrange_overnight_range_breakout_short_tf15_midday_response_next_bar_open_hard_stop_time_exit,discovery,-25.240000000000002,-25.24
MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,2025-10-07 11:00:00-04:00,2025-10-07 11:00:00-04:00,2025-10-07 11:15:00-04:00,2025-10-07,short,overnight_range_breakout,25110.5,25274.75,25122.75,25198.75,152.0,0.2619047619047619,53.25,55.214285714285715,25191.5,1,25110.25,2025-10-07 11:15:00-04:00,25123.0,stop_same_bar_conservative,25123.0,25179.2679,25123.0,25091.125,-25.5,-28.24,-29.24,89.5,31.5,2.84127,1,-177.0,MNQ,15,midday_response,10:30,13:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,1,60,45,narrow,gap_up,midday_response,MNQ_10a_onrange_overnight_range_breakout_short_tf15_midday_response_next_bar_open_hard_stop_time_exit,discovery,-28.240000000000002,-28.24
MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,2025-10-09 10:30:00-04:00,2025-10-09 10:30:00-04:00,2025-10-09 10:45:00-04:00,2025-10-09,short,overnight_range_breakout,25202.75,25393.0,25294.25,25343.625,98.75,0.06944444444444445,-0.5,50.95,25253.0,1,25202.5,2025-10-09 11:00:00-04:00,25266.1875,stop,25294.5,25266.1875,25266.1875,25106.9688,-127.38,-130.12,-131.12,18.0,130.0,0.138462,0,-282.25,MNQ,15,midday_response,10:30,13:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,1,60,45,narrow,flat,midday_response,MNQ_10a_onrange_overnight_range_breakout_short_tf15_midday_response_next_bar_open_hard_stop_time_exit,discovery,-130.12,-130.12
MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,2025-10-10 10:45:00-04:00,2025-10-10 10:45:00-04:00,2025-10-10 11:00:00-04:00,2025-10-10,short,overnight_range_breakout,25194.0,25356.25,25251.25,25303.75,105.0,0.09126984126984126,18.5,87.25,25359.75,0,25194.0,2025-10-10 11:45:00-04:00,24828.0,time_stop,25251.5,25303.0625,25251.5,25107.75,732.0,729.26,728.26,1053.5,3.5,301.0,0,-219.5,MNQ,15,midday_response,10:30,13:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,1,60,45,narrow,gap_up,midday_response,MNQ_10a_onrange_overnight_range_breakout_short_tf15_midday_response_next_bar_open_hard_stop_time_exit,discovery,729.26,729.26
MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,2025-10-15 13:00:00-04:00,2025-10-15 13:00:00-04:00,2025-10-15 13:15:00-04:00,2025-10-15,short,overnight_range_breakout,24703.5,25025.25,24740.5,24882.875,284.75,0.6111111111111112,245.25,75.96428571428571,24903.75,0,24703.25,2025-10-15 13:15:00-04:00,24740.75,stop,24740.75,24798.2054,24740.75,24647.0,-75.0,-77.74,-78.74,79.5,179.5,0.442897,0,-359.25,MNQ,15,midday_response,10:30,13:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,1,60,45,middle,gap_up,midday_response,MNQ_10a_onrange_overnight_range_breakout_short_tf15_midday_response_next_bar_open_hard_stop_time_exit,discovery,-77.74,-77.74
MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,2025-10-16 12:30:00-04:00,2025-10-16 12:30:00-04:00,2025-10-16 12:45:00-04:00,2025-10-16,short,overnight_range_breakout,24800.25,25099.25,24874.5,24986.875,224.75,0.47619047619047616,120.5,89.6923076923077,24877.5,0,24800.0,2025-10-16 12:45:00-04:00,24874.75,stop,24874.75,24912.1154,24874.75,24687.875,-149.5,-152.24,-153.24,137.0,268.0,0.511194,0,-373.75,MNQ,15,midday_response,10:30,13:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,1,60,45,middle,gap_up,midday_response,MNQ_10a_onrange_overnight_range_breakout_short_tf15_midday_response_next_bar_open_hard_stop_time_exit,discovery,-152.24,-152.24
MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,2025-10-21 10:30:00-04:00,2025-10-21 10:30:00-04:00,2025-10-21 10:45:00-04:00,2025-10-21,short,overnight_range_breakout,25247.5,25368.0,25252.75,25310.375,115.25,0.11904761904761904,1.25,63.65,25266.75,1,25247.25,2025-10-21 10:45:00-04:00,25253.0,stop_same_bar_conservative,25253.0,25326.8125,25253.0,25238.625,-11.5,-14.24,-15.24,33.0,109.0,0.302752,1,-126.25,MNQ,15,midday_response,10:30,13:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,1,60,45,narrow,flat,midday_response,MNQ_10a_onrange_overnight_range_breakout_short_tf15_midday_response_next_bar_open_hard_stop_time_exit,discovery,-14.24,-14.24
MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,2025-10-22 10:30:00-04:00,2025-10-22 10:30:00-04:00,2025-10-22 10:45:00-04:00,2025-10-22,short,overnight_range_breakout,25074.25,25338.5,25206.75,25272.625,131.75,0.18253968253968253,-26.0,84.45,25142.25,1,25074.25,2025-10-22 11:00:00-04:00,25179.8125,stop,25207.0,25179.8125,25179.8125,24915.9062,-211.12,-213.87,-214.87,47.5,235.0,0.202128,0,-396.75,MNQ,15,midday_response,10:30,13:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,1,60,45,narrow,gap_down,midday_response,MNQ_10a_onrange_overnight_range_breakout_short_tf15_midday_response_next_bar_open_hard_stop_time_exit,discovery,-213.86,-213.87
MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,2025-10-30 10:45:00-04:00,2025-10-30 10:45:00-04:00,2025-10-30 11:00:00-04:00,2025-10-30,short,overnight_range_breakout,26017.0,26399.5,26078.75,26239.125,320.75,0.6984126984126984,-154.5,131.33333333333334,26089.0,1,26016.5,2025-10-30 11:45:00-04:00,25991.0,time_stop,26079.0,26180.6667,26079.0,25922.75,51.0,48.26,47.26,99.0,122.0,0.811475,0,-445.25,MNQ,15,midday_response,10:30,13:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,1,60,45,wide,gap_down,midday_response,MNQ_10a_onrange_overnight_range_breakout_short_tf15_midday_response_next_bar_open_hard_stop_time_exit,discovery,48.26,48.26
MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,2025-10-31 11:30:00-04:00,2025-10-31 11:30:00-04:00,2025-10-31 11:45:00-04:00,2025-10-31,short,overnight_range_breakout,26120.75,26273.0,26127.25,26200.125,145.75,0.23015873015873015,327.5,58.02777777777778,26155.0,1,26120.25,2025-10-31 11:45:00-04:00,26127.5,stop_same_bar_conservative,26127.5,26192.7847,26127.5,26109.375,-14.5,-17.24,-18.24,140.5,75.0,1.873333,1,-159.75,MNQ,15,midday_response,10:30,13:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,1,60,45,narrow,gap_up,midday_response,MNQ_10a_onrange_overnight_range_breakout_short_tf15_midday_response_next_bar_open_hard_stop_time_exit,discovery,-17.240000000000002,-17.24
