candidate_id,signal_time,confirmation_time,entry_time,trading_session,side,branch,signal_close,overnight_high,overnight_low,overnight_midpoint,overnight_range_points,overnight_range_percentile,gap_from_prior_rth_close,atr,sweep_extreme,first_touch,entry_price,exit_time,exit_price,exit_reason,structural_stop,atr_cap_stop,actual_stop,target_price,gross_pnl,net_pnl,stress_pnl,mfe,mae,mfe_to_mae_ratio,same_bar_ambiguity,distance_from_midpoint_at_entry,instrument,timeframe,entry_window,entry_start,entry_end,execution_exit_variant,atr_cap_multiple,buffer_ticks,target_r,max_trades_per_day,min_minutes_between_entries,time_stop_minutes,range_bucket,gap_bucket,entry_time_bucket,base_candidate_id,split,fees_only_pnl,normal_slippage_pnl
MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,2025-07-18 10:30:00-04:00,2025-07-18 10:30:00-04:00,2025-07-18 10:45:00-04:00,2025-07-18,short,overnight_range_breakout,23223.75,23320.5,23245.5,23283.0,75.0,0.023809523809523808,42.75,50.85,23224.25,1,23223.25,2025-07-18 11:30:00-04:00,23233.25,time_stop,23245.75,23286.8125,23245.75,23189.5,-20.0,-22.74,-23.74,85.5,29.0,2.948276,0,-119.5,MNQ,15,midday_response,10:30,13:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,1,60,45,narrow,gap_up,midday_response,MNQ_10a_onrange_overnight_range_breakout_short_tf15_midday_response_next_bar_open_hard_stop_time_exit,discovery,-22.740000000000002,-22.74
MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,2025-07-22 10:30:00-04:00,2025-07-22 10:30:00-04:00,2025-07-22 10:45:00-04:00,2025-07-22,short,overnight_range_breakout,23215.25,23367.75,23267.25,23317.5,100.5,0.07539682539682539,1.75,88.5,23226.75,1,23215.25,2025-07-22 11:30:00-04:00,23214.75,time_stop,23267.5,23325.875,23267.5,23136.875,1.0,-1.74,-2.74,41.0,40.0,1.025,0,-204.5,MNQ,15,midday_response,10:30,13:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,1,60,45,narrow,flat,midday_response,MNQ_10a_onrange_overnight_range_breakout_short_tf15_midday_response_next_bar_open_hard_stop_time_exit,discovery,-1.7400000000000002,-1.74
MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,2025-07-29 11:15:00-04:00,2025-07-29 11:15:00-04:00,2025-07-29 11:30:00-04:00,2025-07-29,short,overnight_range_breakout,23464.25,23615.0,23503.0,23559.0,112.0,0.1111111111111111,103.75,47.84375,23513.25,0,23463.75,2025-07-29 11:45:00-04:00,23503.25,stop,23503.25,23523.5547,23503.25,23404.5,-79.0,-81.74,-82.74,51.5,112.0,0.459821,0,-190.5,MNQ,15,midday_response,10:30,13:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,1,60,45,narrow,gap_up,midday_response,MNQ_10a_onrange_overnight_range_breakout_short_tf15_midday_response_next_bar_open_hard_stop_time_exit,discovery,-81.74,-81.74
MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,2025-07-31 10:30:00-04:00,2025-07-31 10:30:00-04:00,2025-07-31 10:45:00-04:00,2025-07-31,short,overnight_range_breakout,23620.25,23848.0,23688.25,23768.125,159.75,0.29365079365079366,263.5,80.1,23657.0,1,23620.5,2025-07-31 11:30:00-04:00,23580.25,time_stop,23688.5,23720.625,23688.5,23518.5,80.5,77.76,76.76,273.5,3.0,91.166667,0,-295.25,MNQ,15,midday_response,10:30,13:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,1,60,45,narrow,gap_up,midday_response,MNQ_10a_onrange_overnight_range_breakout_short_tf15_midday_response_next_bar_open_hard_stop_time_exit,discovery,77.76,77.76
MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,2025-08-01 10:30:00-04:00,2025-08-01 10:30:00-04:00,2025-08-01 10:45:00-04:00,2025-08-01,short,overnight_range_breakout,22959.5,23347.5,23031.25,23189.375,316.25,0.6944444444444444,-265.75,105.25,23022.5,1,22959.0,2025-08-01 11:30:00-04:00,22993.75,time_stop,23031.5,23090.5625,23031.5,22850.25,-69.5,-72.24,-73.24,125.5,106.5,1.178404,0,-460.75,MNQ,15,midday_response,10:30,13:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,1,60,45,wide,gap_down,midday_response,MNQ_10a_onrange_overnight_range_breakout_short_tf15_midday_response_next_bar_open_hard_stop_time_exit,discovery,-72.24,-72.24
MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,2025-08-05 10:30:00-04:00,2025-08-05 10:30:00-04:00,2025-08-05 10:45:00-04:00,2025-08-05,short,overnight_range_breakout,23187.5,23404.25,23312.25,23358.25,92.0,0.047619047619047616,52.0,67.65,23291.5,1,23187.5,2025-08-05 11:30:00-04:00,23145.75,time_stop,23312.5,23272.0625,23272.0625,23060.6562,83.5,80.76,79.76,148.0,65.0,2.276923,0,-341.5,MNQ,15,midday_response,10:30,13:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,1,60,45,narrow,gap_up,midday_response,MNQ_10a_onrange_overnight_range_breakout_short_tf15_midday_response_next_bar_open_hard_stop_time_exit,discovery,80.76,80.76
MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,2025-08-13 11:00:00-04:00,2025-08-13 11:00:00-04:00,2025-08-13 11:15:00-04:00,2025-08-13,short,overnight_range_breakout,23911.5,24046.5,23921.0,23983.75,125.5,0.15079365079365079,110.5,45.57142857142857,23961.0,0,23911.25,2025-08-13 11:15:00-04:00,23921.25,stop_same_bar_conservative,23921.25,23968.2143,23921.25,23896.25,-20.0,-22.74,-23.74,38.0,79.5,0.477987,1,-145.0,MNQ,15,midday_response,10:30,13:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,1,60,45,narrow,gap_up,midday_response,MNQ_10a_onrange_overnight_range_breakout_short_tf15_midday_response_next_bar_open_hard_stop_time_exit,discovery,-22.740000000000002,-22.74
MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,2025-08-15 10:30:00-04:00,2025-08-15 10:30:00-04:00,2025-08-15 10:45:00-04:00,2025-08-15,short,overnight_range_breakout,23832.25,23962.75,23871.5,23917.125,91.25,0.04365079365079365,-12.25,69.85,23862.75,1,23833.0,2025-08-15 11:30:00-04:00,23741.75,time_stop,23871.75,23920.3125,23871.75,23774.875,182.5,179.76,178.76,196.5,4.5,43.666667,0,-168.25,MNQ,15,midday_response,10:30,13:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,1,60,45,narrow,gap_down,midday_response,MNQ_10a_onrange_overnight_range_breakout_short_tf15_midday_response_next_bar_open_hard_stop_time_exit,discovery,179.76,179.76
MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,2025-08-18 12:45:00-04:00,2025-08-18 12:45:00-04:00,2025-08-18 13:00:00-04:00,2025-08-18,short,overnight_range_breakout,23734.75,23882.0,23738.75,23810.375,143.25,0.21825396825396826,-37.0,40.107142857142854,23748.25,1,23735.25,2025-08-18 13:00:00-04:00,23739.0,stop,23739.0,23785.3839,23739.0,23729.625,-7.5,-10.24,-11.24,4.5,51.5,0.087379,0,-150.25,MNQ,15,midday_response,10:30,13:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,1,60,45,narrow,gap_down,midday_response,MNQ_10a_onrange_overnight_range_breakout_short_tf15_midday_response_next_bar_open_hard_stop_time_exit,discovery,-10.24,-10.24
MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,2025-08-19 10:30:00-04:00,2025-08-19 10:30:00-04:00,2025-08-19 10:45:00-04:00,2025-08-19,short,overnight_range_breakout,23583.5,23839.75,23730.75,23785.25,109.0,0.10714285714285714,-34.25,82.6,23659.0,1,23583.75,2025-08-19 11:30:00-04:00,23578.0,time_stop,23731.0,23687.0,23687.0,23428.875,11.5,8.76,7.76,139.5,32.5,4.292308,0,-403.0,MNQ,15,midday_response,10:30,13:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,1,60,45,narrow,gap_down,midday_response,MNQ_10a_onrange_overnight_range_breakout_short_tf15_midday_response_next_bar_open_hard_stop_time_exit,discovery,8.76,8.76
