candidate_id,signal_time,confirmation_time,entry_time,trading_session,side,branch,signal_close,overnight_high,overnight_low,overnight_midpoint,overnight_range_points,overnight_range_percentile,gap_from_prior_rth_close,atr,sweep_extreme,first_touch,entry_price,exit_time,exit_price,exit_reason,structural_stop,atr_cap_stop,actual_stop,target_price,gross_pnl,net_pnl,stress_pnl,mfe,mae,mfe_to_mae_ratio,same_bar_ambiguity,distance_from_midpoint_at_entry,instrument,timeframe,entry_window,entry_start,entry_end,execution_exit_variant,atr_cap_multiple,buffer_ticks,target_r,max_trades_per_day,min_minutes_between_entries,time_stop_minutes,range_bucket,gap_bucket,entry_time_bucket,split
MNQ_10a_onrange_overnight_range_breakout_long_tf5_opening_response_next_bar_open_hard_stop_time_exit,2025-08-08 10:10:00-04:00,2025-08-08 10:10:00-04:00,2025-08-08 10:15:00-04:00,2025-08-08,long,overnight_range_breakout,23640.0,23583.25,23503.25,23543.25,80.0,0.027777777777777776,39.75,34.55555555555556,23635.0,1,23639.75,2025-08-08 10:45:00-04:00,23685.25,time_stop,23583.0,23596.5556,23596.5556,23704.5417,91.0,88.26,87.26,126.0,27.0,4.666667,0,193.0,MNQ,5,opening_response,09:35,10:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,2,30,30,narrow,gap_up,opening_response,discovery
MNQ_10a_onrange_overnight_range_breakout_long_tf5_opening_response_next_bar_open_hard_stop_time_exit,2025-08-13 09:35:00-04:00,2025-08-13 09:35:00-04:00,2025-08-13 09:40:00-04:00,2025-08-13,long,overnight_range_breakout,24051.5,24046.5,23921.0,23983.75,125.5,0.15079365079365079,110.5,26.25,24042.75,1,24050.75,2025-08-13 09:40:00-04:00,24046.25,stop_same_bar_conservative,24046.25,24017.9375,24046.25,24057.5,-9.0,-11.74,-12.74,14.5,35.0,0.414286,1,134.0,MNQ,5,opening_response,09:35,10:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,2,30,30,narrow,gap_up,opening_response,discovery
MNQ_10a_onrange_overnight_range_breakout_long_tf5_opening_response_next_bar_open_hard_stop_time_exit,2025-08-22 09:40:00-04:00,2025-08-22 09:40:00-04:00,2025-08-22 09:45:00-04:00,2025-08-22,long,overnight_range_breakout,23322.25,23281.0,23074.25,23177.625,206.75,0.44047619047619047,46.75,60.833333333333336,23266.25,1,23322.5,2025-08-22 09:55:00-04:00,23280.75,stop,23280.75,23246.4583,23280.75,23385.125,-83.5,-86.24,-87.24,41.0,165.0,0.248485,0,289.75,MNQ,5,opening_response,09:35,10:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,2,30,30,middle,gap_up,opening_response,discovery
MNQ_10a_onrange_overnight_range_breakout_long_tf5_opening_response_next_bar_open_hard_stop_time_exit,2025-08-22 10:10:00-04:00,2025-08-22 10:10:00-04:00,2025-08-22 10:15:00-04:00,2025-08-22,long,overnight_range_breakout,23587.25,23281.0,23074.25,23177.625,206.75,0.44047619047619047,46.75,84.72222222222223,23541.25,1,23587.0,2025-08-22 10:45:00-04:00,23612.5,time_stop,23280.75,23481.0972,23481.0972,23745.8542,51.0,48.26,47.26,114.0,189.5,0.601583,0,818.75,MNQ,5,opening_response,09:35,10:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,2,30,30,middle,gap_up,opening_response,discovery
MNQ_10a_onrange_overnight_range_breakout_long_tf5_opening_response_next_bar_open_hard_stop_time_exit,2025-08-26 10:20:00-04:00,2025-08-26 10:20:00-04:00,2025-08-26 10:25:00-04:00,2025-08-26,long,overnight_range_breakout,23540.5,23520.5,23371.25,23445.875,149.25,0.24603174603174602,-25.25,40.45454545454545,23512.0,1,23540.5,2025-08-26 10:40:00-04:00,23520.25,stop,23520.25,23489.9318,23520.25,23570.875,-40.5,-43.24,-44.24,17.0,52.0,0.326923,0,189.25,MNQ,5,opening_response,09:35,10:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,2,30,30,narrow,gap_down,opening_response,discovery
MNQ_10a_onrange_overnight_range_breakout_long_tf5_opening_response_next_bar_open_hard_stop_time_exit,2025-08-28 09:35:00-04:00,2025-08-28 09:35:00-04:00,2025-08-28 09:40:00-04:00,2025-08-28,long,overnight_range_breakout,23719.25,23662.0,23486.75,23574.375,175.25,0.34523809523809523,20.5,50.5,23680.5,1,23719.0,2025-08-28 09:45:00-04:00,23661.75,stop,23661.75,23655.875,23661.75,23804.875,-114.5,-117.24,-118.24,35.5,128.0,0.277344,0,289.25,MNQ,5,opening_response,09:35,10:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,2,30,30,middle,gap_up,opening_response,discovery
MNQ_10a_onrange_overnight_range_breakout_long_tf5_opening_response_next_bar_open_hard_stop_time_exit,2025-08-28 10:10:00-04:00,2025-08-28 10:10:00-04:00,2025-08-28 10:15:00-04:00,2025-08-28,long,overnight_range_breakout,23666.5,23662.0,23486.75,23574.375,175.25,0.34523809523809523,20.5,60.0,23647.5,1,23665.25,2025-08-28 10:15:00-04:00,23661.75,stop_same_bar_conservative,23661.75,23590.25,23661.75,23670.5,-7.0,-9.74,-10.74,19.0,61.5,0.308943,1,181.75,MNQ,5,opening_response,09:35,10:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,2,30,30,middle,gap_up,opening_response,discovery
MNQ_10a_onrange_overnight_range_breakout_long_tf5_opening_response_next_bar_open_hard_stop_time_exit,2025-09-08 09:35:00-04:00,2025-09-08 09:35:00-04:00,2025-09-08 09:40:00-04:00,2025-09-08,long,overnight_range_breakout,23802.75,23797.25,23650.5,23723.875,146.75,0.23412698412698413,93.75,50.0,23796.75,1,23802.75,2025-09-08 10:10:00-04:00,23841.5,time_stop,23797.0,23740.25,23797.0,23811.375,77.5,74.76,73.76,147.5,0.5,295.0,0,157.75,MNQ,5,opening_response,09:35,10:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,2,30,30,narrow,gap_up,opening_response,discovery
MNQ_10a_onrange_overnight_range_breakout_long_tf5_opening_response_next_bar_open_hard_stop_time_exit,2025-09-08 10:05:00-04:00,2025-09-08 10:05:00-04:00,2025-09-08 10:10:00-04:00,2025-09-08,long,overnight_range_breakout,23854.25,23797.25,23650.5,23723.875,146.75,0.23412698412698413,93.75,37.90625,23846.25,1,23854.0,2025-09-08 10:20:00-04:00,23806.6172,stop,23797.0,23806.6172,23806.6172,23925.0742,-94.77,-97.51,-98.51,14.5,95.5,0.151832,0,260.25,MNQ,5,opening_response,09:35,10:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,2,30,30,narrow,gap_up,opening_response,discovery
MNQ_10a_onrange_overnight_range_breakout_long_tf5_opening_response_next_bar_open_hard_stop_time_exit,2025-09-11 09:55:00-04:00,2025-09-11 09:55:00-04:00,2025-09-11 10:00:00-04:00,2025-09-11,long,overnight_range_breakout,23979.25,23978.25,23845.0,23911.625,133.25,0.19047619047619047,103.25,41.208333333333336,23960.0,1,23978.75,2025-09-11 10:00:00-04:00,23978.0,stop_same_bar_conservative,23978.0,23927.2396,23978.0,23979.875,-1.5,-4.24,-5.24,9.0,34.5,0.26087,1,134.25,MNQ,5,opening_response,09:35,10:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,2,30,30,narrow,gap_up,opening_response,discovery
MNQ_10a_onrange_overnight_range_breakout_long_tf5_opening_response_next_bar_open_hard_stop_time_exit,2025-09-12 10:05:00-04:00,2025-09-12 10:05:00-04:00,2025-09-12 10:10:00-04:00,2025-09-12,long,overnight_range_breakout,24057.5,24053.75,23968.75,24011.25,85.0,0.037698412698412696,28.75,26.71875,24046.25,1,24057.5,2025-09-12 10:10:00-04:00,24053.5,stop,24053.5,24024.1016,24053.5,24063.5,-8.0,-10.74,-11.74,7.0,58.5,0.119658,0,92.5,MNQ,5,opening_response,09:35,10:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,2,30,30,narrow,gap_up,opening_response,discovery
MNQ_10a_onrange_overnight_range_breakout_long_tf5_opening_response_next_bar_open_hard_stop_time_exit,2025-09-15 09:35:00-04:00,2025-09-15 09:35:00-04:00,2025-09-15 09:40:00-04:00,2025-09-15,long,overnight_range_breakout,24214.5,24183.25,24075.5,24129.375,107.75,0.10317460317460317,68.25,28.75,24196.0,1,24213.75,2025-09-15 10:10:00-04:00,24247.25,time_stop,24183.0,24177.8125,24183.0,24259.875,67.0,64.26,63.26,103.5,32.0,3.234375,0,168.75,MNQ,5,opening_response,09:35,10:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,2,30,30,narrow,gap_up,opening_response,discovery
MNQ_10a_onrange_overnight_range_breakout_long_tf5_opening_response_next_bar_open_hard_stop_time_exit,2025-09-15 10:05:00-04:00,2025-09-15 10:05:00-04:00,2025-09-15 10:10:00-04:00,2025-09-15,long,overnight_range_breakout,24249.5,24183.25,24075.5,24129.375,107.75,0.10317460317460317,68.25,26.4375,24245.5,1,24250.0,2025-09-15 10:40:00-04:00,24255.25,time_stop,24183.0,24216.9531,24216.9531,24299.5703,10.5,7.76,6.76,20.0,58.0,0.344828,0,241.25,MNQ,5,opening_response,09:35,10:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,2,30,30,narrow,gap_up,opening_response,discovery
MNQ_10a_onrange_overnight_range_breakout_long_tf5_opening_response_next_bar_open_hard_stop_time_exit,2025-09-18 10:15:00-04:00,2025-09-18 10:15:00-04:00,2025-09-18 10:20:00-04:00,2025-09-18,long,overnight_range_breakout,24770.25,24766.0,24248.75,24507.375,517.25,0.9325396825396826,447.5,42.675,24746.25,1,24770.0,2025-09-18 10:20:00-04:00,24765.75,stop_same_bar_conservative,24765.75,24716.6562,24765.75,24776.375,-8.5,-11.24,-12.24,23.5,32.0,0.734375,1,525.25,MNQ,5,opening_response,09:35,10:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,2,30,30,wide,gap_up,opening_response,discovery
MNQ_10a_onrange_overnight_range_breakout_long_tf5_opening_response_next_bar_open_hard_stop_time_exit,2025-09-19 09:45:00-04:00,2025-09-19 09:45:00-04:00,2025-09-19 09:50:00-04:00,2025-09-19,long,overnight_range_breakout,24793.5,24784.5,24655.0,24719.75,129.5,0.1626984126984127,69.75,38.4375,24747.25,1,24793.25,2025-09-19 09:55:00-04:00,24784.25,stop_same_bar_conservative,24784.25,24745.2031,24784.25,24806.75,-18.0,-20.74,-21.74,45.5,23.5,1.93617,1,147.0,MNQ,5,opening_response,09:35,10:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,2,30,30,narrow,gap_up,opening_response,discovery
MNQ_10a_onrange_overnight_range_breakout_long_tf5_opening_response_next_bar_open_hard_stop_time_exit,2025-09-22 09:50:00-04:00,2025-09-22 09:50:00-04:00,2025-09-22 09:55:00-04:00,2025-09-22,long,overnight_range_breakout,24877.5,24876.0,24748.5,24812.25,127.5,0.15873015873015872,-45.0,29.3,24855.25,1,24877.25,2025-09-22 09:55:00-04:00,24875.75,stop_same_bar_conservative,24875.75,24840.625,24875.75,24879.5,-3.0,-5.74,-6.74,6.5,38.5,0.168831,1,130.0,MNQ,5,opening_response,09:35,10:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,2,30,30,narrow,gap_down,opening_response,discovery
MNQ_10a_onrange_overnight_range_breakout_long_tf5_opening_response_next_bar_open_hard_stop_time_exit,2025-09-22 10:20:00-04:00,2025-09-22 10:20:00-04:00,2025-09-22 10:25:00-04:00,2025-09-22,long,overnight_range_breakout,24890.25,24876.0,24748.5,24812.25,127.5,0.15873015873015872,-45.0,25.022727272727273,24872.5,1,24890.0,2025-09-22 10:55:00-04:00,24926.75,time_stop,24875.75,24858.7216,24875.75,24911.375,73.5,70.76,69.76,82.5,11.5,7.173913,0,155.5,MNQ,5,opening_response,09:35,10:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,2,30,30,narrow,gap_down,opening_response,discovery
MNQ_10a_onrange_overnight_range_breakout_long_tf5_opening_response_next_bar_open_hard_stop_time_exit,2025-09-29 09:40:00-04:00,2025-09-29 09:40:00-04:00,2025-09-29 09:45:00-04:00,2025-09-29,long,overnight_range_breakout,24914.25,24909.5,24723.75,24816.625,185.75,0.3888888888888889,125.75,38.583333333333336,24867.0,1,24914.25,2025-09-29 10:15:00-04:00,24928.0,time_stop,24909.25,24866.0208,24909.25,24921.75,27.5,24.76,23.76,121.5,2.5,48.6,0,195.25,MNQ,5,opening_response,09:35,10:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,2,30,30,middle,gap_up,opening_response,discovery
MNQ_10a_onrange_overnight_range_breakout_long_tf5_opening_response_next_bar_open_hard_stop_time_exit,2025-09-29 10:10:00-04:00,2025-09-29 10:10:00-04:00,2025-09-29 10:15:00-04:00,2025-09-29,long,overnight_range_breakout,24956.75,24909.5,24723.75,24816.625,185.75,0.3888888888888889,125.75,36.47222222222222,24945.5,1,24956.75,2025-09-29 10:45:00-04:00,24953.75,time_stop,24909.25,24911.1597,24911.1597,25025.1354,-6.0,-8.74,-9.74,25.5,79.0,0.322785,0,280.25,MNQ,5,opening_response,09:35,10:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,2,30,30,middle,gap_up,opening_response,discovery
MNQ_10a_onrange_overnight_range_breakout_long_tf5_opening_response_next_bar_open_hard_stop_time_exit,2025-10-01 10:25:00-04:00,2025-10-01 10:25:00-04:00,2025-10-01 10:30:00-04:00,2025-10-01,long,overnight_range_breakout,24884.0,24877.0,24633.75,24755.375,243.25,0.5238095238095238,-134.25,48.520833333333336,24871.25,1,24884.0,2025-10-01 10:30:00-04:00,24876.75,stop_same_bar_conservative,24876.75,24823.349,24876.75,24894.875,-14.5,-17.24,-18.24,27.5,18.5,1.486486,1,257.25,MNQ,5,opening_response,09:35,10:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,2,30,30,middle,gap_down,midday_response,discovery
MNQ_10a_onrange_overnight_range_breakout_long_tf5_opening_response_next_bar_open_hard_stop_time_exit,2025-10-08 09:35:00-04:00,2025-10-08 09:35:00-04:00,2025-10-08 09:40:00-04:00,2025-10-08,long,overnight_range_breakout,25148.5,25111.25,25026.25,25068.75,85.0,0.037698412698412696,35.0,37.5,25111.5,1,25148.5,2025-10-08 10:10:00-04:00,25210.0,time_stop,25111.0,25101.625,25111.0,25204.75,123.0,120.26,119.26,165.0,67.0,2.462687,0,159.5,MNQ,5,opening_response,09:35,10:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,2,30,30,narrow,gap_up,opening_response,discovery
MNQ_10a_onrange_overnight_range_breakout_long_tf5_opening_response_next_bar_open_hard_stop_time_exit,2025-10-08 10:05:00-04:00,2025-10-08 10:05:00-04:00,2025-10-08 10:10:00-04:00,2025-10-08,long,overnight_range_breakout,25214.25,25111.25,25026.25,25068.75,85.0,0.037698412698412696,35.0,35.0,25201.75,1,25214.5,2025-10-08 10:40:00-04:00,25196.75,time_stop,25111.0,25170.75,25170.75,25280.125,-35.5,-38.24,-39.24,33.0,61.0,0.540984,0,291.5,MNQ,5,opening_response,09:35,10:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,2,30,30,narrow,gap_up,opening_response,discovery
MNQ_10a_onrange_overnight_range_breakout_long_tf5_opening_response_next_bar_open_hard_stop_time_exit,2025-10-10 09:35:00-04:00,2025-10-10 09:35:00-04:00,2025-10-10 09:40:00-04:00,2025-10-10,long,overnight_range_breakout,25371.75,25356.25,25251.25,25303.75,105.0,0.09126984126984126,18.5,56.5,25320.25,1,25372.25,2025-10-10 09:40:00-04:00,25356.0,stop,25356.0,25301.625,25356.0,25396.625,-32.5,-35.24,-36.24,3.5,37.0,0.094595,0,137.0,MNQ,5,opening_response,09:35,10:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,2,30,30,narrow,gap_up,opening_response,discovery
MNQ_10a_onrange_overnight_range_breakout_long_tf5_opening_response_next_bar_open_hard_stop_time_exit,2025-10-15 10:00:00-04:00,2025-10-15 10:00:00-04:00,2025-10-15 10:05:00-04:00,2025-10-15,long,overnight_range_breakout,25038.5,25025.25,24740.5,24882.875,284.75,0.6111111111111112,245.25,60.964285714285715,25013.25,1,25038.75,2025-10-15 10:35:00-04:00,25104.25,time_stop,25025.0,24962.5446,25025.0,25059.375,131.0,128.26,127.26,158.0,3.0,52.666667,0,311.75,MNQ,5,opening_response,09:35,10:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,2,30,30,middle,gap_up,opening_response,discovery
MNQ_10a_onrange_overnight_range_breakout_long_tf5_opening_response_next_bar_open_hard_stop_time_exit,2025-10-17 10:10:00-04:00,2025-10-17 10:10:00-04:00,2025-10-17 10:15:00-04:00,2025-10-17,long,overnight_range_breakout,24930.75,24858.5,24410.25,24634.375,448.25,0.873015873015873,-95.25,93.30555555555556,24814.75,1,24930.75,2025-10-17 10:30:00-04:00,24858.25,stop,24858.25,24814.1181,24858.25,25039.5,-145.0,-147.74,-148.74,60.0,152.5,0.393443,0,592.75,MNQ,5,opening_response,09:35,10:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,2,30,30,wide,gap_down,opening_response,discovery
MNQ_10a_onrange_overnight_range_breakout_long_tf5_opening_response_next_bar_open_hard_stop_time_exit,2025-10-20 09:35:00-04:00,2025-10-20 09:35:00-04:00,2025-10-20 09:40:00-04:00,2025-10-20,long,overnight_range_breakout,25209.25,25152.75,24956.0,25054.375,196.75,0.4087301587301587,130.25,46.75,25178.0,1,25209.0,2025-10-20 10:10:00-04:00,25237.75,time_stop,25152.5,25150.5625,25152.5,25293.75,57.5,54.76,53.76,88.0,55.5,1.585586,0,309.25,MNQ,5,opening_response,09:35,10:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,2,30,30,middle,gap_up,opening_response,discovery
MNQ_10a_onrange_overnight_range_breakout_long_tf5_opening_response_next_bar_open_hard_stop_time_exit,2025-10-20 10:05:00-04:00,2025-10-20 10:05:00-04:00,2025-10-20 10:10:00-04:00,2025-10-20,long,overnight_range_breakout,25249.0,25152.75,24956.0,25054.375,196.75,0.4087301587301587,130.25,41.28125,25232.0,1,25248.5,2025-10-20 10:40:00-04:00,25296.75,time_stop,25152.5,25196.8984,25196.8984,25325.9023,96.5,93.76,92.76,113.5,66.5,1.706767,0,388.25,MNQ,5,opening_response,09:35,10:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,2,30,30,middle,gap_up,opening_response,discovery
MNQ_10a_onrange_overnight_range_breakout_long_tf5_opening_response_next_bar_open_hard_stop_time_exit,2025-10-23 09:45:00-04:00,2025-10-23 09:45:00-04:00,2025-10-23 09:50:00-04:00,2025-10-23,long,overnight_range_breakout,25137.25,25128.25,24933.25,25030.75,195.0,0.4007936507936508,-24.5,48.125,25091.25,1,25137.75,2025-10-23 10:05:00-04:00,25128.0,stop_same_bar_conservative,25128.0,25077.5938,25128.0,25152.375,-19.5,-22.24,-23.24,84.0,32.5,2.584615,1,214.0,MNQ,5,opening_response,09:35,10:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,2,30,30,middle,gap_down,opening_response,discovery
MNQ_10a_onrange_overnight_range_breakout_long_tf5_opening_response_next_bar_open_hard_stop_time_exit,2025-10-23 10:20:00-04:00,2025-10-23 10:20:00-04:00,2025-10-23 10:25:00-04:00,2025-10-23,long,overnight_range_breakout,25154.75,25128.25,24933.25,25030.75,195.0,0.4007936507936508,-24.5,46.02272727272727,25083.75,1,25155.25,2025-10-23 10:55:00-04:00,25189.75,time_stop,25128.0,25097.7216,25128.0,25196.125,69.0,66.26,65.26,88.0,44.0,2.0,0,249.0,MNQ,5,opening_response,09:35,10:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,2,30,30,middle,gap_down,opening_response,discovery
MNQ_10a_onrange_overnight_range_breakout_long_tf5_opening_response_next_bar_open_hard_stop_time_exit,2025-10-24 10:05:00-04:00,2025-10-24 10:05:00-04:00,2025-10-24 10:10:00-04:00,2025-10-24,long,overnight_range_breakout,25532.25,25522.5,25275.5,25399.0,247.0,0.5376984126984127,214.0,46.65625,25511.25,1,25532.25,2025-10-24 10:10:00-04:00,25522.25,stop,25522.25,25473.9297,25522.25,25547.25,-20.0,-22.74,-23.74,17.5,23.0,0.76087,0,266.5,MNQ,5,opening_response,09:35,10:30,next_bar_open_hard_stop_time_exit,1.25,1,1.5,2,30,30,middle,gap_up,opening_response,discovery
