pruning_variant,priority_policy,portfolio_mode,fold,net_pnl,stress_pnl,active_days
keep_only_deduped_representatives,lowest_correlation_first,one_trade_at_a_time_chronological,3,1284.78,1243.78,41
keep_only_deduped_representatives,lowest_correlation_first,one_trade_at_a_time_chronological,4,-82.93,-123.93,41
keep_only_deduped_representatives,lowest_correlation_first,one_trade_at_a_time_chronological,5,1240.88,1199.88,41
keep_only_deduped_representatives,lowest_correlation_first,one_trade_at_a_time_chronological,6,6737.84,6694.84,43
keep_only_deduped_representatives,lowest_correlation_first,max_one_trade_per_session,1,-936.45,-977.45,41
keep_only_deduped_representatives,lowest_correlation_first,max_one_trade_per_session,2,886.16,845.16,41
keep_only_deduped_representatives,lowest_correlation_first,max_one_trade_per_session,3,-72.37,-113.37,41
keep_only_deduped_representatives,lowest_correlation_first,max_one_trade_per_session,4,-1008.88,-1049.88,41
keep_only_deduped_representatives,lowest_correlation_first,max_one_trade_per_session,5,1305.17,1264.17,41
keep_only_deduped_representatives,lowest_correlation_first,max_one_trade_per_session,6,2298.14,2255.14,43
keep_only_deduped_representatives,rare_setup_first,one_trade_at_a_time_chronological,1,-1769.23,-1810.23,41
keep_only_deduped_representatives,rare_setup_first,one_trade_at_a_time_chronological,2,-106.14,-147.14,41
keep_only_deduped_representatives,rare_setup_first,one_trade_at_a_time_chronological,3,1284.78,1243.78,41
keep_only_deduped_representatives,rare_setup_first,one_trade_at_a_time_chronological,4,-82.93,-123.93,41
keep_only_deduped_representatives,rare_setup_first,one_trade_at_a_time_chronological,5,1240.88,1199.88,41
keep_only_deduped_representatives,rare_setup_first,one_trade_at_a_time_chronological,6,6737.84,6694.84,43
keep_only_deduped_representatives,rare_setup_first,max_one_trade_per_session,1,-936.45,-977.45,41
keep_only_deduped_representatives,rare_setup_first,max_one_trade_per_session,2,886.16,845.16,41
keep_only_deduped_representatives,rare_setup_first,max_one_trade_per_session,3,-72.37,-113.37,41
keep_only_deduped_representatives,rare_setup_first,max_one_trade_per_session,4,-1008.88,-1049.88,41
keep_only_deduped_representatives,rare_setup_first,max_one_trade_per_session,5,1305.17,1264.17,41
keep_only_deduped_representatives,rare_setup_first,max_one_trade_per_session,6,2298.14,2255.14,43
