fold,segment,segment_start,segment_end,candidate_id,spec_json,instrument,family,timeframe,label,ranking_score,risk_notes,net_pnl,validation_pnl,holdout_pnl,slippage_4_ticks_net_pnl,trades,active_sessions,active_session_pct,win_rate,avg_trade,profit_factor,max_drawdown,worst_day,longest_losing_streak,best_day_concentration,best_trade_concentration,same_bar_stop_target_ambiguity_count,base_cost,stress_cost
1,train,2023-01-03,2023-06-20,MNQ_vwap_reclaim_rejection_tf1_a52d373916,"{""entry"":{""name"":""vwap_cross"",""params"":{""mode"":""both""}},""exit"":{""name"":""fixed_ticks"",""params"":{""stop_ticks"":40,""target_ticks"":60}},""family"":""vwap_reclaim_rejection"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: VWAP reclaim/rejection confirmation."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":1,""version"":1}",MNQ,vwap_reclaim_rejection,1,rejected,-20.3522,negative net PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk; same-bar stop/target ambiguity present,-33.040000000000646,97.21999999999997,0.0,-696.0400000000006,221,114,0.95,0.45248868778280543,-0.14950226244344184,0.9880248202273254,-309.1400000000008,-49.480000000000004,8,1.0,1.0,3,2.74,3.74
1,validation,2023-06-21,2023-08-01,MNQ_vwap_reclaim_rejection_tf1_a52d373916,"{""entry"":{""name"":""vwap_cross"",""params"":{""mode"":""both""}},""exit"":{""name"":""fixed_ticks"",""params"":{""stop_ticks"":40,""target_ticks"":60}},""family"":""vwap_reclaim_rejection"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: VWAP reclaim/rejection confirmation."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":1,""version"":1}",MNQ,vwap_reclaim_rejection,1,rejected,-32.7878,negative net PnL; negative validation PnL; negative holdout PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk,-288.1800000000001,-168.30000000000015,-119.88000000000002,-459.1800000000002,57,30,1.0,0.3508771929824561,-5.055789473684213,0.6556495554918266,-333.5200000000004,-46.980000000000004,9,1.0,1.0,0,2.74,3.74
1,test,2023-08-02,2023-09-12,MNQ_vwap_reclaim_rejection_tf1_a52d373916,"{""entry"":{""name"":""vwap_cross"",""params"":{""mode"":""both""}},""exit"":{""name"":""fixed_ticks"",""params"":{""stop_ticks"":40,""target_ticks"":60}},""family"":""vwap_reclaim_rejection"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: VWAP reclaim/rejection confirmation."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":1,""version"":1}",MNQ,vwap_reclaim_rejection,1,rejected,-27.0963,negative net PnL; negative holdout PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk,-59.74000000000008,0.0,-59.74000000000008,-212.74000000000012,51,27,0.9,0.43137254901960786,-1.1713725490196094,0.9089967400907898,-276.86000000000007,-46.980000000000004,12,1.0,1.0,0,2.74,3.74
2,train,2024-05-27,2024-11-08,MNQ_vwap_reclaim_rejection_tf1_a52d373916,"{""entry"":{""name"":""vwap_cross"",""params"":{""mode"":""both""}},""exit"":{""name"":""fixed_ticks"",""params"":{""stop_ticks"":40,""target_ticks"":60}},""family"":""vwap_reclaim_rejection"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: VWAP reclaim/rejection confirmation."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":1,""version"":1}",MNQ,vwap_reclaim_rejection,1,rejected,-39.037,negative net PnL; negative validation PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk; same-bar stop/target ambiguity present,-859.0400000000006,-254.80000000000007,0.0,-1522.0400000000006,221,114,0.95,0.3755656108597285,-3.8870588235294146,0.7243680654041879,-968.0200000000013,-47.480000000000004,10,1.0,1.0,6,2.74,3.74
2,validation,2024-11-11,2024-12-20,MNQ_vwap_reclaim_rejection_tf1_a52d373916,"{""entry"":{""name"":""vwap_cross"",""params"":{""mode"":""both""}},""exit"":{""name"":""fixed_ticks"",""params"":{""stop_ticks"":40,""target_ticks"":60}},""family"":""vwap_reclaim_rejection"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: VWAP reclaim/rejection confirmation."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":1,""version"":1}",MNQ,vwap_reclaim_rejection,1,rejected,-27.6135,negative net PnL; negative validation PnL; negative holdout PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk; same-bar stop/target ambiguity present,-121.9400000000001,-102.06000000000006,-19.880000000000024,-289.9400000000001,56,28,0.9333333333333333,0.4107142857142857,-2.1775000000000015,0.8367428908049053,-296.0600000000002,-47.980000000000004,7,1.0,1.0,1,2.74,3.74
2,test,2024-12-23,2025-02-05,MNQ_vwap_reclaim_rejection_tf1_a52d373916,"{""entry"":{""name"":""vwap_cross"",""params"":{""mode"":""both""}},""exit"":{""name"":""fixed_ticks"",""params"":{""stop_ticks"":40,""target_ticks"":60}},""family"":""vwap_reclaim_rejection"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: VWAP reclaim/rejection confirmation."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":1,""version"":1}",MNQ,vwap_reclaim_rejection,1,rejected,-29.0131,negative net PnL; negative holdout PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk; same-bar stop/target ambiguity present,-140.4400000000002,0.0,-140.4400000000002,-308.4400000000002,56,29,0.9666666666666667,0.4107142857142857,-2.5078571428571466,0.8149475570547619,-229.26000000000025,-48.480000000000004,6,1.0,1.0,6,2.74,3.74
3,train,2025-10-17,2026-04-08,MNQ_vwap_reclaim_rejection_tf1_a52d373916,"{""entry"":{""name"":""vwap_cross"",""params"":{""mode"":""both""}},""exit"":{""name"":""fixed_ticks"",""params"":{""stop_ticks"":40,""target_ticks"":60}},""family"":""vwap_reclaim_rejection"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: VWAP reclaim/rejection confirmation."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":1,""version"":1}",MNQ,vwap_reclaim_rejection,1,rejected,-30.0528,negative net PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk; same-bar stop/target ambiguity present,-529.5600000000007,30.479999999999954,0.0,-1186.5600000000009,219,112,0.9333333333333333,0.4063926940639269,-2.4180821917808255,0.8209554721574194,-660.0800000000016,-48.980000000000004,8,1.0,1.0,16,2.74,3.74
3,validation,2026-04-09,2026-05-20,MNQ_vwap_reclaim_rejection_tf1_a52d373916,"{""entry"":{""name"":""vwap_cross"",""params"":{""mode"":""both""}},""exit"":{""name"":""fixed_ticks"",""params"":{""stop_ticks"":40,""target_ticks"":60}},""family"":""vwap_reclaim_rejection"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: VWAP reclaim/rejection confirmation."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":1,""version"":1}",MNQ,vwap_reclaim_rejection,1,rejected,-23.0864,negative net PnL; negative validation PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk; same-bar stop/target ambiguity present,-37.68000000000011,-113.80000000000013,76.11999999999996,-208.68000000000012,57,29,0.9666666666666667,0.43859649122807015,-0.6610526315789493,0.9479687370543234,-227.36000000000013,-45.480000000000004,4,1.0,1.0,5,2.74,3.74
3,test,2026-05-21,2026-07-01,MNQ_vwap_reclaim_rejection_tf1_a52d373916,"{""entry"":{""name"":""vwap_cross"",""params"":{""mode"":""both""}},""exit"":{""name"":""fixed_ticks"",""params"":{""stop_ticks"":40,""target_ticks"":60}},""family"":""vwap_reclaim_rejection"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: VWAP reclaim/rejection confirmation."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":1,""version"":1}",MNQ,vwap_reclaim_rejection,1,rejected,-49.7352,negative net PnL; negative holdout PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk; same-bar stop/target ambiguity present,-687.9200000000003,0.0,-687.9200000000003,-861.9200000000003,58,29,0.9666666666666667,0.22413793103448276,-11.860689655172418,0.3412620894379009,-746.9600000000003,-50.980000000000004,15,1.0,1.0,18,2.74,3.74
