group,trades,gross_pnl,net_pnl,stress_pnl,avg_mfe,avg_mae
long,310,-1223.82,-2073.22,-2383.22,95.73387096774194,78.69354838709677
short,298,-10958.39,-11774.91,-12072.91,85.1744966442953,120.96979865771812
