group,trades,net_pnl,stress_pnl,avg_pnl,median_pnl,win_rate,profit_factor,avg_win,avg_loss,max_drawdown,validation_pnl,holdout_pnl,best_day_concentration,best_trade_concentration,avg_mfe,avg_mae,mfe_to_mae_ratio,target_hit_rate,stop_hit_rate,time_stop_rate,same_bar_ambiguity_rate,walk_forward_stress_pnl,positive_wf_folds_pct
time_stop,6785,95832.6,89047.6,14.12,10.26,0.552837,1.373602,93.93,-84.55,-4005.94,9465.26,31976.58,0.158534,0.009311,109.15,94.46,1.155443,0.0,0.0,1.0,0.0,89047.6,0.0
target,137,30163.87,30026.87,220.17,160.01,1.0,999.0,220.17,0.0,0.0,9443.64,2170.13,0.122234,0.024152,274.12,25.8,10.625124,1.0,0.0,0.0,0.0,30026.87,0.0
session_flatten,828,4547.28,3719.28,5.49,-2.74,0.445652,1.199476,74.1,-49.66,-1432.9,998.98,3192.68,0.771362,0.081315,85.58,62.93,1.359893,0.0,0.0,1.0,0.0,3719.28,0.0
stop_same_bar_conservative,4,6.04,2.04,1.51,1.51,0.5,1.096671,34.26,-31.24,-31.24,0.0,-62.48,11.344371,5.672185,253.75,24.25,10.463918,0.0,1.0,0.0,1.0,2.04,0.0
stop,404,-81037.96,-81441.96,-200.59,-168.74,0.0,0.0,0.0,-200.59,-80872.22,-19869.2,-28828.54,1.0,1.0,52.44,236.25,0.221954,0.0,1.0,0.0,0.0,-81441.96,0.0
