candidate_id,fold,net_pnl,stress_pnl,trades
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,1,-256.37,-268.37,12
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2,30.42,21.42,9
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,3,276.35,264.35,12
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,4,-291.32,-301.32,10
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,5,545.13,528.13,17
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,6,164.79,153.79,11
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_structure_target_time_exit,1,-256.37,-268.37,12
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_structure_target_time_exit,2,30.42,21.42,9
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_structure_target_time_exit,3,198.35,186.35,12
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_structure_target_time_exit,4,-291.32,-301.32,10
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_structure_target_time_exit,5,504.63,487.63,17
MNQ_13a_lunch_range_breakout_long_close_confirm_fill_next_open_structure_target_time_exit,6,164.79,153.79,11
MNQ_13a_lunch_range_breakout_long_two_bar_confirm_fill_next_open_hard_stop_time_exit,1,-348.64,-359.64,11
MNQ_13a_lunch_range_breakout_long_two_bar_confirm_fill_next_open_hard_stop_time_exit,2,-125.57,-134.57,9
MNQ_13a_lunch_range_breakout_long_two_bar_confirm_fill_next_open_hard_stop_time_exit,3,-33.82,-44.82,11
MNQ_13a_lunch_range_breakout_long_two_bar_confirm_fill_next_open_hard_stop_time_exit,4,-165.3,-174.3,9
MNQ_13a_lunch_range_breakout_long_two_bar_confirm_fill_next_open_hard_stop_time_exit,5,445.06,429.06,16
MNQ_13a_lunch_range_breakout_long_two_bar_confirm_fill_next_open_hard_stop_time_exit,6,-98.73,-107.73,9
MNQ_13a_lunch_range_breakout_long_two_bar_confirm_fill_next_open_structure_target_time_exit,1,-348.64,-359.64,11
MNQ_13a_lunch_range_breakout_long_two_bar_confirm_fill_next_open_structure_target_time_exit,2,-125.57,-134.57,9
MNQ_13a_lunch_range_breakout_long_two_bar_confirm_fill_next_open_structure_target_time_exit,3,-33.82,-44.82,11
MNQ_13a_lunch_range_breakout_long_two_bar_confirm_fill_next_open_structure_target_time_exit,4,-165.3,-174.3,9
MNQ_13a_lunch_range_breakout_long_two_bar_confirm_fill_next_open_structure_target_time_exit,5,445.06,429.06,16
MNQ_13a_lunch_range_breakout_long_two_bar_confirm_fill_next_open_structure_target_time_exit,6,-98.73,-107.73,9
MNQ_13a_lunch_range_breakout_short_close_confirm_fill_next_open_hard_stop_time_exit,1,-396.78,-406.78,10
MNQ_13a_lunch_range_breakout_short_close_confirm_fill_next_open_hard_stop_time_exit,2,129.96,119.96,10
MNQ_13a_lunch_range_breakout_short_close_confirm_fill_next_open_hard_stop_time_exit,3,-357.71,-366.71,9
MNQ_13a_lunch_range_breakout_short_close_confirm_fill_next_open_hard_stop_time_exit,4,142.48,129.48,13
MNQ_13a_lunch_range_breakout_short_close_confirm_fill_next_open_hard_stop_time_exit,5,138.21,133.21,5
MNQ_13a_lunch_range_breakout_short_close_confirm_fill_next_open_hard_stop_time_exit,6,-19.29,-30.29,11
MNQ_13a_lunch_range_breakout_short_close_confirm_fill_next_open_structure_target_time_exit,1,-396.78,-406.78,10
MNQ_13a_lunch_range_breakout_short_close_confirm_fill_next_open_structure_target_time_exit,2,129.96,119.96,10
MNQ_13a_lunch_range_breakout_short_close_confirm_fill_next_open_structure_target_time_exit,3,-357.71,-366.71,9
MNQ_13a_lunch_range_breakout_short_close_confirm_fill_next_open_structure_target_time_exit,4,230.98,217.98,13
MNQ_13a_lunch_range_breakout_short_close_confirm_fill_next_open_structure_target_time_exit,5,336.21,331.21,5
MNQ_13a_lunch_range_breakout_short_close_confirm_fill_next_open_structure_target_time_exit,6,-19.29,-30.29,11
MNQ_13a_lunch_range_breakout_short_two_bar_confirm_fill_next_open_hard_stop_time_exit,1,-159.17,-166.17,7
MNQ_13a_lunch_range_breakout_short_two_bar_confirm_fill_next_open_hard_stop_time_exit,2,199.54,189.54,10
MNQ_13a_lunch_range_breakout_short_two_bar_confirm_fill_next_open_hard_stop_time_exit,3,-252.4,-257.4,5
MNQ_13a_lunch_range_breakout_short_two_bar_confirm_fill_next_open_hard_stop_time_exit,4,41.98,28.98,13
MNQ_13a_lunch_range_breakout_short_two_bar_confirm_fill_next_open_hard_stop_time_exit,5,113.05,108.05,5
MNQ_13a_lunch_range_breakout_short_two_bar_confirm_fill_next_open_hard_stop_time_exit,6,-203.63,-214.63,11
MNQ_13a_lunch_range_breakout_short_two_bar_confirm_fill_next_open_structure_target_time_exit,1,-170.67,-177.67,7
MNQ_13a_lunch_range_breakout_short_two_bar_confirm_fill_next_open_structure_target_time_exit,2,199.54,189.54,10
MNQ_13a_lunch_range_breakout_short_two_bar_confirm_fill_next_open_structure_target_time_exit,3,-252.4,-257.4,5
MNQ_13a_lunch_range_breakout_short_two_bar_confirm_fill_next_open_structure_target_time_exit,4,41.98,28.98,13
MNQ_13a_lunch_range_breakout_short_two_bar_confirm_fill_next_open_structure_target_time_exit,5,-37.45,-42.45,5
MNQ_13a_lunch_range_breakout_short_two_bar_confirm_fill_next_open_structure_target_time_exit,6,-203.63,-214.63,11
MNQ_13a_lunch_range_fade_long_close_confirm_fill_next_open_hard_stop_time_exit,1,409.1,399.1,10
MNQ_13a_lunch_range_fade_long_close_confirm_fill_next_open_hard_stop_time_exit,2,10.32,-4.68,15
MNQ_13a_lunch_range_fade_long_close_confirm_fill_next_open_hard_stop_time_exit,3,61.62,49.62,12
MNQ_13a_lunch_range_fade_long_close_confirm_fill_next_open_hard_stop_time_exit,4,-526.13,-539.13,13
MNQ_13a_lunch_range_fade_long_close_confirm_fill_next_open_hard_stop_time_exit,5,-214.73,-219.73,5
MNQ_13a_lunch_range_fade_long_close_confirm_fill_next_open_hard_stop_time_exit,6,-361.03,-372.03,11
MNQ_13a_lunch_range_fade_long_close_confirm_fill_next_open_structure_target_time_exit,1,334.35,324.35,10
MNQ_13a_lunch_range_fade_long_close_confirm_fill_next_open_structure_target_time_exit,2,57.07,42.07,15
MNQ_13a_lunch_range_fade_long_close_confirm_fill_next_open_structure_target_time_exit,3,130.62,118.62,12
MNQ_13a_lunch_range_fade_long_close_confirm_fill_next_open_structure_target_time_exit,4,-484.13,-497.13,13
MNQ_13a_lunch_range_fade_long_close_confirm_fill_next_open_structure_target_time_exit,5,-33.23,-38.23,5
MNQ_13a_lunch_range_fade_long_close_confirm_fill_next_open_structure_target_time_exit,6,-389.53,-400.53,11
MNQ_13a_lunch_range_fade_long_two_bar_confirm_fill_next_open_hard_stop_time_exit,1,175.23,165.23,10
MNQ_13a_lunch_range_fade_long_two_bar_confirm_fill_next_open_hard_stop_time_exit,2,71.13,60.13,11
MNQ_13a_lunch_range_fade_long_two_bar_confirm_fill_next_open_hard_stop_time_exit,3,262.86,251.86,11
MNQ_13a_lunch_range_fade_long_two_bar_confirm_fill_next_open_hard_stop_time_exit,4,-190.19,-199.19,9
MNQ_13a_lunch_range_fade_long_two_bar_confirm_fill_next_open_hard_stop_time_exit,5,-165.55,-170.55,5
MNQ_13a_lunch_range_fade_long_two_bar_confirm_fill_next_open_hard_stop_time_exit,6,-488.61,-497.61,9
MNQ_13a_lunch_range_fade_long_two_bar_confirm_fill_next_open_structure_target_time_exit,1,11.98,1.98,10
MNQ_13a_lunch_range_fade_long_two_bar_confirm_fill_next_open_structure_target_time_exit,2,89.11,78.11,11
MNQ_13a_lunch_range_fade_long_two_bar_confirm_fill_next_open_structure_target_time_exit,3,303.11,292.11,11
MNQ_13a_lunch_range_fade_long_two_bar_confirm_fill_next_open_structure_target_time_exit,4,139.59,130.59,9
MNQ_13a_lunch_range_fade_long_two_bar_confirm_fill_next_open_structure_target_time_exit,5,-34.7,-39.7,5
MNQ_13a_lunch_range_fade_long_two_bar_confirm_fill_next_open_structure_target_time_exit,6,-284.7,-293.7,9
MNQ_13a_lunch_range_fade_short_close_confirm_fill_next_open_hard_stop_time_exit,1,-33.41,-45.41,12
MNQ_13a_lunch_range_fade_short_close_confirm_fill_next_open_hard_stop_time_exit,2,-2.7,-9.7,7
MNQ_13a_lunch_range_fade_short_close_confirm_fill_next_open_hard_stop_time_exit,3,426.14,412.14,14
MNQ_13a_lunch_range_fade_short_close_confirm_fill_next_open_hard_stop_time_exit,4,-65.66,-74.66,9
MNQ_13a_lunch_range_fade_short_close_confirm_fill_next_open_hard_stop_time_exit,5,-492.15,-507.15,15
MNQ_13a_lunch_range_fade_short_close_confirm_fill_next_open_hard_stop_time_exit,6,490.06,480.06,10
MNQ_13a_lunch_range_fade_short_close_confirm_fill_next_open_structure_target_time_exit,1,-25.66,-37.66,12
MNQ_13a_lunch_range_fade_short_close_confirm_fill_next_open_structure_target_time_exit,2,5.05,-1.95,7
MNQ_13a_lunch_range_fade_short_close_confirm_fill_next_open_structure_target_time_exit,3,268.89,254.89,14
MNQ_13a_lunch_range_fade_short_close_confirm_fill_next_open_structure_target_time_exit,4,-24.16,-33.16,9
MNQ_13a_lunch_range_fade_short_close_confirm_fill_next_open_structure_target_time_exit,5,-390.51,-405.51,15
MNQ_13a_lunch_range_fade_short_close_confirm_fill_next_open_structure_target_time_exit,6,98.06,88.06,10
MNQ_13a_lunch_range_fade_short_two_bar_confirm_fill_next_open_hard_stop_time_exit,1,-23.39,-35.39,12
MNQ_13a_lunch_range_fade_short_two_bar_confirm_fill_next_open_hard_stop_time_exit,2,-43.96,-49.96,6
MNQ_13a_lunch_range_fade_short_two_bar_confirm_fill_next_open_hard_stop_time_exit,3,225.88,212.88,13
MNQ_13a_lunch_range_fade_short_two_bar_confirm_fill_next_open_hard_stop_time_exit,4,-332.25,-341.25,9
MNQ_13a_lunch_range_fade_short_two_bar_confirm_fill_next_open_hard_stop_time_exit,5,-149.66,-158.66,9
MNQ_13a_lunch_range_fade_short_two_bar_confirm_fill_next_open_hard_stop_time_exit,6,-136.01,-146.01,10
MNQ_13a_lunch_range_fade_short_two_bar_confirm_fill_next_open_structure_target_time_exit,1,-136.89,-148.89,12
MNQ_13a_lunch_range_fade_short_two_bar_confirm_fill_next_open_structure_target_time_exit,2,26.74,20.74,6
MNQ_13a_lunch_range_fade_short_two_bar_confirm_fill_next_open_structure_target_time_exit,3,60.13,47.13,13
MNQ_13a_lunch_range_fade_short_two_bar_confirm_fill_next_open_structure_target_time_exit,4,-243.91,-252.91,9
MNQ_13a_lunch_range_fade_short_two_bar_confirm_fill_next_open_structure_target_time_exit,5,-54.41,-63.41,9
MNQ_13a_lunch_range_fade_short_two_bar_confirm_fill_next_open_structure_target_time_exit,6,-178.51,-188.51,10
MNQ_13a_power_hour_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,1,-98.74,-108.74,10
MNQ_13a_power_hour_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,2,239.7,227.7,12
MNQ_13a_power_hour_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,3,-383.84,-391.84,8
MNQ_13a_power_hour_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,4,92.07,82.07,10
MNQ_13a_power_hour_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,5,-91.55,-100.55,9
MNQ_13a_power_hour_range_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,6,131.91,123.91,8
MNQ_13a_power_hour_range_breakout_long_close_confirm_fill_next_open_structure_target_time_exit,1,-98.74,-108.74,10
MNQ_13a_power_hour_range_breakout_long_close_confirm_fill_next_open_structure_target_time_exit,2,236.2,224.2,12
MNQ_13a_power_hour_range_breakout_long_close_confirm_fill_next_open_structure_target_time_exit,3,-383.84,-391.84,8
MNQ_13a_power_hour_range_breakout_long_close_confirm_fill_next_open_structure_target_time_exit,4,92.07,82.07,10
MNQ_13a_power_hour_range_breakout_long_close_confirm_fill_next_open_structure_target_time_exit,5,-91.55,-100.55,9
MNQ_13a_power_hour_range_breakout_long_close_confirm_fill_next_open_structure_target_time_exit,6,209.41,201.41,8
MNQ_13a_power_hour_range_breakout_long_two_bar_confirm_fill_next_open_hard_stop_time_exit,1,-9.05,-19.05,10
MNQ_13a_power_hour_range_breakout_long_two_bar_confirm_fill_next_open_hard_stop_time_exit,2,215.68,205.68,10
MNQ_13a_power_hour_range_breakout_long_two_bar_confirm_fill_next_open_hard_stop_time_exit,3,-181.93,-186.93,5
MNQ_13a_power_hour_range_breakout_long_two_bar_confirm_fill_next_open_hard_stop_time_exit,4,-182.6,-191.6,9
MNQ_13a_power_hour_range_breakout_long_two_bar_confirm_fill_next_open_hard_stop_time_exit,5,11.65,3.65,8
MNQ_13a_power_hour_range_breakout_long_two_bar_confirm_fill_next_open_hard_stop_time_exit,6,-6.05,-12.05,6
MNQ_13a_power_hour_range_breakout_long_two_bar_confirm_fill_next_open_structure_target_time_exit,1,-9.05,-19.05,10
MNQ_13a_power_hour_range_breakout_long_two_bar_confirm_fill_next_open_structure_target_time_exit,2,213.68,203.68,10
MNQ_13a_power_hour_range_breakout_long_two_bar_confirm_fill_next_open_structure_target_time_exit,3,-181.93,-186.93,5
MNQ_13a_power_hour_range_breakout_long_two_bar_confirm_fill_next_open_structure_target_time_exit,4,-182.6,-191.6,9
MNQ_13a_power_hour_range_breakout_long_two_bar_confirm_fill_next_open_structure_target_time_exit,5,11.65,3.65,8
MNQ_13a_power_hour_range_breakout_long_two_bar_confirm_fill_next_open_structure_target_time_exit,6,-6.05,-12.05,6
MNQ_13a_power_hour_range_breakout_short_close_confirm_fill_next_open_hard_stop_time_exit,1,-221.06,-228.06,7
