group,trades,gross_pnl,net_pnl,stress_pnl,avg_mfe,avg_mae
time_stop,1433,118351.0,114424.58,112991.58,158.4225401256106,47.98325191905094
target,1416,67764.5,63884.66,62468.66,90.47704802259886,34.73693502824859
stop_same_bar_conservative,75,-5715.24,-5920.75,-5995.75,49.193333333333335,109.36
stop,2922,-200660.96,-208667.32,-211589.32,38.27874743326489,101.50119780971937
