group,trades,gross_pnl,net_pnl,stress_pnl,avg_mfe,avg_mae
long_low_fade,2990,1984.5399999999997,-6208.12,-9198.12,78.96220735785953,71.06421404682274
short_high_fade,2856,-22245.24,-30070.71,-32926.71,82.13515406162465,73.61834733893558
