group,trades,gross_pnl,net_pnl,stress_pnl,avg_mfe,avg_mae
midday_response,3298,-8125.79,-17162.34,-20460.34,72.79517889630078,65.77850212249848
opening_response,2548,-12134.91,-19116.49,-21664.49,90.50098116169545,80.7686420722135
