group,trades,gross_pnl,net_pnl,stress_pnl,avg_mfe,avg_mae
first_touch,1738,-10402.54,-15164.65,-16902.65,83.80724971231301,73.91168009205984
later_touch,4108,-9858.16,-21114.18,-25222.18,79.11830574488802,71.63522395326193
