group,trades,gross_pnl,net_pnl,stress_pnl,avg_mfe,avg_mae
narrow,46,-128.38,-254.42000000000002,-300.42,32.18478260869565,30.358695652173914
middle,840,-642.5699999999999,-2944.16,-3784.16,46.78154761904762,40.56190476190476
wide,4960,-19489.75,-33080.25,-38040.25,86.67298387096774,78.078125
