audit,portfolio_set,portfolio_mode,fold,is_weak_fold,overlap_days,overlap_day_frequency,avg_modules_firing_per_day,trade_overlap_count_portfolio_level,skipped_overlap_count_portfolio_level,skipped_session_count_portfolio_level,early_losing_module_when_later_module_helped_days,diagnosis_overlap_priority_risk,diagnosis_max_one_session_suppression_risk,high_movement_no_trade_days
B,all_parked_modules_with_phase13a,raw_sum_diagnostic,3,False,41,1.0,10.121951,2262,0,0,9,True,False,0
B,greedy_low_correlation_with_phase13a,raw_sum_diagnostic,3,False,41,1.0,10.121951,92,0,0,9,True,False,0
B,audit_a_best_reconstructed,raw_sum_diagnostic,4,False,41,1.0,10.219512,40,0,0,10,True,False,0
B,audit_a_best_plus_phase13a,raw_sum_diagnostic,4,False,41,1.0,10.219512,213,0,0,10,True,False,0
B,top_cross_family_plus_phase13a,raw_sum_diagnostic,4,False,41,1.0,10.219512,212,0,0,10,True,False,0
B,diversifier_only_phase13a,raw_sum_diagnostic,4,False,41,1.0,10.219512,119,0,0,10,True,False,0
B,all_parked_modules_with_phase13a,raw_sum_diagnostic,4,False,41,1.0,10.219512,2262,0,0,10,True,False,0
B,rare_plus_diversifier_modules,raw_sum_diagnostic,4,False,41,1.0,10.219512,185,0,0,10,True,False,0
B,greedy_low_correlation_with_phase13a,raw_sum_diagnostic,4,False,41,1.0,10.219512,92,0,0,10,True,False,0
B,audit_a_best_reconstructed,raw_sum_diagnostic,5,False,41,0.97619,8.785714,40,0,0,7,True,False,0
B,audit_a_best_plus_phase13a,raw_sum_diagnostic,5,False,41,0.97619,8.785714,213,0,0,7,True,False,0
B,top_cross_family_plus_phase13a,raw_sum_diagnostic,5,False,41,0.97619,8.785714,212,0,0,7,True,False,0
B,diversifier_only_phase13a,raw_sum_diagnostic,5,False,41,0.97619,8.785714,119,0,0,7,True,False,0
B,all_parked_modules_with_phase13a,raw_sum_diagnostic,5,False,41,0.97619,8.785714,2262,0,0,7,True,False,0
B,rare_plus_diversifier_modules,raw_sum_diagnostic,5,False,41,0.97619,8.785714,185,0,0,7,True,False,0
B,greedy_low_correlation_with_phase13a,raw_sum_diagnostic,5,False,41,0.97619,8.785714,92,0,0,7,True,False,0
B,audit_a_best_reconstructed,raw_sum_diagnostic,6,False,41,1.0,8.536585,40,0,0,14,True,False,0
B,audit_a_best_plus_phase13a,raw_sum_diagnostic,6,False,41,1.0,8.536585,213,0,0,14,True,False,0
B,top_cross_family_plus_phase13a,raw_sum_diagnostic,6,False,41,1.0,8.536585,212,0,0,14,True,False,0
B,all_parked_modules_with_phase13a,raw_sum_diagnostic,6,False,41,1.0,8.536585,2262,0,0,14,True,False,0
B,rare_plus_diversifier_modules,raw_sum_diagnostic,6,False,41,1.0,8.536585,185,0,0,14,True,False,0
B,greedy_low_correlation_with_phase13a,raw_sum_diagnostic,6,False,41,1.0,8.536585,92,0,0,14,True,False,0
C,audit_b_best_reconstructed,max_one_trade_per_session,1,False,42,1.0,9.309524,0,0,193,12,True,True,0
C,audit_b_best_plus_phase14a,max_one_trade_per_session,1,False,40,1.0,9.225,0,0,313,11,True,True,0
C,audit_b_best_reconstructed,max_one_trade_per_session,2,False,41,0.97619,9.738095,0,0,193,7,True,True,0
C,audit_b_best_plus_phase14a,max_one_trade_per_session,2,False,41,0.97619,9.52381,0,0,313,7,True,True,0
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,2,False,40,0.97561,9.658537,0,0,535,7,True,True,0
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,2,False,40,1.0,9.675,0,0,450,7,True,True,0
C,diversifier_only_13a_14a,max_one_trade_per_session,2,False,36,1.0,9.416667,0,0,202,7,True,True,0
C,prior_level_diversifiers_only,max_one_trade_per_session,2,False,36,1.0,9.416667,0,0,202,7,True,True,0
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,2,False,41,0.97619,9.547619,0,0,1514,8,True,True,0
C,greedy_low_correlation_with_14a,max_one_trade_per_session,2,False,42,0.976744,9.348837,0,0,474,7,True,True,0
C,audit_b_best_reconstructed,max_one_trade_per_session,3,False,38,1.0,9.868421,0,0,193,7,True,True,0
C,audit_b_best_plus_phase14a,max_one_trade_per_session,3,False,38,1.0,10.289474,0,0,313,7,True,True,0
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,4,False,40,1.0,10.4,0,0,535,10,True,True,0
C,audit_b_best_reconstructed,max_one_trade_per_session,5,False,42,0.976744,8.674419,0,0,193,7,True,True,0
C,audit_b_best_plus_phase14a,max_one_trade_per_session,5,False,41,0.97619,8.452381,0,0,313,7,True,True,0
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,5,False,40,0.97561,8.512195,0,0,535,7,True,True,0
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,5,False,41,0.97619,8.52381,0,0,450,7,True,True,0
C,diversifier_only_13a_14a,max_one_trade_per_session,5,False,43,0.977273,8.545455,0,0,202,8,True,True,0
C,prior_level_diversifiers_only,max_one_trade_per_session,5,False,43,0.977273,8.545455,0,0,202,8,True,True,0
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,5,False,39,0.975,8.9,0,0,1514,7,True,True,0
C,greedy_low_correlation_with_14a,max_one_trade_per_session,5,False,40,0.97561,8.780488,0,0,474,7,True,True,0
C,audit_b_best_reconstructed,max_one_trade_per_session,6,False,44,1.0,8.545455,0,0,193,15,True,True,0
C,audit_b_best_plus_phase14a,max_one_trade_per_session,6,False,45,1.0,8.555556,0,0,313,15,True,True,0
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,6,False,45,1.0,8.555556,0,0,535,15,True,True,0
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,6,False,43,1.0,8.534884,0,0,450,15,True,True,0
C,diversifier_only_13a_14a,max_one_trade_per_session,6,False,41,1.0,8.512195,0,0,202,14,True,True,0
C,prior_level_diversifiers_only,max_one_trade_per_session,6,False,41,1.0,8.512195,0,0,202,14,True,True,0
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,6,False,43,1.0,8.44186,0,0,1514,14,True,True,0
C,greedy_low_correlation_with_14a,max_one_trade_per_session,6,False,43,1.0,8.44186,0,0,474,14,True,True,0
C,audit_b_best_plus_phase14a,one_trade_at_a_time_chronological,1,False,40,1.0,9.225,0,69,0,11,True,False,0
C,audit_b_best_reconstructed,one_trade_at_a_time_chronological,2,False,41,0.97619,9.738095,0,39,0,7,True,False,0
C,audit_b_best_plus_phase14a,one_trade_at_a_time_chronological,2,False,41,0.97619,9.52381,0,69,0,7,True,False,0
C,audit_b_best_plus_phase13a_and_phase14a,one_trade_at_a_time_chronological,2,False,40,0.97561,9.658537,0,218,0,7,True,False,0
C,top_cross_family_plus_13a_14a,one_trade_at_a_time_chronological,2,False,40,1.0,9.675,0,191,0,7,True,False,0
C,diversifier_only_13a_14a,one_trade_at_a_time_chronological,2,False,36,1.0,9.416667,0,130,0,7,True,False,0
C,prior_level_diversifiers_only,one_trade_at_a_time_chronological,2,False,36,1.0,9.416667,0,130,0,7,True,False,0
C,greedy_low_correlation_with_14a,one_trade_at_a_time_chronological,2,False,42,0.976744,9.348837,0,84,0,7,True,False,0
C,audit_b_best_reconstructed,one_trade_at_a_time_chronological,3,False,38,1.0,9.868421,0,39,0,7,True,False,0
C,audit_b_best_plus_phase14a,one_trade_at_a_time_chronological,3,False,38,1.0,10.289474,0,69,0,7,True,False,0
C,audit_b_best_plus_phase13a_and_phase14a,one_trade_at_a_time_chronological,3,False,40,1.0,10.175,0,218,0,8,True,False,0
C,top_cross_family_plus_13a_14a,one_trade_at_a_time_chronological,3,False,40,1.0,10.175,0,191,0,8,True,False,0
C,all_parked_modules_with_13a_14a,one_trade_at_a_time_chronological,3,False,40,1.0,9.925,0,853,0,8,True,False,0
C,greedy_low_correlation_with_14a,one_trade_at_a_time_chronological,3,False,41,1.0,10.121951,0,84,0,9,True,False,0
C,audit_b_best_reconstructed,one_trade_at_a_time_chronological,4,False,37,1.0,10.513514,0,39,0,10,True,False,0
C,audit_b_best_reconstructed,one_trade_at_a_time_chronological,5,False,42,0.976744,8.674419,0,39,0,7,True,False,0
C,audit_b_best_plus_phase14a,one_trade_at_a_time_chronological,5,False,41,0.97619,8.452381,0,69,0,7,True,False,0
C,audit_b_best_plus_phase13a_and_phase14a,one_trade_at_a_time_chronological,5,False,40,0.97561,8.512195,0,218,0,7,True,False,0
C,top_cross_family_plus_13a_14a,one_trade_at_a_time_chronological,5,False,41,0.97619,8.52381,0,191,0,7,True,False,0
C,diversifier_only_13a_14a,one_trade_at_a_time_chronological,5,False,43,0.977273,8.545455,0,130,0,8,True,False,0
C,prior_level_diversifiers_only,one_trade_at_a_time_chronological,5,False,43,0.977273,8.545455,0,130,0,8,True,False,0
C,greedy_low_correlation_with_14a,one_trade_at_a_time_chronological,5,False,40,0.97561,8.780488,0,84,0,7,True,False,0
C,audit_b_best_reconstructed,one_trade_at_a_time_chronological,6,False,44,1.0,8.545455,0,39,0,15,True,False,0
C,audit_b_best_plus_phase14a,one_trade_at_a_time_chronological,6,False,45,1.0,8.555556,0,69,0,15,True,False,0
C,audit_b_best_plus_phase13a_and_phase14a,one_trade_at_a_time_chronological,6,False,45,1.0,8.555556,0,218,0,15,True,False,0
C,top_cross_family_plus_13a_14a,one_trade_at_a_time_chronological,6,False,43,1.0,8.534884,0,191,0,15,True,False,0
C,diversifier_only_13a_14a,one_trade_at_a_time_chronological,6,False,41,1.0,8.512195,0,130,0,14,True,False,0
C,prior_level_diversifiers_only,one_trade_at_a_time_chronological,6,False,41,1.0,8.512195,0,130,0,14,True,False,0
C,all_parked_modules_with_13a_14a,one_trade_at_a_time_chronological,6,False,43,1.0,8.44186,0,853,0,14,True,False,0
C,greedy_low_correlation_with_14a,one_trade_at_a_time_chronological,6,False,43,1.0,8.44186,0,84,0,14,True,False,0
C,audit_b_best_reconstructed,raw_sum_diagnostic,2,False,41,0.97619,9.738095,40,0,0,7,True,False,0
C,audit_b_best_plus_phase14a,raw_sum_diagnostic,2,False,41,0.97619,9.52381,74,0,0,7,True,False,0
C,audit_b_best_plus_phase13a_and_phase14a,raw_sum_diagnostic,2,False,40,0.97561,9.658537,267,0,0,7,True,False,0
C,top_cross_family_plus_13a_14a,raw_sum_diagnostic,2,False,40,1.0,9.675,249,0,0,7,True,False,0
C,diversifier_only_13a_14a,raw_sum_diagnostic,2,False,36,1.0,9.416667,139,0,0,7,True,False,0
C,prior_level_diversifiers_only,raw_sum_diagnostic,2,False,36,1.0,9.416667,139,0,0,7,True,False,0
C,all_parked_modules_with_13a_14a,raw_sum_diagnostic,2,False,41,0.97619,9.547619,2854,0,0,8,True,False,0
C,greedy_low_correlation_with_14a,raw_sum_diagnostic,2,False,42,0.976744,9.348837,96,0,0,7,True,False,0
C,audit_b_best_reconstructed,raw_sum_diagnostic,3,False,38,1.0,9.868421,40,0,0,7,True,False,0
C,audit_b_best_plus_phase14a,raw_sum_diagnostic,3,False,38,1.0,10.289474,74,0,0,7,True,False,0
C,audit_b_best_plus_phase13a_and_phase14a,raw_sum_diagnostic,3,False,40,1.0,10.175,267,0,0,8,True,False,0
C,all_parked_modules_with_13a_14a,raw_sum_diagnostic,3,False,40,1.0,9.925,2854,0,0,8,True,False,0
C,greedy_low_correlation_with_14a,raw_sum_diagnostic,3,False,41,1.0,10.121951,96,0,0,9,True,False,0
C,audit_b_best_reconstructed,raw_sum_diagnostic,4,False,37,1.0,10.513514,40,0,0,10,True,False,0
C,audit_b_best_plus_phase14a,raw_sum_diagnostic,4,False,40,1.0,10.55,74,0,0,11,True,False,0
C,audit_b_best_plus_phase13a_and_phase14a,raw_sum_diagnostic,4,False,40,1.0,10.4,267,0,0,10,True,False,0
C,all_parked_modules_with_13a_14a,raw_sum_diagnostic,4,False,41,1.0,10.219512,2854,0,0,10,True,False,0
C,audit_b_best_reconstructed,raw_sum_diagnostic,5,False,42,0.976744,8.674419,40,0,0,7,True,False,0
C,audit_b_best_plus_phase14a,raw_sum_diagnostic,5,False,41,0.97619,8.452381,74,0,0,7,True,False,0
C,audit_b_best_plus_phase13a_and_phase14a,raw_sum_diagnostic,5,False,40,0.97561,8.512195,267,0,0,7,True,False,0
C,top_cross_family_plus_13a_14a,raw_sum_diagnostic,5,False,41,0.97619,8.52381,249,0,0,7,True,False,0
C,diversifier_only_13a_14a,raw_sum_diagnostic,5,False,43,0.977273,8.545455,139,0,0,8,True,False,0
C,prior_level_diversifiers_only,raw_sum_diagnostic,5,False,43,0.977273,8.545455,139,0,0,8,True,False,0
C,all_parked_modules_with_13a_14a,raw_sum_diagnostic,5,False,39,0.975,8.9,2854,0,0,7,True,False,0
C,greedy_low_correlation_with_14a,raw_sum_diagnostic,5,False,40,0.97561,8.780488,96,0,0,7,True,False,0
C,audit_b_best_reconstructed,raw_sum_diagnostic,6,False,44,1.0,8.545455,40,0,0,15,True,False,0
C,audit_b_best_plus_phase14a,raw_sum_diagnostic,6,False,45,1.0,8.555556,74,0,0,15,True,False,0
C,audit_b_best_plus_phase13a_and_phase14a,raw_sum_diagnostic,6,False,45,1.0,8.555556,267,0,0,15,True,False,0
C,top_cross_family_plus_13a_14a,raw_sum_diagnostic,6,False,43,1.0,8.534884,249,0,0,15,True,False,0
C,diversifier_only_13a_14a,raw_sum_diagnostic,6,False,41,1.0,8.512195,139,0,0,14,True,False,0
C,prior_level_diversifiers_only,raw_sum_diagnostic,6,False,41,1.0,8.512195,139,0,0,14,True,False,0
C,all_parked_modules_with_13a_14a,raw_sum_diagnostic,6,False,43,1.0,8.44186,2854,0,0,14,True,False,0
C,greedy_low_correlation_with_14a,raw_sum_diagnostic,6,False,43,1.0,8.44186,96,0,0,14,True,False,0
D,audit_c_best_reconstructed,max_one_trade_per_session,2,False,41,0.97619,9.547619,0,0,1514,8,True,True,0
D,audit_c_best_plus_phase15a,max_one_trade_per_session,2,False,40,0.97561,9.341463,0,0,1667,7,True,True,0
D,audit_c_best_plus_13a_14a_15a,max_one_trade_per_session,2,False,40,0.97561,9.341463,0,0,1667,7,True,True,0
D,top_cross_family_plus_13a_14a_15a,max_one_trade_per_session,2,False,41,0.97619,9.52381,0,0,600,7,True,True,0
D,diversifier_only_13a_14a_15a,max_one_trade_per_session,2,False,40,0.97561,9.341463,0,0,331,7,True,True,0
D,all_parked_modules_with_13a_14a_15a,max_one_trade_per_session,2,False,40,0.97561,9.341463,0,0,1855,7,True,True,0
D,trend_power_only_phase15a,max_one_trade_per_session,3,False,36,0.972973,11.108108,0,0,52,6,True,True,0
D,rare_setup_plus_15a,max_one_trade_per_session,3,False,42,0.976744,10.302326,0,0,149,6,True,True,0
D,diversifier_only_13a_14a_15a,max_one_trade_per_session,4,False,42,1.0,10.190476,0,0,331,11,True,True,0
D,trend_power_only_phase15a,max_one_trade_per_session,4,False,35,1.0,9.114286,0,0,52,10,True,True,0
D,rare_setup_plus_15a,max_one_trade_per_session,4,False,36,1.0,10.416667,0,0,149,9,True,True,0
D,audit_c_best_reconstructed,max_one_trade_per_session,5,False,39,0.975,8.9,0,0,1514,7,True,True,0
D,audit_c_best_plus_phase15a,max_one_trade_per_session,5,False,39,0.975,8.675,0,0,1667,6,True,True,0
D,audit_c_best_plus_13a_14a_15a,max_one_trade_per_session,5,False,39,0.975,8.675,0,0,1667,6,True,True,0
D,top_cross_family_plus_13a_14a_15a,max_one_trade_per_session,5,False,40,0.97561,8.804878,0,0,600,7,True,True,0
D,diversifier_only_13a_14a_15a,max_one_trade_per_session,5,False,43,0.977273,8.613636,0,0,331,7,True,True,0
D,trend_power_only_phase15a,max_one_trade_per_session,5,False,45,0.978261,8.73913,0,0,52,9,True,True,0
D,all_parked_modules_with_13a_14a_15a,max_one_trade_per_session,5,False,39,0.975,8.675,0,0,1855,6,True,True,0
D,rare_setup_plus_15a,max_one_trade_per_session,5,False,45,0.978261,8.73913,0,0,149,9,True,True,0
D,greedy_low_correlation_with_15a,max_one_trade_per_session,5,False,40,0.97561,8.560976,0,0,530,7,True,True,0
D,audit_c_best_reconstructed,max_one_trade_per_session,6,False,43,1.0,8.44186,0,0,1514,14,True,True,0
D,audit_c_best_plus_phase15a,max_one_trade_per_session,6,False,44,1.0,8.545455,0,0,1667,15,True,True,0
D,audit_c_best_plus_13a_14a_15a,max_one_trade_per_session,6,False,44,1.0,8.545455,0,0,1667,15,True,True,0
D,top_cross_family_plus_13a_14a_15a,max_one_trade_per_session,6,False,42,1.0,8.52381,0,0,600,14,True,True,0
D,diversifier_only_13a_14a_15a,max_one_trade_per_session,6,False,39,1.0,8.717949,0,0,331,14,True,True,0
D,trend_power_only_phase15a,max_one_trade_per_session,6,False,44,1.0,8.545455,0,0,52,15,True,True,0
D,all_parked_modules_with_13a_14a_15a,max_one_trade_per_session,6,False,44,1.0,8.545455,0,0,1855,15,True,True,0
D,rare_setup_plus_15a,max_one_trade_per_session,6,False,44,1.0,8.545455,0,0,149,15,True,True,0
D,greedy_low_correlation_with_15a,max_one_trade_per_session,6,False,46,1.0,8.456522,0,0,530,15,True,True,0
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,2,False,41,0.97619,9.52381,0,234,0,7,True,False,0
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,2,False,40,0.97561,9.341463,0,173,0,7,True,False,0
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,3,False,40,1.0,9.925,0,853,0,8,True,False,0
D,audit_c_best_plus_phase15a,one_trade_at_a_time_chronological,3,False,40,1.0,10.15,0,896,0,8,True,False,0
D,audit_c_best_plus_13a_14a_15a,one_trade_at_a_time_chronological,3,False,40,1.0,10.15,0,896,0,8,True,False,0
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,3,False,41,1.0,10.121951,0,234,0,9,True,False,0
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,3,False,36,0.972973,11.108108,0,40,0,6,True,False,0
D,all_parked_modules_with_13a_14a_15a,one_trade_at_a_time_chronological,3,False,40,1.0,10.15,0,1028,0,8,True,False,0
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,3,False,42,0.976744,10.302326,0,75,0,6,True,False,0
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,3,False,40,0.97561,9.902439,0,96,0,7,True,False,0
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,4,False,35,1.0,9.114286,0,40,0,10,True,False,0
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,4,False,36,1.0,10.416667,0,75,0,9,True,False,0
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,4,False,40,1.0,10.55,0,96,0,11,True,False,0
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,5,False,40,0.97561,8.804878,0,234,0,7,True,False,0
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,5,False,43,0.977273,8.613636,0,173,0,7,True,False,0
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,5,False,45,0.978261,8.73913,0,40,0,9,True,False,0
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,5,False,45,0.978261,8.73913,0,75,0,9,True,False,0
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,5,False,40,0.97561,8.560976,0,96,0,7,True,False,0
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,6,False,43,1.0,8.44186,0,853,0,14,True,False,0
D,audit_c_best_plus_phase15a,one_trade_at_a_time_chronological,6,False,44,1.0,8.545455,0,896,0,15,True,False,0
D,audit_c_best_plus_13a_14a_15a,one_trade_at_a_time_chronological,6,False,44,1.0,8.545455,0,896,0,15,True,False,0
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,6,False,42,1.0,8.52381,0,234,0,14,True,False,0
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,6,False,39,1.0,8.717949,0,173,0,14,True,False,0
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,6,False,44,1.0,8.545455,0,40,0,15,True,False,0
D,all_parked_modules_with_13a_14a_15a,one_trade_at_a_time_chronological,6,False,44,1.0,8.545455,0,1028,0,15,True,False,0
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,6,False,44,1.0,8.545455,0,75,0,15,True,False,0
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,6,False,46,1.0,8.456522,0,96,0,15,True,False,0
D,audit_c_best_reconstructed,raw_sum_diagnostic,2,False,41,0.97619,9.547619,2854,0,0,8,True,False,0
D,audit_c_best_plus_phase15a,raw_sum_diagnostic,2,False,40,0.97561,9.341463,2898,0,0,7,True,False,0
D,audit_c_best_plus_13a_14a_15a,raw_sum_diagnostic,2,False,40,0.97561,9.341463,2898,0,0,7,True,False,0
D,top_cross_family_plus_13a_14a_15a,raw_sum_diagnostic,2,False,41,0.97619,9.52381,293,0,0,7,True,False,0
D,diversifier_only_13a_14a_15a,raw_sum_diagnostic,2,False,40,0.97561,9.341463,183,0,0,7,True,False,0
D,all_parked_modules_with_13a_14a_15a,raw_sum_diagnostic,2,False,40,0.97561,9.341463,3307,0,0,7,True,False,0
D,audit_c_best_reconstructed,raw_sum_diagnostic,3,False,40,1.0,9.925,2854,0,0,8,True,False,0
D,audit_c_best_plus_phase15a,raw_sum_diagnostic,3,False,40,1.0,10.15,2898,0,0,8,True,False,0
D,audit_c_best_plus_13a_14a_15a,raw_sum_diagnostic,3,False,40,1.0,10.15,2898,0,0,8,True,False,0
D,trend_power_only_phase15a,raw_sum_diagnostic,3,False,36,0.972973,11.108108,40,0,0,6,True,False,0
D,all_parked_modules_with_13a_14a_15a,raw_sum_diagnostic,3,False,40,1.0,10.15,3307,0,0,8,True,False,0
D,rare_setup_plus_15a,raw_sum_diagnostic,3,False,42,0.976744,10.302326,75,0,0,6,True,False,0
D,audit_c_best_reconstructed,raw_sum_diagnostic,4,False,41,1.0,10.219512,2854,0,0,10,True,False,0
D,audit_c_best_plus_phase15a,raw_sum_diagnostic,4,False,41,1.0,10.341463,2898,0,0,11,True,False,0
D,audit_c_best_plus_13a_14a_15a,raw_sum_diagnostic,4,False,41,1.0,10.341463,2898,0,0,11,True,False,0
D,top_cross_family_plus_13a_14a_15a,raw_sum_diagnostic,4,False,41,1.0,10.219512,293,0,0,10,True,False,0
D,diversifier_only_13a_14a_15a,raw_sum_diagnostic,4,False,42,1.0,10.190476,183,0,0,11,True,False,0
D,trend_power_only_phase15a,raw_sum_diagnostic,4,False,35,1.0,9.114286,40,0,0,10,True,False,0
D,all_parked_modules_with_13a_14a_15a,raw_sum_diagnostic,4,False,41,1.0,10.341463,3307,0,0,11,True,False,0
D,rare_setup_plus_15a,raw_sum_diagnostic,4,False,36,1.0,10.416667,75,0,0,9,True,False,0
D,greedy_low_correlation_with_15a,raw_sum_diagnostic,4,False,40,1.0,10.55,113,0,0,11,True,False,0
D,audit_c_best_reconstructed,raw_sum_diagnostic,5,False,39,0.975,8.9,2854,0,0,7,True,False,0
D,audit_c_best_plus_phase15a,raw_sum_diagnostic,5,False,39,0.975,8.675,2898,0,0,6,True,False,0
D,audit_c_best_plus_13a_14a_15a,raw_sum_diagnostic,5,False,39,0.975,8.675,2898,0,0,6,True,False,0
D,top_cross_family_plus_13a_14a_15a,raw_sum_diagnostic,5,False,40,0.97561,8.804878,293,0,0,7,True,False,0
D,diversifier_only_13a_14a_15a,raw_sum_diagnostic,5,False,43,0.977273,8.613636,183,0,0,7,True,False,0
D,trend_power_only_phase15a,raw_sum_diagnostic,5,False,45,0.978261,8.73913,40,0,0,9,True,False,0
D,all_parked_modules_with_13a_14a_15a,raw_sum_diagnostic,5,False,39,0.975,8.675,3307,0,0,6,True,False,0
D,rare_setup_plus_15a,raw_sum_diagnostic,5,False,45,0.978261,8.73913,75,0,0,9,True,False,0
D,greedy_low_correlation_with_15a,raw_sum_diagnostic,5,False,40,0.97561,8.560976,113,0,0,7,True,False,0
D,audit_c_best_reconstructed,raw_sum_diagnostic,6,False,43,1.0,8.44186,2854,0,0,14,True,False,0
D,audit_c_best_plus_phase15a,raw_sum_diagnostic,6,False,44,1.0,8.545455,2898,0,0,15,True,False,0
D,audit_c_best_plus_13a_14a_15a,raw_sum_diagnostic,6,False,44,1.0,8.545455,2898,0,0,15,True,False,0
D,top_cross_family_plus_13a_14a_15a,raw_sum_diagnostic,6,False,42,1.0,8.52381,293,0,0,14,True,False,0
D,diversifier_only_13a_14a_15a,raw_sum_diagnostic,6,False,39,1.0,8.717949,183,0,0,14,True,False,0
D,trend_power_only_phase15a,raw_sum_diagnostic,6,False,44,1.0,8.545455,40,0,0,15,True,False,0
D,all_parked_modules_with_13a_14a_15a,raw_sum_diagnostic,6,False,44,1.0,8.545455,3307,0,0,15,True,False,0
D,rare_setup_plus_15a,raw_sum_diagnostic,6,False,44,1.0,8.545455,75,0,0,15,True,False,0
D,greedy_low_correlation_with_15a,raw_sum_diagnostic,6,False,46,1.0,8.456522,113,0,0,15,True,False,0
