group,trades,gross_pnl,net_pnl,stress_pnl,avg_mfe,avg_mae
time_stop,1108,153381.0,150345.08,149237.08,245.16516245487364,73.5586642599278
stop_same_bar_conservative,396,-7597.0,-8682.04,-9078.039999999999,90.48737373737374,75.79040404040404
stop,724,-78750.74,-80735.02,-81459.02,65.82458563535911,165.75
