candidate_id,instrument,family,timeframe,fold,segment,segment_start,segment_end,segment_session_count,trades,active_sessions,active_session_pct,net_pnl,stress_net_pnl,avg_trade,win_rate,max_drawdown,best_day_concentration,best_trade_concentration
MNQ_vwap_pullback_continuation_tf5_cdd66a8b8a,MNQ,vwap_pullback_continuation,5,1,train,2025-10-23,2026-02-09,75,863,75,1.0,2173.88,1310.88,2.51898,0.511008,-4645.58,0.759978,0.188032
MNQ_vwap_pullback_continuation_tf5_cdd66a8b8a,MNQ,vwap_pullback_continuation,5,1,validation,2026-02-10,2026-03-16,25,340,25,1.0,4124.4,3784.4,12.130588,0.552941,-2975.04,0.383372,0.097895
MNQ_vwap_pullback_continuation_tf5_cdd66a8b8a,MNQ,vwap_pullback_continuation,5,1,test,2026-03-17,2026-04-21,25,298,25,1.0,809.98,511.98,2.718054,0.489933,-2809.62,1.84849,0.397862
MNQ_vwap_pullback_continuation_tf5_cdd66a8b8a,MNQ,vwap_pullback_continuation,5,2,train,2025-11-27,2026-03-16,75,917,75,1.0,4805.42,3888.42,5.240371,0.51145,-4645.58,0.329041,0.084022
MNQ_vwap_pullback_continuation_tf5_cdd66a8b8a,MNQ,vwap_pullback_continuation,5,2,validation,2026-03-17,2026-04-21,25,298,25,1.0,809.98,511.98,2.718054,0.489933,-2809.62,1.84849,0.397862
MNQ_vwap_pullback_continuation_tf5_cdd66a8b8a,MNQ,vwap_pullback_continuation,5,2,test,2026-04-22,2026-05-27,25,302,25,1.0,-1537.48,-1839.48,-5.090993,0.543046,-4492.74,1.0,1.0
MNQ_vwap_pullback_continuation_tf5_cdd66a8b8a,MNQ,vwap_pullback_continuation,5,3,train,2026-01-05,2026-04-21,75,886,75,1.0,6768.36,5882.36,7.639233,0.522573,-5130.06,0.233613,0.059654
MNQ_vwap_pullback_continuation_tf5_cdd66a8b8a,MNQ,vwap_pullback_continuation,5,3,validation,2026-04-22,2026-05-27,25,302,25,1.0,-1537.48,-1839.48,-5.090993,0.543046,-4492.74,1.0,1.0
MNQ_vwap_pullback_continuation_tf5_cdd66a8b8a,MNQ,vwap_pullback_continuation,5,3,test,2026-05-28,2026-07-02,25,362,25,1.0,8017.12,7655.12,22.14674,0.571823,-2243.12,0.467452,0.070943
