group,trades,gross_pnl,net_pnl,stress_pnl,avg_mfe,avg_mae
short,1952,1994.7099999999996,-3353.790000000002,-5305.790000000002,104.51639344262296,84.66342213114754
long,1996,-20252.79,-25721.83,-27717.83,81.34143286573146,85.1688376753507
