group,trades,gross_pnl,net_pnl,stress_pnl,avg_mfe,avg_mae
rejection_from_level,1110,2517.16,-524.2400000000007,-1634.240000000001,83.71126126126126,69.32027027027027
reclaim_after_breach,1482,-9935.56,-13996.250000000002,-15478.250000000002,96.54419703103913,91.01282051282051
breakout_hold,1356,-10839.68,-14555.130000000001,-15911.130000000001,96.14712389380531,91.02765486725664
