candidate_id,signal_time,confirmation_time,entry_time,trading_session,level_type,interaction_family,side,confirmation_model,exit_variant,selected_prior_level,prior_rth_close,prior_rth_midpoint,prior_rth_session,signal_open,signal_close,signal_high,signal_low,atr,skipped_extra_signals_same_day,entry_price,exit_time,exit_price,exit_reason,structural_stop,atr_cap_stop,actual_stop,target_price,gross_pnl,net_pnl,stress_pnl,mfe,mae,same_bar_ambiguity,stop_hit,target_hit,time_stop,instrument,timeframe,atr_cap_multiple,buffer_ticks,time_stop_minutes,max_trades_per_day,trade_start,trade_end,flatten_time,traded_level_source,level_source,split
MNQ_14a_prior_rth_close_reclaim_after_breach_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-08-14 10:15:00-04:00,2025-08-14 10:15:00-04:00,2025-08-14 10:20:00-04:00,2025-08-14,prior_rth_close,reclaim_after_breach,long,close_confirm_fill_next_open,hard_stop_time_exit,23943.25,23943.25,23977.5,2025-08-13,23911.5,23946.75,23954.25,23909.25,35.15,21,23947.0,2025-08-14 10:50:00-04:00,23974.75,time_stop,23909.0,23903.0625,23909.0,24004.0,55.5,52.76,51.76,117.0,40.0,0,0,0,1,MNQ,5,1.25,1,30,1,10:00,15:30,15:45,prior_rth_close,prior_complete_rth_session,discovery
MNQ_14a_prior_rth_close_reclaim_after_breach_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-08-18 10:20:00-04:00,2025-08-18 10:20:00-04:00,2025-08-18 10:25:00-04:00,2025-08-18,prior_rth_close,reclaim_after_breach,long,close_confirm_fill_next_open,hard_stop_time_exit,23805.75,23805.75,23822.75,2025-08-15,23771.5,23817.25,23819.75,23768.0,35.77272727272727,0,23817.25,2025-08-18 10:30:00-04:00,23772.5341,stop,23767.75,23772.5341,23772.5341,23884.3239,-89.43,-92.17,-93.17,14.5,126.5,0,1,0,0,MNQ,5,1.25,1,30,1,10:00,15:30,15:45,prior_rth_close,prior_complete_rth_session,discovery
MNQ_14a_prior_rth_close_reclaim_after_breach_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-08-21 10:25:00-04:00,2025-08-21 10:25:00-04:00,2025-08-21 10:30:00-04:00,2025-08-21,prior_rth_close,reclaim_after_breach,long,close_confirm_fill_next_open,hard_stop_time_exit,23324.75,23324.75,23233.625,2025-08-20,23319.25,23344.75,23348.25,23299.0,57.5625,0,23345.25,2025-08-21 10:30:00-04:00,23298.75,stop,23298.75,23273.2969,23298.75,23415.0,-93.0,-95.74,-96.74,1.0,122.0,0,1,0,0,MNQ,5,1.25,1,30,1,10:00,15:30,15:45,prior_rth_close,prior_complete_rth_session,discovery
MNQ_14a_prior_rth_close_reclaim_after_breach_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-08-25 10:45:00-04:00,2025-08-25 10:45:00-04:00,2025-08-25 10:50:00-04:00,2025-08-25,prior_rth_close,reclaim_after_breach,long,close_confirm_fill_next_open,hard_stop_time_exit,23565.0,23565.0,23428.125,2025-08-22,23539.75,23572.0,23575.0,23533.25,30.875,45,23571.5,2025-08-25 11:20:00-04:00,23598.75,time_stop,23533.0,23532.9062,23533.0,23629.25,54.5,51.76,50.76,64.5,54.0,0,0,0,1,MNQ,5,1.25,1,30,1,10:00,15:30,15:45,prior_rth_close,prior_complete_rth_session,discovery
MNQ_14a_prior_rth_close_reclaim_after_breach_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-08-26 10:00:00-04:00,2025-08-26 10:00:00-04:00,2025-08-26 10:05:00-04:00,2025-08-26,prior_rth_close,reclaim_after_breach,long,close_confirm_fill_next_open,hard_stop_time_exit,23495.5,23495.5,23530.875,2025-08-25,23493.5,23506.0,23514.0,23487.75,45.07142857142857,62,23506.0,2025-08-26 10:05:00-04:00,23487.5,stop,23487.5,23449.6607,23487.5,23533.75,-37.0,-39.74,-40.74,4.5,39.0,0,1,0,0,MNQ,5,1.25,1,30,1,10:00,15:30,15:45,prior_rth_close,prior_complete_rth_session,discovery
MNQ_14a_prior_rth_close_reclaim_after_breach_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-08-27 10:15:00-04:00,2025-08-27 10:15:00-04:00,2025-08-27 10:20:00-04:00,2025-08-27,prior_rth_close,reclaim_after_breach,long,close_confirm_fill_next_open,hard_stop_time_exit,23587.0,23587.0,23513.375,2025-08-26,23566.5,23598.75,23601.75,23565.5,32.8,55,23599.0,2025-08-27 10:50:00-04:00,23601.5,time_stop,23565.25,23558.0,23565.25,23649.625,5.0,2.26,1.26,34.0,30.0,0,0,0,1,MNQ,5,1.25,1,30,1,10:00,15:30,15:45,prior_rth_close,prior_complete_rth_session,discovery
MNQ_14a_prior_rth_close_reclaim_after_breach_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-08-28 10:05:00-04:00,2025-08-28 10:05:00-04:00,2025-08-28 10:10:00-04:00,2025-08-28,prior_rth_close,reclaim_after_breach,long,close_confirm_fill_next_open,hard_stop_time_exit,23620.0,23620.0,23573.0,2025-08-27,23604.5,23652.25,23676.25,23598.0,64.34375,63,23652.25,2025-08-28 10:40:00-04:00,23693.5,time_stop,23597.75,23571.8203,23597.75,23736.75,82.5,79.76,78.76,99.0,56.5,0,0,0,1,MNQ,5,1.25,1,30,1,10:00,15:30,15:45,prior_rth_close,prior_complete_rth_session,discovery
MNQ_14a_prior_rth_close_reclaim_after_breach_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-09-04 10:20:00-04:00,2025-09-04 10:20:00-04:00,2025-09-04 10:25:00-04:00,2025-09-04,prior_rth_close,reclaim_after_breach,long,close_confirm_fill_next_open,hard_stop_time_exit,23452.0,23452.0,23422.125,2025-09-03,23443.25,23477.5,23479.75,23440.25,47.45454545454545,60,23477.25,2025-09-04 10:55:00-04:00,23521.5,time_stop,23440.0,23417.9318,23440.0,23533.125,88.5,85.76,84.76,106.0,29.0,0,0,0,1,MNQ,5,1.25,1,30,1,10:00,15:30,15:45,prior_rth_close,prior_complete_rth_session,discovery
MNQ_14a_prior_rth_close_reclaim_after_breach_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-09-05 15:05:00-04:00,2025-09-05 15:05:00-04:00,2025-09-05 15:10:00-04:00,2025-09-05,prior_rth_close,reclaim_after_breach,long,close_confirm_fill_next_open,hard_stop_time_exit,23666.25,23666.25,23545.25,2025-09-04,23656.25,23669.25,23680.5,23655.5,20.5,3,23669.5,2025-09-05 15:30:00-04:00,23655.25,stop,23655.25,23643.875,23655.25,23690.875,-28.5,-31.24,-32.24,45.5,30.5,0,1,0,0,MNQ,5,1.25,1,30,1,10:00,15:30,15:45,prior_rth_close,prior_complete_rth_session,discovery
MNQ_14a_prior_rth_close_reclaim_after_breach_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-09-09 10:05:00-04:00,2025-09-09 10:05:00-04:00,2025-09-09 10:10:00-04:00,2025-09-09,prior_rth_close,reclaim_after_breach,long,close_confirm_fill_next_open,hard_stop_time_exit,23803.5,23803.5,23823.25,2025-09-08,23795.25,23831.75,23834.0,23788.5,34.65625,45,23831.75,2025-09-09 10:30:00-04:00,23788.4297,stop,23788.25,23788.4297,23788.4297,23896.7305,-86.64,-89.38,-90.38,38.0,157.5,0,1,0,0,MNQ,5,1.25,1,30,1,10:00,15:30,15:45,prior_rth_close,prior_complete_rth_session,discovery
MNQ_14a_prior_rth_close_reclaim_after_breach_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-09-10 14:30:00-04:00,2025-09-10 14:30:00-04:00,2025-09-10 14:35:00-04:00,2025-09-10,prior_rth_close,reclaim_after_breach,long,close_confirm_fill_next_open,hard_stop_time_exit,23867.25,23867.25,23807.125,2025-09-09,23857.75,23878.0,23879.0,23854.5,18.767857142857142,0,23877.75,2025-09-10 14:45:00-04:00,23854.2902,stop,23854.25,23854.2902,23854.2902,23912.9397,-46.92,-49.66,-50.66,4.5,74.5,0,1,0,0,MNQ,5,1.25,1,30,1,10:00,15:30,15:45,prior_rth_close,prior_complete_rth_session,discovery
MNQ_14a_prior_rth_close_reclaim_after_breach_long_close_confirm_fill_next_open_hard_stop_time_exit,2025-09-16 10:20:00-04:00,2025-09-16 10:20:00-04:00,2025-09-16 10:25:00-04:00,2025-09-16,prior_rth_close,reclaim_after_breach,long,close_confirm_fill_next_open,hard_stop_time_exit,24311.5,24311.5,24243.875,2025-09-15,24303.75,24314.0,24318.25,24291.5,26.25,4,24314.0,2025-09-16 10:35:00-04:00,24291.25,stop,24291.25,24281.1875,24291.25,24348.125,-45.5,-48.24,-49.24,1.5,58.0,0,1,0,0,MNQ,5,1.25,1,30,1,10:00,15:30,15:45,prior_rth_close,prior_complete_rth_session,discovery
