group,trades,gross_pnl,net_pnl,stress_pnl,avg_mfe,avg_mae
structure_target_time_exit,1974,-8336.56,-13745.340000000002,-15719.340000000002,85.60131712259371,83.95111448834854
hard_stop_time_exit,1974,-9921.52,-15330.280000000002,-17304.280000000002,99.9982269503546,85.88677811550151
