trading_session,phase16a::MNQ_16a_high_vol_mixed_late_resolution_breakout_long_broad_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,phase16a::MNQ_16a_high_vol_mixed_late_resolution_breakout_long_broad_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,phase16a::MNQ_16a_high_vol_mixed_late_resolution_breakout_long_broad_high_vol_mixed_two_bar_confirm_fill_next_open_hard_stop_time_exit,phase13a::MNQ_13a_prior_rth_high_low_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,phase13a::MNQ_13a_prior_rth_high_low_breakout_long_close_confirm_fill_next_open_structure_target_time_exit,phase14a::MNQ_14a_prior_rth_midpoint_rejection_from_level_short_close_confirm_fill_next_open_structure_target_time_exit,phase14a::MNQ_14a_prior_rth_close_rejection_from_level_long_two_bar_confirm_fill_next_open_structure_target_time_exit,phase15a::MNQ_15a_trend_day_late_pullback_continuation_short_ema20_pullback_resume_close_confirm_fill_next_open_hard_stop_time_exit,phase15a::MNQ_15a_power_hour_continuation_long_power_range_breakout_continuation_close_confirm_fill_next_open_hard_stop_time_exit,phase15a::MNQ_15a_power_hour_continuation_long_power_range_edge_retest_resume_close_confirm_fill_next_open_hard_stop_time_exit,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_all_touches_mt1,phase11a::MNQ_11a_orfade_long_low_fade_OR5_opening_response_close_back_inside_fill_next_open_hard_stop_time_exit,phase12a::MNQ_12a_odpullback_long_first_pullback_OD15_ema20_retest_two_bar_resume_fill_next_open_hard_stop_time_exit,phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf5_opening_response_all_ranges_all_gaps_all_touches_mt1,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_first_touch_only_mt1,phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf15_opening_response_all_ranges_all_gaps_all_touches_mt2,phase11a::MNQ_11a_orfade_long_low_fade_OR5_opening_response_two_bar_inside_fill_next_open_hard_stop_time_exit,phase11a::MNQ_11a_orfade_long_low_fade_OR5_midday_response_close_back_inside_fill_next_open_hard_stop_time_exit,phase11a::MNQ_11a_orfade_short_high_fade_OR30_opening_response_two_bar_inside_fill_next_open_hard_stop_time_exit,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_narrowest_20_all_gaps_all_touches_mt1,phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf15_opening_response_all_ranges_all_gaps_all_touches_mt1,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_all_touches_mt2,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_middle_60_only_all_gaps_all_touches_mt1,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_middle_60_only_all_gaps_all_touches_mt2,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt2,phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf5_opening_response_exclude_narrowest_20_all_gaps_all_touches_mt1,phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf5_opening_response_exclude_narrowest_20_all_gaps_all_touches_mt2,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_narrowest_20_all_gaps_all_touches_mt2,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_middle_60_only_all_gaps_first_touch_only_mt1,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_middle_60_only_all_gaps_first_touch_only_mt2,phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf5_opening_response_all_ranges_all_gaps_all_touches_mt2
2025-10-17,-31.74,-31.74,-38.74,0.0,0.0,169.76,49.76,0.0,-57.24,-57.24,0.0,294.26,0.0,0.0,0.0,0.0,0.0,331.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20,0.0,0.0,0.0,91.26,91.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-21,0.0,0.0,0.0,0.0,0.0,-50.24,-40.24,0.0,0.0,0.0,-14.24,-73.74,0.0,-48.74,-14.24,0.0,-64.24,108.02,0.0,0.0,0.0,-14.24,0.0,0.0,-14.24,-14.24,0.0,0.0,0.0,0.0,0.0,-48.74
2025-10-22,0.0,0.0,0.0,0.0,0.0,152.76,0.0,-23.74,0.0,0.0,-213.87,-31.24,0.0,-31.24,-213.87,-137.12,-137.12,0.0,0.0,0.0,-137.12,-213.87,0.0,0.0,-213.87,-213.87,0.0,0.0,0.0,0.0,0.0,-31.24
2025-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-82.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-24,0.0,0.0,0.0,-9.24,-9.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-98.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-27,0.0,0.0,0.0,-89.79,-89.79,0.0,0.0,0.0,-17.74,-17.74,0.0,37.26,0.0,0.0,0.0,0.0,-12.74,0.0,-71.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-28,0.0,0.0,0.0,-84.24,-84.24,0.0,0.0,0.0,-30.24,-30.24,0.0,-53.98,0.0,0.0,0.0,0.0,-75.24,0.519999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-29,0.0,0.0,0.0,25.76,25.76,-123.59,-96.24,-7.74,0.0,0.0,0.0,-28.48,0.0,0.0,0.0,0.0,-33.980000000000004,-81.98,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.26,-81.98,0.0,-223.74,48.26,-218.24,0.0,-140.48,18.76,48.26,-218.24,48.26,48.26,48.26,48.26,48.26,-223.74,-223.74,48.26,48.26,48.26,-223.74
2025-10-31,0.0,0.0,0.0,0.0,0.0,126.26,0.0,0.0,0.0,0.0,-17.24,-14.24,0.0,0.0,-17.24,0.0,0.0,40.76,0.0,-17.24,0.0,-17.24,-17.24,-17.24,-17.24,-17.24,0.0,0.0,-17.24,-17.24,-17.24,0.0
2025-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-87.98,-72.24,-40.24,0.0,0.0,0.0,0.0,-40.24,-40.24,0.0,0.0,-40.24,0.0,0.0,0.0
2025-11-05,0.0,0.0,0.0,0.0,0.0,-57.74,0.0,0.0,0.0,0.0,0.0,185.76,0.0,0.0,0.0,0.0,238.76,0.0,-33.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-118.74,0.0,0.0,131.76,-53.24,0.0,-89.24,131.76,0.0,0.0,0.0,0.0,131.76,0.0,131.76,131.76,131.76,131.76,131.76,-89.24,-89.24,131.76,131.76,131.76,-89.24
2025-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.26,0.0,0.0,0.0,134.26,0.0,0.0,0.0,0.0,134.26,0.0,134.26,134.26,134.26,134.26,134.26,0.0,0.0,134.26,134.26,134.26,0.0
2025-11-10,0.0,0.0,0.0,-20.74,-20.74,0.0,0.0,0.0,25.26,25.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-95.74,-79.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-11,0.0,0.0,0.0,0.0,0.0,73.01,0.0,0.0,0.0,0.0,-71.74,-54.74,0.0,-32.74,-71.74,-136.24,-72.74,58.76,0.0,-71.74,-136.24,-71.74,-71.74,-71.74,-71.74,-71.74,-32.74,-32.74,-71.74,-71.74,-71.74,-32.74
2025-11-12,0.0,0.0,0.0,0.0,0.0,-10.74,0.0,0.0,0.0,0.0,92.76,-28.74,0.0,-153.6,92.76,0.0,0.0,0.0,0.0,92.76,0.0,92.76,92.76,92.76,92.76,92.76,-153.6,-153.6,92.76,92.76,92.76,-153.6
2025-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.76,0.0,0.0,233.26,-209.54,0.0,-209.54,233.26,-378.74,-209.54,0.0,0.0,233.26,-378.74,233.26,233.26,233.26,233.26,233.26,-209.54,-209.54,233.26,233.26,233.26,-209.54
2025-11-14,0.0,0.0,0.0,0.0,0.0,-15.24,0.0,0.0,-45.74,-45.74,0.0,0.0,0.0,186.76,0.0,377.26,0.0,0.0,-182.24,0.0,377.26,0.0,0.0,0.0,0.0,0.0,186.76,186.76,0.0,0.0,0.0,186.76
2025-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.74,0.0,93.26,-91.24,-4.74,-261.49,0.0,19.52,0.0,-4.74,-261.49,-4.74,-4.74,-4.74,-4.74,-4.74,-91.24,-91.24,-4.74,-4.74,-4.74,-91.24
2025-11-18,-155.46,-155.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-217.24,0.0,0.0,0.0,-217.24,0.0,0.0,-10.47999999999999,0.0,-217.24,0.0,-217.24,-217.24,-217.24,-217.24,-217.24,0.0,0.0,-217.24,-217.24,-217.24,0.0
2025-11-19,-118.77,-118.77,-115.24,-25.74,-25.74,-51.24,-79.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-20,0.0,0.0,0.0,-175.42,-175.42,-88.74,0.0,502.26,0.0,0.0,905.76,9.76,0.0,0.0,0.0,0.0,70.26,0.0,-175.42,905.76,0.0,905.76,905.76,905.76,905.76,905.76,0.0,0.0,905.76,0.0,0.0,0.0
2025-11-21,136.76,136.76,210.26,0.0,0.0,0.0,-172.24,0.0,0.0,0.0,0.0,-334.48,0.0,0.0,0.0,0.0,-89.24,360.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-24,0.0,0.0,0.0,114.76,114.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-25,0.0,0.0,0.0,-53.74,-53.74,0.0,99.26,0.0,39.76,39.76,-10.74,0.0,0.0,-41.74,-10.74,0.0,0.0,-0.9800000000000182,0.0,-10.74,0.0,-10.74,-10.74,-10.74,-10.74,-10.74,-41.74,-41.74,-10.74,-10.74,-10.74,-41.74
2025-11-26,0.0,0.0,0.0,133.26,133.26,0.0,0.0,0.0,-50.24,-50.24,0.0,-198.98,0.0,0.0,0.0,0.0,-90.74,149.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-27,0.0,0.0,0.0,0.0,0.0,0.0,-17.24,0.0,0.0,0.0,0.0,-17.74,0.0,6.26,0.0,6.26,-17.24,-13.74,0.0,0.0,6.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.26
2025-11-28,0.0,0.0,0.0,27.26,61.76,0.0,0.0,0.0,0.0,0.0,0.0,70.26,0.0,0.0,0.0,0.0,-23.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-01,0.0,0.0,0.0,0.0,0.0,-15.74,0.0,0.0,0.0,0.0,0.0,231.26,0.0,0.0,0.0,0.0,70.76,0.0,-47.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-02,0.0,0.0,0.0,-131.4,-131.4,0.0,0.0,-24.74,12.76,12.76,0.0,0.0,-122.07,0.0,0.0,0.0,0.0,92.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-03,0.0,0.0,0.0,0.0,0.0,-58.74,-36.24,0.0,29.76,29.76,0.0,-25.24,0.0,0.0,0.0,0.0,-51.24,0.0,-120.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-04,0.0,0.0,0.0,0.0,0.0,-24.74,0.0,0.0,0.0,0.0,-69.24,-177.98000000000002,0.0,-136.74,-69.24,0.0,-108.98,110.26,0.0,0.0,0.0,-69.24,0.0,0.0,-69.24,-69.24,0.0,0.0,0.0,0.0,0.0,-136.74
2025-12-05,0.0,0.0,0.0,49.26,49.26,0.0,0.0,0.0,0.0,0.0,0.0,259.76,0.0,0.0,0.0,0.0,204.26,140.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.26,0.0,0.0,-28.24,-77.24,0.0,-15.74,0.0,-90.24,0.0,0.0,0.0,0.0,-90.24,-28.24,0.0,0.0,-28.24,-28.24,0.0,0.0,0.0,0.0,0.0,-15.74
2025-12-09,0.0,0.0,0.0,0.0,0.0,60.26,15.26,0.0,0.0,0.0,0.0,0.0,0.0,-11.74,0.0,103.76,0.0,0.0,-67.24,0.0,103.76,0.0,0.0,0.0,0.0,0.0,-11.74,-11.74,0.0,0.0,0.0,-11.74
2025-12-10,0.0,0.0,0.0,0.0,0.0,-47.74,52.76,0.0,-130.51,-130.51,-62.24,1.26,0.0,1.26,-62.24,-130.74,1.76,39.02,0.0,0.0,-130.74,-62.24,0.0,0.0,-62.24,-62.24,0.0,0.0,0.0,0.0,0.0,1.26
2025-12-11,-68.05,-68.05,-67.34,0.0,0.0,-13.24,0.0,0.0,-30.24,-30.24,0.0,-145.98,0.0,0.0,0.0,0.0,-179.99,-156.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.26,0.0,0.0,392.26,-122.24,0.0,-147.74,392.26,-117.24,-117.24,0.0,0.0,392.26,-117.24,392.26,392.26,392.26,392.26,392.26,-147.74,-147.74,392.26,392.26,392.26,-147.74
2025-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.24,0.0,-5.24,-5.24,-5.24,-5.24,-5.24,0.0,0.0,-5.24,0.0,0.0,0.0
2025-12-16,0.0,0.0,0.0,0.0,0.0,0.0,-31.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.02,142.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.26,0.0,0.0,197.26,0.0,0.0,34.26,197.26,-179.74,0.0,0.0,0.0,197.26,-179.74,197.26,197.26,197.26,197.26,197.26,34.26,34.26,197.26,197.26,197.26,34.26
2025-12-18,0.0,0.0,0.0,-174.26,-174.26,0.0,0.0,0.0,0.0,0.0,0.0,293.52,0.0,0.0,0.0,0.0,-197.87,143.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-19,0.0,0.0,0.0,-163.81,-163.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-130.24,0.0,0.0,0.0,0.0,0.0,93.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-22,0.0,0.0,0.0,-132.92,-132.92,0.0,0.0,0.0,0.0,0.0,0.0,-99.98,0.0,0.0,0.0,0.0,-191.48,-13.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-23,0.0,0.0,0.0,0.0,0.0,0.0,56.76,0.0,2.26,2.26,0.0,106.76,8.76,0.0,0.0,0.0,123.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-24,0.0,0.0,0.0,-0.74,-0.74,0.0,-37.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-26,0.0,0.0,0.0,-8.74,-8.74,0.0,-8.74,0.0,0.0,0.0,0.0,-23.24,0.0,-44.24,0.0,-7.24,33.76,2.020000000000003,0.0,0.0,-7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.24
2025-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.74,0.0,0.0,0.0,64.76,0.0,0.0,0.0,0.0,-17.24,46.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-30,0.0,0.0,0.0,0.0,0.0,-20.24,36.26,0.0,0.0,0.0,0.0,-46.48,0.0,-34.24,0.0,121.76,-43.48,-9.24,0.0,0.0,121.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.24
2026-01-02,-63.24,-63.24,-65.24,-156.4,-156.4,0.0,0.0,83.26,0.0,0.0,65.26,-109.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.26,0.0,65.26,65.26,65.26,65.26,65.26,0.0,0.0,65.26,0.0,0.0,0.0
2026-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.76,0.0,0.0,0.0,0.0,128.26,24.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06,0.0,0.0,0.0,-17.24,-17.24,0.0,0.0,0.0,-22.74,-22.74,0.0,-31.24,80.76,0.0,0.0,0.0,172.76,0.0,-73.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07,0.0,0.0,0.0,16.26,16.26,0.0,-91.24,0.0,0.0,0.0,0.0,0.0,7.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.74,0.0,0.0,-75.24,-42.24,0.0,6.76,-75.24,-87.74,0.0,-26.24,0.0,-75.24,-87.74,-75.24,-75.24,-75.24,-75.24,-75.24,6.76,6.76,-75.24,-75.24,-75.24,6.76
2026-01-09,0.0,0.0,0.0,-188.78,-188.78,0.0,0.0,0.0,-23.74,-23.74,0.0,0.0,0.0,272.76,0.0,284.26,0.0,0.0,0.0,0.0,284.26,0.0,0.0,0.0,0.0,0.0,272.76,272.76,0.0,0.0,0.0,272.76
2026-01-12,0.0,0.0,0.0,-22.74,-22.74,0.0,-35.24,0.0,-18.24,-18.24,0.0,0.0,-81.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-13,0.0,0.0,0.0,0.0,0.0,-39.24,-92.52,0.0,0.0,0.0,-30.24,0.0,0.0,0.0,-30.24,0.0,0.0,29.590000000000003,0.0,-30.24,0.0,-30.24,-30.24,-30.24,-30.24,-30.24,0.0,0.0,-30.24,-30.24,-30.24,0.0
2026-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.76,-198.78,0.0,0.0,85.76,0.0,0.0,0.0,0.0,85.76,0.0,85.76,85.76,85.76,85.76,85.76,0.0,0.0,85.76,85.76,85.76,0.0
2026-01-15,0.0,0.0,0.0,65.26,65.26,0.0,0.0,0.0,0.0,0.0,0.0,-140.48,0.0,0.0,0.0,0.0,-112.74,-105.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-16,0.0,0.0,0.0,0.0,0.0,0.0,-91.24,0.0,0.0,0.0,-166.24,0.0,0.0,-122.24,0.0,0.0,0.0,0.0,0.0,-166.24,0.0,-166.24,-166.24,-166.24,-166.24,-166.24,-122.24,-122.24,-166.24,0.0,0.0,-122.24
2026-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.76,0.0,65.76,0.0,19.26,55.76,0.0,-65.74,0.0,19.26,0.0,0.0,0.0,0.0,0.0,65.76,65.76,0.0,0.0,0.0,65.76
2026-01-20,0.0,0.0,0.0,-108.63,-108.63,-71.74,-111.4,0.0,0.0,0.0,0.0,0.0,89.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-21,0.0,0.0,0.0,41.26,41.26,-43.74,54.26,0.0,252.26,252.26,0.0,-93.24,0.0,0.0,0.0,0.0,290.26,-24.24,-54.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-22,0.0,0.0,0.0,64.76,64.76,0.0,0.0,0.0,0.0,0.0,0.0,-82.74,0.0,0.0,0.0,0.0,0.0,-21.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-23,0.0,0.0,0.0,157.76,157.76,0.0,0.0,0.0,0.0,0.0,0.0,129.76,0.0,0.0,0.0,0.0,306.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-26,0.0,0.0,0.0,29.76,29.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-27,0.0,0.0,0.0,45.76,45.76,0.0,0.0,0.0,-29.48,-29.48,0.0,209.76,0.0,0.0,0.0,0.0,148.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-28,0.0,0.0,0.0,-124.88,-124.88,0.0,0.0,-38.24,0.0,0.0,0.0,-121.98,0.0,0.0,0.0,0.0,-176.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67.74,0.0,0.0,-170.74,0.0,0.0,0.0,-170.74,0.0,0.0,0.0,0.0,-170.74,0.0,-170.74,-170.74,-170.74,-170.74,-170.74,0.0,0.0,-170.74,-170.74,-170.74,0.0
2026-01-30,0.0,0.0,0.0,0.0,0.0,-130.24,0.0,192.76,0.0,0.0,0.0,-43.24,0.0,0.0,0.0,0.0,-19.74,-156.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.26,0.0,0.0,37.26,0.0,0.0,0.0,37.26,0.0,0.0,0.0,0.0,37.26,0.0,37.26,37.26,37.26,37.26,37.26,0.0,0.0,37.26,37.26,37.26,0.0
2026-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-142.74,0.0,0.0,462.76,-184.74,0.0,-248.24,462.76,0.0,0.0,0.0,0.0,462.76,0.0,462.76,462.76,462.76,462.76,462.76,-248.24,-248.24,462.76,462.76,462.76,-248.24
2026-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68.74,0.0,-367.74,0.0,-239.74,0.0,103.01999999999998,0.0,-63.74,-239.74,0.0,0.0,0.0,-63.74,-63.74,-367.74,-367.74,-63.74,0.0,0.0,-367.74
2026-02-06,0.0,0.0,0.0,90.26,90.26,0.0,0.0,0.0,91.76,91.76,0.0,0.0,-204.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-09,0.0,0.0,0.0,100.26,100.26,0.0,0.0,0.0,-20.74,-20.74,0.0,0.0,-50.37,174.76,0.0,396.76,0.0,0.0,0.0,0.0,396.76,0.0,0.0,0.0,0.0,0.0,174.76,174.76,0.0,0.0,0.0,174.76
2026-02-10,0.0,0.0,0.0,-158.6,-158.6,0.0,-42.24,0.0,0.0,0.0,0.0,64.26,0.0,-92.24,0.0,-37.24,25.26,13.019999999999996,35.26,0.0,-37.24,0.0,0.0,0.0,0.0,0.0,-92.24,-92.24,0.0,0.0,0.0,-92.24
2026-02-11,-49.74,-49.74,-56.24,0.0,0.0,173.51,-68.24,0.0,0.0,0.0,0.0,-98.74,0.0,-95.74,0.0,-95.74,-117.74,0.0,0.0,0.0,-95.74,0.0,0.0,0.0,0.0,0.0,-95.74,-95.74,0.0,0.0,0.0,-95.74
2026-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.24,0.0,0.0,418.76,0.0,0.0,-47.24,418.76,-47.24,0.0,0.0,0.0,418.76,-47.24,418.76,418.76,418.76,418.76,418.76,-47.24,-47.24,418.76,418.76,418.76,-47.24
2026-02-13,0.0,0.0,0.0,0.0,0.0,0.0,123.76,0.0,0.0,0.0,0.0,72.76,0.0,72.76,0.0,223.76,-0.74,0.0,0.0,0.0,223.76,0.0,0.0,0.0,0.0,0.0,72.76,72.76,0.0,0.0,0.0,72.76
2026-02-16,0.0,0.0,0.0,0.0,0.0,-12.24,0.0,0.0,0.0,0.0,-138.74,-57.24,0.0,-90.74,-138.74,-155.24,-86.24,-69.98,55.76,-138.74,-155.24,-138.74,-138.74,-138.74,-138.74,-138.74,-90.74,-90.74,-138.74,-138.74,-138.74,-90.74
