entry_time,entry_price,exit_time,exit_price,exit_reason,stop_price,target_price,gross_pnl,holding_minutes,candidate_id,instrument,family,variant,params,signal_time,trading_session,side,reason,base_cost,stress_cost,net_pnl,stress_net_pnl,split,entry_hour
2026-04-06 09:52:00-04:00,24395.25,2026-04-06 10:00:00-04:00,24418.25,stop,24418.25,24189.625,-46.0,8,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-04-06 09:51:00-04:00,2026-04-06,short,overnight_high_sweep,2.74,3.74,-48.74,-49.74,discovery,09:52
2026-04-06 09:53:00-04:00,24383.25,2026-04-06 10:00:00-04:00,24418.25,stop,24418.25,24189.625,-70.0,7,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-04-06 09:52:00-04:00,2026-04-06,short,overnight_high_sweep,2.74,3.74,-72.74,-73.74,discovery,09:53
2026-04-07 10:34:00-04:00,24137.25,2026-04-07 10:34:00-04:00,24113.75,stop,24113.75,24292.625,-47.0,0,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-04-07 10:33:00-04:00,2026-04-07,long,overnight_low_sweep,2.74,3.74,-49.74,-50.74,discovery,10:34
2026-04-07 12:03:00-04:00,24189.5,2026-04-07 13:36:00-04:00,24292.625,target,24113.75,24292.625,206.25,93,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-04-07 12:02:00-04:00,2026-04-07,long,overnight_low_sweep,2.74,3.74,203.51,202.51,discovery,12:03
2026-04-09 12:04:00-04:00,25255.75,2026-04-09 15:55:00-04:00,25264.0,time_flatten,25277.0,25105.0,-16.5,231,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-04-09 12:03:00-04:00,2026-04-09,short,overnight_high_sweep,2.74,3.74,-19.240000000000002,-20.240000000000002,discovery,12:04
2026-04-10 10:33:00-04:00,25360.0,2026-04-10 11:23:00-04:00,25386.75,stop,25386.75,25280.0,-53.5,50,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-04-10 10:32:00-04:00,2026-04-10,short,overnight_high_sweep,2.74,3.74,-56.24,-57.24,discovery,10:33
2026-04-10 10:34:00-04:00,25361.75,2026-04-10 11:23:00-04:00,25386.75,stop,25386.75,25280.0,-50.0,49,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-04-10 10:33:00-04:00,2026-04-10,short,overnight_high_sweep,2.74,3.74,-52.74,-53.74,discovery,10:34
2026-04-16 10:07:00-04:00,26346.25,2026-04-16 10:18:00-04:00,26324.0,stop,26324.0,26417.5,-44.5,11,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-04-16 10:06:00-04:00,2026-04-16,long,overnight_low_sweep,2.74,3.74,-47.24,-48.24,discovery,10:07
2026-04-16 10:08:00-04:00,26354.25,2026-04-16 10:18:00-04:00,26324.0,stop,26324.0,26417.5,-60.5,10,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-04-16 10:07:00-04:00,2026-04-16,long,overnight_low_sweep,2.74,3.74,-63.24,-64.24,discovery,10:08
2026-04-17 10:51:00-04:00,26830.75,2026-04-17 11:31:00-04:00,26864.75,stop,26864.75,26644.0,-68.0,40,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-04-17 10:50:00-04:00,2026-04-17,short,overnight_high_sweep,2.74,3.74,-70.74,-71.74,discovery,10:51
2026-04-17 10:52:00-04:00,26842.75,2026-04-17 11:31:00-04:00,26864.75,stop,26864.75,26644.0,-44.0,39,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-04-17 10:51:00-04:00,2026-04-17,short,overnight_high_sweep,2.74,3.74,-46.74,-47.74,discovery,10:52
2026-04-20 09:36:00-04:00,26804.25,2026-04-20 10:51:00-04:00,26672.375,target,26830.0,26672.375,263.75,75,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-04-20 09:35:00-04:00,2026-04-20,short,overnight_high_sweep,2.74,3.74,261.01,260.01,discovery,09:36
2026-04-20 09:37:00-04:00,26796.25,2026-04-20 10:51:00-04:00,26672.375,target,26830.0,26672.375,247.75,74,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-04-20 09:36:00-04:00,2026-04-20,short,overnight_high_sweep,2.74,3.74,245.01,244.01,discovery,09:37
2026-04-23 09:49:00-04:00,27089.0,2026-04-23 10:02:00-04:00,26974.0,target,27120.0,26974.0,230.0,13,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-04-23 09:48:00-04:00,2026-04-23,short,overnight_high_sweep,2.74,3.74,227.26,226.26,discovery,09:49
2026-04-23 10:59:00-04:00,27099.0,2026-04-23 11:10:00-04:00,27120.0,stop,27120.0,26974.0,-42.0,11,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-04-23 10:58:00-04:00,2026-04-23,short,overnight_high_sweep,2.74,3.74,-44.74,-45.74,discovery,10:59
2026-04-27 09:48:00-04:00,27346.25,2026-04-27 09:50:00-04:00,27323.75,stop,27323.75,27442.875,-45.0,2,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-04-27 09:47:00-04:00,2026-04-27,long,overnight_low_sweep,2.74,3.74,-47.74,-48.74,discovery,09:48
2026-04-27 09:49:00-04:00,27363.5,2026-04-27 09:50:00-04:00,27323.75,stop,27323.75,27442.875,-79.5,1,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-04-27 09:48:00-04:00,2026-04-27,long,overnight_low_sweep,2.74,3.74,-82.24,-83.24,discovery,09:49
2026-04-28 10:53:00-04:00,27052.0,2026-04-28 10:55:00-04:00,27016.0,stop,27016.0,27274.25,-72.0,2,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-04-28 10:52:00-04:00,2026-04-28,long,overnight_low_sweep,2.74,3.74,-74.74,-75.74,discovery,10:53
2026-04-28 10:54:00-04:00,27038.25,2026-04-28 10:55:00-04:00,27016.0,stop,27016.0,27274.25,-44.5,1,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-04-28 10:53:00-04:00,2026-04-28,long,overnight_low_sweep,2.74,3.74,-47.24,-48.24,discovery,10:54
2026-04-30 10:19:00-04:00,27200.75,2026-04-30 11:09:00-04:00,27404.25,target,27165.5,27404.25,407.0,50,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-04-30 10:18:00-04:00,2026-04-30,long,overnight_low_sweep,2.74,3.74,404.26,403.26,discovery,10:19
2026-04-30 10:37:00-04:00,27193.0,2026-04-30 11:09:00-04:00,27404.25,target,27165.5,27404.25,422.5,32,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-04-30 10:36:00-04:00,2026-04-30,long,overnight_low_sweep,2.74,3.74,419.76,418.76,discovery,10:37
2026-05-01 09:56:00-04:00,27831.25,2026-05-01 09:59:00-04:00,27857.75,stop,27857.75,27686.375,-53.0,3,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-05-01 09:55:00-04:00,2026-05-01,short,overnight_high_sweep,2.74,3.74,-55.74,-56.74,discovery,09:56
2026-05-01 09:57:00-04:00,27831.0,2026-05-01 09:59:00-04:00,27857.75,stop,27857.75,27686.375,-53.5,2,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-05-01 09:56:00-04:00,2026-05-01,short,overnight_high_sweep,2.74,3.74,-56.24,-57.24,discovery,09:57
2026-05-04 12:09:00-04:00,27652.5,2026-05-04 12:16:00-04:00,27631.0,stop,27631.0,27808.75,-43.0,7,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-05-04 12:08:00-04:00,2026-05-04,long,overnight_low_sweep,2.74,3.74,-45.74,-46.74,discovery,12:09
2026-05-04 12:10:00-04:00,27665.75,2026-05-04 12:16:00-04:00,27631.0,stop,27631.0,27808.75,-69.5,6,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-05-04 12:09:00-04:00,2026-05-04,long,overnight_low_sweep,2.74,3.74,-72.24,-73.24,discovery,12:10
2026-05-07 11:57:00-04:00,28807.5,2026-05-07 12:07:00-04:00,28723.5,target,28834.75,28723.5,168.0,10,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-05-07 11:56:00-04:00,2026-05-07,short,overnight_high_sweep,2.74,3.74,165.26,164.26,discovery,11:57
2026-05-11 11:32:00-04:00,29421.5,2026-05-11 11:53:00-04:00,29450.5,stop,29450.5,29326.375,-58.0,21,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-05-11 11:31:00-04:00,2026-05-11,short,overnight_high_sweep,2.74,3.74,-60.74,-61.74,discovery,11:32
2026-05-11 11:41:00-04:00,29424.75,2026-05-11 11:53:00-04:00,29450.5,stop,29450.5,29326.375,-51.5,12,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-05-11 11:40:00-04:00,2026-05-11,short,overnight_high_sweep,2.74,3.74,-54.24,-55.24,discovery,11:41
2026-05-12 10:01:00-04:00,29120.0,2026-05-12 10:29:00-04:00,29081.5,stop,29081.5,29279.0,-77.0,28,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-05-12 10:00:00-04:00,2026-05-12,long,overnight_low_sweep,2.74,3.74,-79.74,-80.74,discovery,10:01
2026-05-12 10:04:00-04:00,29102.25,2026-05-12 10:29:00-04:00,29081.5,stop,29081.5,29279.0,-41.5,25,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-05-12 10:03:00-04:00,2026-05-12,long,overnight_low_sweep,2.74,3.74,-44.24,-45.24,discovery,10:04
2026-05-14 11:39:00-04:00,29735.0,2026-05-14 11:55:00-04:00,29759.0,stop,29759.0,29593.625,-48.0,16,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-05-14 11:38:00-04:00,2026-05-14,short,overnight_high_sweep,2.74,3.74,-50.74,-51.74,discovery,11:39
2026-05-14 11:41:00-04:00,29736.0,2026-05-14 11:55:00-04:00,29759.0,stop,29759.0,29593.625,-46.0,14,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-05-14 11:40:00-04:00,2026-05-14,short,overnight_high_sweep,2.74,3.74,-48.74,-49.74,discovery,11:41
2026-05-15 09:48:00-04:00,29149.75,2026-05-15 13:26:00-04:00,29422.125,target,29090.75,29422.125,544.75,218,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-05-15 09:47:00-04:00,2026-05-15,long,overnight_low_sweep,2.74,3.74,542.01,541.01,discovery,09:48
2026-05-18 12:34:00-04:00,28928.75,2026-05-18 12:35:00-04:00,28904.0,stop,28904.0,29171.875,-49.5,1,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-05-18 12:33:00-04:00,2026-05-18,long,overnight_low_sweep,2.74,3.74,-52.24,-53.24,discovery,12:34
2026-05-18 12:36:00-04:00,28934.0,2026-05-18 14:15:00-04:00,28904.0,stop,28904.0,29171.875,-60.0,99,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-05-18 12:35:00-04:00,2026-05-18,long,overnight_low_sweep,2.74,3.74,-62.74,-63.74,discovery,12:36
2026-05-19 10:11:00-04:00,28816.0,2026-05-19 10:11:00-04:00,28782.25,stop,28782.25,28996.125,-67.5,0,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-05-19 10:10:00-04:00,2026-05-19,long,overnight_low_sweep,2.74,3.74,-70.24,-71.24,discovery,10:11
2026-05-19 10:12:00-04:00,28810.25,2026-05-19 10:13:00-04:00,28782.25,stop,28782.25,28996.125,-56.0,1,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-05-19 10:11:00-04:00,2026-05-19,long,overnight_low_sweep,2.74,3.74,-58.74,-59.74,discovery,10:12
2026-05-22 09:43:00-04:00,29627.5,2026-05-22 10:00:00-04:00,29551.5,target,29685.5,29551.5,152.0,17,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-05-22 09:42:00-04:00,2026-05-22,short,overnight_high_sweep,2.74,3.74,149.26,148.26,discovery,09:43
2026-05-22 09:46:00-04:00,29665.0,2026-05-22 10:00:00-04:00,29551.5,target,29685.5,29551.5,227.0,14,MNQ_overnight_levels_sweep_reverse_80x120,MNQ,overnight_levels,sweep_reverse_80x120,max_trades=2;mode=sweep_reverse;stop_ticks=80;target_ticks=120;tick_size=0.25,2026-05-22 09:45:00-04:00,2026-05-22,short,overnight_high_sweep,2.74,3.74,224.26,223.26,discovery,09:46
