entry_time,entry_price,exit_time,exit_price,exit_reason,stop_price,target_price,gross_pnl,holding_minutes,candidate_id,instrument,family,variant,params,signal_time,trading_session,side,reason,base_cost,stress_cost,net_pnl,stress_net_pnl,split,entry_hour
2026-04-06 10:01:00-04:00,24398.5,2026-04-06 10:03:00-04:00,24331.625,target,24478.4625,24331.625,133.75,2,MNQ_opening_range_failure_or30_fail_mid,MNQ,opening_range_failure,or30_fail_mid,max_trades=2;min_range=10.0;or_minutes=30;target=mid,2026-04-06 10:00:00-04:00,2026-04-06,short,or_failure_short,2.74,3.74,131.01,130.01,discovery,10:01
2026-04-07 10:24:00-04:00,24119.75,2026-04-07 10:51:00-04:00,24053.1625,stop,24053.1625,24210.625,-133.1750000000029,27,MNQ_opening_range_failure_or30_fail_mid,MNQ,opening_range_failure,or30_fail_mid,max_trades=2;min_range=10.0;or_minutes=30;target=mid,2026-04-07 10:23:00-04:00,2026-04-07,long,or_failure_long,2.74,3.74,-135.91500000000292,-136.91500000000292,discovery,10:24
2026-04-07 10:25:00-04:00,24119.25,2026-04-07 10:51:00-04:00,24053.1625,stop,24053.1625,24210.625,-132.1750000000029,26,MNQ_opening_range_failure_or30_fail_mid,MNQ,opening_range_failure,or30_fail_mid,max_trades=2;min_range=10.0;or_minutes=30;target=mid,2026-04-07 10:24:00-04:00,2026-04-07,long,or_failure_long,2.74,3.74,-134.91500000000292,-135.91500000000292,discovery,10:25
2026-04-08 10:07:00-04:00,25085.25,2026-04-08 10:52:00-04:00,24999.6375,stop,24999.6375,25158.375,-171.22499999999854,45,MNQ_opening_range_failure_or30_fail_mid,MNQ,opening_range_failure,or30_fail_mid,max_trades=2;min_range=10.0;or_minutes=30;target=mid,2026-04-08 10:06:00-04:00,2026-04-08,long,or_failure_long,2.74,3.74,-173.96499999999855,-174.96499999999855,discovery,10:07
2026-04-08 10:09:00-04:00,25068.0,2026-04-08 10:52:00-04:00,24999.6375,stop,24999.6375,25158.375,-136.72499999999854,43,MNQ_opening_range_failure_or30_fail_mid,MNQ,opening_range_failure,or30_fail_mid,max_trades=2;min_range=10.0;or_minutes=30;target=mid,2026-04-08 10:08:00-04:00,2026-04-08,long,or_failure_long,2.74,3.74,-139.46499999999855,-140.46499999999855,discovery,10:09
2026-04-09 10:11:00-04:00,25014.75,2026-04-09 10:27:00-04:00,24967.9625,stop,24967.9625,25059.125,-93.57499999999709,16,MNQ_opening_range_failure_or30_fail_mid,MNQ,opening_range_failure,or30_fail_mid,max_trades=2;min_range=10.0;or_minutes=30;target=mid,2026-04-09 10:10:00-04:00,2026-04-09,long,or_failure_long,2.74,3.74,-96.31499999999708,-97.31499999999708,discovery,10:11
2026-04-09 10:12:00-04:00,25017.75,2026-04-09 10:27:00-04:00,24967.9625,stop,24967.9625,25059.125,-99.57499999999709,15,MNQ_opening_range_failure_or30_fail_mid,MNQ,opening_range_failure,or30_fail_mid,max_trades=2;min_range=10.0;or_minutes=30;target=mid,2026-04-09 10:11:00-04:00,2026-04-09,long,or_failure_long,2.74,3.74,-102.31499999999708,-103.31499999999708,discovery,10:12
2026-04-10 10:03:00-04:00,25294.25,2026-04-10 10:15:00-04:00,25331.0,target,25261.3,25331.0,73.5,12,MNQ_opening_range_failure_or30_fail_mid,MNQ,opening_range_failure,or30_fail_mid,max_trades=2;min_range=10.0;or_minutes=30;target=mid,2026-04-10 10:02:00-04:00,2026-04-10,long,or_failure_long,2.74,3.74,70.76,69.76,discovery,10:03
2026-04-10 10:04:00-04:00,25290.75,2026-04-10 10:15:00-04:00,25331.0,target,25261.3,25331.0,80.5,11,MNQ_opening_range_failure_or30_fail_mid,MNQ,opening_range_failure,or30_fail_mid,max_trades=2;min_range=10.0;or_minutes=30;target=mid,2026-04-10 10:03:00-04:00,2026-04-10,long,or_failure_long,2.74,3.74,77.76,76.76,discovery,10:04
2026-04-13 10:02:00-04:00,25304.0,2026-04-13 12:25:00-04:00,25364.1875,stop,25364.1875,25235.625,-120.375,143,MNQ_opening_range_failure_or30_fail_mid,MNQ,opening_range_failure,or30_fail_mid,max_trades=2;min_range=10.0;or_minutes=30;target=mid,2026-04-13 10:01:00-04:00,2026-04-13,short,or_failure_short,2.74,3.74,-123.115,-124.115,discovery,10:02
