group,trades,net_pnl,stress_pnl,avg_mfe,avg_mae
opening_response,2226,1246.3299999999967,-979.6700000000034,116.77897574123989,101.52875112309074
midday_response,4176,-15797.430000000004,-19973.430000000004,97.39116379310344,84.82159961685824
