group,trades,net_pnl,stress_pnl,avg_mfe,avg_mae
overnight_range_breakout,3218,9132.959999999997,5914.959999999997,97.35441267868241,84.08032939714109
overnight_range_fade,3184,-23684.060000000005,-26868.060000000005,110.98272613065326,97.25109924623115
