group,trades,gross_pnl,net_pnl,stress_pnl,avg_mfe,avg_mae
structure_target_time_exit,2191,-7302.63,-13306.050000000001,-15497.050000000001,70.147877681424,67.54541305340027
hard_stop_time_exit,2191,-8425.65,-14429.060000000001,-16620.06,75.42263806481058,69.79278868096759
