group,trades,gross_pnl,net_pnl,stress_pnl,avg_mfe,avg_mae
long,2226,-6942.66,-13041.89,-15267.89,65.1841868823001,66.0159478885894
short,2156,-8785.62,-14693.220000000001,-16849.22,80.63311688311688,71.40839517625231
