portfolio_set,portfolio_mode,trading_session,net_pnl,negative_day_rank,is_worst_20_day,phase13a_pnl,non_phase13a_pnl,phase13a_helped,phase13a_hurt,no_module_helped
audit_a_best_plus_phase13a,max_one_trade_per_session,2026-04-28,-63.24,69,False,876.31,-1708.9299999999998,True,False,False
audit_a_best_plus_phase13a,max_one_trade_per_session,2025-10-06,-62.24,70,False,-537.58,115.67999999999999,False,True,False
audit_a_best_plus_phase13a,max_one_trade_per_session,2026-05-21,-60.24,71,False,754.5999999999999,-308.0200000000001,True,False,False
audit_a_best_plus_phase13a,max_one_trade_per_session,2025-08-05,-57.74,72,False,607.0999999999999,-116.10999999999996,True,False,False
audit_a_best_plus_phase13a,max_one_trade_per_session,2026-04-27,-56.24,73,False,-413.66,-2055.43,False,True,True
audit_a_best_plus_phase13a,max_one_trade_per_session,2026-02-12,-47.24,74,False,2614.22,7464.96,False,False,False
audit_a_best_plus_phase13a,max_one_trade_per_session,2025-07-16,-44.74,75,False,-552.16,-1417.24,False,True,True
audit_a_best_plus_phase13a,max_one_trade_per_session,2025-09-19,-44.74,76,False,-241.22,-333.47999999999996,False,True,True
audit_a_best_plus_phase13a,max_one_trade_per_session,2025-07-28,-42.74,77,False,-797.08,397.61999999999995,False,True,False
audit_a_best_plus_phase13a,max_one_trade_per_session,2025-11-25,-41.74,78,False,-125.04,-2378.7,False,True,True
audit_a_best_plus_phase13a,max_one_trade_per_session,2025-11-04,-37.24,79,False,-1100.08,-645.22,False,True,True
audit_a_best_plus_phase13a,max_one_trade_per_session,2026-07-02,-35.74,80,False,625.76,2669.8399999999997,False,False,False
audit_a_best_plus_phase13a,max_one_trade_per_session,2026-05-25,-35.74,81,False,-146.68,181.06000000000003,False,True,False
audit_a_best_plus_phase13a,max_one_trade_per_session,2025-11-11,-32.74,82,False,-384.79999999999995,-3519.5499999999997,False,True,True
audit_a_best_plus_phase13a,max_one_trade_per_session,2025-08-08,-30.74,83,False,-730.56,-943.14,False,True,True
audit_a_best_plus_phase13a,max_one_trade_per_session,2026-01-26,-30.24,84,False,-499.64,-317.20000000000005,False,True,True
audit_a_best_plus_phase13a,max_one_trade_per_session,2026-01-13,-30.24,85,False,341.90000000000003,125.0700000000001,False,False,False
audit_a_best_plus_phase13a,max_one_trade_per_session,2026-06-17,-28.74,86,False,944.5899999999999,-1254.2700000000002,True,False,False
audit_a_best_plus_phase13a,max_one_trade_per_session,2025-12-08,-28.24,87,False,-64.80000000000001,-309.7999999999999,False,True,True
audit_a_best_plus_phase13a,max_one_trade_per_session,2025-07-30,-26.24,88,False,68.26,-535.64,True,False,False
audit_a_best_plus_phase13a,max_one_trade_per_session,2026-01-12,-25.74,89,False,-84.34,-380.65999999999997,False,True,True
audit_a_best_plus_phase13a,max_one_trade_per_session,2025-10-07,-24.74,90,False,286.31,-373.58000000000004,True,False,False
audit_a_best_plus_phase13a,max_one_trade_per_session,2025-07-18,-22.74,91,False,411.74,341.36000000000007,False,False,False
audit_a_best_plus_phase13a,max_one_trade_per_session,2025-11-10,-20.74,92,False,-99.84,-822.0799999999999,False,True,True
audit_a_best_plus_phase13a,max_one_trade_per_session,2025-09-16,-19.74,93,False,-117.3,-401.02000000000004,False,True,True
audit_a_best_plus_phase13a,max_one_trade_per_session,2026-01-06,-17.24,94,False,-151.79999999999998,-371.03999999999996,False,True,True
audit_a_best_plus_phase13a,max_one_trade_per_session,2025-09-01,-15.74,95,False,0.0,-263.18,False,False,True
audit_a_best_plus_phase13a,max_one_trade_per_session,2025-10-21,-14.24,96,False,13.7,503.0,False,False,False
audit_a_best_plus_phase13a,max_one_trade_per_session,2025-09-26,-13.74,97,False,144.79999999999998,-2555.59,True,False,False
audit_a_best_plus_phase13a,max_one_trade_per_session,2025-12-10,-13.74,98,False,-1510.1,-791.1499999999999,False,True,True
audit_a_best_plus_phase13a,max_one_trade_per_session,2025-11-27,-13.74,99,False,0.0,24.68000000000001,False,False,False
audit_a_best_plus_phase13a,max_one_trade_per_session,2025-08-27,-12.74,100,False,-19.859999999999975,-1.6000000000000227,False,True,True
audit_a_best_plus_phase13a,max_one_trade_per_session,2025-09-15,-12.74,101,False,221.62,-431.74,True,False,False
