portfolio_set,portfolio_mode,trading_session,current_playbook_no_accepted_trade,phase13a_added_trade,no_module_fired_at_all,large_intraday_movement,rth_range
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-02-06,True,False,True,False,206.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-02-07,True,False,True,False,157.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-02-08,True,False,True,False,89.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-02-09,True,False,True,False,195.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-02-12,True,False,True,False,185.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-02-13,True,False,True,False,245.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-02-14,True,False,True,False,196.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-02-15,True,False,True,False,152.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-02-16,True,False,True,False,216.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-02-19,True,False,True,False,35.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-02-20,True,False,True,False,271.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-02-21,True,False,True,False,169.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-02-22,True,False,True,False,223.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-02-23,True,False,True,False,199.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-02-26,True,False,True,False,93.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-02-27,True,False,True,False,124.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-02-28,True,False,True,False,98.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-02-29,True,False,True,False,211.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-03-01,True,False,True,False,279.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-03-04,True,False,True,False,94.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-03-05,True,False,True,True,302.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-03-06,True,False,True,False,210.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-03-07,True,False,True,False,241.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-03-08,True,False,True,True,424.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-03-11,True,False,True,False,135.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-03-12,True,False,True,True,312.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-03-13,True,False,True,False,148.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-03-14,True,False,True,False,236.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-03-15,True,False,True,False,168.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-03-18,True,False,True,False,161.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-03-19,True,False,True,False,236.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-03-20,True,False,True,False,253.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-03-21,True,False,True,False,156.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-03-22,True,False,True,False,125.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-03-25,True,False,True,False,156.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-03-26,True,False,True,False,170.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-03-27,True,False,True,False,193.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-03-28,True,False,True,False,91.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-04-01,True,False,True,False,192.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-04-02,True,False,True,False,144.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-04-03,True,False,True,False,213.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-04-04,True,False,True,True,505.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-04-05,True,False,True,True,305.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-04-08,True,False,True,False,139.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-04-09,True,False,True,False,244.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-04-10,True,False,True,False,125.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-04-11,True,False,True,True,350.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-04-12,True,False,True,False,223.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-04-15,True,False,True,True,497.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-04-16,True,False,True,False,170.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-04-17,True,False,True,True,343.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-04-18,True,False,True,False,224.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-04-19,True,False,True,True,402.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-04-22,True,False,True,True,299.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-04-23,True,False,True,False,243.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-04-24,True,False,True,False,228.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-04-25,True,False,True,True,297.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-04-26,True,False,True,False,233.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-04-29,True,False,True,False,157.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-04-30,True,False,True,True,331.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-05-01,True,False,True,True,392.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-05-02,True,False,True,True,299.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-05-03,True,False,True,False,156.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-05-06,True,False,True,False,155.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-05-07,True,False,True,False,102.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-05-08,True,False,True,False,163.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-05-09,True,False,True,False,131.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-05-10,True,False,True,False,159.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-05-13,True,False,True,False,102.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-05-14,True,False,True,False,168.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-05-15,True,False,True,False,259.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-05-16,True,False,True,False,117.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-05-17,True,False,True,False,132.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-05-20,True,False,True,False,159.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-05-21,True,False,True,False,130.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-05-22,True,False,True,False,154.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-05-23,True,False,True,True,361.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-05-24,True,False,True,False,194.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-05-27,True,False,True,False,81.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-05-28,True,False,True,False,126.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-05-29,True,False,True,False,119.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-05-30,True,False,True,False,221.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-05-31,True,False,True,True,389.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-06-03,True,False,True,True,319.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-06-04,True,False,True,False,185.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-06-05,True,False,True,False,280.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-06-06,True,False,True,False,98.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-06-07,True,False,True,False,163.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-06-10,True,False,True,False,152.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-06-11,True,False,True,False,252.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-06-12,True,False,True,False,214.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-06-13,True,False,True,False,163.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-06-14,True,False,True,False,134.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-06-17,True,False,True,True,360.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-06-18,True,False,True,False,101.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-06-19,True,False,True,False,28.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-06-20,True,False,True,True,305.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-06-21,True,False,True,False,159.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-06-24,True,False,True,False,255.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-06-25,True,False,True,False,188.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-06-26,True,False,True,False,116.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-06-27,True,False,True,False,162.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-06-28,True,False,True,True,367.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-07-01,True,False,True,False,262.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-07-02,True,False,True,False,283.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-07-03,True,False,True,False,219.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-07-04,True,False,True,False,36.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-07-05,True,False,True,False,211.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-07-08,True,False,True,False,100.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-07-09,True,False,True,False,155.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-07-10,True,False,True,False,214.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-07-11,True,False,True,True,526.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-07-12,True,False,True,True,315.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-07-15,True,False,True,False,290.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-07-16,True,False,True,False,220.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-07-17,True,False,True,True,293.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-07-18,True,False,True,True,390.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-07-19,True,False,True,True,322.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-07-22,True,False,True,False,235.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-07-23,True,False,True,False,181.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-07-24,True,False,True,True,488.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-07-25,True,False,True,True,507.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-07-26,True,False,True,False,258.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-07-29,True,False,True,False,264.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-07-30,True,False,True,True,516.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-07-31,True,False,True,False,263.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-08-01,True,False,True,True,813.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-08-02,True,False,True,True,375.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-08-05,True,False,True,True,780.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-08-06,True,False,True,True,521.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-08-07,True,False,True,True,607.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-08-08,True,False,True,True,491.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-08-09,True,False,True,False,270.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-08-12,True,False,True,False,241.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-08-13,True,False,True,True,297.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-08-14,True,False,True,False,278.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-08-15,True,False,True,False,267.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-08-16,True,False,True,False,200.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-08-19,True,False,True,True,332.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-08-20,True,False,True,False,181.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-08-21,True,False,True,False,210.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-08-22,True,False,True,True,483.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-08-23,True,False,True,True,311.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-08-26,True,False,True,True,295.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-08-27,True,False,True,False,252.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-08-28,True,False,True,True,379.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-08-29,True,False,True,True,355.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-08-30,True,False,True,False,263.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-09-02,True,False,True,False,82.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-09-03,True,False,True,True,572.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-09-04,True,False,True,False,279.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-09-05,True,False,True,True,308.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-09-06,True,False,True,True,538.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-09-09,True,False,True,False,232.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-09-10,True,False,True,False,287.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-09-11,True,False,True,True,745.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-09-12,True,False,True,True,298.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-09-13,True,False,True,False,181.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-09-16,True,False,True,False,165.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-09-17,True,False,True,False,274.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-09-18,True,False,True,True,339.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-09-19,True,False,True,False,239.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-09-20,True,False,True,False,224.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-09-23,True,False,True,False,108.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-09-24,True,False,True,False,262.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-09-25,True,False,True,False,137.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-09-26,True,False,True,True,330.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-09-27,True,False,True,False,210.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-09-30,True,False,True,False,229.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-10-01,True,False,True,True,448.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-10-02,True,False,True,False,256.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-10-03,True,False,True,False,236.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-10-04,True,False,True,False,232.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-10-07,True,False,True,False,239.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-10-08,True,False,True,False,260.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-10-09,True,False,True,False,244.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-10-10,True,False,True,False,206.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-10-11,True,False,True,False,181.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-10-14,True,False,True,False,155.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-10-15,True,False,True,True,405.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-10-16,True,False,True,False,174.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-10-17,True,False,True,False,222.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-10-18,True,False,True,False,99.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-10-21,True,False,True,False,209.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-10-22,True,False,True,False,233.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-10-23,True,False,True,True,383.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-10-24,True,False,True,False,148.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-10-25,True,False,True,False,247.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-10-28,True,False,True,False,141.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-10-29,True,False,True,True,314.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-10-30,True,False,True,False,184.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-10-31,True,False,True,True,361.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-11-01,True,False,True,False,230.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-11-04,True,False,True,False,213.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-11-05,True,False,True,False,226.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-11-06,True,False,True,False,292.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-11-07,True,False,True,False,249.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-11-08,True,False,True,False,105.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-11-11,True,False,True,False,194.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-11-12,True,False,True,False,197.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-11-13,True,False,True,False,211.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-11-14,True,False,True,False,203.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-11-15,True,False,True,True,368.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-11-18,True,False,True,False,224.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-11-19,True,False,True,False,284.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-11-20,True,False,True,False,287.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-11-21,True,False,True,True,393.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-11-22,True,False,True,False,158.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-11-25,True,False,True,True,301.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-11-26,True,False,True,False,121.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-11-27,True,False,True,False,264.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-11-28,True,False,True,False,35.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-11-29,True,False,True,False,212.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-12-02,True,False,True,False,233.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-12-03,True,False,True,False,154.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-12-04,True,False,True,False,161.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-12-05,True,False,True,False,108.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-12-06,True,False,True,False,184.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-12-09,True,False,True,False,212.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-12-10,True,False,True,False,254.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-12-11,True,False,True,False,246.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-12-12,True,False,True,False,119.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-12-13,True,False,True,False,241.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-12-16,True,False,True,False,256.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-12-17,True,False,True,False,138.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-12-18,True,False,True,True,899.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-12-19,True,False,True,True,334.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-12-20,True,False,True,True,652.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-12-23,True,False,True,True,301.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-12-24,True,False,True,False,251.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-12-26,True,False,True,False,204.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-12-27,True,False,True,True,364.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-12-30,True,False,True,True,316.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-12-31,True,False,True,True,307.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-01-02,True,False,True,True,460.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-01-03,True,False,True,True,298.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-01-06,True,False,True,False,250.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-01-07,True,False,True,True,526.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-01-08,True,False,True,False,265.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-01-10,True,False,True,True,322.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-01-13,True,False,True,False,263.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-01-14,True,False,True,True,356.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-01-15,True,False,True,False,266.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-01-16,True,False,True,False,253.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-01-17,True,False,True,False,191.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-01-20,True,False,True,False,157.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-01-21,True,False,True,False,246.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-01-22,True,False,True,False,191.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-01-23,True,False,True,False,178.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-01-24,True,False,True,False,234.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-01-27,True,False,True,True,321.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-01-28,True,False,True,True,465.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-01-29,True,False,True,False,238.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-01-30,True,False,True,True,329.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-01-31,True,False,True,True,429.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-02-03,True,False,True,True,406.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-02-04,True,False,True,False,289.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-02-05,True,False,True,False,268.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-02-06,True,False,True,False,170.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-02-07,True,False,True,True,414.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-02-10,True,False,True,False,151.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-02-11,True,False,True,False,171.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-02-12,True,False,True,True,303.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-02-13,True,False,True,False,288.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-02-14,True,False,True,False,136.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-02-17,True,False,True,False,60.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-02-18,True,False,True,False,165.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-02-19,True,False,True,False,181.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-02-20,True,False,True,False,276.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-02-21,True,False,True,True,526.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-02-24,True,False,True,True,393.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-02-25,True,False,True,True,407.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-02-26,True,False,True,True,345.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-02-27,True,False,True,True,783.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-02-28,True,False,True,True,484.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-03-03,True,False,True,True,803.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-03-04,True,False,True,True,657.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-03-05,True,False,True,True,510.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-03-06,True,False,True,True,510.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-03-07,True,False,True,True,520.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-03-10,True,False,True,True,630.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-03-11,True,False,True,True,486.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-03-12,True,False,True,True,381.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2025-03-13,True,False,True,True,411.5
