trading_session,overnight_prior_level_module_coverage,opening_range_fade_coverage,opening_drive_pullback_coverage,prior_rth_breakout_coverage,any_module_coverage,no_coverage,rth_open,rth_close,rth_high,rth_low,rth_range,first_30m_direction,first_60m_direction,day_close_position_in_rth_range,rth_trend_day_proxy,rth_range_day_proxy,volatility_bucket,gap_from_prior_rth_close,lunch_range_expansion,power_hour_expansion,prior_rth_high_low_interaction,large_intraday_movement
2023-09-28,False,False,False,False,False,True,14695.25,14858.5,14948.0,14656.25,291.75,up,up,0.693231,False,False,normal,-49.0,True,False,True,False
2023-09-29,False,False,False,False,False,True,15002.0,14867.75,15060.75,14811.0,249.75,up,down,0.227227,False,False,normal,143.5,False,True,True,False
2023-10-02,False,False,False,False,False,True,14874.0,14988.25,15046.25,14847.25,199.0,up,up,0.708543,False,False,normal,6.25,True,True,False,False
2023-10-03,False,False,False,False,False,True,14879.5,14720.0,14974.0,14651.5,322.5,up,down,0.212403,False,False,high,-108.75,False,False,True,True
2023-10-04,False,False,False,False,False,True,14753.25,14919.25,14955.75,14734.25,221.5,up,down,0.835214,True,False,normal,33.25,False,True,False,False
2023-10-05,False,False,False,False,False,True,14909.25,14865.75,14926.5,14716.0,210.5,down,down,0.711401,False,False,normal,-10.0,True,False,True,False
2023-10-06,False,False,False,False,False,True,14736.25,15113.0,15160.5,14702.0,458.5,up,up,0.896401,True,False,high,-129.5,False,False,True,True
2023-10-09,False,False,False,False,False,True,15012.25,15190.5,15212.75,14949.25,263.5,up,up,0.91556,True,False,normal,-100.75,False,False,True,False
2023-10-10,False,False,False,False,False,True,15200.25,15270.25,15383.5,15180.0,203.5,up,up,0.443489,False,True,normal,9.75,False,False,True,False
2023-10-11,False,False,False,False,False,True,15325.25,15377.0,15387.5,15253.0,134.5,up,down,0.921933,True,False,low,55.0,True,True,True,False
2023-10-12,False,False,False,False,False,True,15393.0,15314.75,15469.5,15216.25,253.25,down,up,0.388944,False,False,normal,16.0,False,False,True,False
2023-10-13,False,False,False,False,False,True,15342.25,15121.5,15367.0,15062.0,305.0,up,down,0.195082,True,False,high,27.5,False,False,True,True
2023-10-16,False,False,False,False,False,True,15175.75,15293.5,15338.0,15168.75,169.25,up,up,0.737075,False,False,low,54.25,False,False,False,False
2023-10-17,False,False,False,False,False,True,15138.75,15240.75,15309.25,15050.0,259.25,down,up,0.735776,False,False,normal,-154.75,False,False,True,False
2023-10-18,False,False,False,False,False,True,15130.5,15023.75,15224.0,14979.0,245.0,up,up,0.182653,True,False,normal,-110.25,True,True,True,False
2023-10-19,False,False,False,False,False,True,15087.75,14885.75,15138.0,14852.0,286.0,down,down,0.118007,True,False,normal,64.0,True,True,True,False
2023-10-20,False,False,False,False,False,True,14862.0,14661.5,14885.75,14651.5,234.25,down,down,0.042689,True,False,normal,-23.75,True,False,True,False
2023-10-23,False,False,False,False,False,True,14602.0,14706.25,14854.25,14514.25,340.0,up,up,0.564706,False,False,high,-59.5,True,False,True,True
2023-10-24,False,False,False,False,False,True,14778.25,14846.5,14877.75,14705.75,172.0,up,up,0.818314,True,False,low,72.0,True,False,True,False
2023-10-25,False,False,False,False,False,True,14741.5,14476.5,14749.0,14451.75,297.25,down,down,0.083263,True,False,high,-105.0,True,False,True,True
2023-10-26,False,False,False,False,False,True,14420.75,14194.5,14459.25,14136.5,322.75,down,down,0.179706,True,False,high,-55.75,True,True,True,True
2023-10-27,False,False,False,False,False,True,14306.75,14266.25,14407.5,14209.5,198.0,up,up,0.286616,False,False,normal,112.25,True,True,False,False
2023-10-30,False,False,False,False,False,True,14365.25,14418.75,14476.25,14306.25,170.0,up,down,0.661765,False,False,low,99.0,True,True,True,False
2023-10-31,False,False,False,False,False,True,14419.25,14489.25,14503.5,14311.25,192.25,down,down,0.925878,True,False,normal,0.5,True,False,True,False
2023-11-01,False,False,False,False,False,True,14519.75,14742.75,14762.0,14515.25,246.75,up,up,0.921986,True,False,normal,30.5,False,True,True,False
2023-11-02,False,False,False,False,False,True,14920.5,14999.25,15008.75,14869.0,139.75,down,up,0.932021,True,False,low,177.75,False,False,True,False
2023-11-03,False,False,False,False,False,True,15051.0,15174.25,15228.5,15040.25,188.25,up,up,0.711819,False,False,normal,51.75,True,False,True,False
2023-11-06,False,False,False,False,False,True,15204.25,15233.5,15257.5,15138.0,119.5,up,up,0.799163,False,False,low,30.0,True,True,True,False
2023-11-07,False,False,False,False,False,True,15275.75,15374.75,15412.75,15224.5,188.25,up,up,0.798141,False,False,normal,42.25,True,False,True,False
2023-11-08,False,False,False,False,False,True,15388.5,15384.0,15417.75,15286.5,131.25,up,down,0.742857,False,False,low,13.75,True,False,True,False
2023-11-09,False,False,False,False,False,True,15404.0,15258.5,15453.25,15236.75,216.5,up,down,0.100462,True,False,normal,20.0,False,True,True,False
2023-11-10,False,False,False,False,False,True,15328.0,15597.25,15605.0,15305.5,299.5,up,up,0.974124,True,False,high,69.5,True,False,True,True
2023-11-13,False,False,False,False,False,True,15529.5,15547.75,15589.5,15465.25,124.25,down,down,0.663984,False,False,low,-67.75,True,False,False,False
2023-11-14,False,False,False,False,False,True,15812.25,15878.75,15918.75,15790.0,128.75,up,up,0.68932,False,False,low,264.5,True,True,True,False
2023-11-15,False,False,False,False,False,True,15957.0,15890.5,15977.25,15832.5,144.75,down,down,0.400691,False,True,low,78.25,True,False,True,False
2023-11-16,False,False,False,False,False,True,15851.0,15897.25,15907.25,15797.75,109.5,up,up,0.908676,True,False,low,-39.5,True,True,True,False
2023-11-17,False,False,False,False,False,True,15862.5,15897.5,15940.0,15824.5,115.5,up,up,0.632035,False,True,low,-34.75,True,True,True,False
2023-11-20,False,False,False,False,False,True,15895.0,16088.75,16116.75,15894.75,222.0,up,up,0.873874,True,False,normal,-2.5,False,False,True,False
2023-11-21,False,False,False,False,False,True,16013.0,15988.75,16021.25,15917.0,104.25,down,down,0.688249,False,False,low,-75.75,True,True,False,False
2023-11-22,False,False,False,False,False,True,16069.75,16047.5,16173.25,16005.25,168.0,down,down,0.251488,False,False,low,81.0,False,True,True,False
2023-11-23,False,False,False,False,False,True,16063.0,16062.25,16074.5,16051.5,23.0,down,down,0.467391,False,True,low,15.5,True,False,False,False
2023-11-24,False,False,False,False,False,True,16028.25,16010.75,16053.25,15981.75,71.5,down,down,0.405594,False,True,low,-34.0,True,False,True,False
2023-11-27,False,False,False,False,False,True,15999.0,16007.25,16089.0,15970.25,118.75,up,up,0.311579,False,False,low,-11.75,True,True,True,False
2023-11-28,False,False,False,False,False,True,15974.25,16047.75,16071.5,15958.25,113.25,down,up,0.790287,False,False,low,-33.0,True,True,True,False
2023-11-29,False,False,False,False,False,True,16147.25,16025.75,16207.75,16013.5,194.25,up,down,0.063063,True,False,normal,99.5,False,False,True,False
2023-11-30,False,False,False,False,False,True,16032.5,15980.75,16051.5,15855.75,195.75,down,down,0.63857,False,True,normal,6.75,False,False,True,False
2023-12-01,False,False,False,False,False,True,15933.5,16025.0,16050.0,15864.5,185.5,down,down,0.865229,True,False,normal,-47.25,True,False,False,False
2023-12-04,False,False,False,False,False,True,15862.25,15871.25,15885.25,15721.25,164.0,down,down,0.914634,True,False,low,-162.75,True,False,True,False
2023-12-05,False,False,False,False,False,True,15791.0,15912.0,15961.75,15783.25,178.5,up,up,0.721289,False,False,normal,-80.25,True,False,True,False
2023-12-06,False,False,False,False,False,True,16033.75,15815.0,16039.0,15802.0,237.0,down,down,0.054852,True,False,normal,121.75,False,False,True,False
2023-12-07,False,False,False,False,False,True,15934.25,16035.25,16065.75,15888.0,177.75,down,up,0.828411,True,False,normal,119.25,True,False,True,False
2023-12-08,False,False,False,False,False,True,15956.0,16098.5,16119.0,15946.75,172.25,up,up,0.880987,True,False,low,-79.25,True,False,True,False
2023-12-11,False,False,False,False,False,True,16077.5,16234.25,16246.25,16068.5,177.75,up,up,0.932489,True,False,normal,-21.0,True,False,True,False
2023-12-12,False,False,False,False,False,True,16232.25,16365.0,16367.0,16185.0,182.0,up,up,0.989011,True,False,normal,-2.0,False,False,True,False
2023-12-13,False,False,False,False,False,True,16398.75,16566.5,16594.5,16365.25,229.25,up,up,0.877863,True,False,normal,33.75,False,True,True,False
2023-12-14,False,False,False,False,False,True,16820.5,16755.5,16877.25,16627.25,250.0,up,down,0.513,False,False,normal,254.0,False,False,True,False
2023-12-15,False,False,False,False,False,True,16787.75,16819.75,16887.25,16762.75,124.5,up,up,0.457831,False,True,low,32.25,True,True,True,False
2023-12-18,False,False,False,False,False,True,16846.5,16938.0,16974.25,16832.0,142.25,up,up,0.745167,False,False,low,26.75,False,False,True,False
2023-12-19,False,False,False,False,False,True,16952.5,17021.0,17027.5,16944.5,83.0,up,up,0.921687,True,False,low,14.5,True,False,True,False
2023-12-20,False,False,False,False,False,True,16986.0,16764.0,17073.5,16760.5,313.0,up,up,0.011182,True,False,high,-35.0,False,True,True,True
2023-12-21,False,False,False,False,False,True,16922.25,16950.75,16966.0,16814.5,151.5,down,down,0.89934,True,False,low,158.25,True,True,False,False
2023-12-22,False,False,False,False,False,True,16999.25,16980.25,17041.25,16896.0,145.25,up,up,0.580034,False,True,low,48.5,False,True,True,False
2023-12-26,False,False,False,False,False,True,17009.5,17084.0,17111.5,17005.25,106.25,up,up,0.741176,False,False,low,29.25,False,True,True,False
2023-12-27,False,False,False,False,False,True,17092.0,17116.75,17127.5,17055.5,72.0,up,down,0.850694,True,False,low,8.0,True,True,True,False
2023-12-28,False,False,False,False,False,True,17148.75,17090.75,17159.0,17078.0,81.0,down,down,0.157407,True,False,low,32.0,False,True,True,False
2023-12-29,False,False,False,False,False,True,17089.0,17019.0,17107.5,16937.75,169.75,up,up,0.478645,False,True,low,-1.75,False,False,True,False
2024-01-02,False,False,False,False,False,True,16862.0,16721.0,16873.5,16622.0,251.5,down,down,0.393638,False,False,normal,-157.0,False,False,True,False
2024-01-03,False,False,False,False,False,True,16610.0,16540.5,16653.75,16522.25,131.5,up,down,0.138783,True,False,low,-111.0,True,True,True,False
2024-01-04,False,False,False,False,False,True,16453.25,16444.0,16584.0,16435.75,148.25,up,up,0.055649,True,False,low,-87.25,True,False,True,False
2024-01-05,False,False,False,False,False,True,16449.0,16463.75,16577.0,16403.5,173.5,up,up,0.347262,False,False,low,5.0,True,True,True,False
2024-01-08,False,False,False,False,False,True,16512.0,16801.5,16811.5,16505.25,306.25,up,up,0.967347,True,False,high,48.25,False,False,True,True
2024-01-09,False,False,False,False,False,True,16669.0,16831.75,16868.5,16660.75,207.75,up,up,0.823105,True,False,normal,-132.5,True,False,True,False
2024-01-10,False,False,False,False,False,True,16840.0,16941.5,16983.25,16801.75,181.5,down,up,0.769972,False,False,normal,8.25,False,True,True,False
2024-01-11,False,False,False,False,False,True,16984.5,16965.25,17043.0,16753.0,290.0,down,down,0.731897,False,False,normal,43.0,True,False,True,False
2024-01-12,False,False,False,False,False,True,17008.25,16972.0,17042.5,16913.25,129.25,down,down,0.454545,False,True,low,43.0,True,False,False,False
2024-01-15,False,False,False,False,False,True,16957.75,16967.5,16980.0,16936.0,44.0,down,down,0.715909,False,False,low,-14.25,True,False,False,False
2024-01-16,False,False,False,False,False,True,16916.5,16967.75,17034.0,16855.0,179.0,down,up,0.629888,False,True,normal,-51.0,True,True,True,False
2024-01-17,False,False,False,False,False,True,16825.0,16868.75,16885.25,16689.0,196.25,down,down,0.915924,True,False,normal,-142.75,True,False,True,False
2024-01-18,False,False,False,False,False,True,16996.75,17109.0,17126.0,16942.5,183.5,up,up,0.907357,True,False,normal,128.0,True,False,True,False
2024-01-19,False,False,False,False,False,True,17190.5,17442.5,17448.25,17166.25,282.0,up,up,0.97961,True,False,normal,81.5,True,False,True,False
2024-01-22,False,False,False,False,False,True,17528.0,17460.5,17584.75,17434.25,150.5,up,down,0.174419,True,False,low,85.5,False,False,True,False
2024-01-23,False,False,False,False,False,True,17487.75,17529.25,17539.0,17409.25,129.75,down,down,0.924855,True,False,low,27.25,True,True,True,False
2024-01-24,False,False,False,False,False,True,17692.75,17624.75,17794.0,17604.25,189.75,down,up,0.108037,True,False,normal,163.5,True,True,True,False
2024-01-25,False,False,False,False,False,True,17722.5,17637.75,17752.0,17541.75,210.25,down,up,0.456599,False,True,normal,97.75,True,False,True,False
2024-01-26,False,False,False,False,False,True,17557.75,17528.75,17631.25,17501.0,130.25,down,up,0.213052,False,False,low,-80.0,True,True,True,False
2024-01-29,False,False,False,False,False,True,17548.25,17707.75,17716.25,17520.0,196.25,up,up,0.956688,True,False,normal,19.5,False,True,True,False
2024-01-30,False,False,False,False,False,True,17661.25,17583.75,17685.0,17548.25,136.75,up,down,0.259598,False,False,low,-46.5,True,False,False,False
2024-01-31,False,False,False,False,False,True,17399.75,17238.25,17483.75,17231.5,252.25,down,down,0.026759,True,False,normal,-184.0,False,True,True,False
2024-02-01,False,False,False,False,False,True,17307.25,17440.0,17453.5,17264.0,189.5,down,up,0.92876,True,False,normal,69.0,True,True,False,False
2024-02-02,False,False,False,False,False,True,17508.25,17729.5,17775.5,17465.75,309.75,up,up,0.851493,True,False,high,68.25,False,False,True,True
2024-02-05,False,False,False,False,False,True,17722.5,17697.25,17745.0,17553.75,191.25,down,down,0.750327,False,False,normal,-7.0,True,True,False,False
2024-02-06,False,False,False,False,False,True,17741.5,17661.75,17767.5,17560.75,206.75,down,down,0.488513,False,True,normal,44.25,True,False,True,False
2024-02-07,False,False,False,False,False,True,17773.5,17841.25,17876.0,17718.25,157.75,down,up,0.779715,False,False,low,111.75,True,False,True,False
2024-02-08,False,False,False,False,False,True,17835.5,17865.25,17896.5,17807.5,89.0,up,up,0.648876,False,True,low,-5.75,True,True,True,False
2024-02-09,False,False,False,False,False,True,17909.0,18039.0,18071.0,17875.25,195.75,up,up,0.836526,True,False,normal,43.75,False,False,True,False
2024-02-12,False,False,False,False,False,True,18029.5,17963.5,18121.5,17936.25,185.25,up,up,0.147099,True,False,normal,-9.5,False,False,True,False
2024-02-13,False,False,False,False,False,True,17628.25,17680.25,17792.0,17546.25,245.75,up,up,0.54527,False,False,normal,-335.25,True,True,True,False
2024-02-14,False,False,False,False,False,True,17788.75,17869.5,17887.0,17690.5,196.5,up,up,0.910941,True,False,normal,108.5,True,True,True,False
2024-02-15,False,False,False,False,False,True,17888.25,17914.0,17932.75,17780.25,152.5,down,down,0.877049,True,False,low,18.75,True,True,True,False
2024-02-16,False,False,False,False,False,True,17926.75,17746.75,17930.5,17713.75,216.75,down,down,0.152249,True,False,normal,12.75,False,True,True,False
2024-02-19,False,False,False,False,False,True,17789.25,17788.5,17807.25,17772.25,35.0,up,down,0.464286,False,True,low,42.5,True,False,False,False
2024-02-20,False,False,False,False,False,True,17661.75,17612.25,17724.0,17452.5,271.5,down,down,0.588398,False,False,normal,-126.75,True,False,True,False
2024-02-21,False,False,False,False,False,True,17495.0,17536.75,17542.5,17373.0,169.5,down,down,0.966077,True,False,low,-117.25,True,True,True,False
2024-02-22,False,False,False,False,False,True,17896.0,18044.75,18087.0,17864.0,223.0,up,up,0.810538,True,False,normal,359.25,True,False,True,False
2024-02-23,False,False,False,False,False,True,18105.75,17986.0,18145.0,17946.0,199.0,down,down,0.201005,False,False,normal,61.0,True,False,True,False
2024-02-26,False,False,False,False,False,True,18017.0,17977.25,18059.75,17966.0,93.75,down,up,0.12,True,False,low,31.0,True,True,False,False
2024-02-27,False,False,False,False,False,True,18018.25,18017.5,18032.5,17908.5,124.0,down,down,0.879032,True,False,low,41.0,True,False,True,False
2024-02-28,False,False,False,False,False,True,17923.5,17917.5,17975.0,17876.25,98.75,down,down,0.417722,False,True,low,-94.0,True,True,True,False
2024-02-29,False,False,False,False,False,True,18030.25,18066.75,18109.0,17898.0,211.0,up,down,0.799763,False,False,normal,112.75,True,False,True,False
2024-03-01,False,False,False,False,False,True,18096.5,18334.75,18372.5,18093.5,279.0,up,up,0.864695,True,False,normal,29.75,False,False,True,False
2024-03-04,False,False,False,False,False,True,18330.0,18258.25,18346.75,18252.0,94.75,down,down,0.065963,True,False,low,-4.75,True,True,False,False
2024-03-05,False,False,False,False,False,True,18133.75,17931.75,18135.0,17832.5,302.5,down,down,0.328099,False,False,high,-124.5,False,False,True,True
2024-03-06,False,False,False,False,False,True,18104.0,18044.5,18174.25,17963.5,210.75,down,down,0.384342,False,True,normal,172.25,True,True,True,False
2024-03-07,False,False,False,False,False,True,18182.25,18308.75,18360.0,18119.0,241.0,up,up,0.787344,False,False,normal,137.75,False,False,True,False
2024-03-08,False,False,False,False,False,True,18318.5,18040.0,18436.25,18012.25,424.0,up,up,0.065448,True,False,high,9.75,True,False,True,True
2024-03-11,False,False,False,False,False,True,17975.75,17970.5,18025.0,17890.0,135.0,down,down,0.596296,False,True,low,-64.25,True,True,True,False
2024-03-12,False,False,False,False,False,True,18064.75,18226.75,18242.0,17929.75,312.25,down,up,0.951161,True,False,high,94.25,True,False,True,True
2024-03-13,False,False,False,False,False,True,18428.25,18330.75,18429.5,18281.5,148.0,down,down,0.33277,False,False,low,201.5,True,True,True,False
2024-03-14,False,False,False,False,False,True,18375.0,18278.25,18398.0,18161.25,236.75,down,down,0.494192,False,False,normal,44.25,False,True,True,False
2024-03-15,False,False,False,False,False,True,18152.25,18058.25,18174.75,18006.25,168.5,down,down,0.308605,False,False,low,-126.0,True,False,True,False
2024-03-18,False,False,False,False,False,True,18284.5,18229.25,18380.75,18219.0,161.75,up,up,0.063369,True,False,low,226.25,True,True,True,False
2024-03-19,False,False,False,False,False,True,18143.5,18270.0,18289.5,18053.25,236.25,down,down,0.91746,True,False,normal,-85.75,True,False,True,False
2024-03-20,False,False,False,False,False,True,18318.0,18484.5,18497.75,18244.0,253.75,down,down,0.947783,True,False,normal,48.0,False,True,True,False
2024-03-21,False,False,False,False,False,True,18687.75,18558.75,18708.5,18552.25,156.25,down,down,0.0416,True,False,low,203.25,True,True,True,False
2024-03-22,False,False,False,False,False,True,18537.5,18572.25,18626.0,18500.25,125.75,down,down,0.572565,False,True,low,-21.25,True,True,True,False
2024-03-25,False,False,False,False,False,True,18458.75,18509.75,18571.75,18415.0,156.75,up,up,0.604466,False,True,low,-113.5,False,False,True,False
2024-03-26,False,False,False,False,False,True,18568.75,18450.5,18609.25,18439.25,170.0,up,down,0.066176,True,False,low,59.0,False,True,True,False
2024-03-27,False,False,False,False,False,True,18566.25,18507.0,18572.0,18378.5,193.5,down,down,0.664083,False,False,normal,115.75,False,True,True,False
2024-03-28,False,False,False,False,False,True,18500.0,18462.75,18539.25,18447.75,91.5,up,down,0.163934,True,False,low,-7.0,True,True,False,False
2024-04-01,False,False,False,False,False,True,18500.75,18495.0,18607.25,18414.5,192.75,up,up,0.417639,False,True,normal,38.0,True,False,True,False
2024-04-02,False,False,False,False,False,True,18287.5,18330.75,18345.75,18201.0,144.75,down,down,0.896373,True,False,low,-207.5,True,True,True,False
2024-04-03,False,False,False,False,False,True,18240.75,18370.75,18452.0,18239.0,213.0,up,up,0.618545,False,True,normal,-90.0,True,True,True,False
2024-04-04,False,False,False,False,False,True,18541.5,18075.75,18568.25,18062.5,505.75,down,down,0.026199,True,False,high,170.75,False,True,True,True
2024-04-05,False,False,False,False,False,True,18138.25,18293.25,18407.75,18102.5,305.25,up,up,0.624898,False,False,high,62.5,True,False,False,True
2024-04-08,False,False,False,False,False,True,18330.25,18297.25,18377.5,18237.75,139.75,down,up,0.42576,False,True,low,37.0,True,False,False,False
2024-04-09,False,False,False,False,False,True,18391.0,18362.25,18405.0,18160.25,244.75,down,down,0.825332,True,False,normal,93.75,True,True,True,False
2024-04-10,False,False,False,False,False,True,18140.0,18191.5,18232.25,18107.25,125.0,up,up,0.674,False,False,low,-222.25,True,True,True,False
2024-04-11,False,False,False,False,False,True,18265.25,18481.75,18519.25,18169.0,350.25,down,down,0.892934,True,False,high,73.75,False,False,True,True
2024-04-12,False,False,False,False,False,True,18296.75,18181.5,18343.25,18120.0,223.25,up,down,0.275476,False,False,normal,-185.0,True,False,True,False
2024-04-15,False,False,False,False,False,True,18335.25,17876.0,18339.0,17841.5,497.5,down,down,0.069347,True,False,high,153.75,False,False,True,True
2024-04-16,False,False,False,False,False,True,17867.75,17876.75,17988.0,17818.0,170.0,up,down,0.345588,False,False,low,-8.25,True,True,True,False
2024-04-17,False,False,False,False,False,True,17957.25,17654.5,17959.5,17616.0,343.5,down,down,0.112082,True,False,high,80.5,True,True,True,True
2024-04-18,False,False,False,False,False,True,17673.0,17545.0,17746.0,17522.0,224.0,down,down,0.102679,True,False,normal,18.5,True,False,True,False
2024-04-19,False,False,False,False,False,True,17494.5,17182.25,17516.25,17113.75,402.5,down,down,0.170186,True,False,high,-50.5,True,False,True,True
2024-04-22,False,False,False,False,False,True,17288.5,17350.75,17448.0,17148.75,299.25,down,down,0.675021,False,False,high,106.25,False,True,False,True
2024-04-23,False,False,False,False,False,True,17428.75,17608.0,17656.5,17413.5,243.0,up,up,0.800412,True,False,normal,78.0,False,False,True,False
2024-04-24,False,False,False,False,False,True,17731.0,17658.25,17795.75,17567.25,228.5,up,down,0.398249,False,True,normal,123.0,True,False,True,False
2024-04-25,False,False,False,False,False,True,17354.0,17567.5,17605.5,17308.0,297.5,up,up,0.872269,True,False,high,-304.25,True,True,True,True
2024-04-26,False,False,False,False,False,True,17697.25,17839.25,17901.25,17668.25,233.0,up,up,0.733906,False,False,normal,129.75,False,False,True,False
2024-04-29,False,False,False,False,False,True,17921.5,17905.25,17949.0,17791.25,157.75,down,down,0.722662,False,False,low,82.25,True,True,True,False
2024-04-30,False,False,False,False,False,True,17836.25,17563.5,17895.0,17563.5,331.5,up,down,0.0,True,False,high,-69.0,False,False,True,True
2024-05-01,False,False,False,False,False,True,17501.5,17431.5,17791.75,17399.0,392.75,down,down,0.08275,True,False,high,-62.0,False,True,True,True
2024-05-02,False,False,False,False,False,True,17582.75,17648.25,17685.75,17386.0,299.75,down,down,0.874896,True,False,high,151.25,False,False,True,True
2024-05-03,False,False,False,False,False,True,17958.0,18001.5,18050.0,17893.5,156.5,up,down,0.690096,False,False,low,309.75,True,False,True,False
2024-05-06,False,False,False,False,False,True,18074.25,18198.0,18198.25,18042.5,155.75,up,up,0.998395,True,False,low,72.75,False,False,True,False
2024-05-07,False,False,False,False,False,True,18211.25,18196.25,18267.75,18165.75,102.0,down,down,0.29902,False,False,low,13.25,True,True,True,False
2024-05-08,False,False,False,False,False,True,18083.75,18183.5,18242.25,18079.0,163.25,up,up,0.640123,False,True,low,-112.5,False,False,True,False
2024-05-09,False,False,False,False,False,True,18186.75,18215.75,18239.0,18108.0,131.0,down,down,0.822519,True,False,low,3.25,True,False,False,False
2024-05-10,False,False,False,False,False,True,18274.25,18254.0,18348.0,18188.25,159.75,up,down,0.411581,False,True,low,58.5,True,False,True,False
2024-05-13,False,False,False,False,False,True,18332.25,18295.5,18336.75,18234.75,102.0,down,down,0.595588,False,True,low,78.25,True,False,False,False
2024-05-14,False,False,False,False,False,True,18274.0,18411.25,18433.75,18265.25,168.5,up,up,0.866469,True,False,low,-21.5,True,True,True,False
2024-05-15,False,False,False,False,False,True,18509.25,18693.25,18706.75,18447.25,259.5,down,up,0.947977,True,False,normal,98.0,False,False,True,False
2024-05-16,False,False,False,False,False,True,18678.5,18650.75,18760.75,18643.75,117.0,up,up,0.059829,True,False,low,-14.75,True,True,True,False
2024-05-17,False,False,False,False,False,True,18651.0,18638.5,18677.0,18545.0,132.0,down,up,0.708333,False,False,low,0.25,True,True,True,False
2024-05-20,False,False,False,False,False,True,18643.75,18766.5,18794.5,18635.25,159.25,up,up,0.824176,True,False,low,5.25,True,False,True,False
2024-05-21,False,False,False,False,False,True,18686.25,18800.5,18808.75,18678.0,130.75,up,up,0.936902,True,False,low,-80.25,False,False,True,False
2024-05-22,False,False,False,False,False,True,18808.0,18793.75,18838.5,18684.0,154.5,up,up,0.710356,False,False,low,7.5,False,True,True,False
2024-05-23,False,False,False,False,False,True,18981.5,18696.5,18982.5,18621.5,361.0,down,down,0.207756,False,False,high,187.75,False,False,True,True
2024-05-24,False,False,False,False,False,True,18762.25,18874.0,18926.0,18731.75,194.25,down,up,0.732304,False,False,normal,65.75,False,False,False,False
2024-05-27,False,False,False,False,False,True,18879.25,18951.0,18957.25,18876.0,81.25,up,up,0.923077,True,False,low,5.25,True,False,True,False
2024-05-28,False,False,False,False,False,True,18920.25,18943.0,18945.75,18819.5,126.25,down,down,0.978218,True,False,low,-30.75,False,True,True,False
2024-05-29,False,False,False,False,False,True,18765.5,18811.0,18880.0,18761.0,119.0,up,up,0.420168,False,True,low,-177.5,True,True,True,False
2024-05-30,False,False,False,False,False,True,18764.75,18604.25,18769.25,18548.0,221.25,down,down,0.254237,False,False,normal,-46.25,False,True,True,False
2024-05-31,False,False,False,False,False,True,18602.0,18598.75,18630.75,18241.25,389.5,down,down,0.917843,True,False,high,-2.25,False,True,True,True
2024-06-03,False,False,False,False,False,True,18712.75,18652.75,18755.5,18436.0,319.5,down,down,0.678404,False,False,high,114.0,True,False,True,True
2024-06-04,False,False,False,False,False,True,18638.25,18701.75,18753.25,18567.75,185.5,down,down,0.722372,False,False,normal,-14.5,True,True,False,False
2024-06-05,False,False,False,False,False,True,18849.0,19077.25,19080.0,18800.0,280.0,up,up,0.990179,True,False,normal,147.25,False,False,True,False
2024-06-06,False,False,False,False,False,True,19103.0,19065.75,19115.75,19017.75,98.0,down,down,0.489796,False,True,low,25.75,True,True,True,False
2024-06-07,False,False,False,False,False,True,19040.5,19040.5,19155.25,18992.25,163.0,down,down,0.296012,False,False,low,-25.25,True,True,True,False
2024-06-10,False,False,False,False,False,True,18988.5,19112.5,19129.75,18977.5,152.25,up,up,0.8867,True,False,low,-52.0,False,True,True,False
2024-06-11,False,False,False,False,False,True,19058.0,19242.5,19247.25,18994.75,252.5,down,up,0.981188,True,False,normal,-54.5,False,False,True,False
2024-06-12,False,False,False,False,False,True,19401.75,19491.75,19588.5,19374.5,214.0,up,up,0.547897,False,True,normal,159.25,False,True,True,False
2024-06-13,False,False,False,False,False,True,19636.75,19593.0,19663.75,19500.0,163.75,down,down,0.567939,False,True,low,145.0,True,False,True,False
2024-06-14,False,False,False,False,False,True,19577.75,19687.5,19691.25,19557.0,134.25,up,up,0.972067,True,False,low,-15.25,True,True,True,False
2024-06-17,False,False,False,False,False,True,19693.75,19925.5,20001.0,19640.25,360.75,down,down,0.790714,False,False,high,6.25,False,False,True,True
2024-06-18,False,False,False,False,False,True,19916.75,19923.25,19953.0,19851.75,101.25,down,down,0.706173,False,False,low,-8.75,True,False,False,False
2024-06-19,False,False,False,False,False,True,20242.75,20230.75,20252.25,20223.5,28.75,down,down,0.252174,False,False,low,319.5,True,False,True,False
2024-06-20,False,False,False,False,False,True,20245.5,20035.25,20263.5,19958.5,305.0,down,down,0.251639,False,False,high,14.75,True,True,True,True
2024-06-21,False,False,False,False,False,True,20017.0,19975.25,20073.0,19914.0,159.0,down,down,0.38522,False,True,low,-18.25,True,False,True,False
2024-06-24,False,False,False,False,False,True,19922.0,19745.0,19995.5,19740.5,255.0,up,down,0.017647,True,False,normal,-53.25,False,False,True,False
2024-06-25,False,False,False,False,False,True,19830.25,19967.25,19981.0,19792.25,188.75,up,up,0.927152,True,False,normal,85.25,True,False,False,False
2024-06-26,False,False,False,False,False,True,19929.0,20005.0,20028.0,19912.0,116.0,up,up,0.801724,True,False,low,-38.25,True,True,True,False
2024-06-27,False,False,False,False,False,True,19990.5,20047.75,20116.5,19954.25,162.25,up,up,0.576271,False,True,low,-14.5,True,True,True,False
2024-06-28,False,False,False,False,False,True,20070.25,19932.5,20273.25,19906.0,367.25,up,up,0.072158,True,False,high,22.5,True,False,True,True
