policy_name,default_include_rare_modules_in_scheduler,rare_modules_allowed_in_explicit_audits,default_scheduler_module_count,excluded_rare_module_count,phase16a_rare_module_count,official_gates_changed,paper_trading_approved,live_trading_approved,scheduler_f_label,next_action
playbook_scheduler_f_rare_module_exclusion_policy,False,True,22,25,3,False,False,False,rare_modules_registry_only_excluded_from_default_scheduler,phase17a_next_gap_module_scout_without_rare_scheduler_inclusion
